	SRR1795409_accepted_hits	SRR1795410_accepted_hits	SRR1795425_accepted_hits	SRR1795426_accepted_hits
ENSG00000187272	0	0	0	0
ENSG00000187288	0	0	0	1
ENSG00000187323	0	0	0	0
ENSG00000187325	258	309	561	331
ENSG00000187372	1	2	1	1
ENSG00000187391	14	13	29	15
ENSG00000187398	0	0	0	0
ENSG00000187416	0	0	0	0
ENSG00000187446	106	107	266	141
ENSG00000187474	1	0	1	0
ENSG00000187475	12	9	12	2
ENSG00000187479	7	3	31	18
ENSG00000187486	20	16	22	12
ENSG00000187492	1	0	0	1
ENSG00000187498	409	433	689	407
ENSG00000187510	1	0	0	0
ENSG00000187513	0	2	0	0
ENSG00000187514	6979	7174	4264	2462
ENSG00000187516	0	0	0	0
ENSG00000187522	688	853	647	374
ENSG00000187527	2	2	0	0
ENSG00000187531	82	115	62	45
ENSG00000187533	0	0	0	0
ENSG00000187535	273	338	170	97
ENSG00000187537	0	0	0	0
ENSG00000187545	0	0	0	0
ENSG00000187546	0	0	1	0
ENSG00000187550	0	1	0	0
ENSG00000187553	2	2	3	0
ENSG00000187554	8	9	4	4
ENSG00000187555	1969	2257	796	494
ENSG00000187556	1	0	0	0
ENSG00000187559	0	0	0	0
ENSG00000187566	0	0	0	0
ENSG00000187569	1	2	0	0
ENSG00000187581	0	0	0	0
ENSG00000187583	3	5	7	9
ENSG00000187595	4	2	0	0
ENSG00000187601	1	0	4	2
ENSG00000187605	244	233	83	43
ENSG00000187607	0	0	0	0
ENSG00000187608	21	23	4	9
ENSG00000187609	18	17	16	10
ENSG00000187612	0	0	0	0
ENSG00000187616	0	0	0	0
ENSG00000187624	7	7	15	9
ENSG00000187626	142	138	68	48
ENSG00000187627	0	0	0	0
ENSG00000187630	8	9	0	0
ENSG00000187634	423	421	321	184
ENSG00000187642	2	0	1	0
ENSG00000187650	1	4	8	7
ENSG00000187658	0	0	0	0
ENSG00000187664	0	0	0	0
ENSG00000187672	175	211	17	11
ENSG00000187676	192	238	184	111
ENSG00000187678	0	0	75	62
ENSG00000187682	0	0	0	0
ENSG00000187688	5	3	0	2
ENSG00000187689	0	0	0	0
ENSG00000187690	12	7	0	0
ENSG00000187699	10	11	11	5
ENSG00000187701	0	0	0	0
ENSG00000187713	77	96	96	53
ENSG00000187714	0	0	2	1
ENSG00000187715	3	2	0	0
ENSG00000187720	21	26	27	10
ENSG00000187726	4	1	0	1
ENSG00000187730	4	5	4	1
ENSG00000187733	0	0	0	0
ENSG00000187735	576	699	336	188
ENSG00000187736	131	158	226	121
ENSG00000187741	1106	1193	661	392
ENSG00000187742	526	624	221	133
ENSG00000187747	0	0	0	0
ENSG00000187753	0	0	0	0
ENSG00000187754	0	0	0	0
ENSG00000187758	1	0	0	0
ENSG00000187764	128	147	106	64
ENSG00000187766	0	0	0	0
ENSG00000187772	214	284	210	130
ENSG00000187773	1	1	1	2
ENSG00000187775	40	36	5	3
ENSG00000187778	759	853	442	265
ENSG00000187783	1	0	0	0
ENSG00000187790	776	935	211	138
ENSG00000187791	0	0	0	0
ENSG00000187792	138	120	39	22
ENSG00000187796	9	10	0	1
ENSG00000187800	0	1	0	1
ENSG00000187801	41	65	19	15
ENSG00000187806	0	0	0	0
ENSG00000187808	0	1	11	2
ENSG00000187815	78	113	41	32
ENSG00000187821	0	0	4	1
ENSG00000187823	0	0	0	0
ENSG00000187824	8	11	19	14
ENSG00000187833	0	0	1	0
ENSG00000187837	14711	16273	15298	9381
ENSG00000187838	15	15	18	20
ENSG00000187840	298	307	508	356
ENSG00000187848	9	7	6	1
ENSG00000187855	0	0	0	0
ENSG00000187857	0	0	0	0
ENSG00000187860	44	39	14	4
ENSG00000187862	0	1	0	0
ENSG00000187866	75	94	116	64
ENSG00000187867	11	8	30	26
ENSG00000187871	0	0	0	0
ENSG00000187889	3	3	0	0
ENSG00000187902	0	1	1	0
ENSG00000187905	1	0	0	0
ENSG00000187908	0	0	0	0
ENSG00000187912	0	0	0	0
ENSG00000187918	0	0	0	0
ENSG00000187922	0	0	0	0
ENSG00000187942	0	0	0	0
ENSG00000187944	1	2	0	0
ENSG00000187950	2	3	1	0
ENSG00000187954	93	121	123	64
ENSG00000187955	103	139	531	294
ENSG00000187957	0	2	3	3
ENSG00000187959	0	0	0	0
ENSG00000187961	129	140	89	43
ENSG00000187969	0	0	0	0
ENSG00000187980	0	0	0	0
ENSG00000187987	70	77	16	13
ENSG00000187994	2	3	24	14
ENSG00000187997	0	0	0	0
ENSG00000188000	0	0	2	0
ENSG00000188001	0	0	0	0
ENSG00000188010	63	81	33	21
ENSG00000188011	0	0	0	0
ENSG00000188015	0	0	0	0
ENSG00000188021	321	361	797	492
ENSG00000188026	71	77	148	55
ENSG00000188032	2	2	0	0
ENSG00000188033	65	63	83	49
ENSG00000188037	0	0	0	2
ENSG00000188038	0	0	1	2
ENSG00000188039	2	0	1	0
ENSG00000188042	33	40	78	39
ENSG00000188050	3	8	0	0
ENSG00000188051	1	1	11	3
ENSG00000188056	0	0	0	0
ENSG00000188060	4	1	0	0
ENSG00000188064	0	1	11	0
ENSG00000188070	75	98	48	22
ENSG00000188076	0	0	0	0
ENSG00000188086	0	0	0	0
ENSG00000188089	0	1	0	1
ENSG00000188092	10	12	1	1
ENSG00000188095	1	8	1	0
ENSG00000188100	0	0	0	0
ENSG00000188107	44	69	0	0
ENSG00000188112	1	2	121	59
ENSG00000188120	0	0	0	0
ENSG00000188124	1	3	0	0
ENSG00000188130	254	238	127	60
ENSG00000188133	0	1	0	0
ENSG00000188152	10	5	0	0
ENSG00000188153	522	597	173	100
ENSG00000188155	0	0	0	0
ENSG00000188157	326	380	672	359
ENSG00000188158	20	24	71	40
ENSG00000188162	4	8	6	1
ENSG00000188163	18	38	0	0
ENSG00000188167	69	88	51	25
ENSG00000188171	0	0	4	0
ENSG00000188175	0	0	0	0
ENSG00000188176	4	7	15	7
ENSG00000188177	58	59	35	36
ENSG00000188186	259	289	455	284
ENSG00000188191	167	201	298	193
ENSG00000188199	7	2	0	0
ENSG00000188211	266	298	236	166
ENSG00000188215	34	43	17	8
ENSG00000188219	0	0	11	5
ENSG00000188223	0	0	0	0
ENSG00000188227	11	15	92	39
ENSG00000188229	2568	2859	5527	3338
ENSG00000188234	6	3	1	0
ENSG00000188243	122	161	238	128
ENSG00000188257	0	0	0	0
ENSG00000188263	0	1	0	0
ENSG00000188266	137	147	65	38
ENSG00000188269	0	0	0	0
ENSG00000188277	13	6	0	0
ENSG00000188282	0	0	0	0
ENSG00000188283	59	82	60	35
ENSG00000188290	338	348	408	255
ENSG00000188293	0	0	0	0
ENSG00000188295	57	64	39	27
ENSG00000188305	8	3	0	0
ENSG00000188306	2	1	0	0
ENSG00000188312	119	169	85	54
ENSG00000188313	238	309	348	234
ENSG00000188315	49	56	3	0
ENSG00000188316	18	15	25	12
ENSG00000188321	157	201	52	29
ENSG00000188322	5	10	12	8
ENSG00000188324	0	0	1	0
ENSG00000188334	0	0	0	0
ENSG00000188338	14	6	26	14
ENSG00000188340	0	0	0	0
ENSG00000188342	355	400	697	430
ENSG00000188343	234	263	217	108
ENSG00000188352	1475	1790	604	328
ENSG00000188368	3	3	5	6
ENSG00000188372	17	17	6	5
ENSG00000188373	0	0	0	0
ENSG00000188375	1	3	1	2
ENSG00000188379	0	0	0	0
ENSG00000188385	2	5	1	0
ENSG00000188386	0	0	0	0
ENSG00000188389	0	0	0	0
ENSG00000188393	0	0	0	0
ENSG00000188394	16	20	0	0
ENSG00000188396	0	0	0	0
ENSG00000188404	1	1	1	1
ENSG00000188408	0	0	0	0
ENSG00000188419	236	294	237	139
ENSG00000188425	0	0	0	0
ENSG00000188428	38	45	66	40
ENSG00000188452	14	15	9	10
ENSG00000188467	46	67	0	0
ENSG00000188483	10	9	28	24
ENSG00000188486	511	507	2160	1351
ENSG00000188487	4	7	0	1
ENSG00000188488	0	0	0	0
ENSG00000188493	36	39	309	209
ENSG00000188501	55	66	0	0
ENSG00000188505	0	0	0	0
ENSG00000188508	1	1	0	0
ENSG00000188517	109	104	130	58
ENSG00000188522	167	169	143	94
ENSG00000188523	0	3	0	1
ENSG00000188529	984	1128	962	602
ENSG00000188536	0	0	0	0
ENSG00000188542	13	7	23	10
ENSG00000188549	8	8	20	10
ENSG00000188554	695	800	744	444
ENSG00000188558	0	0	0	0
ENSG00000188559	538	672	188	122
ENSG00000188566	131	131	151	110
ENSG00000188573	3	1	11	7
ENSG00000188580	3	3	3	2
ENSG00000188581	0	0	0	0
ENSG00000188582	2	0	10	4
ENSG00000188585	0	2	0	0
ENSG00000188596	16	20	28	17
ENSG00000188603	0	0	0	0
ENSG00000188610	18	12	9	4
ENSG00000188611	2	4	4	4
ENSG00000188612	852	953	2871	1692
ENSG00000188613	4	12	163	84
ENSG00000188620	0	0	9	9
ENSG00000188624	0	0	0	0
ENSG00000188626	2	1	0	0
ENSG00000188629	6	11	9	1
ENSG00000188636	63	61	262	167
ENSG00000188641	1	1	2	1
ENSG00000188643	0	0	2	5
ENSG00000188647	303	321	151	90
ENSG00000188649	18	20	0	0
ENSG00000188655	0	0	0	0
ENSG00000188659	10	21	2	2
ENSG00000188672	3	1	1	0
ENSG00000188674	0	0	0	0
ENSG00000188676	2	3	1	0
ENSG00000188677	214	244	97	55
ENSG00000188687	16	6	2	2
ENSG00000188690	417	556	129	92
ENSG00000188691	0	0	0	0
ENSG00000188694	0	0	0	0
ENSG00000188706	189	212	264	155
ENSG00000188707	35	29	3	2
ENSG00000188710	3	2	0	0
ENSG00000188716	0	0	0	0
ENSG00000188725	129	160	104	45
ENSG00000188729	8	5	22	17
ENSG00000188730	0	0	0	0
ENSG00000188732	32	35	143	76
ENSG00000188735	107	120	202	122
ENSG00000188738	344	409	0	1
ENSG00000188739	1189	1304	607	365
ENSG00000188747	19	15	6	1
ENSG00000188760	6	29	11	8
ENSG00000188761	4	3	0	0
ENSG00000188763	36	44	25	14
ENSG00000188766	1	3	7	4
ENSG00000188770	0	0	0	0
ENSG00000188771	3	11	0	0
ENSG00000188778	0	0	0	0
ENSG00000188779	16	11	17	12
ENSG00000188782	0	0	0	0
ENSG00000188783	0	0	0	0
ENSG00000188784	0	0	0	0
ENSG00000188785	72	75	70	50
ENSG00000188786	95	104	91	66
ENSG00000188800	0	0	0	0
ENSG00000188803	0	0	0	0
ENSG00000188807	130	134	481	291
ENSG00000188811	113	136	141	73
ENSG00000188816	0	0	3	2
ENSG00000188817	0	0	0	0
ENSG00000188818	8	11	1	2
ENSG00000188820	0	1	0	0
ENSG00000188822	0	0	0	0
ENSG00000188827	238	218	81	59
ENSG00000188828	0	1	0	0
ENSG00000188833	3	7	0	0
ENSG00000188846	5705	6493	2236	1369
ENSG00000188848	70	87	108	62
ENSG00000188859	0	2	0	0
ENSG00000188868	0	0	7	8
ENSG00000188869	20	13	1	0
ENSG00000188878	169	237	25	17
ENSG00000188883	62	47	13	5
ENSG00000188886	0	1	0	0
ENSG00000188895	237	278	93	52
ENSG00000188897	61	68	1	2
ENSG00000188906	65	71	115	89
ENSG00000188909	0	0	0	0
ENSG00000188910	1	1	2	0
ENSG00000188916	24	23	0	1
ENSG00000188917	271	284	124	68
ENSG00000188921	8	11	14	7
ENSG00000188931	55	78	0	0
ENSG00000188937	0	0	0	0
ENSG00000188938	63	74	53	27
ENSG00000188958	0	2	0	0
ENSG00000188959	0	0	0	0
ENSG00000188976	1803	1965	2583	1549
ENSG00000188981	0	0	0	0
ENSG00000188984	0	0	0	0
ENSG00000188986	509	516	593	366
ENSG00000188991	0	0	0	0
ENSG00000188992	7	9	0	0
ENSG00000188993	10	13	0	0
ENSG00000188994	1234	1544	404	232
ENSG00000188996	8	12	6	1
ENSG00000188997	26	33	10	6
ENSG00000189001	5	0	0	1
ENSG00000189007	146	190	66	46
ENSG00000189013	0	0	0	0
ENSG00000189023	0	0	0	0
ENSG00000189030	0	0	0	0
ENSG00000189037	1	0	0	0
ENSG00000189042	159	181	307	182
ENSG00000189043	659	759	1421	860
ENSG00000189045	3	3	0	0
ENSG00000189046	224	236	164	77
ENSG00000189050	194	199	130	95
ENSG00000189051	0	0	0	0
ENSG00000189052	0	0	0	0
ENSG00000189056	0	0	2	1
ENSG00000189057	0	0	698	409
ENSG00000189058	0	1	6	5
ENSG00000189060	155	210	333	178
ENSG00000189064	0	0	0	0
ENSG00000189067	21	27	151	86
ENSG00000189068	0	0	0	0
ENSG00000189077	50	50	109	66
ENSG00000189079	821	1019	770	487
ENSG00000189090	0	0	0	0
ENSG00000189091	5604	6501	5360	3343
ENSG00000189099	33	30	0	1
ENSG00000189108	1	0	0	0
ENSG00000189114	9	10	24	14
ENSG00000189120	2	0	5	4
ENSG00000189127	5	15	17	5
ENSG00000189129	0	0	0	0
ENSG00000189132	0	0	0	0
ENSG00000189134	0	3	2	0
ENSG00000189139	0	0	0	0
ENSG00000189143	0	0	1	0
ENSG00000189144	120	132	111	78
ENSG00000189152	0	0	0	0
ENSG00000189157	0	1	0	0
ENSG00000189159	913	1121	1778	1124
ENSG00000189164	86	101	137	63
ENSG00000189167	1	1	0	0
ENSG00000189169	0	0	0	0
ENSG00000189171	160	184	278	176
ENSG00000189180	338	413	144	79
ENSG00000189181	0	0	0	0
ENSG00000189182	0	0	0	0
ENSG00000189184	42	47	41	19
ENSG00000189186	1	0	0	0
ENSG00000189190	0	0	15	4
ENSG00000189195	47	62	94	53
ENSG00000189221	28	37	180	83
ENSG00000189227	45	62	159	96
ENSG00000189233	3	2	1	0
ENSG00000189241	1124	1379	2386	1383
ENSG00000189252	0	1	0	0
ENSG00000189253	0	0	0	0
ENSG00000189266	96	118	17	11
ENSG00000189269	8	13	0	0
ENSG00000189280	0	0	0	0
ENSG00000189283	27	20	38	21
ENSG00000189292	6	7	1	1
ENSG00000189298	80	130	62	35
ENSG00000189299	0	0	0	0
ENSG00000189306	480	511	690	393
ENSG00000189308	335	435	200	119
ENSG00000189319	200	185	58	41
ENSG00000189320	0	0	0	0
ENSG00000189325	0	0	0	1
ENSG00000189326	0	0	0	1
ENSG00000189334	0	0	0	0
ENSG00000189337	23	33	48	30
ENSG00000189339	62	52	37	27
ENSG00000189350	4	6	8	2
ENSG00000189357	0	0	0	0
ENSG00000189362	67	59	39	29
ENSG00000189366	21	28	12	7
ENSG00000189367	170	168	4	1
ENSG00000189369	3	2	165	91
ENSG00000189375	0	1	0	0
ENSG00000189376	68	90	50	33
ENSG00000189377	2	3	0	0
ENSG00000189401	0	0	0	0
ENSG00000189403	1897	2044	1945	1286
ENSG00000189409	3	1	0	0
ENSG00000189410	26	22	25	17
ENSG00000189420	0	0	1	0
ENSG00000189430	0	0	0	0
ENSG00000189431	0	0	0	0
ENSG00000189433	0	0	0	0
ENSG00000196071	0	0	0	0
ENSG00000196072	144	163	254	156
ENSG00000196074	54	57	0	2
ENSG00000196081	51	69	35	22
ENSG00000196083	35	43	46	25
ENSG00000196090	0	0	0	0
ENSG00000196091	0	0	2	1
ENSG00000196092	0	0	2	3
ENSG00000196098	0	0	0	0
ENSG00000196099	0	0	0	0
ENSG00000196104	13	21	0	0
ENSG00000196109	0	1	5	5
ENSG00000196110	46	52	35	20
ENSG00000196116	231	277	334	194
ENSG00000196118	98	86	78	39
ENSG00000196119	0	0	0	0
ENSG00000196123	37	38	22	19
ENSG00000196126	9	6	91	64
ENSG00000196131	0	0	0	0
ENSG00000196132	18	21	3	2
ENSG00000196136	0	0	0	1
ENSG00000196139	0	0	0	0
ENSG00000196141	250	252	350	219
ENSG00000196150	84	116	46	21
ENSG00000196151	91	119	171	110
ENSG00000196152	92	113	40	19
ENSG00000196154	2	5	2	2
ENSG00000196155	283	286	97	49
ENSG00000196156	0	0	0	0
ENSG00000196159	326	333	251	147
ENSG00000196166	0	0	0	0
ENSG00000196169	0	0	1	1
ENSG00000196171	0	0	1	0
ENSG00000196172	5	3	28	14
ENSG00000196177	188	222	786	507
ENSG00000196182	183	218	100	61
ENSG00000196184	0	0	0	0
ENSG00000196187	164	176	111	68
ENSG00000196188	0	0	0	0
ENSG00000196189	2	4	2	0
ENSG00000196196	0	0	0	1
ENSG00000196199	363	536	162	82
ENSG00000196208	90	114	12	11
ENSG00000196209	0	0	0	0
ENSG00000196214	80	107	68	31
ENSG00000196218	7	5	3	1
ENSG00000196220	22	37	29	13
ENSG00000196224	0	0	0	0
ENSG00000196227	201	249	21	29
ENSG00000196228	0	0	0	0
ENSG00000196230	6563	7207	13579	7935
ENSG00000196233	798	947	534	300
ENSG00000196235	834	892	2468	1398
ENSG00000196236	312	361	305	172
ENSG00000196240	0	0	0	0
ENSG00000196242	0	0	0	0
ENSG00000196247	299	345	123	94
ENSG00000196248	0	0	0	0
ENSG00000196260	0	0	0	0
ENSG00000196262	4266	4950	8423	4819
ENSG00000196263	5	6	11	6
ENSG00000196266	0	0	0	0
ENSG00000196267	27	28	14	7
ENSG00000196268	38	44	15	15
ENSG00000196275	1	1	0	2
ENSG00000196277	0	0	0	0
ENSG00000196284	77	108	117	62
ENSG00000196289	0	0	0	1
ENSG00000196290	394	448	378	237
ENSG00000196296	42	41	19	13
ENSG00000196305	7893	9339	4501	2604
ENSG00000196312	18	22	4	6
ENSG00000196313	178	237	70	37
ENSG00000196323	414	543	184	84
ENSG00000196329	0	0	0	0
ENSG00000196335	2	3	0	0
ENSG00000196337	0	0	0	0
ENSG00000196338	7	6	3	3
ENSG00000196341	0	0	0	0
ENSG00000196344	1	0	0	0
ENSG00000196345	5	7	2	0
ENSG00000196350	0	0	1	6
ENSG00000196352	300	404	303	161
ENSG00000196353	0	0	2	1
ENSG00000196357	23	38	33	20
ENSG00000196358	1	2	3	2
ENSG00000196361	0	0	1	1
ENSG00000196363	603	730	704	382
ENSG00000196365	1105	1173	1352	750
ENSG00000196367	3205	3608	2185	1368
ENSG00000196368	43	51	14	13
ENSG00000196369	30	31	9	8
ENSG00000196371	23	22	11	6
ENSG00000196372	124	128	97	46
ENSG00000196376	112	143	162	99
ENSG00000196378	37	41	17	3
ENSG00000196381	1	1	3	1
ENSG00000196387	131	146	96	54
ENSG00000196388	9	19	6	8
ENSG00000196391	29	70	21	6
ENSG00000196396	401	463	692	475
ENSG00000196405	183	214	87	41
ENSG00000196406	0	0	0	0
ENSG00000196407	0	0	0	0
ENSG00000196408	49	52	1	0
ENSG00000196411	541	559	257	138
ENSG00000196415	0	0	1	4
ENSG00000196417	88	128	49	33
ENSG00000196418	309	350	31	27
ENSG00000196419	6235	7132	6435	3837
ENSG00000196420	0	0	1	0
ENSG00000196421	2	0	2	0
ENSG00000196422	190	205	64	58
ENSG00000196427	0	0	0	0
ENSG00000196428	199	231	210	126
ENSG00000196431	0	0	0	0
ENSG00000196433	8	6	0	0
ENSG00000196436	9	13	0	0
ENSG00000196437	117	140	209	127
ENSG00000196440	68	64	17	5
ENSG00000196449	291	317	675	429
ENSG00000196453	154	184	205	121
ENSG00000196455	931	1103	742	489
ENSG00000196456	10	13	24	14
ENSG00000196458	43	51	106	73
ENSG00000196459	75	95	80	51
ENSG00000196460	0	0	0	0
ENSG00000196465	327	299	152	76
ENSG00000196466	33	39	20	12
ENSG00000196468	0	0	0	0
ENSG00000196470	182	249	173	97
ENSG00000196475	0	0	2	1
ENSG00000196476	41	33	101	52
ENSG00000196482	16	22	0	0
ENSG00000196497	1869	2075	1196	805
ENSG00000196498	400	414	631	372
ENSG00000196502	20	23	309	188
ENSG00000196503	0	0	0	0
ENSG00000196504	3388	3952	2390	1524
ENSG00000196505	331	383	333	194
ENSG00000196507	12	9	32	19
ENSG00000196510	1013	1174	1509	903
ENSG00000196511	7	7	4	2
ENSG00000196517	35	37	64	28
ENSG00000196526	139	128	87	66
ENSG00000196531	5191	6055	5820	3506
ENSG00000196535	191	239	183	99
ENSG00000196539	0	0	0	0
ENSG00000196542	0	2	0	0
ENSG00000196544	53	51	65	18
ENSG00000196547	258	323	102	63
ENSG00000196549	33	20	27	16
ENSG00000196550	23	31	3	3
ENSG00000196553	10	11	0	0
ENSG00000196557	142	144	11	17
ENSG00000196562	199	206	474	330
ENSG00000196565	0	0	0	0
ENSG00000196569	19	31	3	1
ENSG00000196570	0	0	0	0
ENSG00000196576	461	508	783	400
ENSG00000196578	0	0	0	0
ENSG00000196581	0	0	0	0
ENSG00000196584	290	320	182	128
ENSG00000196586	529	678	1634	965
ENSG00000196588	162	185	199	123
ENSG00000196589	0	0	0	0
ENSG00000196591	2888	3408	4153	2467
ENSG00000196597	181	199	19	19
ENSG00000196600	0	1	0	0
ENSG00000196604	0	0	13	4
ENSG00000196605	24	22	2	8
ENSG00000196611	0	0	1	0
ENSG00000196616	0	0	0	0
ENSG00000196620	0	0	0	0
ENSG00000196628	150	178	342	203
ENSG00000196632	362	469	125	86
ENSG00000196636	138	142	383	207
ENSG00000196639	1	0	6	4
ENSG00000196642	1231	1247	634	420
ENSG00000196646	85	99	119	91
ENSG00000196652	329	402	108	84
ENSG00000196653	20	38	17	8
ENSG00000196655	293	284	382	207
ENSG00000196659	47	49	82	44
ENSG00000196660	8	7	44	27
ENSG00000196663	255	252	222	116
ENSG00000196664	0	0	0	0
ENSG00000196666	0	0	0	0
ENSG00000196670	368	420	123	71
ENSG00000196678	307	383	178	100
ENSG00000196683	479	512	689	441
ENSG00000196684	2	2	0	0
ENSG00000196689	127	112	8	7
ENSG00000196693	327	459	46	30
ENSG00000196700	470	477	353	222
ENSG00000196704	498	580	243	165
ENSG00000196705	169	184	53	25
ENSG00000196711	13	12	3	4
ENSG00000196712	1685	2003	882	533
ENSG00000196715	60	70	51	45
ENSG00000196724	2	5	1	0
ENSG00000196730	321	415	224	149
ENSG00000196734	0	0	0	0
ENSG00000196735	1	0	1	0
ENSG00000196739	183	202	18	8
ENSG00000196743	91	128	255	158
ENSG00000196747	1508	1641	989	572
ENSG00000196748	3	0	12	5
ENSG00000196754	1	1	4	1
ENSG00000196757	112	112	57	39
ENSG00000196767	0	0	0	2
ENSG00000196772	0	0	0	0
ENSG00000196776	404	473	471	298
ENSG00000196778	0	0	0	0
ENSG00000196781	381	326	394	224
ENSG00000196782	46	32	69	32
ENSG00000196787	3613	3864	4421	2613
ENSG00000196792	614	654	528	343
ENSG00000196793	87	117	172	72
ENSG00000196800	0	0	0	0
ENSG00000196805	0	0	0	0
ENSG00000196811	36	39	0	0
ENSG00000196812	96	112	46	36
ENSG00000196814	45	63	94	51
ENSG00000196821	173	194	285	189
ENSG00000196826	0	0	0	0
ENSG00000196832	0	0	0	0
ENSG00000196834	0	0	0	0
ENSG00000196839	101	99	188	105
ENSG00000196843	34	39	55	33
ENSG00000196844	1	0	0	0
ENSG00000196850	92	117	184	108
ENSG00000196859	0	0	0	0
ENSG00000196860	7	12	1	2
ENSG00000196862	0	1	4	1
ENSG00000196865	562	620	770	467
ENSG00000196866	481	544	432	257
ENSG00000196867	47	39	49	35
ENSG00000196872	6	8	30	19
ENSG00000196873	18	12	0	0
ENSG00000196876	115	121	13	7
ENSG00000196878	1	8	22	9
ENSG00000196890	1026	1073	426	214
ENSG00000196900	1	0	0	0
ENSG00000196911	393	472	285	146
ENSG00000196912	277	280	8	8
ENSG00000196914	2056	2424	518	304
ENSG00000196917	0	0	0	0
ENSG00000196923	105	109	269	182
ENSG00000196924	5566	6103	7975	4626
ENSG00000196932	0	0	4	2
ENSG00000196935	58	69	109	71
ENSG00000196937	157	185	270	140
ENSG00000196943	345	421	198	120
ENSG00000196944	0	0	0	0
ENSG00000196946	0	0	0	0
ENSG00000196950	594	713	937	549
ENSG00000196954	0	0	1	1
ENSG00000196961	536	611	645	354
ENSG00000196967	28	40	78	37
ENSG00000196968	70	85	109	81
ENSG00000196972	0	0	1	0
ENSG00000196975	87	84	186	129
ENSG00000196976	242	257	291	205
ENSG00000196981	74	58	30	23
ENSG00000196990	0	1	0	0
ENSG00000196993	0	0	0	0
ENSG00000196998	186	239	268	151
ENSG00000197006	507	693	216	121
ENSG00000197008	121	132	67	22
ENSG00000197013	22	18	39	22
ENSG00000197016	52	58	30	9
ENSG00000197019	28	49	59	46
ENSG00000197020	209	237	140	103
ENSG00000197021	59	69	27	14
ENSG00000197024	183	231	231	161
ENSG00000197037	198	194	146	74
ENSG00000197043	1033	1118	1912	1146
ENSG00000197044	21	23	46	32
ENSG00000197045	271	311	402	249
ENSG00000197046	1	0	0	0
ENSG00000197050	101	137	175	97
ENSG00000197054	0	0	0	0
ENSG00000197056	740	880	460	268
ENSG00000197057	0	0	0	0
ENSG00000197061	4885	5658	8226	4814
ENSG00000197062	133	158	94	35
ENSG00000197063	22	37	38	26
ENSG00000197070	126	138	226	150
ENSG00000197077	660	763	257	147
ENSG00000197079	4	3	0	0
ENSG00000197081	2205	2528	1554	920
ENSG00000197084	0	0	0	0
ENSG00000197093	1	2	5	8
ENSG00000197102	12330	13972	4355	2634
ENSG00000197106	6	7	10	2
ENSG00000197110	0	0	0	0
ENSG00000197111	2454	2696	6264	3739
ENSG00000197114	29	23	33	16
ENSG00000197119	25	40	88	72
ENSG00000197121	303	411	297	186
ENSG00000197122	96	72	278	170
ENSG00000197123	0	0	0	0
ENSG00000197124	2	3	25	19
ENSG00000197125	0	0	0	0
ENSG00000197128	40	47	114	73
ENSG00000197134	0	1	16	7
ENSG00000197136	584	587	156	125
ENSG00000197140	12	8	0	0
ENSG00000197142	3	10	0	0
ENSG00000197147	260	311	117	66
ENSG00000197150	167	184	221	108
ENSG00000197153	686	780	26	9
ENSG00000197157	2301	2510	3200	1924
ENSG00000197162	24	27	6	1
ENSG00000197165	2	1	2	0
ENSG00000197168	25	31	3	1
ENSG00000197170	1025	1293	2861	1681
ENSG00000197172	31	32	0	0
ENSG00000197177	0	0	0	0
ENSG00000197181	1	3	1	0
ENSG00000197183	9	13	43	29
ENSG00000197191	5	7	1	2
ENSG00000197208	13	20	5	3
ENSG00000197213	0	2	0	0
ENSG00000197217	236	300	77	49
ENSG00000197223	98	148	207	101
ENSG00000197226	1452	1523	499	283
ENSG00000197233	0	0	0	0
ENSG00000197238	670	723	32	14
ENSG00000197241	0	0	0	1
ENSG00000197245	1	1	0	0
ENSG00000197249	0	1	0	0
ENSG00000197253	0	0	1	0
ENSG00000197256	93	88	256	152
ENSG00000197261	4	5	16	11
ENSG00000197265	226	284	584	362
ENSG00000197272	0	0	0	0
ENSG00000197273	0	0	0	0
ENSG00000197275	129	164	162	84
ENSG00000197279	109	121	57	27
ENSG00000197283	48	52	25	15
ENSG00000197296	52	56	123	93
ENSG00000197299	1635	1994	414	270
ENSG00000197302	30	36	32	13
ENSG00000197309	0	0	0	0
ENSG00000197312	350	357	438	247
ENSG00000197321	142	151	211	123
ENSG00000197323	985	1193	810	487
ENSG00000197324	99	96	222	121
ENSG00000197329	109	120	102	83
ENSG00000197343	428	489	128	68
ENSG00000197345	539	604	650	398
ENSG00000197353	0	0	0	0
ENSG00000197355	44	48	59	29
ENSG00000197360	1	0	4	1
ENSG00000197361	3	5	2	1
ENSG00000197362	121	116	73	44
ENSG00000197363	21	26	4	6
ENSG00000197364	0	0	0	0
ENSG00000197372	182	190	111	52
ENSG00000197375	115	141	137	103
ENSG00000197380	4	5	7	9
ENSG00000197381	168	155	68	32
ENSG00000197385	3	8	2	2
ENSG00000197386	2598	2893	934	526
ENSG00000197403	0	0	0	0
ENSG00000197405	2	0	1	0
ENSG00000197406	1	0	0	0
ENSG00000197408	0	0	1	0
ENSG00000197409	6	10	2391	1377
ENSG00000197410	1	13	8	16
ENSG00000197415	1	2	0	0
ENSG00000197416	1	1	0	0
ENSG00000197417	0	0	0	0
ENSG00000197428	0	0	0	0
ENSG00000197429	126	148	194	138
ENSG00000197430	0	0	0	0
ENSG00000197437	0	0	0	0
ENSG00000197442	357	347	218	147
