	SRR1795409_1	SRR1795425_1
ENSG00000151503	2419	1685
ENSG00000151532	182	137
ENSG00000151552	67	224
ENSG00000151553	230	223
ENSG00000151572	10	16
ENSG00000151575	77	82
ENSG00000151576	514	344
ENSG00000151577	0	0
ENSG00000151611	21	38
ENSG00000151612	101	58
ENSG00000151615	0	2
ENSG00000151617	13	74
ENSG00000151623	172	185
ENSG00000151632	0	1
ENSG00000151640	115	110
ENSG00000151650	0	0
ENSG00000151651	17	0
ENSG00000151655	5	0
ENSG00000151657	200	372
ENSG00000151665	170	96
ENSG00000151687	102	4
ENSG00000151689	50	118
ENSG00000151690	44	88
ENSG00000151692	34	24
ENSG00000151693	180	190
ENSG00000151694	421	166
ENSG00000151702	0	72
ENSG00000151704	2	0
ENSG00000151715	1	0
ENSG00000151718	485	216
ENSG00000151725	767	1017
ENSG00000151726	210	616
ENSG00000151729	299	587
ENSG00000151743	48	102
ENSG00000151746	91	117
ENSG00000151748	186	87
ENSG00000151773	51	71
ENSG00000151778	4	20
ENSG00000151779	1135	462
ENSG00000151789	0	0
ENSG00000151790	1	0
ENSG00000151806	554	418
ENSG00000151812	4	0
ENSG00000151834	0	0
ENSG00000151835	4408	1626
ENSG00000151838	7	1
ENSG00000151846	3	8
ENSG00000151849	623	462
ENSG00000151876	71	73
ENSG00000151881	58	41
ENSG00000151882	0	0
ENSG00000151883	144	209
ENSG00000151892	9	82
ENSG00000151893	272	243
ENSG00000151914	3158	548
ENSG00000151917	7	3
ENSG00000151923	778	988
ENSG00000151929	117	709
ENSG00000151948	1	0
ENSG00000151952	0	0
ENSG00000151962	0	0
ENSG00000151967	0	0
ENSG00000152034	0	0
ENSG00000152049	0	0
ENSG00000152056	52	140
ENSG00000152061	518	167
ENSG00000152076	25	15
ENSG00000152078	30	36
ENSG00000152082	344	296
ENSG00000152086	0	0
ENSG00000152092	0	22
ENSG00000152093	0	0
ENSG00000152102	149	517
ENSG00000152104	334	445
ENSG00000152127	434	211
ENSG00000152128	8	47
ENSG00000152133	139	194
ENSG00000152137	5	5
ENSG00000152147	316	275
ENSG00000152154	1	2
ENSG00000152192	53	47
ENSG00000152193	538	315
ENSG00000152207	0	0
ENSG00000152208	8	0
ENSG00000152213	0	0
ENSG00000152214	0	0
ENSG00000152217	4	37
ENSG00000152219	221	208
ENSG00000152223	473	249
ENSG00000152229	73	201
ENSG00000152234	5633	7182
ENSG00000152240	374	413
ENSG00000152242	206	247
ENSG00000152253	286	699
ENSG00000152254	0	0
ENSG00000152256	140	362
ENSG00000152266	0	0
ENSG00000152270	492	140
ENSG00000152284	6	39
ENSG00000152291	361	435
ENSG00000152292	0	0
ENSG00000152315	5	3
ENSG00000152332	511	288
ENSG00000152348	32	33
ENSG00000152359	206	220
ENSG00000152377	4	30
ENSG00000152380	36	20
ENSG00000152382	238	311
ENSG00000152402	16	57
ENSG00000152404	638	197
ENSG00000152409	324	361
ENSG00000152413	231	214
ENSG00000152422	120	241
ENSG00000152430	1	0
ENSG00000152433	10	12
ENSG00000152439	33	53
ENSG00000152443	76	113
ENSG00000152454	68	104
ENSG00000152455	456	301
ENSG00000152457	240	85
ENSG00000152463	0	0
ENSG00000152464	197	288
ENSG00000152465	293	312
ENSG00000152467	0	1
ENSG00000152475	16	7
ENSG00000152484	138	86
ENSG00000152492	198	508
ENSG00000152495	49	162
ENSG00000152503	52	117
ENSG00000152518	59	306
ENSG00000152520	446	227
ENSG00000152527	97	70
ENSG00000152556	1123	1330
ENSG00000152558	323	917
ENSG00000152578	1	0
ENSG00000152580	25	49
ENSG00000152582	44	40
ENSG00000152583	13	1
ENSG00000152591	1	0
ENSG00000152592	0	0
ENSG00000152595	0	0
ENSG00000152601	322	752
ENSG00000152611	0	0
ENSG00000152620	331	329
ENSG00000152642	182	245
ENSG00000152661	229	564
ENSG00000152669	9	31
ENSG00000152670	2	1
ENSG00000152672	5	0
ENSG00000152683	223	306
ENSG00000152684	310	384
ENSG00000152689	2	16
ENSG00000152700	320	947
ENSG00000152705	18	3
ENSG00000152749	243	161
ENSG00000152760	0	0
ENSG00000152763	29	37
ENSG00000152766	0	0
ENSG00000152767	248	316
ENSG00000152778	196	668
ENSG00000152779	0	0
ENSG00000152782	120	90
ENSG00000152784	1	31
ENSG00000152785	0	14
ENSG00000152795	3472	3830
ENSG00000152804	30	75
ENSG00000152818	1907	1005
ENSG00000152822	0	1
ENSG00000152894	502	530
ENSG00000152904	458	163
ENSG00000152910	0	0
ENSG00000152926	69	17
ENSG00000152932	14	5
ENSG00000152936	2	4
ENSG00000152939	112	156
ENSG00000152942	304	112
ENSG00000152944	92	415
ENSG00000152952	794	577
ENSG00000152953	0	0
ENSG00000152954	1	0
ENSG00000152969	21	12
ENSG00000152977	3	12
ENSG00000152990	544	127
ENSG00000153002	0	0
ENSG00000153006	242	143
ENSG00000153012	16	24
ENSG00000153015	403	433
ENSG00000153029	32	46
ENSG00000153037	244	703
ENSG00000153044	387	619
ENSG00000153046	445	271
ENSG00000153048	138	290
ENSG00000153060	3	0
ENSG00000153064	0	0
ENSG00000153066	282	41
ENSG00000153071	27	184
ENSG00000153086	14	0
ENSG00000153093	9	18
ENSG00000153094	40	51
ENSG00000153107	944	249
ENSG00000153113	850	1343
ENSG00000153130	126	466
ENSG00000153132	264	285
ENSG00000153140	212	409
ENSG00000153147	3526	2989
ENSG00000153157	152	73
ENSG00000153162	38	57
ENSG00000153165	4	1
ENSG00000153179	77	214
ENSG00000153187	13205	14228
ENSG00000153201	4796	1797
ENSG00000153207	1099	282
ENSG00000153208	122	73
ENSG00000153214	57	92
ENSG00000153230	0	0
ENSG00000153233	0	0
ENSG00000153234	9	23
ENSG00000153237	13	5
ENSG00000153246	0	0
ENSG00000153250	116	299
ENSG00000153253	1	1
ENSG00000153266	0	9
ENSG00000153283	0	0
ENSG00000153291	75	18
ENSG00000153292	0	0
ENSG00000153294	0	1
ENSG00000153303	1	0
ENSG00000153310	581	745
ENSG00000153317	341	323
ENSG00000153339	729	531
ENSG00000153347	0	1
ENSG00000153391	58	129
ENSG00000153395	376	745
ENSG00000153404	3	73
ENSG00000153406	175	4
ENSG00000153443	16	174
ENSG00000153446	4	0
ENSG00000153485	54	80
ENSG00000153487	29	69
ENSG00000153495	1	0
ENSG00000153498	0	0
ENSG00000153531	26	20
ENSG00000153551	64	104
ENSG00000153558	101	29
ENSG00000153560	822	162
ENSG00000153561	608	506
ENSG00000153563	1	0
ENSG00000153574	181	254
ENSG00000153684	0	0
ENSG00000153707	44	168
ENSG00000153714	0	9
ENSG00000153721	159	173
ENSG00000153767	143	153
ENSG00000153774	506	361
ENSG00000153779	0	0
ENSG00000153786	290	82
ENSG00000153789	0	2
ENSG00000153790	46	17
ENSG00000153802	3	0
ENSG00000153814	23	102
ENSG00000153815	100	270
ENSG00000153820	0	0
ENSG00000153822	0	0
ENSG00000153823	0	0
ENSG00000153827	3772	2859
ENSG00000153832	4	6
ENSG00000153879	187	757
ENSG00000153885	121	266
ENSG00000153896	18	28
ENSG00000153898	178	234
ENSG00000153902	0	2
ENSG00000153904	88	724
ENSG00000153914	969	482
ENSG00000153922	2596	1344
ENSG00000153930	0	0
ENSG00000153933	214	193
ENSG00000153936	111	95
ENSG00000153944	207	502
ENSG00000153956	328	289
ENSG00000153975	479	269
ENSG00000153976	24	17
ENSG00000153982	60	107
ENSG00000153989	185	87
ENSG00000153993	58	31
ENSG00000154001	178	418
ENSG00000154007	0	0
ENSG00000154016	0	0
ENSG00000154025	41	1
ENSG00000154027	11	26
ENSG00000154040	33	77
ENSG00000154059	224	135
ENSG00000154065	5	29
ENSG00000154079	29	92
ENSG00000154080	7	9
ENSG00000154096	3	0
ENSG00000154099	4	2
ENSG00000154102	2	3
ENSG00000154114	40	43
ENSG00000154118	77	20
ENSG00000154122	135	133
ENSG00000154124	171	268
ENSG00000154127	21	61
ENSG00000154133	0	0
ENSG00000154134	24	37
ENSG00000154143	0	0
ENSG00000154144	205	46
ENSG00000154146	7	68
ENSG00000154153	27	118
ENSG00000154162	7	0
ENSG00000154165	0	0
ENSG00000154174	1491	1320
ENSG00000154175	16	0
ENSG00000154188	4	13
ENSG00000154217	65	42
ENSG00000154222	355	231
ENSG00000154227	0	0
ENSG00000154229	160	385
ENSG00000154237	25	2
ENSG00000154240	245	128
ENSG00000154252	0	0
ENSG00000154258	3	0
ENSG00000154262	0	0
ENSG00000154263	17	0
ENSG00000154265	260	156
ENSG00000154269	9	7
ENSG00000154274	5	4
ENSG00000154277	1295	5377
ENSG00000154305	1804	726
ENSG00000154309	72	38
ENSG00000154310	400	367
ENSG00000154319	2	3
ENSG00000154328	46	53
ENSG00000154330	9	17
ENSG00000154342	5	12
ENSG00000154358	224	16
ENSG00000154359	155	165
ENSG00000154370	268	216
ENSG00000154380	1375	1180
ENSG00000154415	0	0
ENSG00000154429	187	227
ENSG00000154438	0	0
ENSG00000154447	117	117
ENSG00000154451	0	0
ENSG00000154473	1850	2854
ENSG00000154478	0	0
ENSG00000154479	10	3
ENSG00000154485	12	0
ENSG00000154493	0	0
ENSG00000154511	100	162
ENSG00000154518	2023	3601
ENSG00000154529	17	2
ENSG00000154545	0	0
ENSG00000154548	56	135
ENSG00000154553	59	143
ENSG00000154556	0	62
ENSG00000154582	292	468
ENSG00000154589	0	5
ENSG00000154611	0	1
ENSG00000154620	0	0
ENSG00000154639	214	228
ENSG00000154640	252	591
ENSG00000154642	118	128
ENSG00000154645	1	9
ENSG00000154646	0	0
ENSG00000154654	4	21
ENSG00000154655	17	62
ENSG00000154678	2	0
ENSG00000154710	223	148
ENSG00000154719	639	1305
ENSG00000154721	8	57
ENSG00000154723	398	1906
ENSG00000154727	304	299
ENSG00000154734	417	3094
ENSG00000154736	0	0
ENSG00000154743	322	188
ENSG00000154760	0	8
ENSG00000154764	0	1
ENSG00000154767	654	350
ENSG00000154781	227	109
ENSG00000154783	0	2
ENSG00000154803	356	95
ENSG00000154813	69	137
ENSG00000154814	312	155
ENSG00000154822	363	239
ENSG00000154832	414	296
ENSG00000154839	104	343
ENSG00000154845	609	497
ENSG00000154856	9	6
ENSG00000154864	0	1
ENSG00000154889	92	23
ENSG00000154914	34	23
ENSG00000154917	18	102
ENSG00000154920	277	164
ENSG00000154928	26	31
ENSG00000154930	98	197
ENSG00000154945	365	196
ENSG00000154957	92	22
ENSG00000154975	0	0
ENSG00000154978	28	40
ENSG00000154997	0	1
ENSG00000155008	133	223
ENSG00000155011	2	6
ENSG00000155016	40	91
ENSG00000155026	1	0
ENSG00000155034	74	157
ENSG00000155052	0	0
ENSG00000155066	1	0
ENSG00000155085	38	49
ENSG00000155087	0	0
ENSG00000155090	99	190
ENSG00000155093	0	2
ENSG00000155096	1176	462
ENSG00000155097	539	583
ENSG00000155099	21	83
ENSG00000155100	278	247
ENSG00000155111	64	63
ENSG00000155115	681	275
ENSG00000155158	57	65
ENSG00000155189	239	267
ENSG00000155229	719	827
ENSG00000155249	0	0
ENSG00000155252	10	85
ENSG00000155254	13	121
ENSG00000155256	137	203
ENSG00000155265	0	5
ENSG00000155269	0	1
ENSG00000155275	258	92
ENSG00000155287	125	109
ENSG00000155304	532	496
ENSG00000155307	0	0
ENSG00000155313	877	192
ENSG00000155324	2	34
ENSG00000155329	83	176
ENSG00000155330	98	252
ENSG00000155363	501	671
ENSG00000155366	91	378
ENSG00000155367	5	16
ENSG00000155368	271	784
ENSG00000155380	2752	3594
ENSG00000155393	888	378
ENSG00000155428	0	0
ENSG00000155438	763	821
ENSG00000155463	687	695
ENSG00000155465	16	2
ENSG00000155495	1	3
ENSG00000155506	2067	2109
ENSG00000155508	224	395
ENSG00000155511	1	0
ENSG00000155530	29	10
ENSG00000155542	66	37
ENSG00000155545	333	228
ENSG00000155561	4943	4050
ENSG00000155592	347	128
ENSG00000155621	58	70
ENSG00000155622	0	0
ENSG00000155629	31	51
ENSG00000155636	192	213
ENSG00000155657	3393	39
ENSG00000155659	0	0
ENSG00000155660	1871	2497
ENSG00000155666	53	36
ENSG00000155714	10	0
ENSG00000155719	2	0
ENSG00000155729	95	56
ENSG00000155744	248	96
ENSG00000155749	3	0
ENSG00000155754	11	1
ENSG00000155755	471	250
ENSG00000155760	54	166
ENSG00000155761	2	1
ENSG00000155792	28	30
ENSG00000155816	123	116
ENSG00000155827	772	483
ENSG00000155833	0	0
ENSG00000155846	176	129
ENSG00000155849	11	38
ENSG00000155850	256	371
ENSG00000155858	80	88
ENSG00000155868	82	170
ENSG00000155875	1	0
ENSG00000155876	386	796
ENSG00000155886	0	0
ENSG00000155890	1	1
ENSG00000155893	82	50
ENSG00000155897	0	0
ENSG00000155903	211	111
ENSG00000155906	340	286
ENSG00000155918	0	0
ENSG00000155926	0	0
ENSG00000155957	85	90
ENSG00000155959	1255	1728
ENSG00000155961	23	35
ENSG00000155962	3	0
ENSG00000155966	2	149
ENSG00000155970	67	66
ENSG00000155974	94	151
ENSG00000155975	146	258
ENSG00000155980	90	74
ENSG00000156006	1	1
ENSG00000156009	1	0
ENSG00000156011	393	148
ENSG00000156017	369	261
ENSG00000156026	136	302
ENSG00000156030	182	169
ENSG00000156042	49	19
ENSG00000156049	3	0
ENSG00000156050	44	48
ENSG00000156052	151	147
ENSG00000156076	0	0
ENSG00000156096	3	0
ENSG00000156097	0	0
ENSG00000156103	46	2
ENSG00000156110	413	761
ENSG00000156113	2	13
ENSG00000156127	0	0
ENSG00000156136	170	414
ENSG00000156140	113	94
ENSG00000156150	44	2
ENSG00000156162	293	135
ENSG00000156170	193	111
ENSG00000156171	150	247
ENSG00000156172	16	17
ENSG00000156194	1	0
ENSG00000156206	1	0
ENSG00000156218	20	9
ENSG00000156219	3	0
ENSG00000156222	0	0
ENSG00000156232	147	42
ENSG00000156234	0	0
ENSG00000156239	53	107
ENSG00000156253	192	233
ENSG00000156256	1558	583
ENSG00000156261	5226	8878
ENSG00000156265	2	2
ENSG00000156269	0	0
ENSG00000156273	691	311
ENSG00000156282	0	0
ENSG00000156284	0	0
ENSG00000156298	0	11
ENSG00000156299	813	257
ENSG00000156304	559	1045
ENSG00000156313	206	104
ENSG00000156345	51	72
ENSG00000156374	319	418
ENSG00000156381	28	10
ENSG00000156384	66	104
ENSG00000156395	0	0
ENSG00000156398	221	299
ENSG00000156411	384	1322
ENSG00000156413	0	0
ENSG00000156414	0	0
ENSG00000156427	1	1
ENSG00000156453	10	35
ENSG00000156463	4	5
ENSG00000156466	2	25
ENSG00000156467	1003	1608
ENSG00000156469	316	463
ENSG00000156471	1069	722
ENSG00000156475	0	3
ENSG00000156482	4953	4618
ENSG00000156486	7	0
ENSG00000156500	6	16
ENSG00000156502	827	830
ENSG00000156504	258	224
ENSG00000156508	28644	8802
ENSG00000156509	5	0
ENSG00000156510	0	1
ENSG00000156515	979	2102
ENSG00000156521	124	440
ENSG00000156531	1027	1054
ENSG00000156535	245	341
ENSG00000156564	0	0
ENSG00000156574	1	0
ENSG00000156575	0	0
ENSG00000156587	7	91
ENSG00000156599	407	200
ENSG00000156603	104	111
ENSG00000156639	37	380
ENSG00000156642	369	640
ENSG00000156650	483	252
ENSG00000156671	154	233
ENSG00000156675	321	576
ENSG00000156687	0	0
ENSG00000156689	0	2
ENSG00000156697	1199	548
ENSG00000156709	1126	1457
ENSG00000156711	35	238
ENSG00000156735	250	328
ENSG00000156738	0	0
ENSG00000156787	497	263
ENSG00000156795	39	82
ENSG00000156802	1661	1775
ENSG00000156804	33	153
ENSG00000156831	241	188
ENSG00000156853	201	98
ENSG00000156858	177	102
ENSG00000156860	188	354
ENSG00000156869	167	123
ENSG00000156873	427	213
ENSG00000156875	25	26
ENSG00000156876	605	637
ENSG00000156885	0	0
ENSG00000156886	5	1
ENSG00000156920	0	0
ENSG00000156925	54	5
ENSG00000156928	372	420
ENSG00000156931	462	183
ENSG00000156958	153	205
ENSG00000156959	0	41
ENSG00000156966	0	1
ENSG00000156968	0	0
ENSG00000156970	1243	1654
ENSG00000156973	110	155
ENSG00000156976	1355	881
ENSG00000156983	680	229
ENSG00000156990	348	461
ENSG00000157005	0	0
ENSG00000157014	122	78
ENSG00000157017	19	0
ENSG00000157020	1047	1899
ENSG00000157036	217	97
ENSG00000157045	135	58
ENSG00000157060	0	0
ENSG00000157064	1	18
ENSG00000157077	744	258
ENSG00000157087	0	1
ENSG00000157093	0	0
ENSG00000157103	1	0
ENSG00000157106	3352	604
ENSG00000157107	208	277
ENSG00000157110	14	138
ENSG00000157111	6	10
ENSG00000157119	1	0
ENSG00000157131	0	0
ENSG00000157150	7	0
ENSG00000157152	51	112
ENSG00000157168	1	0
ENSG00000157181	416	176
ENSG00000157184	355	653
ENSG00000157191	189	309
ENSG00000157193	197	171
ENSG00000157211	2	0
ENSG00000157212	492	400
ENSG00000157214	43	202
ENSG00000157216	85	221
ENSG00000157219	0	0
ENSG00000157224	99	161
ENSG00000157227	4	2
ENSG00000157240	46	110
ENSG00000157259	112	160
ENSG00000157303	0	0
ENSG00000157315	14	0
ENSG00000157322	0	0
ENSG00000157326	68	56
ENSG00000157330	0	0
ENSG00000157335	0	0
ENSG00000157343	1	0
ENSG00000157349	124	63
ENSG00000157350	70	22
ENSG00000157353	92	54
ENSG00000157368	0	1
ENSG00000157379	61	111
ENSG00000157388	46	3
ENSG00000157399	0	0
ENSG00000157404	119	163
ENSG00000157423	1	5
ENSG00000157426	404	151
ENSG00000157429	25	13
ENSG00000157445	129	25
ENSG00000157450	199	222
ENSG00000157456	630	1765
ENSG00000157470	30	15
ENSG00000157483	249	330
ENSG00000157500	969	855
ENSG00000157502	52	2
ENSG00000157510	52	63
ENSG00000157514	270	332
ENSG00000157538	161	242
ENSG00000157540	574	346
ENSG00000157542	0	0
ENSG00000157551	0	0
ENSG00000157554	0	3
ENSG00000157557	170	281
ENSG00000157570	9	27
ENSG00000157578	25	5
ENSG00000157593	207	248
ENSG00000157600	87	181
ENSG00000157601	0	7
ENSG00000157613	1	4
ENSG00000157617	0	0
ENSG00000157625	117	68
ENSG00000157637	362	170
ENSG00000157653	4	2
ENSG00000157654	0	3
ENSG00000157657	195	97
ENSG00000157680	0	0
ENSG00000157693	59	28
ENSG00000157703	0	0
ENSG00000157734	17	42
ENSG00000157741	338	165
ENSG00000157764	173	215
ENSG00000157765	0	0
ENSG00000157766	4	8
ENSG00000157778	235	106
ENSG00000157782	2	9
ENSG00000157796	446	255
ENSG00000157800	282	286
ENSG00000157823	24	60
ENSG00000157827	485	286
ENSG00000157833	47	58
ENSG00000157837	119	303
ENSG00000157851	343	573
ENSG00000157856	0	0
ENSG00000157869	148	103
ENSG00000157870	11	121
ENSG00000157873	0	0
ENSG00000157881	264	500
ENSG00000157884	0	0
ENSG00000157890	42	39
ENSG00000157895	135	158
ENSG00000157911	82	188
ENSG00000157916	377	859
ENSG00000157927	96	55
ENSG00000157933	292	380
ENSG00000157954	436	362
ENSG00000157978	84	146
ENSG00000157985	278	139
ENSG00000157992	3	0
ENSG00000157999	69	0
ENSG00000158006	52	48
ENSG00000158008	3	1
ENSG00000158014	0	0
ENSG00000158019	309	255
ENSG00000158022	0	0
ENSG00000158023	24	1
ENSG00000158042	428	797
ENSG00000158050	30	1
ENSG00000158055	4	18
ENSG00000158062	153	74
ENSG00000158077	18	4
ENSG00000158079	129	43
ENSG00000158089	4	116
ENSG00000158092	215	172
ENSG00000158104	5	5
ENSG00000158106	99	38
ENSG00000158109	26	155
ENSG00000158113	2	0
ENSG00000158122	82	137
ENSG00000158125	1	0
ENSG00000158156	42	25
ENSG00000158158	118	125
ENSG00000158161	526	419
ENSG00000158163	140	27
ENSG00000158164	13	9
ENSG00000158169	200	153
ENSG00000158186	26	14
ENSG00000158195	204	416
ENSG00000158201	116	240
ENSG00000158220	8	0
ENSG00000158234	436	417
ENSG00000158246	5	3
ENSG00000158258	13	7
ENSG00000158270	67	191
ENSG00000158286	28	3
ENSG00000158290	1559	1677
ENSG00000158292	19	20
ENSG00000158296	59	0
ENSG00000158301	683	187
ENSG00000158315	4	0
ENSG00000158321	193	222
ENSG00000158352	0	0
ENSG00000158373	3213	2347
ENSG00000158402	264	387
ENSG00000158406	1511	4897
ENSG00000158411	151	142
ENSG00000158417	1710	2055
ENSG00000158423	20	6
ENSG00000158427	0	0
ENSG00000158428	0	0
ENSG00000158435	344	635
ENSG00000158445	2	1
ENSG00000158457	52	102
ENSG00000158458	3	35
ENSG00000158467	144	196
ENSG00000158470	209	276
ENSG00000158473	1	16
ENSG00000158477	0	0
ENSG00000158480	38	80
ENSG00000158481	0	0
ENSG00000158483	11	3
ENSG00000158485	0	0
ENSG00000158486	3	1
ENSG00000158488	0	0
ENSG00000158497	0	0
ENSG00000158516	1	0
ENSG00000158517	0	0
ENSG00000158525	0	0
ENSG00000158526	209	431
ENSG00000158528	285	118
ENSG00000158545	490	578
ENSG00000158552	75	84
ENSG00000158553	2	1
ENSG00000158555	28	8
ENSG00000158560	11	44
ENSG00000158571	12	0
ENSG00000158578	4	0
ENSG00000158604	330	813
ENSG00000158615	1168	380
ENSG00000158623	695	1340
ENSG00000158636	259	179
ENSG00000158639	0	0
ENSG00000158669	489	244
ENSG00000158683	26	0
ENSG00000158691	325	106
ENSG00000158710	612	2525
ENSG00000158711	137	76
ENSG00000158714	0	0
ENSG00000158715	35	27
ENSG00000158716	2	0
ENSG00000158717	50	78
ENSG00000158747	39	163
ENSG00000158748	5	9
ENSG00000158764	0	0
ENSG00000158769	91	299
ENSG00000158773	328	265
ENSG00000158786	0	0
ENSG00000158792	34	77
ENSG00000158793	144	296
ENSG00000158796	155	164
ENSG00000158805	333	23
ENSG00000158806	7	0
ENSG00000158813	25	21
ENSG00000158815	2	0
ENSG00000158816	0	0
ENSG00000158825	1	7
ENSG00000158828	309	839
ENSG00000158850	329	106
ENSG00000158856	22	28
ENSG00000158859	2	3
ENSG00000158863	62	118
ENSG00000158864	1257	2096
ENSG00000158865	4	1
ENSG00000158869	0	0
ENSG00000158874	0	1
ENSG00000158882	116	114
ENSG00000158887	0	1
ENSG00000158901	0	0
ENSG00000158941	765	1047
ENSG00000158955	1	0
ENSG00000158966	628	342
ENSG00000158985	41	99
ENSG00000158987	32	17
ENSG00000159023	1516	1044
ENSG00000159055	307	356
ENSG00000159063	668	902
ENSG00000159069	401	175
ENSG00000159079	180	251
ENSG00000159082	269	251
ENSG00000159086	1460	392
ENSG00000159110	0	0
ENSG00000159111	124	457
ENSG00000159128	264	124
ENSG00000159131	3035	4585
ENSG00000159140	8543	5322
ENSG00000159147	526	570
ENSG00000159164	89	469
ENSG00000159166	0	0
ENSG00000159167	0	9
ENSG00000159173	0	0
ENSG00000159176	1	2
ENSG00000159182	0	0
ENSG00000159184	48	37
ENSG00000159189	0	0
ENSG00000159197	2	0
ENSG00000159199	538	998
ENSG00000159200	64	66
ENSG00000159202	214	544
ENSG00000159208	0	5
ENSG00000159210	696	827
ENSG00000159212	0	0
ENSG00000159214	9	19
ENSG00000159216	7	79
ENSG00000159217	1098	1689
ENSG00000159224	0	3
ENSG00000159228	576	1012
ENSG00000159231	27	154
ENSG00000159239	0	0
ENSG00000159248	0	0
ENSG00000159251	0	28
ENSG00000159256	559	493
ENSG00000159259	609	841
ENSG00000159261	0	0
ENSG00000159263	65	82
ENSG00000159267	325	320
ENSG00000159289	0	0
ENSG00000159307	4	27
ENSG00000159314	23	51
ENSG00000159322	440	342
ENSG00000159335	124	185
ENSG00000159337	0	0
ENSG00000159339	0	1
ENSG00000159346	766	348
ENSG00000159348	226	202
ENSG00000159352	1395	1667
ENSG00000159363	422	416
ENSG00000159374	1	0
ENSG00000159377	2571	3882
ENSG00000159387	2	5
ENSG00000159388	13	116
ENSG00000159398	0	0
ENSG00000159399	492	450
ENSG00000159403	9	48
ENSG00000159409	4	2
ENSG00000159423	76	201
ENSG00000159433	530	60
ENSG00000159445	76	101
ENSG00000159450	0	1
ENSG00000159455	0	0
ENSG00000159459	805	673
ENSG00000159461	729	643
ENSG00000159479	258	444
ENSG00000159495	0	0
ENSG00000159496	155	2
ENSG00000159516	0	0
ENSG00000159527	0	0
ENSG00000159556	59	129
ENSG00000159579	314	121
ENSG00000159588	22	0
ENSG00000159592	621	116
ENSG00000159593	1641	2154
ENSG00000159596	156	646
ENSG00000159618	0	0
ENSG00000159625	2	3
ENSG00000159640	8	38
ENSG00000159648	4	0
ENSG00000159650	0	0
ENSG00000159658	266	167
ENSG00000159674	5	4
ENSG00000159685	141	137
ENSG00000159692	631	498
ENSG00000159708	0	4
ENSG00000159713	4	11
ENSG00000159714	28	9
ENSG00000159720	449	934
ENSG00000159723	3	0
ENSG00000159733	41	34
ENSG00000159753	23	108
ENSG00000159761	4	0
ENSG00000159763	0	0
ENSG00000159784	0	10
ENSG00000159788	125	81
ENSG00000159792	116	22
ENSG00000159840	142	953
ENSG00000159842	211	560
ENSG00000159871	0	2
ENSG00000159873	374	322
ENSG00000159882	54	100
ENSG00000159884	80	31
ENSG00000159885	29	64
ENSG00000159899	0	9
ENSG00000159905	37	147
ENSG00000159915	31	37
ENSG00000159917	103	34
ENSG00000159921	428	476
ENSG00000159958	4	4
ENSG00000159961	0	0
ENSG00000160007	1018	379
ENSG00000160013	0	0
ENSG00000160014	640	1259
ENSG00000160049	860	866
ENSG00000160050	98	161
ENSG00000160051	192	37
ENSG00000160055	26	27
ENSG00000160058	472	329
ENSG00000160062	114	98
ENSG00000160072	466	355
ENSG00000160075	568	872
ENSG00000160087	259	564
ENSG00000160094	34	109
ENSG00000160097	5	1
ENSG00000160111	2	0
ENSG00000160113	122	307
ENSG00000160117	20	3
ENSG00000160124	239	251
ENSG00000160131	172	461
ENSG00000160145	25	11
ENSG00000160161	44	113
ENSG00000160179	8	28
ENSG00000160180	0	0
ENSG00000160181	0	0
ENSG00000160182	0	0
ENSG00000160183	0	0
ENSG00000160185	0	0
ENSG00000160188	3	2
ENSG00000160190	21	35
ENSG00000160191	105	182
ENSG00000160193	342	246
ENSG00000160194	500	694
ENSG00000160199	220	243
ENSG00000160200	100	0
ENSG00000160201	0	0
ENSG00000160202	0	0
ENSG00000160207	8	0
ENSG00000160208	2321	1512
ENSG00000160209	394	380
ENSG00000160211	281	1217
ENSG00000160213	220	913
ENSG00000160214	1051	768
ENSG00000160216	241	264
ENSG00000160218	623	266
ENSG00000160219	5	1
ENSG00000160221	3	13
ENSG00000160223	0	0
ENSG00000160224	0	0
ENSG00000160226	68	42
ENSG00000160229	10	33
ENSG00000160233	14	16
ENSG00000160255	0	3
ENSG00000160256	129	189
ENSG00000160271	1	9
ENSG00000160282	6	0
ENSG00000160284	85	2
ENSG00000160285	475	510
ENSG00000160293	171	170
ENSG00000160294	2667	1112
ENSG00000160298	80	15
ENSG00000160299	2532	994
ENSG00000160305	439	214
ENSG00000160307	0	2
ENSG00000160310	437	161
ENSG00000160318	0	6
ENSG00000160321	0	3
ENSG00000160323	78	16
ENSG00000160325	20	21
ENSG00000160326	39	107
ENSG00000160336	2	0
ENSG00000160339	0	0
ENSG00000160345	19	75
ENSG00000160349	0	0
ENSG00000160352	363	106
ENSG00000160360	106	392
ENSG00000160392	103	302
ENSG00000160396	0	0
ENSG00000160401	23	0
ENSG00000160404	52	59
ENSG00000160408	51	1
ENSG00000160410	178	808
ENSG00000160439	115	124
ENSG00000160445	238	473
ENSG00000160446	93	113
ENSG00000160447	213	266
ENSG00000160460	11	30
ENSG00000160469	49	13
ENSG00000160471	0	1
ENSG00000160472	0	0
ENSG00000160505	0	0
ENSG00000160539	2	3
ENSG00000160551	761	455
ENSG00000160563	185	438
ENSG00000160570	66	111
ENSG00000160584	312	241
ENSG00000160588	19	43
ENSG00000160593	0	0
ENSG00000160602	31	14
ENSG00000160606	69	66
ENSG00000160613	248	53
