	SRR1795409merged_dedupRemoved	SRR1795411merged_dedupRemoved	SRR1795413merged_dedupRemoved	SRR1795415merged_dedupRemoved	SRR1795417merged_dedupRemoved	SRR1795419merged_dedupRemoved	SRR1795421merged_dedupRemoved	SRR1795423merged_dedupRemoved	SRR1795425merged_dedupRemoved	SRR1795427merged_dedupRemoved	SRR1795429merged_dedupRemoved	SRR1795431merged_dedupRemoved	SRR1795433merged_dedupRemoved	SRR1795435merged_dedupRemoved	SRR1795437merged_dedupRemoved	SRR1795439merged_dedupRemoved
ENSG00000013392	65	65	55	36	36	55	62	113	11	10	2	1	5	2	7	3
ENSG00000013441	325	312	351	274	293	332	418	494	12	9	6	8	11	6	12	7
ENSG00000013503	581	542	558	444	430	551	745	830	28	38	8	13	15	12	27	25
ENSG00000013523	319	197	242	217	191	250	315	459	23	17	6	13	17	9	7	9
ENSG00000013561	456	426	431	341	398	438	566	638	23	25	9	8	5	9	27	11
ENSG00000013563	190	156	201	144	140	168	229	320	1	3	1	3	2	1	0	4
ENSG00000013573	209	189	221	188	174	208	272	321	14	10	4	3	8	1	2	9
ENSG00000013583	76	69	54	60	42	48	69	95	13	17	6	9	11	3	11	8
ENSG00000013588	13	11	7	10	9	11	17	32	12	21	2	5	4	4	16	14
ENSG00000013619	30	18	15	17	15	13	17	36	3	1	0	1	2	0	6	1
ENSG00000013725	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000013810	356	323	314	319	229	290	354	462	42	47	16	31	21	18	37	29
ENSG00000014123	303	314	328	230	300	320	485	534	20	24	5	9	9	8	22	24
ENSG00000014138	96	90	87	68	77	78	109	136	2	4	0	0	4	5	3	7
ENSG00000014164	98	64	75	87	55	66	91	158	12	13	8	6	9	6	10	8
ENSG00000014216	221	189	221	185	167	217	275	385	43	39	22	18	16	12	34	25
ENSG00000014257	2	0	0	1	1	2	3	6	2	0	1	2	0	0	3	0
ENSG00000014641	539	479	532	404	503	528	613	657	94	92	45	47	53	33	85	80
ENSG00000014824	632	598	708	519	602	666	842	972	29	18	8	8	5	5	14	12
ENSG00000014914	11	11	10	11	2	6	12	20	0	0	0	0	0	0	0	0
ENSG00000014919	169	141	154	124	137	156	195	247	12	9	6	5	6	8	5	11
ENSG00000015133	139	96	97	103	74	93	126	223	5	11	4	8	1	4	8	6
ENSG00000015153	97	102	100	85	92	108	138	166	7	11	2	8	5	4	14	9
ENSG00000015171	334	295	351	266	288	376	481	571	23	15	7	4	8	2	11	13
ENSG00000015285	2	2	1	0	1	2	2	4	1	0	0	0	0	0	0	0
ENSG00000015413	1	0	2	3	4	5	8	8	0	0	0	0	0	0	0	0
ENSG00000015475	234	217	229	156	204	234	293	401	35	35	14	22	23	11	25	21
ENSG00000015479	3	3	2	0	1	0	3	4	1	0	0	0	0	0	0	1
ENSG00000015520	5	2	7	2	0	5	5	5	0	0	0	0	0	0	0	0
ENSG00000015532	104	82	93	91	62	84	129	173	0	6	0	2	3	4	7	2
ENSG00000015568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015676	512	484	481	373	394	458	651	784	21	11	7	18	11	6	13	19
ENSG00000016082	57	56	73	34	36	62	86	127	0	0	0	1	1	1	2	0
ENSG00000016391	249	231	242	177	212	256	303	450	11	7	1	6	3	2	4	4
ENSG00000016402	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1
ENSG00000016490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000016864	393	385	405	294	330	396	518	629	11	5	3	6	3	2	7	3
ENSG00000017260	486	439	462	383	366	431	564	706	40	36	21	23	17	10	31	26
ENSG00000017427	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000017483	4	2	1	0	1	0	0	3	0	0	0	0	0	0	0	0
ENSG00000017797	319	322	294	251	215	306	370	440	8	14	7	5	5	4	7	11
ENSG00000018189	214	197	198	180	176	210	268	327	6	7	0	3	6	2	3	4
ENSG00000018236	149	112	127	97	112	149	227	284	9	7	3	5	2	0	8	6
ENSG00000018280	0	0	0	0	2	2	1	2	1	1	0	0	0	0	1	0
ENSG00000018408	119	102	86	84	64	100	136	200	10	11	5	6	5	4	16	12
ENSG00000018510	764	737	792	615	706	793	1045	1161	55	44	20	24	19	14	35	33
ENSG00000018610	318	313	326	252	272	295	401	437	12	20	6	10	9	6	16	12
ENSG00000018625	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018699	468	422	423	378	388	442	587	708	28	37	17	24	23	11	31	26
ENSG00000018869	4	7	2	4	2	4	3	6	0	0	0	0	0	0	0	1
ENSG00000019102	6	3	4	6	5	6	8	8	0	0	0	0	0	0	0	0
ENSG00000019144	82	73	78	52	45	83	94	145	4	5	3	2	2	1	6	5
ENSG00000019169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019186	0	0	0	0	0	0	0	1	1	1	1	1	0	0	2	0
ENSG00000019485	31	27	24	21	22	16	29	37	0	1	2	0	0	1	1	1
ENSG00000019505	2	2	3	3	2	5	3	6	0	0	0	1	0	0	0	0
ENSG00000019549	106	92	113	103	99	129	155	216	0	1	0	0	1	0	0	0
ENSG00000019582	9	5	7	0	3	5	7	5	0	0	0	0	0	0	0	0
ENSG00000019991	0	1	0	0	2	0	2	2	0	0	0	0	0	0	0	1
ENSG00000019995	264	223	237	184	204	238	285	391	10	10	2	4	1	4	7	8
ENSG00000020129	294	248	284	283	214	270	334	492	31	47	22	20	21	13	21	27
ENSG00000020181	53	37	43	36	37	41	63	86	2	0	0	1	0	0	0	0
ENSG00000020256	138	99	112	104	87	127	140	174	14	23	10	5	8	3	8	8
ENSG00000020426	165	169	146	122	125	153	191	214	32	31	13	18	25	11	16	17
ENSG00000020577	113	97	96	87	77	93	163	194	4	3	1	2	2	0	0	2
ENSG00000020633	38	24	25	31	15	25	24	56	1	2	1	2	1	1	3	1
ENSG00000020922	586	544	563	502	448	521	716	822	29	35	14	19	11	15	38	41
ENSG00000021300	33	23	35	22	15	25	46	55	0	0	1	2	1	0	0	1
ENSG00000021355	118	108	105	83	72	91	146	168	20	21	14	10	15	3	34	20
ENSG00000021461	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021488	0	0	1	2	1	1	0	2	0	1	0	0	0	0	0	0
ENSG00000021574	362	353	356	275	281	360	480	583	15	10	9	8	4	2	12	8
ENSG00000021645	94	70	82	76	56	63	99	149	3	2	3	1	0	0	3	4
ENSG00000021762	45	42	48	41	27	55	72	97	4	2	1	2	2	1	0	5
ENSG00000021776	730	620	724	559	612	683	1004	1207	44	37	22	17	22	20	40	32
ENSG00000021826	497	423	499	403	390	471	627	778	5	5	0	5	8	4	4	3
ENSG00000021852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267	106	84	88	74	75	112	130	153	52	46	25	29	32	22	53	55
ENSG00000022277	331	313	328	251	293	334	414	475	52	42	15	28	21	13	40	23
ENSG00000022355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000022567	7	10	8	6	3	9	10	16	0	0	0	1	0	0	2	0
ENSG00000022840	457	393	423	386	332	371	487	600	38	28	13	14	14	10	24	25
ENSG00000022976	56	49	38	43	38	42	69	74	1	0	2	1	1	1	2	2
ENSG00000023041	262	234	275	215	213	259	332	406	6	10	1	4	7	0	14	10
ENSG00000023171	52	46	43	42	17	42	52	81	2	8	0	2	0	1	3	6
ENSG00000023191	255	222	233	167	202	230	299	371	48	37	16	19	15	9	28	27
ENSG00000023228	925	809	933	732	832	908	1138	1260	145	149	63	67	65	62	128	124
ENSG00000023287	810	759	779	655	660	761	1064	1152	26	20	10	7	7	3	14	16
ENSG00000023318	322	261	322	257	270	278	403	506	45	31	17	15	15	14	38	30
ENSG00000023330	310	296	343	257	268	349	403	472	31	33	13	16	19	8	16	19
ENSG00000023445	2	3	2	1	1	1	6	5	0	0	0	0	0	0	0	1
ENSG00000023516	970	876	836	770	684	806	1010	1295	51	49	20	31	23	16	44	41
ENSG00000023572	205	180	213	160	197	206	297	325	9	8	2	5	7	3	10	5
ENSG00000023608	39	43	30	30	25	23	49	60	3	4	1	2	4	1	2	2
ENSG00000023697	179	161	184	123	149	178	243	273	27	20	9	8	13	6	17	18
ENSG00000023734	515	451	510	411	455	474	583	654	116	122	61	56	70	46	105	123
ENSG00000023839	22	22	23	24	16	22	43	49	0	0	0	0	0	0	0	1
ENSG00000023892	17	12	12	7	11	8	28	27	0	0	0	1	0	0	0	0
ENSG00000023902	90	90	98	80	77	94	119	159	2	3	2	2	5	0	0	4
ENSG00000023909	342	308	341	270	290	331	445	542	30	36	21	21	25	16	32	27
ENSG00000024048	728	716	737	617	644	768	1045	1215	61	48	27	21	25	24	47	38
ENSG00000024422	11	9	8	9	2	6	6	12	0	0	0	0	0	0	0	1
ENSG00000024526	509	487	565	401	494	547	739	768	13	19	8	2	8	3	13	9
ENSG00000024862	152	142	135	121	134	141	204	246	5	7	5	7	6	5	7	9
ENSG00000025039	231	200	213	144	166	205	299	353	6	9	3	3	6	3	9	4
ENSG00000025156	367	343	377	299	315	366	473	559	34	43	22	19	20	20	37	38
ENSG00000025293	418	385	390	345	313	374	496	620	11	11	6	5	12	4	15	6
ENSG00000025423	49	43	45	34	35	46	59	91	5	2	1	2	0	0	5	0
ENSG00000025434	45	55	40	34	40	43	84	107	7	5	2	3	0	1	1	4
ENSG00000025708	33	23	27	14	14	19	32	43	0	0	0	0	0	0	0	0
ENSG00000025770	363	307	316	260	273	333	400	498	27	36	13	22	13	17	23	28
ENSG00000025772	379	358	393	295	328	403	492	566	35	28	18	16	6	9	32	32
ENSG00000025796	419	365	326	324	296	303	424	571	43	48	16	24	20	10	41	41
ENSG00000025800	1101	956	1053	922	929	1028	1327	1517	83	55	31	36	43	21	63	70
ENSG00000026025	386	379	388	391	342	384	431	472	111	96	63	64	51	36	111	109
ENSG00000026036	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000026103	38	32	30	26	36	41	65	64	4	8	2	5	5	2	4	2
ENSG00000026297	67	67	62	55	45	65	87	80	5	1	1	0	3	1	2	3
ENSG00000026508	4	1	0	1	1	0	2	0	13	6	9	6	5	2	8	16
ENSG00000026559	52	41	52	29	58	47	70	104	3	3	3	1	1	2	5	4
ENSG00000026652	326	311	338	262	266	312	425	621	14	7	0	7	10	4	8	4
ENSG00000026751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000026950	52	53	38	35	26	41	59	81	2	1	1	0	2	1	1	1
ENSG00000027001	226	215	214	163	211	223	313	358	14	8	2	6	3	5	11	6
ENSG00000027075	10	10	6	3	1	5	9	13	0	1	1	0	0	0	1	1
ENSG00000027644	7	3	4	4	1	1	4	4	0	0	0	0	0	0	0	0
ENSG00000027697	345	339	366	253	307	363	442	509	13	10	6	9	5	4	13	10
ENSG00000027847	118	117	139	93	95	130	187	247	4	2	3	2	4	1	5	6
ENSG00000027869	19	10	10	11	15	9	26	23	0	0	0	0	0	1	0	0
ENSG00000028116	156	156	172	144	147	174	199	238	6	5	2	3	0	3	2	5
ENSG00000028137	0	2	2	1	0	1	4	0	1	0	0	0	0	1	0	0
ENSG00000028203	403	401	420	346	349	424	562	637	25	19	15	12	20	12	30	22
ENSG00000028277	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000028310	37	31	22	20	19	28	28	40	0	0	1	0	1	0	2	0
ENSG00000028528	22	13	20	14	16	17	40	35	3	3	0	1	2	2	4	6
ENSG00000028839	140	126	140	112	131	141	217	240	9	6	3	0	1	3	4	3
ENSG00000029153	378	330	388	304	294	369	511	600	3	6	2	2	2	1	5	8
ENSG00000029363	1300	1177	1333	1082	1148	1284	1570	1634	34	31	12	27	30	15	37	29
ENSG00000029364	348	299	348	274	294	332	425	501	12	16	5	9	9	3	10	10
ENSG00000029534	130	109	86	103	68	116	127	211	4	4	0	0	0	1	4	5
ENSG00000029559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639	174	157	171	120	122	159	208	259	4	11	1	0	1	6	3	3
ENSG00000029725	916	810	907	750	786	906	1139	1319	33	43	22	15	17	22	29	37
ENSG00000029993	535	494	530	406	448	538	644	720	9	5	6	4	5	5	10	5
ENSG00000030066	1288	1166	1193	1079	1090	1155	1440	1697	83	77	27	47	40	24	78	77
ENSG00000030110	96	96	99	88	79	92	155	176	12	4	6	7	12	2	10	12
ENSG00000030304	2	0	1	3	1	2	1	5	0	0	0	0	0	0	0	0
ENSG00000030419	57	66	57	56	38	68	83	120	2	1	0	0	0	0	2	0
ENSG00000030582	316	304	261	249	219	285	333	436	63	54	24	22	17	16	46	30
ENSG00000031003	470	441	478	410	382	448	606	725	4	2	1	3	4	7	3	2
ENSG00000031081	81	62	73	70	48	65	88	125	0	3	0	1	0	0	1	3
ENSG00000031691	116	114	117	84	89	106	182	184	20	17	5	5	10	3	7	16
ENSG00000031698	587	539	574	463	556	582	712	776	79	74	25	34	36	23	68	41
ENSG00000031823	352	296	364	324	274	364	490	565	26	28	17	17	16	10	25	24
ENSG00000032219	193	170	173	141	110	151	193	285	2	7	0	2	3	3	5	5
ENSG00000032389	229	178	190	148	168	191	290	369	11	20	11	11	7	6	14	14
ENSG00000032444	169	111	128	123	107	140	165	286	6	7	4	5	6	4	1	7
ENSG00000032742	88	95	72	55	50	90	108	148	14	11	7	4	3	1	8	8
ENSG00000033011	90	82	112	77	87	87	133	158	5	7	3	3	1	2	6	5
ENSG00000033030	282	244	257	221	214	265	391	434	14	18	8	5	4	7	12	10
ENSG00000033050	141	128	176	114	146	144	204	250	3	2	0	2	0	3	2	3
ENSG00000033100	164	125	148	132	104	145	214	291	12	9	3	6	7	2	4	11
ENSG00000033122	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000033170	301	259	259	241	221	263	354	500	3	4	0	2	1	2	4	4
ENSG00000033178	809	766	805	645	669	818	1037	1187	47	56	26	31	17	19	42	42
ENSG00000033327	51	34	46	33	29	35	58	104	2	5	2	1	1	0	3	1
ENSG00000033627	469	377	377	414	315	378	500	670	51	44	22	30	24	18	47	27
ENSG00000033800	370	329	387	337	256	317	441	560	25	18	10	13	15	14	16	16
ENSG00000033867	574	542	565	462	465	560	761	918	39	23	8	15	14	8	19	23
ENSG00000034053	205	175	196	178	155	176	278	377	10	15	10	8	4	1	2	9
ENSG00000034152	147	140	125	153	97	99	157	236	16	9	3	7	8	1	7	8
ENSG00000034239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000034510	134	127	125	109	122	121	140	167	32	36	20	15	18	11	31	32
ENSG00000034533	128	101	132	108	99	134	183	243	3	12	9	4	11	5	9	9
ENSG00000034677	295	313	321	251	259	322	430	576	11	9	2	3	3	3	10	7
ENSG00000034693	272	216	266	172	213	259	322	360	24	32	18	24	9	15	26	21
ENSG00000034713	238	225	202	180	191	199	288	306	22	20	9	10	10	14	23	23
ENSG00000034971	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035115	19	24	18	16	13	24	26	51	0	0	0	0	0	0	0	0
ENSG00000035141	374	352	391	302	343	386	438	481	17	14	6	8	5	6	16	15
ENSG00000035403	1050	939	1079	1016	928	1027	1347	1598	119	127	54	74	88	48	120	107
ENSG00000035499	348	362	341	268	288	337	450	513	25	18	10	10	7	13	13	16
ENSG00000035664	7	2	8	6	2	14	9	6	0	2	0	0	0	0	0	0
ENSG00000035681	377	322	333	268	278	334	468	620	9	7	6	11	3	3	5	2
ENSG00000035687	471	460	464	356	411	444	532	574	40	36	24	19	10	14	44	30
ENSG00000035720	0	1	1	2	2	2	1	2	1	0	0	0	0	0	0	0
ENSG00000035862	69	54	62	57	36	53	74	101	1	2	0	1	2	0	2	2
ENSG00000035928	786	729	780	616	639	749	974	1086	45	55	22	36	16	15	39	44
ENSG00000036054	372	299	373	301	307	364	511	573	21	20	13	10	13	6	16	19
ENSG00000036257	603	579	554	494	500	578	737	847	87	65	41	40	41	30	89	67
ENSG00000036448	75	59	56	33	45	62	72	119	4	0	4	3	0	4	3	6
ENSG00000036473	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000036530	2	0	0	3	1	0	0	4	0	0	0	0	0	0	0	1
ENSG00000036549	577	528	605	474	515	602	735	867	5	8	2	2	4	3	5	9
ENSG00000036565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036672	57	55	39	53	31	54	55	96	0	1	0	1	1	1	2	2
ENSG00000036828	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000037042	23	22	23	20	12	20	22	45	0	0	2	1	0	0	1	2
ENSG00000037241	80	68	78	61	64	76	102	114	15	15	9	11	15	8	12	13
ENSG00000037280	222	189	227	197	182	234	344	419	10	16	5	9	11	5	11	18
ENSG00000037474	881	831	859	724	716	834	993	1188	99	90	50	51	51	35	81	81
ENSG00000037637	379	321	396	329	274	359	500	649	19	10	7	0	6	3	12	16
ENSG00000037749	6	4	1	3	4	3	1	9	0	0	1	0	0	0	0	0
ENSG00000037757	184	126	185	124	149	165	241	284	12	16	5	10	8	6	11	9
ENSG00000037897	144	96	126	110	86	117	139	212	8	15	8	6	6	5	8	7
ENSG00000037965	26	23	25	26	12	19	29	36	3	2	2	2	5	1	2	1
ENSG00000038002	117	112	96	72	89	121	149	215	7	12	4	4	6	2	9	9
ENSG00000038210	117	106	141	114	105	150	180	215	1	1	1	0	3	0	4	4
ENSG00000038219	922	892	924	744	639	852	1231	1343	41	47	23	24	19	19	35	33
ENSG00000038274	302	263	317	212	278	318	383	429	52	41	19	21	30	14	23	42
ENSG00000038295	43	24	31	28	32	26	45	57	0	0	0	0	0	0	0	1
ENSG00000038358	495	386	458	383	407	454	577	723	67	69	41	43	38	18	50	52
ENSG00000038382	1099	972	1054	960	797	964	1286	1692	25	30	15	15	11	8	31	29
ENSG00000038427	902	788	867	744	606	804	1037	1402	54	58	29	37	21	24	63	50
ENSG00000038532	328	278	256	298	178	219	313	500	3	4	4	7	4	4	11	3
ENSG00000038945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039068	19	17	14	18	24	21	23	33	3	3	1	4	2	0	6	2
ENSG00000039123	989	891	927	703	846	915	1085	1224	132	117	49	62	69	45	91	95
ENSG00000039139	7	5	5	1	2	6	8	11	0	0	0	1	0	0	0	1
ENSG00000039319	655	588	667	536	586	689	867	1032	44	43	18	27	18	19	35	37
ENSG00000039523	1	1	0	0	0	1	0	1	2	0	0	0	2	0	3	0
ENSG00000039537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039560	404	399	370	338	317	389	538	628	55	51	34	29	29	16	36	41
ENSG00000039600	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
ENSG00000039650	47	52	54	54	41	53	72	86	2	1	0	1	1	1	0	1
ENSG00000039987	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000040199	544	532	533	443	387	502	652	831	6	4	1	2	5	0	8	7
ENSG00000040275	475	461	445	376	402	453	565	608	60	71	30	36	33	22	46	47
ENSG00000040341	211	195	190	180	179	190	302	347	12	12	11	5	5	2	7	7
ENSG00000040487	57	54	53	44	44	57	76	110	9	11	11	7	4	1	5	8
ENSG00000040531	190	137	185	148	130	178	242	352	6	12	1	3	5	3	6	2
ENSG00000040608	4	3	6	3	1	3	3	9	0	1	0	0	0	0	2	0
ENSG00000040633	227	219	198	152	174	205	233	300	7	15	5	5	8	5	11	3
ENSG00000040731	4	1	4	3	3	0	5	6	0	0	0	0	0	0	0	0
ENSG00000040933	541	513	524	459	400	496	702	945	20	11	5	4	7	5	6	6
ENSG00000041353	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000041357	565	526	582	474	532	570	684	731	121	105	49	57	58	39	108	101
ENSG00000041515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000041802	362	336	365	250	318	365	458	551	17	21	12	10	9	11	27	12
ENSG00000041880	53	45	60	47	38	50	85	103	0	0	0	1	1	0	1	1
ENSG00000041982	7	7	9	13	6	3	11	11	9	12	2	6	5	4	4	6
ENSG00000041988	43	33	47	27	29	28	55	65	0	2	0	1	0	1	2	5
ENSG00000042062	11	16	9	9	8	11	22	26	0	0	0	0	0	0	0	0
ENSG00000042088	306	271	291	213	234	277	375	488	15	15	7	4	6	6	14	16
ENSG00000042286	35	44	42	37	22	27	41	59	14	18	5	9	3	2	11	8
ENSG00000042304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000042317	60	39	45	28	46	45	77	95	3	3	2	2	1	0	3	1
ENSG00000042429	86	68	74	52	69	73	87	117	6	8	4	4	9	3	3	3
ENSG00000042445	165	138	180	135	136	179	253	305	2	9	2	5	4	3	4	11
ENSG00000042493	19	16	30	7	17	14	31	40	3	0	1	0	1	0	0	0
ENSG00000042753	291	260	291	215	258	285	337	363	31	23	18	17	22	14	31	27
ENSG00000042781	39	37	42	22	20	34	50	65	0	0	0	0	0	0	0	0
ENSG00000042813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000042832	0	0	1	2	2	1	0	1	0	0	0	0	0	0	0	0
ENSG00000042980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000043039	7	2	6	4	5	5	4	11	4	5	3	1	2	2	4	2
ENSG00000043093	263	252	270	215	208	253	335	425	17	21	5	16	13	6	19	24
ENSG00000043143	51	43	35	38	30	44	70	91	3	4	1	4	1	4	2	4
ENSG00000043355	292	268	294	299	214	287	360	470	24	29	21	13	15	13	22	20
ENSG00000043462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000043514	317	279	281	231	232	271	334	449	11	15	4	4	6	11	15	10
ENSG00000043591	2	1	4	2	1	5	4	4	0	1	0	2	0	0	0	0
ENSG00000044012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090	241	192	198	184	155	195	271	375	24	22	8	9	13	5	20	28
ENSG00000044115	125	110	109	85	94	122	140	157	33	29	13	19	24	20	26	24
ENSG00000044446	405	359	389	334	263	362	472	638	17	26	9	12	12	9	25	22
ENSG00000044459	159	152	135	115	117	138	221	263	5	3	6	2	4	2	7	7
ENSG00000044524	245	198	247	168	200	231	353	472	8	9	4	7	2	2	5	5
ENSG00000044574	929	877	853	785	687	808	922	1021	183	173	98	103	103	72	188	153
ENSG00000046604	630	550	613	478	457	581	708	879	55	49	34	23	25	17	63	47
ENSG00000046647	53	58	48	40	44	44	96	94	12	7	4	7	9	4	18	11
ENSG00000046651	293	288	304	266	267	307	446	504	17	11	10	5	12	4	13	14
ENSG00000046653	198	163	197	131	142	198	278	335	27	21	9	15	13	7	20	19
ENSG00000046774	0	2	1	1	3	2	3	3	1	0	0	0	0	0	0	0
ENSG00000046889	83	60	71	51	48	70	102	135	4	3	2	1	1	1	2	1
ENSG00000047056	270	218	207	220	179	194	292	375	10	11	8	3	3	6	8	5
ENSG00000047188	956	859	896	740	730	853	1123	1305	75	65	33	38	41	33	80	58
ENSG00000047230	323	261	300	209	240	286	405	477	19	11	9	9	6	6	13	9
ENSG00000047249	340	322	328	254	268	327	435	480	42	45	24	32	18	21	29	36
ENSG00000047315	1465	1365	1477	1165	1373	1492	1765	1919	145	121	71	64	83	64	156	117
ENSG00000047346	9	12	6	2	5	3	10	16	0	2	0	0	0	1	1	0
ENSG00000047365	173	177	165	118	118	163	230	321	5	7	4	4	3	1	4	7
ENSG00000047410	2297	2226	2399	1997	2072	2387	2870	3003	191	193	94	113	108	94	186	172
ENSG00000047457	2	9	9	4	3	3	3	7	0	0	0	0	0	0	0	0
ENSG00000047578	199	146	148	134	118	136	231	347	5	6	0	3	4	1	2	10
ENSG00000047579	98	102	61	76	55	62	88	123	11	17	6	10	7	6	11	19
ENSG00000047597	78	83	88	65	75	83	132	160	5	2	2	3	0	4	1	5
ENSG00000047617	1	1	2	0	1	0	3	2	0	0	0	0	0	0	0	0
ENSG00000047621	366	319	380	301	275	374	490	582	24	23	11	15	9	5	31	21
ENSG00000047634	414	403	462	365	398	416	597	633	46	49	26	34	38	21	53	47
ENSG00000047644	0	0	0	1	1	2	2	1	0	0	0	0	0	0	0	0
ENSG00000047648	4	2	1	6	0	3	1	5	0	0	0	0	0	0	0	0
ENSG00000047662	10	3	9	10	4	4	8	12	4	2	0	0	0	0	3	2
ENSG00000047849	859	679	708	763	567	649	887	1213	89	94	36	44	39	24	67	60
ENSG00000047932	501	492	510	410	442	475	610	752	19	22	8	11	17	8	20	16
ENSG00000047936	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000048028	508	429	508	380	420	469	636	722	23	12	6	4	9	6	16	13
ENSG00000048052	8	10	16	6	6	7	18	13	1	0	0	1	1	0	0	3
ENSG00000048140	187	177	201	155	164	185	321	321	4	2	1	2	1	1	2	2
ENSG00000048162	232	216	247	188	200	213	301	321	24	36	21	24	31	13	32	26
ENSG00000048342	164	165	151	135	107	140	238	309	5	8	3	4	3	2	7	1
ENSG00000048392	302	294	299	233	290	320	434	525	6	15	4	6	4	4	9	9
ENSG00000048405	26	24	36	25	17	33	46	49	5	6	0	4	4	2	5	1
ENSG00000048462	0	2	1	3	1	2	1	5	0	0	0	0	0	0	0	0
ENSG00000048471	177	159	162	132	136	180	226	354	0	1	1	1	0	0	0	3
ENSG00000048540	4	2	4	2	2	3	11	7	0	0	0	0	0	0	0	0
ENSG00000048544	258	208	226	186	213	226	338	348	18	12	12	8	3	5	20	22
ENSG00000048545	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000048649	710	676	630	571	505	603	813	941	40	41	20	24	21	19	35	31
ENSG00000048707	1455	1252	1237	1113	844	1145	1462	2049	34	21	9	13	7	6	32	17
ENSG00000048740	72	52	54	63	30	53	79	114	14	20	7	9	6	0	11	13
ENSG00000048828	878	814	856	839	747	851	1054	1201	29	48	22	29	18	9	35	28
ENSG00000048991	396	344	372	358	231	300	408	556	13	7	2	2	4	3	8	6
ENSG00000049089	7	4	8	4	4	7	9	16	4	5	2	0	5	0	3	0
ENSG00000049130	215	207	216	157	198	206	316	400	9	1	1	3	5	3	9	7
ENSG00000049167	189	171	156	132	147	168	248	268	12	8	4	5	4	3	6	6
ENSG00000049192	39	48	43	41	38	35	47	92	2	1	0	0	0	0	1	0
ENSG00000049239	233	210	210	178	133	173	217	365	6	3	1	1	1	2	6	5
ENSG00000049245	424	445	425	370	412	439	569	650	24	26	7	14	11	9	15	19
ENSG00000049246	33	26	26	24	20	20	36	68	3	1	0	2	1	0	1	2
ENSG00000049247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049249	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0
ENSG00000049283	1	3	3	2	5	3	4	3	0	0	0	0	0	0	0	0
ENSG00000049323	300	276	325	282	210	284	388	553	22	20	11	21	12	6	33	24
ENSG00000049449	30	33	30	26	28	28	34	38	0	1	0	0	0	0	0	2
ENSG00000049540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049541	403	370	394	342	347	384	485	557	29	34	11	17	14	8	31	24
ENSG00000049618	656	568	591	619	405	504	698	1012	23	33	14	17	10	5	16	22
ENSG00000049656	710	671	724	605	621	729	862	972	31	42	19	24	14	8	50	39
