	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
LSR	877	1139	469	273	371	323	223	316
LSS	785	1064	424	287	890	788	612	820
LTA4H	5668	6721	2915	1865	4104	3781	3140	3844
LTB4R	3	1	2	0	108	97	40	78
LTB4R2	2	1	1	0	90	65	23	59
LTBP1	672	787	339	187	836	719	527	694
LTBP3	246	333	136	75	157	105	62	78
LTBP4	221	313	109	74	344	274	134	187
LTK	23	28	9	7	31	28	19	33
LTN1	1717	1876	949	669	2466	2186	1816	2261
LTO1	116	160	91	41	171	153	74	102
LTV1	1556	1888	852	599	2659	2441	1865	2364
LUC7L	1085	1700	729	463	1237	1250	809	998
LUC7L2	111	89	102	33	25	26	15	33
LUC7L3	2063	2810	1178	910	2925	2964	2403	2759
LUZP1	762	873	428	301	1063	922	649	827
LUZP6	0	0	2	0	218	137	262	334
LXN	458	504	224	159	37	38	15	25
LY6E	777	912	431	241	281	297	205	227
LYAR	1248	1585	584	481	2298	2333	1806	2172
LYG1	1	0	0	1	44	40	29	42
LYN	502	552	227	143	430	370	263	345
LYPD1	69	97	39	19	30	34	41	46
LYPLA1	237	297	124	77	509	439	444	488
LYPLA2	253	345	144	73	244	216	188	237
LYPLAL1	474	487	200	159	553	506	446	513
LYRM1	92	90	44	26	63	49	65	71
LYRM2	331	435	250	192	171	161	118	180
LYRM4	316	396	214	158	134	132	93	126
LYRM7	505	447	211	152	92	82	86	84
LYSMD1	115	114	58	29	158	178	73	113
LYSMD2	86	123	41	47	26	27	11	11
LYSMD3	274	283	161	102	383	365	344	378
LYSMD4	38	53	18	18	122	100	106	147
LYST	206	193	119	80	1249	1011	752	894
LZIC	350	469	202	142	443	416	320	391
LZTFL1	373	418	181	102	456	372	358	384
LZTR1	354	413	165	120	1007	831	675	795
LZTS2	506	650	270	140	147	164	121	141
LZTS3	48	54	16	13	99	96	57	75
M6PR	1086	1511	720	409	1066	970	823	956
MAB21L1	85	104	76	30	32	39	21	27
MAB21L2	2	0	0	0	32	43	29	32
MACF1	898	1369	871	434	7311	6727	4238	5606
MACO1	470	528	245	170	616	488	430	555
MACROD1	162	236	98	58	270	261	197	230
MACROD2	6	6	7	4	33	32	15	24
MAD1L1	362	490	230	144	860	742	517	606
MAD2L1	1282	1438	707	442	1923	1835	1494	1908
MAD2L1BP	577	676	345	202	372	322	340	391
MAD2L2	1061	1176	550	374	666	651	535	659
MADD	433	556	234	153	973	815	541	720
MAEA	934	1116	531	289	682	691	478	592
MAF	339	525	182	126	125	136	75	79
MAF1	362	385	162	110	843	754	809	988
MAFG	62	83	35	16	60	84	34	41
MAFK	37	47	12	14	43	58	25	47
MAGEA3	0	0	0	0	47	37	50	52
MAGEA6	0	0	0	0	62	54	47	75
MAGED1	1715	2083	1092	700	3317	3165	2609	3311
MAGED2	1467	1783	859	513	2360	2208	1965	2222
MAGEE1	47	62	42	19	141	134	88	102
MAGEF1	657	800	374	212	534	492	360	434
MAGI1	248	329	127	92	580	538	341	589
MAGI2	48	35	31	10	23	31	17	24
MAGI3	350	360	186	116	1564	1337	955	1229
MAGOH	1607	1993	1039	604	784	732	483	704
MAGOHB	610	807	444	299	455	447	374	468
MAGT1	1960	2532	1170	664	2229	2105	1585	1923
MAIP1	531	595	300	197	446	390	323	445
MAK	46	50	43	18	161	129	63	91
MAK16	837	962	349	271	594	595	422	472
MALSU1	713	822	362	207	810	780	537	620
MALT1	432	448	192	124	492	432	334	410
MAMDC4	6	4	6	2	151	127	119	128
MAML1	650	803	314	234	842	652	442	673
MAML3	54	66	39	20	78	56	57	61
MAMLD1	53	53	22	16	28	17	23	19
MAN1A1	817	1014	387	248	843	733	566	683
MAN1A2	355	416	161	108	1863	1709	1555	1845
MAN1B1	328	375	187	116	680	562	490	631
MAN1C1	47	50	21	14	30	23	20	19
MAN2A1	730	806	325	193	1243	1111	909	1093
MAN2A2	158	218	91	42	577	499	358	507
MAN2B1	453	607	201	103	587	533	440	510
MAN2B2	147	213	119	49	268	216	163	190
MAN2C1	169	219	103	64	1208	1013	764	906
MANBA	177	285	80	65	369	304	269	312
MANBAL	257	298	120	75	116	91	71	102
MANEA	274	290	159	100	422	398	353	436
MANEAL	336	451	218	133	367	329	321	383
MANF	861	1161	430	268	1118	1069	825	942
MANSC1	196	238	100	66	97	63	78	111
MAOA	266	306	120	57	65	43	47	52
MAP1A	344	478	213	169	424	333	197	275
MAP1B	3488	3670	1664	1162	2065	1836	1031	1465
MAP1LC3B	94	146	66	62	56	57	41	51
MAP1S	1040	1421	613	330	332	269	198	271
MAP2K1	735	843	387	226	659	627	531	694
MAP2K2	637	886	325	193	1190	1161	866	1041
MAP2K3	272	381	145	84	374	337	188	201
MAP2K4	187	243	99	70	503	412	384	444
MAP2K5	294	311	108	75	218	181	121	147
MAP2K6	162	168	70	43	281	243	173	236
MAP2K7	641	795	343	174	324	268	188	238
MAP3K1	434	447	246	148	874	772	644	823
MAP3K10	45	48	9	4	159	141	111	150
MAP3K11	51	72	44	17	350	309	240	319
MAP3K12	31	49	18	11	189	136	85	133
MAP3K13	14	31	10	12	54	48	34	43
MAP3K14	36	87	64	40	70	79	41	50
MAP3K15	140	139	47	27	309	266	203	254
MAP3K2	352	402	174	117	974	830	626	817
MAP3K20	454	566	217	129	764	691	637	690
MAP3K21	345	336	110	85	1405	1303	792	1138
MAP3K3	160	190	74	43	623	545	464	614
MAP3K4	410	472	175	138	2130	1895	1519	1849
MAP3K5	354	440	162	111	685	561	446	617
MAP3K6	149	211	118	59	179	152	105	144
MAP3K7	875	950	457	243	1427	1379	1004	1297
MAP3K8	34	44	28	10	31	32	22	34
MAP3K9	30	42	25	11	231	212	136	173
MAP4	3231	3748	1608	1101	3097	2356	1593	2123
MAP4K1	26	21	16	5	32	22	21	21
MAP4K2	54	44	10	8	107	85	100	91
MAP4K3	359	467	165	119	773	739	510	643
MAP4K4	983	1383	484	316	2643	2486	1897	2473
MAP4K5	510	614	225	137	1147	1018	852	1070
MAP7	558	667	295	198	407	428	282	362
MAP7D1	1107	1412	448	308	785	757	473	641
MAP7D2	379	408	158	115	437	445	338	386
MAP7D3	1012	1103	500	326	1822	1580	1391	1632
MAP9	428	527	240	169	763	661	431	599
MAPK1	2193	2429	947	660	1239	1022	957	1255
MAPK10	2	1	1	0	15	19	11	16
MAPK11	26	34	21	8	20	25	17	15
MAPK12	189	255	80	60	484	398	327	413
MAPK13	376	458	198	130	71	78	42	59
MAPK14	877	1109	459	305	915	848	604	726
MAPK15	0	1	1	0	54	46	29	50
MAPK1IP1L	1088	1577	683	423	359	258	340	422
MAPK3	870	815	322	199	341	281	314	397
MAPK6	190	164	100	58	820	751	735	882
MAPK7	119	174	84	28	312	266	149	203
MAPK8	262	310	142	87	567	587	464	574
MAPK8IP1	45	49	11	10	222	193	177	180
MAPK8IP2	509	756	325	147	265	280	153	208
MAPK8IP3	86	51	62	21	510	507	352	435
MAPK9	689	861	388	218	912	874	702	865
MAPKAP1	413	379	105	72	1848	1706	1451	1839
MAPKAPK2	276	336	97	56	689	602	528	693
MAPKAPK3	234	281	163	90	848	780	733	857
MAPKAPK5	205	229	96	62	1104	998	703	910
MAPKBP1	115	147	72	35	310	272	207	275
MAPRE1	1752	2028	994	578	1987	1940	1202	1488
MAPRE2	891	1149	430	303	391	347	249	346
MAPRE3	364	423	133	109	58	55	36	52
MAPT	116	135	52	36	32	38	27	42
MARC1	91	95	39	39	181	197	139	195
MARC2	168	189	89	44	229	191	117	156
MARCH1	0	0	0	0	68	53	50	67
MARCH2	3	8	4	3	80	76	70	66
MARCH3	53	65	31	28	70	53	51	71
MARCH5	943	1064	483	267	445	441	322	461
MARCH6	2407	3038	1242	730	2747	2375	1489	1845
MARCH7	1652	1612	902	636	2352	1983	1769	2243
MARCH8	60	82	23	14	259	216	167	203
MARCH9	99	120	44	33	105	84	68	60
MARCKS	1843	3004	1170	826	348	410	165	274
MARCKSL1	3295	4671	2127	1250	1426	1448	951	1245
MARF1	392	381	182	109	779	608	384	538
MARK1	222	277	106	79	679	521	435	537
MARK2	443	581	188	126	908	751	403	563
MARK3	936	1069	429	262	2028	1873	1515	1965
MARK4	234	314	98	57	232	215	106	138
MARS	4546	5482	2063	1244	5623	5076	4162	5296
MARS2	410	485	239	124	580	489	456	572
MARVELD1	198	308	127	67	24	21	15	13
MARVELD2	244	264	113	74	267	231	156	187
MASP2	1	2	1	0	77	69	85	115
MAST1	115	82	38	18	63	55	27	48
MAST2	327	404	123	76	764	652	458	611
MAST3	188	191	72	49	154	122	75	103
MAST4	134	161	68	41	175	201	124	129
MASTL	929	948	475	335	1044	969	732	1006
MAT2A	2815	3908	1811	1285	4216	4214	2571	3508
MAT2B	1498	1701	699	520	966	812	810	1038
MATK	40	52	16	10	259	226	233	269
MATN2	52	64	32	24	32	21	26	25
MAU2	703	896	367	260	522	443	376	475
MAVS	890	1056	370	228	339	249	249	358
MAX	473	589	270	192	341	300	304	389
MAZ	2877	3757	1799	1122	3792	3613	2655	3418
MB21D2	198	268	133	78	107	107	67	100
MBD1	605	827	331	203	610	613	381	560
MBD2	207	256	110	83	387	368	319	376
MBD3	774	1106	549	331	1040	1059	752	990
MBD4	366	440	210	124	890	843	696	866
MBD5	17	23	19	11	248	197	139	205
MBD6	165	198	85	61	174	97	51	49
MBIP	610	590	272	184	458	472	310	379
MBLAC2	235	344	150	73	94	89	67	91
MBNL1	1186	1385	671	447	702	542	579	725
MBNL2	141	134	72	29	115	102	101	114
MBNL3	300	343	187	112	199	199	133	190
MBOAT1	96	124	68	44	123	103	93	110
MBOAT2	534	584	247	127	733	628	569	721
MBOAT7	409	591	235	128	225	159	127	163
MBTD1	304	334	125	96	706	665	431	500
MBTPS1	421	489	262	134	2486	2266	1743	2303
MBTPS2	947	1109	471	274	380	337	212	341
MCAT	659	883	410	256	468	415	372	485
MCC	514	559	250	154	216	200	147	184
MCCC1	493	555	262	186	425	425	295	415
MCCC2	1662	1741	782	491	1641	1574	968	1239
MCEE	62	71	30	22	110	99	85	86
MCF2L	92	113	58	46	119	114	56	112
MCFD2	545	697	329	161	367	324	271	356
MCIDAS	27	60	18	18	43	33	23	36
MCL1	1521	2419	1051	694	1500	1529	1104	1533
MCM10	1687	2028	1001	687	2771	2530	1955	2555
MCM2	6893	9358	4190	2571	7246	6768	5539	6720
MCM3	8530	9943	4417	2768	8367	7920	6287	7620
MCM3AP	1758	2155	953	587	5584	4940	3406	4424
MCM4	12472	13907	6655	4371	9275	8343	6927	9245
MCM5	4998	6478	2885	1812	3838	3571	3216	3918
MCM6	5613	6250	2937	1884	5669	5427	3594	4780
MCM7	12974	18053	8416	5079	12939	11176	10845	13120
MCM8	19	21	8	6	125	137	71	85
MCM9	402	443	197	141	1583	1399	1009	1297
MCMBP	3617	4000	1887	1231	3521	3114	2752	3495
MCOLN1	210	326	124	76	136	121	109	126
MCOLN2	345	393	154	104	357	316	227	293
MCOLN3	389	412	163	133	368	342	196	254
MCPH1	429	497	252	154	727	644	507	639
MCRIP1	166	276	130	86	223	245	134	188
MCRIP2	145	222	98	52	151	120	100	98
MCRS1	770	1179	752	434	1568	1459	1360	1640
MCTP1	103	95	50	40	62	73	56	69
MCTS1	1271	1370	594	369	767	659	745	872
MCTS2P	168	176	107	52	340	269	236	256
MCU	452	527	225	134	271	255	208	279
MCUB	508	536	194	145	529	432	391	577
MCUR1	484	554	239	139	692	591	508	633
MDC1	3665	4666	2302	1470	2052	1650	858	1243
MDFIC	262	349	168	92	176	149	101	140
MDGA1	23	40	15	6	51	38	20	33
MDGA2	1	0	1	0	103	101	46	104
MDH1	4169	5034	2477	1591	4099	3836	3203	3836
MDH1B	18	21	8	10	35	36	18	29
MDH2	6650	8010	3014	2019	4402	4486	3210	4360
MDK	1692	2473	966	509	272	264	152	205
MDM1	231	285	108	72	401	362	271	349
MDM2	2332	3538	1678	1104	2432	2173	1550	2080
MDM4	83	106	53	31	1075	916	533	749
MDN1	3704	4445	2620	1669	15336	13513	9682	12451
MDP1	35	47	27	22	91	67	51	80
ME1	2470	2592	1052	717	721	639	432	571
ME2	2493	2637	978	681	1308	1222	968	1126
MEA1	1160	1651	808	440	891	873	658	905
MEAF6	555	769	297	212	414	422	311	355
MEAK7	225	307	119	99	179	156	139	161
MECOM	435	507	281	209	795	670	575	778
MECP2	311	364	151	87	769	671	465	639
MECR	238	280	103	73	612	578	355	479
MED1	1013	1117	446	318	1579	1321	1163	1454
MED10	928	1164	569	408	120	152	82	117
MED11	275	287	127	90	147	118	93	132
MED12	1457	1932	868	528	1633	1258	701	1007
MED12L	249	280	122	71	1047	822	600	820
MED13	1087	1294	655	405	5257	4497	3480	4489
MED13L	618	771	326	215	2177	1742	1306	1633
MED14	1967	2184	1008	599	2048	1659	1149	1536
MED15	855	964	479	268	402	326	210	270
MED16	708	886	368	224	538	538	352	538
MED17	38	56	31	16	23	27	37	28
MED18	247	393	190	126	147	174	161	185
MED19	163	213	121	68	204	199	163	158
MED20	201	283	129	76	230	214	161	181
MED21	642	645	265	183	222	173	161	234
MED22	286	337	170	123	202	182	155	174
MED23	985	1217	517	372	2256	1941	1791	2310
MED24	1449	1810	1023	590	1603	1443	1041	1354
MED25	795	997	392	275	272	254	135	203
MED26	52	81	29	18	78	63	46	78
MED27	351	449	216	96	236	215	149	236
MED28	382	390	226	157	502	413	479	593
MED29	1298	1671	795	481	153	139	129	196
MED30	176	175	73	45	184	187	122	177
MED31	385	545	287	158	224	157	162	216
MED4	925	1109	548	369	570	577	490	696
MED6	641	780	425	265	760	623	541	771
MED7	291	285	128	99	198	194	111	149
MED8	736	873	429	227	562	491	433	501
MED9	86	118	61	33	128	110	107	148
MEF2A	291	388	149	93	482	458	351	454
MEF2C	253	279	149	100	183	149	192	239
MEF2D	224	256	100	70	107	51	58	54
MEGF11	62	101	43	21	84	84	53	62
MEGF6	19	23	12	8	36	30	23	16
MEGF8	706	882	444	214	1457	1211	799	1042
MEGF9	74	77	47	26	133	106	65	98
MEIOC	35	18	11	7	139	127	96	115
MEIS1	153	159	86	37	207	176	167	197
MEIS2	193	289	125	93	454	337	286	390
MEIS3	8	7	3	1	36	33	25	32
MELK	1207	1353	581	441	1616	1403	1232	1643
MELTF	64	76	31	15	70	74	26	59
MEMO1	83	109	38	21	217	183	169	195
MEN1	707	952	434	288	686	564	387	568
MEPCE	956	1410	665	379	1066	938	806	1042
MERTK	122	158	77	40	275	224	207	276
MESD	403	592	242	180	872	816	652	889
MESP1	14	19	17	11	46	33	27	24
MET	1349	1564	742	367	903	805	657	773
METAP1	1109	1223	547	343	1033	965	648	961
METAP1D	81	85	42	26	176	148	138	169
METAP2	4662	5401	2514	1533	3643	3765	2667	3412
METRN	29	24	13	7	120	82	76	89
METRNL	40	43	15	7	37	35	33	33
METTL1	260	390	211	111	209	172	131	205
METTL14	365	444	237	182	594	581	458	615
METTL15	79	101	40	25	200	193	115	182
METTL16	457	530	280	185	888	852	535	676
METTL17	733	781	362	205	1315	1212	1110	1417
METTL18	169	181	88	51	235	222	186	210
METTL21A	185	232	106	82	229	188	135	186
METTL22	37	38	14	9	240	218	139	169
METTL23	124	156	99	63	300	305	198	248
METTL25	170	262	156	82	383	381	293	335
METTL26	740	970	449	263	551	537	388	496
METTL2A	208	230	114	71	381	384	360	381
METTL2B	223	197	96	68	562	487	380	477
METTL3	1119	1415	585	364	2064	1922	1560	2017
METTL4	93	115	44	40	224	195	140	180
METTL5	949	986	509	382	982	885	665	920
METTL6	282	318	126	86	625	588	410	558
METTL7A	519	626	302	188	101	66	72	78
METTL7B	128	209	65	43	23	19	18	23
METTL8	391	419	196	122	556	536	395	458
METTL9	335	363	135	64	1191	1013	911	1108
MEX3A	137	202	83	46	98	80	46	67
MEX3B	62	75	53	17	56	46	31	86
MEX3C	205	199	85	72	242	214	169	241
MEX3D	33	49	19	8	188	177	129	175
MFAP1	1072	1371	663	433	713	805	624	802
MFAP2	205	281	110	72	34	36	29	47
MFAP3	487	676	336	209	540	467	436	537
MFAP3L	22	40	12	4	77	72	73	72
MFF	862	947	316	222	1200	1144	856	1107
MFGE8	1078	1312	451	251	282	310	167	239
MFHAS1	151	178	70	28	330	321	236	269
MFN1	925	1026	523	360	1291	1222	967	1246
MFN2	2194	2763	1019	682	2034	1813	1405	1767
MFSD1	215	298	157	100	749	671	566	706
MFSD10	335	489	195	87	323	234	261	303
MFSD11	222	299	180	83	363	278	221	318
MFSD12	194	283	133	67	308	287	234	292
MFSD13A	66	79	51	30	153	148	125	151
MFSD14A	39	43	25	14	53	72	40	54
MFSD14B	301	335	160	79	697	686	566	715
MFSD14C	9	9	4	4	22	17	13	22
MFSD2A	361	447	192	83	78	45	65	72
MFSD3	111	144	66	34	295	264	222	275
MFSD4B	169	196	93	48	494	441	265	340
MFSD5	363	515	258	137	313	245	249	283
MFSD6	126	132	48	32	84	70	58	82
MFSD8	318	405	207	87	447	442	331	412
MFSD9	99	117	41	31	168	155	128	157
MGA	1587	1849	1014	722	5099	4601	3415	4176
MGARP	64	62	39	19	141	138	89	119
MGAT1	257	313	140	79	604	530	404	454
MGAT2	251	367	149	90	1251	1166	914	1133
MGAT3	18	18	7	4	29	30	16	30
MGAT4A	109	107	43	28	198	181	150	177
MGAT4B	240	335	122	86	1209	1049	737	994
MGAT5	325	321	164	111	873	759	640	761
MGAT5B	2	1	2	1	53	35	19	23
MGME1	469	617	266	188	1009	850	650	844
MGRN1	631	821	256	195	568	446	208	295
MGST1	1716	1897	778	509	277	291	266	358
MGST2	655	740	353	210	184	182	153	189
MGST3	976	1103	508	301	638	624	533	652
MIA2	116	169	70	47	573	570	335	466
MIA3	1174	1317	600	341	3846	3522	2528	3262
MIB1	691	762	382	185	2892	2701	1902	2461
MIB2	180	283	99	77	308	269	218	251
MICA	189	257	124	77	185	155	131	154
MICAL1	101	130	48	26	138	125	103	127
MICAL2	103	147	47	41	167	139	117	109
MICAL3	507	695	301	182	1694	1335	717	993
MICALL1	568	775	259	163	815	770	534	643
MICALL2	33	26	12	12	48	45	27	36
MICB	156	171	70	50	51	37	29	39
MICOS10	859	1065	595	367	344	363	214	283
MICOS13	643	946	383	271	315	284	243	284
MICU1	1246	1512	695	443	1013	881	707	903
MICU2	1732	1780	750	502	781	715	565	739
MICU3	91	76	42	29	150	148	102	131
MID1	514	591	326	207	367	321	305	340
MID1IP1	201	250	126	72	358	326	292	373
MID2	227	248	93	41	603	498	403	510
MIDN	828	1169	537	285	140	105	73	82
MIEF1	412	458	305	161	1122	945	721	940
MIEF2	84	103	50	25	154	146	156	132
MIEN1	336	458	252	117	157	140	81	95
MIER1	560	670	292	163	1614	1523	1049	1373
MIER2	281	333	150	99	141	124	62	99
MIER3	351	460	251	146	744	783	504	643
MIF	7296	8764	4936	2943	2536	1886	2196	2852
MIF4GD	216	217	103	67	109	104	69	114
MIGA1	618	622	292	185	653	567	418	522
MIGA2	104	143	74	35	317	303	263	292
MIIP	328	417	182	117	305	269	276	332
MINAR1	4	7	4	3	159	114	113	143
MINDY1	205	218	94	71	195	143	104	163
MINDY2	155	164	61	43	212	174	124	186
MINDY3	1119	1161	638	395	1344	1271	921	1109
MINDY4	98	136	58	41	194	189	173	201
MINK1	502	576	232	127	789	584	386	502
MINPP1	969	1098	386	254	579	501	378	473
MIOS	343	427	132	114	1156	1121	767	1119
MIPEP	557	725	325	198	680	647	561	667
MIPOL1	209	231	93	57	459	384	321	342
MIS12	322	363	200	155	428	343	389	345
MIS18A	590	802	395	276	626	631	391	525
MIS18BP1	888	903	526	360	1634	1457	1080	1450
MITD1	236	262	162	103	354	315	231	361
MITF	60	63	29	24	117	108	74	117
MKI67	6585	7373	4735	3161	13376	10642	6796	8902
MKKS	52	52	27	15	513	426	456	593
MKLN1	1686	1842	751	557	1505	1374	909	1177
MKNK1	254	356	177	100	288	284	237	267
MKNK2	344	430	135	77	510	455	362	459
MKRN1	671	849	450	247	919	893	626	951
MKRN2	707	884	368	242	1128	1034	858	1020
MKRN2OS	0	0	1	0	31	29	20	21
MKRN3	38	59	26	15	23	25	10	18
MKS1	488	536	265	139	440	448	373	439
MKX	0	0	0	0	69	46	48	49
MLEC	759	1131	491	268	1117	998	760	1013
MLF1	468	404	182	124	573	544	424	516
MLF2	2635	2982	1443	924	1165	995	739	929
MLH3	404	418	240	159	166	152	94	143
MLLT1	777	1015	332	252	328	291	212	301
MLLT10	319	288	102	87	798	625	480	581
MLLT11	863	772	383	287	43	32	25	31
MLLT3	487	496	284	181	990	903	789	939
MLLT6	101	108	57	27	375	285	221	283
MLST8	530	644	261	164	488	441	471	679
MLX	826	975	355	205	368	304	278	432
MLXIP	410	501	230	115	464	338	150	219
MLXIPL	57	70	32	17	76	45	29	38
MLYCD	111	163	46	35	89	71	66	72
MMAA	53	81	27	21	39	51	34	48
MMAB	513	667	307	171	562	503	471	588
MMACHC	267	371	165	113	165	167	143	164
MMADHC	1748	2283	968	605	2767	2565	2200	2646
MMD	27	59	23	19	73	83	59	70
MME	42	48	22	12	55	50	22	45
MMGT1	469	546	271	169	223	213	161	209
MMP11	12	12	0	5	25	31	22	23
MMP15	103	140	30	11	40	30	20	40
MMP16	2	2	0	0	108	98	63	120
MMP17	37	37	14	12	15	17	12	14
MMP24	2	4	2	1	20	22	14	11
MMP25	10	18	6	4	40	27	20	16
MMS19	1303	1576	717	445	1665	1470	1256	1496
MMS22L	1078	1227	504	346	2082	1867	1253	1620
MMUT	1088	1137	607	442	764	668	486	614
MN1	54	76	32	17	32	20	12	11
MNAT1	837	857	348	268	1118	1075	667	866
MND1	394	454	139	123	414	388	239	372
MNS1	302	369	109	111	97	78	59	83
MNT	156	175	95	55	68	44	23	26
MNX1	198	277	102	58	57	65	34	48
MOAP1	629	690	393	232	347	336	182	271
MOB1A	1403	1613	710	533	1274	1247	988	1213
MOB1B	275	303	159	114	85	72	72	86
MOB2	149	186	94	63	135	119	127	159
MOB3A	143	218	108	56	34	22	24	21
MOB3B	87	97	30	15	64	52	32	35
MOCOS	64	79	32	17	228	197	178	192
MOCS1	186	225	102	58	270	216	193	217
MOCS2	290	323	159	110	550	485	344	491
MOCS3	372	456	250	173	285	234	168	229
MOGS	719	966	332	206	1076	973	786	1085
MOK	74	91	28	21	196	198	146	178
MON1A	103	148	62	36	368	349	309	346
MON1B	194	267	152	79	203	187	143	223
MON2	1832	2046	862	596	2413	2149	1650	2054
MORC2	1246	1709	725	486	880	791	451	663
MORC3	715	777	384	220	1245	1102	859	1112
MORC4	1097	1200	588	340	1350	1240	950	1147
MORF4L1	883	1217	446	348	2363	2340	1392	1781
MORF4L2	3688	4519	2321	1487	7735	7906	5391	6742
MORN1	122	143	62	43	121	148	82	122
MORN2	55	57	23	17	136	147	151	180
MORN4	48	45	24	19	56	45	42	63
MOSMO	18	24	15	8	30	28	32	55
MOSPD1	201	171	103	47	318	256	237	318
MOSPD2	474	544	227	176	283	256	163	180
MOSPD3	10	18	4	2	26	17	20	15
MOV10	1124	1434	662	411	967	785	570	758
MOXD1	393	369	155	100	401	335	294	364
MPC1	518	666	318	210	513	399	348	469
MPC2	615	778	379	245	667	605	459	539
MPDU1	569	636	295	186	548	418	417	509
MPDZ	635	686	311	213	1261	1042	778	978
MPG	594	752	329	230	484	454	362	398
MPHOSPH10	832	1046	524	325	1491	1487	1087	1505
MPHOSPH6	519	585	259	173	561	600	453	528
MPHOSPH8	225	274	142	101	884	917	515	704
MPHOSPH9	492	558	304	196	3308	2862	2333	2893
MPI	926	1088	463	298	1565	1373	1252	1482
MPLKIP	553	766	374	244	280	247	211	289
MPND	78	98	36	13	148	136	109	148
MPP1	973	1091	491	328	560	517	484	570
MPP2	329	414	163	103	241	220	163	206
MPP3	40	45	30	25	261	222	143	178
MPP5	400	404	206	136	830	711	495	658
MPP6	542	609	249	174	1302	1159	784	975
MPP7	454	533	200	141	200	166	138	171
MPPE1	35	50	12	13	147	164	86	112
MPRIP	270	350	113	54	2604	2547	1713	2315
MPST	682	886	306	171	588	511	444	474
MPV17	344	419	200	125	281	279	164	253
MPV17L2	352	471	211	137	126	90	116	125
MPZL1	656	713	364	178	608	514	372	482
MPZL3	58	45	22	21	36	31	23	34
MR1	78	82	42	25	60	51	37	56
MRAS	21	31	14	16	55	41	52	54
MRE11	1197	1389	670	420	1850	1782	1252	1617
MREG	79	103	37	24	227	170	127	162
MRFAP1	1225	2159	799	570	1193	1422	770	1114
MRFAP1L1	226	351	195	111	392	474	298	387
MRGBP	131	160	60	48	357	358	259	309
MRI1	656	820	363	219	789	690	604	668
MRM1	59	71	35	16	113	94	66	66
MRM2	229	343	154	80	331	286	260	320
MRM3	927	1047	581	343	800	778	660	745
MRNIP	102	116	59	40	320	271	220	246
MROH1	64	64	41	22	263	248	139	178
MROH6	14	18	11	6	24	24	18	22
MROH8	203	316	236	125	143	153	84	131
MRPL1	576	701	302	187	996	1001	726	973
MRPL10	691	815	329	213	245	242	260	340
MRPL11	598	805	335	185	1227	1234	920	1147
MRPL12	52	86	35	14	129	93	63	98
MRPL13	1761	1999	1006	680	1268	1095	916	1141
MRPL14	1565	2098	1011	619	756	670	588	672
MRPL15	1203	1451	673	462	1468	1420	1249	1610
MRPL16	1447	1782	806	521	1340	1317	893	1172
MRPL17	1274	1406	650	422	838	757	706	839
MRPL18	971	1193	592	317	1202	1209	890	1109
MRPL19	1308	1716	723	486	1819	1635	1120	1465
MRPL2	1302	1381	661	456	523	478	414	470
MRPL20	2796	3110	1413	810	1782	1799	1304	1592
MRPL21	1054	1177	536	337	1205	1116	839	1061
MRPL22	1791	1852	938	623	619	566	488	657
MRPL23	1336	1499	623	380	1103	985	758	1020
MRPL24	1343	1699	740	433	1062	1071	800	1064
MRPL27	1134	1600	741	450	638	558	555	712
MRPL28	3447	4242	1891	1122	1112	1063	937	1131
MRPL3	2842	3795	1723	1066	3635	3319	2477	3194
MRPL32	1066	1381	677	428	693	685	593	757
MRPL33	437	505	293	222	327	285	196	298
MRPL34	329	446	180	112	163	160	102	111
MRPL35	342	463	225	167	524	493	395	479
MRPL36	266	377	206	93	204	184	139	177
MRPL37	2830	3202	1099	669	3574	3289	3133	3921
MRPL38	1078	1395	604	382	944	826	657	776
MRPL39	2116	2812	1164	797	1327	1162	1163	1358
MRPL4	2623	3265	1447	920	637	530	427	592
MRPL40	1180	1182	536	398	816	649	596	744
MRPL41	1102	1569	647	403	740	703	519	574
MRPL42	1451	1503	463	349	1042	999	987	1217
MRPL43	1390	1620	812	486	251	241	226	333
MRPL44	1488	1868	1004	657	861	843	588	694
MRPL45	401	534	224	145	351	335	244	278
MRPL46	544	646	301	215	710	628	580	698
MRPL47	1163	1273	683	479	910	846	624	826
MRPL48	480	512	224	137	640	632	504	630
MRPL49	556	793	353	197	382	331	313	396
MRPL50	471	487	261	160	565	463	383	523
MRPL51	1590	2396	770	551	2316	2369	1670	2204
MRPL52	829	1060	510	284	679	660	497	626
MRPL53	615	867	416	270	402	374	287	343
MRPL54	362	505	219	122	523	547	387	408
MRPL55	700	1002	469	290	968	836	714	786
MRPL57	577	649	252	171	189	178	142	175
MRPL58	680	842	334	261	486	408	419	485
MRPL9	1174	1601	691	410	1338	1289	833	1079
MRPS10	904	1188	551	350	540	477	381	467
MRPS11	520	660	333	182	591	495	510	631
MRPS12	1152	1446	720	437	314	241	348	374
MRPS14	588	763	366	221	532	490	332	453
MRPS15	1627	1870	709	419	1671	1341	1436	1854
MRPS16	1460	1654	860	547	1043	860	811	1015
MRPS18A	972	1136	561	378	425	372	366	424
MRPS18B	2051	2264	1129	749	738	563	766	955
MRPS18C	562	645	262	209	647	591	443	685
MRPS2	2179	2486	1121	654	831	782	709	932
