	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
ANKHD1	41	38	40	84
ANKIB1	986	925	1386	2039
ANKLE1	37	18	25	46
ANKLE2	2472	2260	3211	4664
ANKMY1	199	157	249	391
ANKMY2	343	359	514	785
ANKRA2	134	118	213	327
ANKRD10	593	542	862	1228
ANKRD11	2808	2417	2320	4086
ANKRD12	759	771	1020	1246
ANKRD13A	710	669	1071	1622
ANKRD13B	155	124	147	245
ANKRD13C	1426	1307	2051	2922
ANKRD13D	217	184	262	339
ANKRD16	123	122	203	308
ANKRD17	6696	5795	7819	12242
ANKRD18A	642	555	410	843
ANKRD18B	829	778	561	1161
ANKRD20A4	18	17	15	27
ANKRD23	68	60	59	96
ANKRD24	24	21	13	28
ANKRD26	1573	1416	1921	2588
ANKRD27	987	992	1421	1973
ANKRD28	1687	1447	2202	3094
ANKRD31	63	57	77	118
ANKRD34B	20	18	26	40
ANKRD36	1646	1584	1631	2579
ANKRD36B	511	531	609	894
ANKRD36C	1342	1271	1484	2330
ANKRD37	30	16	33	49
ANKRD39	110	112	158	199
ANKRD40	815	742	1177	1627
ANKRD42	71	68	124	192
ANKRD44	126	115	175	275
ANKRD46	352	310	540	752
ANKRD49	215	201	340	531
ANKRD50	1255	1118	1490	2321
ANKRD52	1871	1478	1323	2656
ANKRD54	216	199	308	415
ANKRD6	208	167	245	379
ANKRD61	167	133	108	214
ANKRD7	29	31	29	55
ANKRD9	45	49	46	85
ANKS1A	609	473	707	1098
ANKS1B	44	33	48	91
ANKS3	278	270	357	504
ANKS6	623	560	744	1053
ANKZF1	534	451	650	919
ANLN	3838	3389	6314	8525
ANO10	733	652	910	1371
ANO4	30	29	40	54
ANO5	599	559	807	1220
ANO6	709	637	1078	1614
ANO8	118	109	151	230
ANP32A	2616	2661	4030	4674
ANP32B	1659	1675	1182	2070
ANP32E	1741	2022	2536	2614
ANTXR1	435	362	438	782
ANTXR2	103	105	127	166
ANXA1	63	68	121	151
ANXA11	866	768	1297	1767
ANXA2	554	542	919	1360
ANXA3	19	17	30	40
ANXA4	171	147	233	336
ANXA5	3223	3094	5020	7088
ANXA6	2091	1828	3182	4685
ANXA7	1787	1467	2868	3970
ANXA9	26	29	29	46
AOC2	120	90	139	244
AP000812.5	54	41	83	120
AP001781.2	26	27	24	37
AP002495.2	50	58	71	107
AP002748.4	58	48	101	109
AP002956.1	174	142	250	334
AP1AR	584	603	896	1214
AP1B1	2371	2103	3212	4946
AP1G1	2310	2009	2610	4134
AP1G2	608	537	844	1213
AP1M1	718	562	1102	1664
AP1S1	360	356	480	620
AP1S2	94	86	142	201
AP1S3	104	89	152	243
AP2A1	1135	888	1271	2019
AP2A2	988	808	1252	1974
AP2B1	2157	1833	2231	3576
AP2M1	3310	3163	5558	7630
AP2S1	1215	1174	1950	2810
AP3B1	2176	2160	2936	4258
AP3B2	54	52	65	82
AP3D1	2696	2360	3124	5074
AP3M1	1016	901	1522	2222
AP3M2	575	537	749	1135
AP3S1	614	579	1003	1284
AP3S2	43	39	42	80
AP4B1	662	620	873	1266
AP4E1	690	620	901	1290
AP4M1	126	121	212	281
AP4S1	48	58	80	122
AP5B1	354	315	397	565
AP5M1	709	633	1179	1641
AP5S1	145	97	189	253
AP5Z1	306	252	385	613
APAF1	837	818	1101	1552
APBA2	503	434	700	980
APBA3	169	163	212	347
APBB1	796	700	1160	1578
APBB2	190	170	227	390
APBB3	118	99	173	243
APC	3016	2547	3911	5861
APC2	88	76	89	155
APCDD1	20	15	18	37
APEH	2131	1886	3240	4589
APEX1	1995	2048	2739	3853
APEX2	571	502	834	1231
APH1A	1092	893	1971	2718
APH1B	30	28	60	73
API5	2446	2426	3627	4856
APIP	589	578	807	1162
APLF	92	83	142	193
APLP1	68	60	62	110
APLP2	5739	5524	8152	11362
APMAP	1147	991	1790	2430
APOBEC3C	45	37	109	110
APOC1	68	80	151	198
APOL2	185	140	218	317
APOLD1	17	28	25	40
APOM	28	30	35	66
APOO	259	188	381	504
APOOL	295	272	331	563
APOPT1	63	46	125	175
APP	4637	4848	5679	8148
APPBP2	967	857	1399	1915
APPL1	2012	1709	3040	4158
APPL2	559	484	724	1018
APRT	1743	1473	2781	3807
APTX	775	788	1132	1519
AQP11	42	38	54	86
AQR	2117	1875	3413	5085
ARAF	598	521	866	1271
ARAP1	839	741	856	1332
ARAP2	423	420	541	820
ARAP3	47	41	35	67
ARCN1	2798	2718	3629	5462
AREL1	719	650	1141	1663
ARF1	2885	2627	5208	7414
ARF3	37	40	58	79
ARF4	1223	1062	1982	2891
ARF5	916	877	1364	1961
ARF6	423	379	711	893
ARFGAP1	686	573	915	1347
ARFGAP2	1014	939	1363	2032
ARFGAP3	469	423	723	1052
ARFGEF1	1973	1751	2543	3958
ARFGEF2	2474	1995	3242	4750
ARFGEF3	460	400	496	886
ARFIP1	480	440	783	1039
ARFIP2	1192	1082	1882	2649
ARFRP1	214	217	280	373
ARG1	36	31	38	63
ARG2	461	407	779	1139
ARGLU1	885	1007	1420	1705
ARHGAP1	291	219	249	451
ARHGAP10	578	534	765	1218
ARHGAP11A	2070	1874	2568	3621
ARHGAP12	615	522	845	1255
ARHGAP17	799	604	582	1093
ARHGAP18	312	291	382	593
ARHGAP19-SLIT1	61	56	76	85
ARHGAP20	78	73	99	145
ARHGAP21	1493	1273	2188	3135
ARHGAP22	233	216	281	410
ARHGAP24	55	59	70	113
ARHGAP26	236	199	237	369
ARHGAP27	47	55	72	120
ARHGAP28	49	40	74	99
ARHGAP29	496	395	672	1041
ARHGAP30	18	18	26	35
ARHGAP31	128	110	132	251
ARHGAP32	500	390	598	923
ARHGAP33	48	43	38	93
ARHGAP35	2174	1868	2369	3905
ARHGAP39	198	167	203	398
ARHGAP4	20	17	31	50
ARHGAP42	141	103	192	301
ARHGAP44	169	155	209	324
ARHGAP45	73	50	110	139
ARHGAP5	4089	3644	5627	8410
ARHGDIA	947	899	771	1507
ARHGDIG	86	92	110	142
ARHGEF1	403	334	524	816
ARHGEF10	539	483	611	896
ARHGEF10L	90	63	112	196
ARHGEF11	1167	975	1361	2247
ARHGEF12	4432	3725	5907	8761
ARHGEF16	61	41	102	162
ARHGEF17	115	102	101	198
ARHGEF18	16	18	27	41
ARHGEF19	22	29	24	61
ARHGEF2	499	471	569	820
ARHGEF25	338	309	426	720
ARHGEF26	683	626	703	1135
ARHGEF28	60	40	89	151
ARHGEF3	199	151	237	402
ARHGEF39	251	218	305	457
ARHGEF4	118	97	197	311
ARHGEF40	132	137	164	256
ARHGEF6	206	199	350	458
ARHGEF7	571	536	649	1008
ARHGEF9	270	226	378	521
ARID1A	1412	1088	1067	2018
ARID1B	1513	1271	1593	2679
ARID2	1828	1581	2366	3692
ARID3A	93	80	86	153
ARID3B	136	97	157	231
ARID4A	577	551	628	894
ARID4B	2634	2453	3430	4680
ARID5A	72	85	110	164
ARID5B	347	257	386	607
ARIH1	1552	1472	1892	2703
ARIH2	2416	2216	3582	5066
ARIH2OS	29	33	75	104
ARL1	615	574	1098	1455
ARL10	151	149	87	204
ARL13B	532	482	732	1001
ARL14EP	458	407	599	836
ARL15	193	161	231	365
ARL16	307	246	510	667
ARL2	163	146	315	432
ARL2BP	367	311	616	885
ARL3	211	183	376	459
ARL4A	109	80	146	176
ARL4C	71	70	88	163
ARL4D	67	50	78	113
ARL5A	515	462	697	1003
ARL5B	405	361	573	815
ARL6	234	236	331	536
ARL6IP1	266	268	540	710
ARL6IP4	1808	1758	2352	3306
ARL6IP5	841	831	1173	1594
ARL6IP6	353	249	466	693
ARL8A	205	211	261	424
ARL8B	436	351	574	886
ARMC1	666	649	1102	1464
ARMC10	293	248	348	533
ARMC2	63	57	87	148
ARMC4	236	223	252	399
ARMC5	219	243	347	487
ARMC6	1168	966	1724	2617
ARMC7	44	32	49	82
ARMC8	950	917	1497	2170
ARMC9	542	506	671	986
ARMCX2	37	24	54	95
ARMCX3	370	381	509	708
ARMCX4	133	97	65	151
ARMCX5	645	570	1016	1379
ARMCX6	61	75	72	98
ARMH3	567	509	654	1001
ARMH4	131	92	149	260
ARMT1	1310	1149	1910	2587
ARNT	711	665	950	1516
ARNT2	319	276	325	533
ARNTL	115	104	204	243
ARNTL2	845	717	1163	1677
ARPC1A	188	164	378	555
ARPC1B	61	54	107	137
ARPC2	1984	1690	3206	4554
ARPC3	1467	1472	2210	3018
ARPC4	329	322	578	789
ARPC5	790	869	1201	1593
ARPC5L	233	254	382	483
ARPIN-AP3S2	30	41	48	60
ARPP19	582	554	784	1092
ARRB1	137	118	175	263
ARRB2	427	364	670	845
ARRDC1	264	200	468	597
ARRDC2	41	34	46	79
ARRDC3	145	127	244	340
ARRDC4	215	214	263	366
ARSA	104	83	121	223
ARSB	246	218	354	505
ARSG	91	51	87	147
ARSK	204	165	260	386
ART5	37	35	56	78
ARV1	679	606	1019	1359
ARVCF	186	157	229	324
AS3MT	259	272	422	603
ASAH1	438	450	684	959
ASAP1	746	632	666	1226
ASAP2	392	333	421	688
ASAP3	206	187	238	348
ASB1	192	222	278	370
ASB13	247	221	311	451
ASB14	77	69	75	115
ASB16	36	30	56	104
ASB6	519	438	737	1044
ASB7	267	250	412	581
ASB8	293	275	325	478
ASCC1	469	420	594	818
ASCC2	1009	907	1357	2113
ASCC3	5954	5388	8476	12343
ASDURF	237	221	289	434
ASF1A	639	618	1096	1493
ASF1B	677	577	1129	1512
ASH1L	5174	4573	5349	8756
ASH2L	520	491	702	907
ASIC1	148	129	127	250
ASIC3	21	26	40	50
ASL	181	132	280	406
ASMTL	257	241	322	465
ASNA1	870	786	1494	2088
ASNS	2779	2579	4459	6260
ASNSD1	2237	2137	3407	4979
ASPH	1697	1566	2257	3234
ASPHD2	72	51	91	132
ASPM	13313	12225	19481	26874
ASPN	114	88	100	158
ASPRV1	21	24	31	45
ASPSCR1	358	319	513	708
ASRGL1	372	343	503	677
ASS1	397	358	597	858
ASTE1	409	305	513	859
ASTN2	54	54	60	102
ASXL1	2627	2220	2830	4557
ASXL2	735	578	618	1213
ASXL3	82	81	98	156
ATAD1	991	909	1369	1813
ATAD2	3575	3486	5173	7186
ATAD2B	1280	1084	1624	2452
ATAD3A	871	780	1305	1688
ATAD3B	885	885	1318	1842
ATAD5	2481	2358	2715	4164
ATAT1	94	81	102	181
ATE1	792	726	889	1406
ATF1	379	378	700	957
ATF2	841	777	1313	1758
ATF3	55	60	124	185
ATF4	7363	7197	12074	16531
ATF5	48	37	57	115
ATF6	1247	1144	2078	2975
ATF6B	426	348	599	921
ATF7IP	1357	1268	1436	2253
ATF7IP2	121	104	158	261
ATG10	76	57	95	171
ATG101	303	337	429	626
ATG12	135	106	224	309
ATG13	587	497	847	1222
ATG14	303	325	431	690
ATG16L1	945	819	1134	1827
ATG16L2	109	91	136	215
ATG2A	762	701	798	1358
ATG2B	1942	1699	2464	3793
ATG3	1435	1370	2436	3343
ATG4A	356	294	562	820
ATG4B	685	628	1022	1479
ATG4C	761	780	1268	1774
ATG4D	353	304	511	755
ATG5	685	626	964	1432
ATG7	1001	922	1401	1932
ATG9A	570	463	836	1233
ATIC	2186	2044	1859	3559
ATL1	102	94	150	197
ATL2	1778	1771	2348	3400
ATL3	540	458	708	1026
ATM	4687	4275	5823	8759
ATMIN	1114	955	1695	2450
ATN1	406	315	204	603
ATOX1	183	202	373	547
ATP10D	254	247	422	605
ATP11A	464	418	386	685
ATP11B	1107	1069	1636	2440
ATP11C	2232	2030	3209	4725
ATP13A1	1044	889	1167	1977
ATP13A2	812	699	939	1542
ATP13A3	2521	2371	3541	5308
ATP1A1	11330	10489	14284	21819
ATP1B1	360	354	489	690
ATP1B3	1389	1285	2157	3083
ATP23	106	92	172	247
ATP2A1	91	59	91	136
ATP2A2	5656	5176	4928	9173
ATP2A3	18	33	20	25
ATP2B1	2550	2475	3561	5105
ATP2B4	1017	915	971	1724
ATP2C1	1934	1895	2458	3623
ATP5F1A	11544	10623	18189	25983
ATP5F1B	16570	14734	27446	38576
ATP5F1C	3057	2790	5306	7501
ATP5F1D	237	191	286	437
ATP5F1E	930	735	1771	2493
ATP5IF1	1497	1531	2129	2832
ATP5MC1	995	780	1557	2289
ATP5MC2	1606	1265	2762	3740
ATP5MC3	4384	3927	7419	9995
ATP5MD	646	722	1197	1775
ATP5ME	1827	1973	2572	3694
ATP5MF	738	492	1733	2444
ATP5MF-PTCD1	35	24	46	68
ATP5MG	1711	1731	2582	3445
ATP5MPL	680	699	1013	1449
ATP5PB	3597	3212	5925	8453
ATP5PD	1947	1884	3115	4552
ATP5PF	867	679	1600	2369
ATP5PO	1996	1794	3983	5387
ATP6AP1	1130	1028	1957	2584
ATP6AP2	962	778	1751	2512
ATP6V0A1	1432	1225	1397	2379
ATP6V0A2	1136	1012	1651	2464
ATP6V0B	1079	771	2006	2839
ATP6V0C	163	137	203	311
ATP6V0D1	963	859	1591	2299
ATP6V0E1	239	181	379	553
ATP6V0E2	266	255	365	499
ATP6V1A	3466	3197	5346	7707
ATP6V1B1	30	31	61	98
ATP6V1B2	1011	944	1434	2093
ATP6V1C1	1195	1075	1616	2439
ATP6V1C2	27	34	28	52
ATP6V1D	922	925	1248	1848
ATP6V1E1	1092	970	1785	2403
ATP6V1E2	23	27	43	46
ATP6V1F	676	609	1081	1520
ATP6V1G1	974	951	1391	1996
ATP6V1H	1130	1079	1569	2262
ATP7A	561	534	680	1042
ATP7B	779	685	969	1556
ATP8A1	557	518	746	1178
ATP8A2	42	25	40	63
ATP8B1	157	112	103	180
ATP8B2	2166	1811	3075	4426
ATP9A	619	547	772	1255
ATP9B	398	382	484	738
ATPAF1	1163	1181	1499	2171
ATPAF2	439	355	657	913
ATPSCKMT	267	218	317	434
ATR	3687	3324	5558	7643
ATRAID	759	677	1361	1943
ATRIP	826	701	1172	1884
ATRN	1174	1006	1313	2048
ATRNL1	435	436	547	836
ATRX	5056	4853	5960	7897
ATXN1	184	139	224	360
ATXN10	3000	2572	3321	5516
ATXN1L	323	313	472	794
ATXN2	926	746	807	1536
ATXN2L	1459	1068	924	2100
ATXN3	288	267	456	588
ATXN7	40	45	60	93
ATXN7L1	148	97	180	264
ATXN7L2	185	153	292	414
ATXN7L3	502	435	669	952
ATXN7L3B	332	269	429	613
AUH	273	267	330	487
AUNIP	546	431	928	1419
AUP1	1658	1417	2882	4040
AURKA	1444	1276	2381	3347
AURKAIP1	1393	1465	1927	2698
AURKB	1494	1454	2342	3380
AUTS2	386	314	295	631
AVEN	292	290	360	559
AVIL	98	77	110	170
AVL9	764	678	1078	1532
AVPI1	40	32	62	109
AXIN1	796	808	1042	1404
AXIN2	150	143	125	231
AZI2	1000	917	1484	2143
AZIN1	2608	2370	3777	5484
AZIN2	66	66	86	119
B2M	1209	1169	1915	2691
B3GALNT2	1225	1152	1640	2421
B3GALT1	40	27	70	125
B3GALT2	121	128	122	218
B3GALT4	26	15	26	26
B3GALT6	105	97	133	200
B3GAT2	78	73	112	146
B3GAT3	302	291	429	588
B3GLCT	415	335	596	909
B3GNT10	194	177	248	379
B3GNT2	230	203	396	621
B3GNT4	32	26	48	90
B3GNT5	114	119	176	218
B3GNTL1	51	31	72	74
B4GALNT1	52	49	75	119
B4GALNT3	412	298	607	829
B4GALNT4	208	195	250	369
B4GALT1	158	135	147	212
B4GALT2	519	438	937	1183
B4GALT3	677	619	1101	1544
B4GALT4	274	253	392	575
B4GALT5	471	399	566	718
B4GALT6	124	100	158	202
B4GALT7	214	179	376	581
B4GAT1	659	604	934	1379
B9D1	418	357	604	899
B9D2	24	26	33	54
BABAM1	893	755	1380	1941
BABAM2	664	615	939	1421
BACE1	256	197	314	488
BACE2	215	226	317	457
BACH1	1481	1340	2087	2978
BACH2	83	53	66	124
BAD	192	176	292	450
BAG1	875	935	1097	1568
BAG2	450	468	554	801
BAG3	266	222	310	518
BAG4	479	411	832	1166
BAG5	912	926	1183	1677
BAG6	2951	2348	2886	5483
BAHCC1	494	345	254	613
BAHD1	255	221	262	388
BAIAP2	234	184	310	488
BAIAP2L1	557	505	761	1123
BAIAP3	34	39	46	76
BAK1	140	129	241	333
BAMBI	146	119	301	471
BANF1	248	293	388	414
BANP	250	253	349	552
BAP1	2098	1973	2964	4098
BARD1	1188	1070	1736	2549
BARX1	27	28	31	63
BATF3	40	42	61	91
BAX	427	452	711	958
BAZ1A	5236	4903	6900	9297
BAZ1B	6236	5888	7175	10337
BAZ2A	1965	1487	1444	2722
BAZ2B	916	802	1182	1723
BBC3	40	34	49	58
BBIP1	74	74	105	178
BBOF1	78	53	93	130
BBOX1	22	30	24	41
BBS10	382	295	620	886
BBS12	157	117	182	309
BBS2	853	814	1179	1723
BBS4	478	393	788	1107
BBS5	28	20	27	30
BBS7	1020	948	1564	2112
BBS9	417	407	547	820
BBX	2143	1908	3069	4323
BCAM	51	40	53	72
BCAP29	655	655	935	1448
BCAP31	2668	2604	4118	5387
BCAR1	438	331	497	853
BCAR3	104	86	137	251
BCAS2	1366	1380	2116	2924
BCAS3	792	651	1131	1581
BCAS4	38	38	64	94
BCAT1	885	845	1411	1892
BCAT2	552	495	848	1146
BCCIP	2207	2361	3330	4240
BCDIN3D	134	124	225	288
BCHE	77	88	132	190
BCKDHB	433	373	603	842
BCKDK	594	445	813	1223
BCL10	233	245	324	539
BCL11A	164	154	109	222
BCL2L1	155	139	173	268
BCL2L11	102	87	145	221
BCL2L12	314	345	512	671
BCL2L13	945	814	1233	1858
BCL2L2	11	17	14	17
BCL6	36	35	52	91
BCL6B	139	101	169	235
BCL7A	210	233	359	462
BCL7B	228	183	357	491
BCL7C	512	512	687	899
BCL9	453	355	348	629
BCL9L	48	32	25	74
BCLAF1	3897	3613	6484	8095
BCLAF3	213	179	220	326
BCO2	28	34	37	52
BCOR	5423	4462	5031	9291
BCORL1	461	322	245	687
BCR	1804	1674	2136	3347
BCS1L	1053	932	1438	2073
BDH1	110	95	124	189
BDH2	275	278	432	695
BDP1	5527	5342	7005	9196
BECN1	1201	1154	1729	2560
BEND3	309	264	298	515
BEND4	157	138	198	278
BEND7	209	168	184	286
BET1	237	238	344	444
BET1L	86	103	91	173
BEX1	78	74	92	115
BEX2	848	804	1347	1745
BEX3	3721	3836	4552	6484
BEX4	552	631	1060	1371
BEX5	45	44	53	79
BFAR	640	564	1078	1520
BFSP1	109	106	186	249
BHLHE40	78	83	99	149
BICC1	230	195	419	585
BICD1	203	161	135	292
BICD2	1023	944	1279	1854
BICDL1	43	37	50	63
BICRA	97	61	33	140
BICRAL	165	153	152	293
BID	356	306	503	724
BIN1	181	172	264	338
BIN3	162	164	233	395
BIRC2	827	794	1244	1783
BIRC5	1347	1331	1834	2522
BIRC6	12091	10699	16829	24725
BIVM	36	48	29	58
BLCAP	100	77	116	174
BLM	3572	3147	4700	7197
BLMH	936	979	1320	1824
BLOC1S1	171	159	296	391
BLOC1S2	286	251	407	596
BLOC1S4	147	125	224	278
BLOC1S5	85	87	150	184
BLOC1S6	255	250	358	484
BLVRA	542	554	743	1038
BLVRB	232	215	369	523
BLZF1	662	644	1013	1372
BMP1	130	87	176	225
BMP2	25	30	39	50
BMP2K	650	522	966	1370
BMP4	58	64	66	101
BMP6	89	71	101	164
BMP7	390	331	597	884
BMP8B	35	31	36	66
BMPER	41	44	41	71
BMPR1A	195	167	302	439
BMPR1B	114	93	140	202
BMPR2	700	627	872	1338
BMS1	4584	4567	6255	8243
BMT2	191	173	241	356
BNC1	38	31	46	71
BNC2	82	78	96	151
BNIP1	266	224	394	625
BNIP2	934	881	1266	1806
BNIP3	290	287	383	592
BNIP3L	228	246	334	457
BOC	128	122	149	252
BOD1	623	525	1036	1464
BOD1L1	3553	3337	4682	5975
BOLA1	92	88	139	167
BOLA3	329	317	462	696
BOP1	2249	2196	3587	4809
BORA	543	458	777	1193
BORCS5	78	42	79	111
BORCS6	104	75	86	152
BORCS8	87	89	130	174
BPGM	330	271	461	581
BPHL	269	236	369	574
BPNT1	1017	1083	1575	2282
BPTF	6924	6296	6522	11092
BRAF	355	343	452	731
BRAP	652	615	932	1321
BRAT1	879	754	1119	1624
BRCA1	3670	3216	4416	6800
BRCA2	4455	4110	6198	8366
BRCC3	667	692	946	1247
BRD1	990	842	1015	1575
BRD2	6962	6058	10137	15437
BRD3	429	404	435	644
BRD3OS	44	58	66	93
BRD4	1050	783	592	1351
BRD7	1479	1445	2111	2898
BRD8	2054	1975	2761	3969
BRD9	947	872	1029	1634
BRF1	429	414	527	778
BRF2	240	199	341	476
BRI3	109	81	136	225
BRI3BP	227	210	273	413
BRICD5	113	91	144	220
BRINP3	43	46	65	90
BRIP1	2209	1926	2846	4444
BRIX1	2461	2474	3764	5235
BRK1	358	285	631	826
BRMS1	753	718	1233	1776
BRMS1L	490	438	733	1018
BROX	952	865	1374	1997
BRPF1	1431	1194	1929	2850
BRPF3	824	688	699	1211
BRSK1	88	63	114	126
BRSK2	301	251	461	615
BRWD1	3372	3122	4249	6010
BRWD3	1838	1719	2116	3339
BSCL2	408	349	651	949
BSDC1	1012	967	1386	1969
BSG	2920	2590	4723	6456
BSN	372	251	258	554
BTAF1	4128	3628	6268	9334
BTBD1	1681	1469	2839	4210
BTBD10	446	455	644	994
BTBD11	116	116	205	245
BTBD18	76	43	80	128
BTBD2	707	595	848	1376
BTBD3	909	794	1164	1582
BTBD6	684	592	1020	1441
BTBD7	973	897	1273	1907
BTBD8	110	115	152	205
BTBD9	239	235	301	449
BTD	244	210	380	525
BTF3	4715	4374	8123	11207
BTF3L4	167	157	179	274
BTG1	165	124	327	419
BTG2	25	21	61	59
BTG3	535	562	746	1052
BTN2A1	457	424	623	828
BTN2A2	223	200	321	430
BTN3A1	75	65	70	108
BTN3A2	54	44	57	64
BTN3A3	28	34	30	37
BTNL9	60	63	52	82
BTRC	575	473	825	1250
BUB1	4374	3861	6641	9716
BUB1B	2651	2431	3874	5466
BUB3	3837	3578	5947	8425
BUD13	499	464	790	1107
BUD23	1227	1185	1694	2498
BUD31	676	673	1011	1488
BVES	88	85	124	202
BX255925.3	51	61	64	109
BYSL	816	770	1282	1711
BZW1	2348	2298	3318	4782
BZW2	2002	1896	3007	4270
C10orf88	249	217	352	514
C11orf1	124	93	211	260
C11orf24	266	199	385	576
C11orf49	194	182	240	434
C11orf54	77	56	105	168
C11orf58	1510	1657	2547	3270
C11orf65	27	25	26	42
C11orf68	100	69	125	175
C11orf71	62	50	96	142
C11orf74	302	325	512	710
C11orf80	133	144	219	287
C11orf95	176	172	242	322
C11orf98	246	211	322	489
C12orf10	564	468	957	1261
C12orf29	699	592	1161	1533
C12orf4	731	642	1011	1499
C12orf43	290	270	331	469
C12orf45	425	390	598	876
C12orf49	209	221	326	426
C12orf57	282	258	513	748
C12orf60	54	38	107	103
C12orf65	177	163	205	316
C12orf66	158	168	266	372
C12orf73	64	58	124	170
C12orf75	93	103	123	199
C14orf119	397	326	821	1200
C14orf28	44	38	55	74
C14orf93	112	114	183	227
C15orf39	619	469	483	1042
C15orf40	218	198	277	394
C15orf41	85	95	124	198
C15orf61	103	88	167	268
C16orf58	285	259	410	593
C16orf70	317	272	470	746
C16orf71	33	15	49	39
C16orf72	738	721	1018	1438
C16orf87	199	196	292	371
C16orf91	202	211	275	358
C16orf95	30	31	40	64
C17orf113	21	30	44	53
C17orf51	236	219	388	544
C17orf53	267	189	305	442
C17orf58	86	71	117	168
C17orf75	447	411	667	903
C17orf80	857	746	1199	1831
C18orf21	339	306	582	866
C18orf25	449	467	622	910
C18orf32	36	23	50	54
C18orf54	213	191	235	385
C19orf12	69	63	113	141
C19orf24	90	96	126	185
C19orf25	91	77	116	161
C19orf44	233	163	263	419
C19orf47	207	134	243	408
C19orf48	820	646	1386	2071
C19orf53	492	476	582	879
C19orf54	70	54	54	91
C19orf57	95	61	140	147
C19orf71	67	59	78	113
C19orf81	19	30	24	46
C1D	143	119	204	282
C1GALT1	257	243	440	580
C1GALT1C1	712	673	1153	1544
C1QBP	10581	9610	14900	22039
C1R	17	29	40	54
C1S	26	24	26	35
C1orf109	362	325	439	679
C1orf112	1282	1056	1969	2995
C1orf122	135	135	141	254
C1orf131	1009	887	1384	1863
C1orf159	75	43	114	173
C1orf167	68	56	77	112
C1orf174	424	358	516	775
C1orf194	30	19	38	73
C1orf198	356	298	336	526
C1orf21	234	190	301	433
C1orf216	58	59	74	88
C1orf226	31	16	28	40
C1orf35	757	737	938	1285
C1orf43	1863	1799	2869	4190
C1orf50	90	74	156	235
C1orf52	490	492	627	968
C1orf53	53	33	53	85
C1orf54	16	15	34	44
C1orf56	77	52	90	119
C1orf74	79	71	121	178
C20orf194	271	201	283	430
C20orf27	579	538	988	1362
C20orf96	74	68	55	136
C21orf58	152	157	189	249
C21orf91	271	270	541	704
C22orf23	63	61	97	161
C22orf39	64	55	63	106
C22orf46	73	46	57	93
C2CD2L	159	137	194	342
C2CD3	1226	980	1348	2157
C2CD5	1339	1227	1650	2513
C2orf15	34	15	42	64
C2orf16	137	120	223	341
C2orf42	195	190	262	380
C2orf49	314	274	465	617
C2orf68	98	96	170	186
C2orf69	335	289	453	668
C2orf74	106	105	168	231
C2orf76	147	133	218	308
C2orf88	21	13	31	39
C3orf14	372	323	592	843
C3orf33	124	156	179	212
C3orf38	538	573	936	1270
C3orf49	23	31	25	44
C3orf52	207	222	252	410
C3orf62	106	77	101	169
C3orf67	108	79	163	274
C4orf3	370	404	512	669
C4orf33	212	203	300	425
C4orf46	145	171	168	225
C4orf48	78	67	98	143
C5	69	62	100	131
C5orf15	709	522	1306	1771
C5orf22	606	505	862	1331
C5orf24	444	378	578	927
C5orf30	226	172	244	338
C5orf34	419	340	548	888
C5orf51	577	517	559	909
C5orf63	56	47	79	116
C6orf106	349	274	475	712
C6orf120	215	208	318	433
C6orf136	106	102	133	182
C6orf163	72	65	51	116
C6orf203	171	206	226	389
C6orf47	154	159	232	348
C6orf48	496	375	705	1073
C6orf52	25	19	42	56
C6orf62	1343	1279	1677	2598
C6orf89	419	328	661	885
C7orf25	236	218	345	482
C7orf26	240	252	296	479
C7orf31	96	83	110	167
C7orf43	208	203	367	480
C7orf50	567	541	754	1080
C8orf33	784	777	1110	1643
C8orf34	88	73	104	155
C8orf37	41	46	48	71
C8orf44	25	21	26	50
C8orf59	1223	1083	2045	2962
C8orf76	157	157	254	304
C8orf82	78	65	123	202
C8orf88	166	171	271	388
C9orf116	31	21	46	86
C9orf131	56	48	62	167
C9orf16	148	144	154	217
C9orf3	457	372	498	742
C9orf40	237	224	269	480
C9orf64	461	452	687	895
C9orf72	261	254	358	545
C9orf78	876	786	1355	1936
C9orf85	135	134	207	291
CA11	58	43	76	110
CA12	31	21	32	44
CA13	21	18	22	54
CA14	40	19	33	48
CA2	3919	3566	6573	9206
CA5B	63	51	64	125
CA8	235	208	324	466
CAAP1	547	527	754	1065
CAB39	819	723	1280	1687
CAB39L	54	50	64	90
CABIN1	3101	2650	3155	5151
CABLES1	319	301	415	660
CABLES2	145	102	158	273
CABYR	61	47	64	105
CACFD1	41	34	62	59
CACHD1	1351	1290	1772	2673
CACNA1B	64	62	54	98
CACNA1C	56	44	47	90
CACNA1D	93	78	95	171
CACNA1H	288	253	309	530
CACNA2D1	685	619	981	1318
CACNA2D2	148	115	133	256
CACNA2D3	271	199	283	437
CACNB1	22	13	23	39
CACNB2	154	172	189	248
CACNB3	55	55	64	92
CACNB4	81	73	90	151
CACTIN	388	404	664	894
CACUL1	542	492	806	1228
CACYBP	2465	2387	3636	5334
CAD	4831	4206	4262	7860
CADM1	718	596	1188	1666
CADM4	97	84	122	153
CADPS2	646	597	873	1315
CALCB	15	10	28	41
CALCOCO1	347	314	408	573
CALCOCO2	865	769	1295	1898
CALD1	675	748	910	1114
CALHM2	34	28	36	59
