	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
ATP6V0D1	963	859	828	1006
ATP6V0E1	239	181	185	225
ATP6V0E2	266	255	184	243
ATP6V1A	3466	3197	2806	3466
ATP6V1B1	30	31	30	28
ATP6V1B2	1011	944	748	922
ATP6V1C1	1195	1075	857	1080
ATP6V1C2	27	34	15	27
ATP6V1D	922	925	646	758
ATP6V1E1	1092	970	861	1037
ATP6V1E2	23	27	24	22
ATP6V1F	676	609	512	718
ATP6V1G1	974	951	665	846
ATP6V1H	1130	1079	802	1058
ATP7A	561	534	358	459
ATP7B	779	685	460	634
ATP8A1	557	518	363	522
ATP8A2	42	25	17	25
ATP8B1	157	112	46	76
ATP8B2	2166	1811	1532	2054
ATP9A	619	547	430	539
ATP9B	398	382	250	306
ATPAF1	1163	1181	755	987
ATPAF2	439	355	319	382
ATPSCKMT	267	218	147	221
ATR	3687	3324	2772	3562
ATRAID	759	677	705	788
ATRIP	826	701	612	728
ATRN	1174	1006	674	848
ATRNL1	435	436	335	412
ATRX	5056	4853	2854	3938
ATXN1	184	139	126	178
ATXN10	3000	2572	1697	2232
ATXN1L	323	313	253	325
ATXN2	926	746	415	554
ATXN2L	1459	1068	506	665
ATXN3	288	267	216	249
ATXN7	40	45	26	45
ATXN7L1	148	97	88	110
ATXN7L2	185	153	161	172
ATXN7L3	502	435	332	448
ATXN7L3B	332	269	228	306
AUH	273	267	174	220
AUNIP	546	431	484	611
AUP1	1658	1417	1549	1810
AURKA	1444	1276	1217	1525
AURKAIP1	1393	1465	936	1167
AURKB	1494	1454	1227	1569
AUTS2	386	314	140	181
AVEN	292	290	193	259
AVIL	98	77	43	78
AVL9	764	678	462	645
AVPI1	40	32	34	34
AXIN1	796	808	508	607
AXIN2	150	143	86	106
AZI2	1000	917	737	953
AZIN1	2608	2370	1984	2556
AZIN2	66	66	52	50
B2M	1209	1169	976	1160
B3GALNT2	1225	1152	826	1083
B3GALT1	40	27	33	54
B3GALT2	121	128	47	74
B3GALT4	26	15	15	13
B3GALT6	105	97	60	91
B3GAT2	78	73	60	80
B3GAT3	302	291	205	280
B3GLCT	415	335	292	384
B3GNT10	194	177	141	161
B3GNT2	230	203	201	244
B3GNT4	32	26	29	26
B3GNT5	114	119	109	132
B3GNTL1	51	31	19	29
B4GALNT1	52	49	41	38
B4GALNT3	412	298	312	366
B4GALNT4	208	195	127	152
B4GALT1	158	135	91	90
B4GALT2	519	438	476	551
B4GALT3	677	619	580	753
B4GALT4	274	253	194	242
B4GALT5	471	399	286	386
B4GALT6	124	100	66	92
B4GALT7	214	179	186	221
B4GAT1	659	604	558	595
B9D1	418	357	334	408
B9D2	24	26	25	26
BABAM1	893	755	731	900
BABAM2	664	615	452	602
BACE1	256	197	184	231
BACE2	215	226	152	223
BACH1	1481	1340	1055	1244
BACH2	83	53	44	58
BAD	192	176	164	178
BAG1	875	935	564	701
BAG2	450	468	302	353
BAG3	266	222	170	219
BAG4	479	411	375	517
BAG5	912	926	583	781
BAG6	2951	2348	1549	2114
BAHCC1	494	345	164	208
BAHD1	255	221	141	158
BAIAP2	234	184	166	248
BAIAP2L1	557	505	378	521
BAIAP3	34	39	23	34
BAK1	140	129	117	159
BAMBI	146	119	133	183
BANF1	248	293	198	277
BANP	250	253	210	250
BAP1	2098	1973	1486	1897
BARD1	1188	1070	915	1195
BARX1	27	28	30	20
BATF3	40	42	23	22
BAX	427	452	341	443
BAZ1A	5236	4903	3619	4564
BAZ1B	6236	5888	3797	4792
BAZ2A	1965	1487	801	1047
BAZ2B	916	802	621	761
BBC3	40	34	20	29
BBIP1	74	74	43	71
BBOF1	78	53	49	70
BBOX1	22	30	19	16
BBS10	382	295	327	378
BBS12	157	117	98	129
BBS2	853	814	592	703
BBS4	478	393	366	465
BBS5	28	20	14	13
BBS7	1020	948	780	1042
BBS9	417	407	279	360
BBX	2143	1908	1560	1943
BCAM	51	40	22	22
BCAP29	655	655	512	604
BCAP31	2668	2604	2028	2495
BCAR1	438	331	276	324
BCAR3	104	86	74	93
BCAS2	1366	1380	946	1365
BCAS3	792	651	596	694
BCAS4	38	38	35	43
BCAT1	885	845	667	862
BCAT2	552	495	403	485
BCCIP	2207	2361	1618	2036
BCDIN3D	134	124	97	141
BCHE	77	88	78	84
BCKDHB	433	373	286	387
BCKDK	594	445	403	543
BCL10	233	245	197	203
BCL11A	164	154	78	108
BCL2L1	155	139	80	98
BCL2L11	102	87	61	97
BCL2L12	314	345	270	333
BCL2L13	945	814	599	869
BCL2L2	11	17	11	13
BCL6	36	35	23	28
BCL6B	139	101	111	132
BCL7A	210	233	165	212
BCL7B	228	183	158	225
BCL7C	512	512	314	433
BCL9	453	355	188	263
BCL9L	48	32	10	17
BCLAF1	3897	3613	3139	3863
BCLAF3	213	179	100	177
BCO2	28	34	23	17
BCOR	5423	4462	2564	3499
BCORL1	461	322	147	195
BCR	1804	1674	1165	1354
BCS1L	1053	932	813	928
BDH1	110	95	71	95
BDH2	275	278	244	299
BDP1	5527	5342	3421	4546
BECN1	1201	1154	848	1132
BEND3	309	264	183	186
BEND4	157	138	101	136
BEND7	209	168	108	130
BET1	237	238	151	213
BET1L	86	103	39	73
BEX1	78	74	45	58
BEX2	848	804	642	778
BEX3	3721	3836	2327	2989
BEX4	552	631	504	678
BEX5	45	44	33	20
BFAR	640	564	544	631
BFSP1	109	106	105	131
BHLHE40	78	83	52	78
BICC1	230	195	208	273
BICD1	203	161	74	99
BICD2	1023	944	657	856
BICDL1	43	37	22	39
BICRA	97	61	30	30
BICRAL	165	153	90	108
BID	356	306	263	315
BIN1	181	172	118	167
BIN3	162	164	114	176
BIRC2	827	794	613	761
BIRC5	1347	1331	784	1037
BIRC6	12091	10699	8703	10841
BIVM	36	48	20	24
BLCAP	100	77	58	72
BLM	3572	3147	2474	3172
BLMH	936	979	642	814
BLOC1S1	171	159	156	183
BLOC1S2	286	251	184	258
BLOC1S4	147	125	85	104
BLOC1S5	85	87	57	89
BLOC1S6	255	250	188	202
BLVRA	542	554	336	510
BLVRB	232	215	202	209
BLZF1	662	644	466	579
BMP1	130	87	80	132
BMP2	25	30	16	24
BMP2K	650	522	479	697
BMP4	58	64	35	47
BMP6	89	71	47	56
BMP7	390	331	308	395
BMP8B	35	31	24	19
BMPER	41	44	22	19
BMPR1A	195	167	146	207
BMPR1B	114	93	58	93
BMPR2	700	627	418	594
BMS1	4584	4567	3015	3987
BMT2	191	173	136	183
BNC1	38	31	25	28
BNC2	82	78	65	71
BNIP1	266	224	216	236
BNIP2	934	881	626	792
BNIP3	290	287	194	222
BNIP3L	228	246	201	183
BOC	128	122	93	109
BOD1	623	525	462	597
BOD1L1	3553	3337	2116	3007
BOLA1	92	88	71	73
BOLA3	329	317	247	307
BOP1	2249	2196	1879	2131
BORA	543	458	412	557
BORCS5	78	42	30	44
BORCS6	104	75	47	67
BORCS8	87	89	61	88
BPGM	330	271	217	260
BPHL	269	236	170	226
BPNT1	1017	1083	806	996
BPTF	6924	6296	3341	4565
BRAF	355	343	260	328
BRAP	652	615	486	573
BRAT1	879	754	579	721
BRCA1	3670	3216	2368	2952
BRCA2	4455	4110	2654	3790
BRCC3	667	692	447	618
BRD1	990	842	527	691
BRD2	6962	6058	5287	7240
BRD3	429	404	238	321
BRD3OS	44	58	39	45
BRD4	1050	783	333	391
BRD7	1479	1445	1060	1298
BRD8	2054	1975	1453	1900
BRD9	947	872	548	689
BRF1	429	414	271	340
BRF2	240	199	162	206
BRI3	109	81	54	84
BRI3BP	227	210	153	199
BRICD5	113	91	68	84
BRINP3	43	46	25	47
BRIP1	2209	1926	1516	1815
BRIX1	2461	2474	1943	2169
BRK1	358	285	253	414
BRMS1	753	718	685	756
BRMS1L	490	438	310	444
BROX	952	865	714	935
BRPF1	1431	1194	943	1304
BRPF3	824	688	361	494
BRSK1	88	63	46	72
BRSK2	301	251	183	234
BRWD1	3372	3122	2276	2822
BRWD3	1838	1719	1019	1348
BSCL2	408	349	315	390
BSDC1	1012	967	699	886
BSG	2920	2590	2277	2879
BSN	372	251	139	200
BTAF1	4128	3628	3270	4027
BTBD1	1681	1469	1476	1767
BTBD10	446	455	361	415
BTBD11	116	116	77	108
BTBD18	76	43	35	35
BTBD2	707	595	416	598
BTBD3	909	794	600	695
BTBD6	684	592	546	632
BTBD7	973	897	661	826
BTBD8	110	115	87	125
BTBD9	239	235	158	189
BTD	244	210	164	210
BTF3	4715	4374	3852	5286
BTF3L4	167	157	87	116
BTG1	165	124	120	194
BTG2	25	21	16	26
BTG3	535	562	360	483
BTN2A1	457	424	322	386
BTN2A2	223	200	179	197
BTN3A1	75	65	38	46
BTN3A2	54	44	27	36
BTN3A3	28	34	16	25
BTNL9	60	63	23	27
BTRC	575	473	417	544
BUB1	4374	3861	3218	4078
BUB1B	2651	2431	1905	2420
BUB3	3837	3578	2999	3766
BUD13	499	464	428	514
BUD23	1227	1185	818	1155
BUD31	676	673	521	580
BVES	88	85	57	62
BX255925.3	51	61	33	53
BYSL	816	770	618	768
BZW1	2348	2298	1506	2064
BZW2	2002	1896	1517	1843
C10orf88	249	217	181	229
C11orf1	124	93	89	113
C11orf24	266	199	203	301
C11orf49	194	182	130	205
C11orf54	77	56	47	86
C11orf58	1510	1657	1300	1621
C11orf65	27	25	15	18
C11orf68	100	69	59	72
C11orf71	62	50	49	58
C11orf74	302	325	265	292
C11orf80	133	144	105	144
C11orf95	176	172	98	137
C11orf98	246	211	167	243
C12orf10	564	468	472	535
C12orf29	699	592	564	672
C12orf4	731	642	516	664
C12orf43	290	270	160	199
C12orf45	425	390	296	402
C12orf49	209	221	160	199
C12orf57	282	258	254	298
C12orf60	54	38	40	56
C12orf65	177	163	150	130
C12orf66	158	168	134	157
C12orf73	64	58	66	78
C12orf75	93	103	61	75
C14orf119	397	326	392	525
C14orf28	44	38	30	40
C14orf93	112	114	74	135
C15orf39	619	469	240	372
C15orf40	218	198	135	165
C15orf41	85	95	50	92
C15orf61	103	88	59	126
C16orf58	285	259	219	232
C16orf70	317	272	231	305
C16orf71	33	15	23	10
C16orf72	738	721	513	634
C16orf87	199	196	144	202
C16orf91	202	211	152	158
C16orf95	30	31	19	24
C17orf113	21	30	20	26
C17orf51	236	219	178	232
C17orf53	267	189	130	223
C17orf58	86	71	73	65
C17orf75	447	411	306	413
C17orf80	857	746	695	855
C18orf21	339	306	280	317
C18orf25	449	467	324	397
C18orf32	36	23	20	22
C18orf54	213	191	102	145
C19orf12	69	63	44	62
C19orf24	90	96	48	78
C19orf25	91	77	76	72
C19orf44	233	163	140	167
C19orf47	207	134	131	177
C19orf48	820	646	698	794
C19orf53	492	476	308	400
C19orf54	70	54	26	31
C19orf57	95	61	75	65
C19orf71	67	59	41	43
C19orf81	19	30	11	16
C1D	143	119	125	142
C1GALT1	257	243	203	245
C1GALT1C1	712	673	555	670
C1QBP	10581	9610	7363	9089
C1R	17	29	16	28
C1S	26	24	19	19
C1orf109	362	325	261	296
C1orf112	1282	1056	1098	1289
C1orf122	135	135	68	82
C1orf131	1009	887	696	843
C1orf159	75	43	47	67
C1orf167	68	56	39	54
C1orf174	424	358	302	364
C1orf194	30	19	18	33
C1orf198	356	298	171	224
C1orf21	234	190	134	187
C1orf216	58	59	39	48
C1orf226	31	16	22	12
C1orf35	757	737	497	624
C1orf43	1863	1799	1538	1972
C1orf50	90	74	80	100
C1orf52	490	492	313	428
C1orf53	53	33	27	38
C1orf54	16	15	15	14
C1orf56	77	52	49	54
C1orf74	79	71	69	65
C20orf194	271	201	124	168
C20orf27	579	538	530	586
C20orf96	74	68	26	38
C21orf58	152	157	92	115
C21orf91	271	270	248	308
C22orf23	63	61	47	60
C22orf39	64	55	34	40
C22orf46	73	46	42	44
C2CD2L	159	137	104	140
C2CD3	1226	980	665	903
C2CD5	1339	1227	830	1192
C2orf15	34	15	32	17
C2orf16	137	120	106	133
C2orf42	195	190	139	196
C2orf49	314	274	241	259
C2orf68	98	96	56	79
C2orf69	335	289	197	289
C2orf74	106	105	69	102
C2orf76	147	133	85	137
C2orf88	21	13	11	12
C3orf14	372	323	284	354
C3orf33	124	156	91	89
C3orf38	538	573	430	599
C3orf49	23	31	14	12
C3orf52	207	222	137	200
C3orf62	106	77	38	51
C3orf67	108	79	79	115
C4orf3	370	404	228	319
C4orf33	212	203	152	175
C4orf46	145	171	94	103
C4orf48	78	67	43	46
C5	69	62	42	60
C5orf15	709	522	639	754
C5orf22	606	505	454	575
C5orf24	444	378	292	405
C5orf30	226	172	125	166
C5orf34	419	340	301	373
C5orf51	577	517	246	354
C5orf63	56	47	41	53
C6orf106	349	274	217	295
C6orf120	215	208	145	184
C6orf136	106	102	72	88
C6orf163	72	65	26	58
C6orf203	171	206	151	160
C6orf47	154	159	144	145
C6orf48	496	375	360	460
C6orf52	25	19	19	20
C6orf62	1343	1279	802	1036
C6orf89	419	328	325	406
C7orf25	236	218	180	228
C7orf26	240	252	168	184
C7orf31	96	83	47	46
C7orf43	208	203	173	227
C7orf50	567	541	383	464
C8orf33	784	777	595	683
C8orf34	88	73	56	66
C8orf37	41	46	33	35
C8orf44	25	21	14	18
C8orf59	1223	1083	944	1174
C8orf76	157	157	124	143
C8orf82	78	65	50	78
C8orf88	166	171	120	166
C9orf116	31	21	25	38
C9orf131	56	48	38	40
C9orf16	148	144	91	102
C9orf3	457	372	232	334
C9orf40	237	224	133	198
C9orf64	461	452	309	413
C9orf72	261	254	183	199
C9orf78	876	786	683	837
C9orf85	135	134	85	115
CA11	58	43	51	59
CA12	31	21	16	19
CA13	21	18	18	26
CA14	40	19	23	26
CA2	3919	3566	3211	4182
CA5B	63	51	34	59
CA8	235	208	161	203
CAAP1	547	527	392	481
CAB39	819	723	628	792
CAB39L	54	50	31	39
CABIN1	3101	2650	1602	2186
CABLES1	319	301	195	252
CABLES2	145	102	70	97
CABYR	61	47	28	47
CACFD1	41	34	29	21
CACHD1	1351	1290	900	1203
CACNA1B	64	62	36	31
CACNA1C	56	44	16	42
CACNA1D	93	78	55	61
CACNA1H	288	253	162	223
CACNA2D1	685	619	428	641
CACNA2D2	148	115	80	94
CACNA2D3	271	199	127	200
CACNB1	22	13	15	18
CACNB2	154	172	100	109
CACNB3	55	55	24	45
CACNB4	81	73	46	64
CACTIN	388	404	308	406
CACUL1	542	492	407	535
CACYBP	2465	2387	1723	2176
CAD	4831	4206	2410	3325
CADM1	718	596	591	701
CADM4	97	84	64	96
CADPS2	646	597	467	560
CALCB	15	10	10	19
CALCOCO1	347	314	231	274
CALCOCO2	865	769	704	829
CALD1	675	748	513	620
CALHM2	34	28	20	14
CALM1	2001	2118	1315	1723
CALM2	3007	2752	2416	2827
CALM3	1335	1318	1046	1380
CALML4	230	176	96	143
CALR	8044	7764	6648	8151
CALU	1599	1625	1276	1554
CAMK1	690	645	550	660
CAMK1D	33	27	19	30
CAMK2B	35	24	22	37
CAMK2D	504	418	359	452
CAMK2G	385	312	340	392
CAMK4	129	123	72	95
CAMKK1	305	240	206	206
CAMKK2	464	364	311	351
CAMKMT	168	139	97	123
CAMKV	159	136	84	125
CAMLG	653	639	493	611
CAMSAP1	1402	1236	881	1141
CAMSAP2	2487	2239	1703	2149
CAMSAP3	188	162	102	110
CAMTA1	293	334	203	289
CAMTA2	301	235	127	185
CAND1	9396	8448	7020	8676
CAND2	745	622	468	546
CANT1	408	373	284	333
CANX	19750	19940	14173	17168
CAP1	1941	1765	1609	2043
CAP2	142	148	110	169
CAPG	61	58	64	58
CAPN1	452	371	320	424
CAPN10	308	270	218	263
CAPN15	916	736	488	574
CAPN2	2866	2823	2212	2656
CAPN3	28	16	19	19
CAPN5	19	24	13	25
CAPN7	1949	1822	1253	1660
CAPNS1	675	608	571	712
CAPRIN1	7523	6465	5978	7225
CAPRIN2	453	378	314	407
CAPS	18	24	17	13
CAPS2	40	30	34	34
CAPZA1	2033	1785	1576	2183
CAPZA2	1533	1454	1049	1263
CAPZB	1092	985	702	781
CARD10	171	147	88	111
CARD14	34	24	11	19
CARD19	109	103	92	104
CARD8	286	275	142	247
CARD9	19	17	12	15
CARF	85	54	46	53
CARHSP1	305	267	251	304
CARM1	919	753	565	827
CARMIL1	564	513	436	551
CARMIL2	41	48	32	42
CARMIL3	39	29	29	23
CARNMT1	814	754	510	655
CARNS1	21	18	15	13
CARS	1221	1068	927	1110
CARS2	672	565	454	580
CASC3	950	823	578	764
CASC4	578	466	492	596
CASD1	367	344	285	345
CASK	1155	1031	751	1065
CASKIN1	59	46	27	33
CASKIN2	176	131	87	135
CASP10	39	30	22	27
CASP2	777	693	361	465
CASP3	389	350	289	381
CASP6	226	225	165	212
CASP7	364	302	268	315
CASP8	170	169	129	175
CASP8AP2	3029	2818	1921	2486
CASP9	148	98	74	117
CAST	1797	1801	1388	1667
CASTOR2	110	86	53	87
CASTOR3	16	25	17	23
CASZ1	89	69	42	71
CAT	576	520	481	624
CATSPER2	50	33	21	37
CATSPER3	34	21	18	21
CATSPERE	81	82	45	60
CAV1	48	47	47	53
CAV2	43	33	37	46
CAVIN1	65	57	41	42
CAVIN4	83	70	43	47
CBFA2T2	145	148	99	102
CBFB	491	546	324	386
CBL	665	562	292	532
CBLB	197	204	137	170
CBLL1	283	252	229	317
CBR1	1193	1154	751	1106
CBR3	57	73	46	45
CBR4	437	459	303	420
CBS	108	85	100	109
CBSL	31	26	29	32
CBWD1	243	261	206	274
CBWD2	360	383	264	348
CBWD5	50	37	29	35
CBWD6	58	60	46	65
CBX1	703	681	508	687
CBX2	430	462	286	351
CBX3	2455	2504	1728	1997
CBX4	286	250	221	277
CBX5	1168	1128	632	904
CBX6	657	641	433	540
CBX7	24	17	13	14
CBX8	186	180	135	167
CBY1	302	295	208	304
CC2D1A	517	450	286	412
CC2D1B	703	666	461	590
CC2D2A	432	419	260	382
CC2D2B	38	29	13	19
CCAR1	4790	4510	3412	4304
CCAR2	1572	1420	1092	1444
CCDC102A	113	137	86	84
CCDC103	40	37	32	35
CCDC106	117	130	86	146
CCDC107	149	142	129	167
CCDC110	31	33	32	32
CCDC112	370	311	289	324
CCDC113	93	87	61	69
CCDC115	95	88	67	72
CCDC117	779	834	485	612
CCDC12	542	539	336	471
CCDC120	49	51	26	33
CCDC121	39	42	34	39
CCDC122	104	110	84	107
CCDC124	667	709	419	548
CCDC125	405	374	278	326
CCDC126	88	76	54	71
CCDC127	221	184	149	164
CCDC130	194	209	168	179
CCDC134	308	253	211	223
CCDC136	285	256	117	201
CCDC137	450	455	307	337
CCDC138	1841	1723	1226	1644
CCDC14	2128	1998	1684	2045
CCDC142	346	298	227	259
CCDC146	76	56	50	49
CCDC15	395	357	220	268
CCDC150	1204	1110	800	932
CCDC151	11	17	10	17
CCDC157	84	83	75	107
CCDC167	388	377	225	303
CCDC168	59	53	37	68
CCDC17	44	21	26	29
CCDC171	187	164	119	170
CCDC173	34	46	22	33
CCDC174	450	385	276	342
CCDC18	1893	1852	1111	1650
CCDC180	344	269	167	228
CCDC181	412	391	294	376
CCDC183	50	48	43	53
CCDC186	586	603	442	522
CCDC189	182	168	161	178
CCDC191	98	89	59	71
CCDC196	23	23	13	11
CCDC22	418	359	242	360
CCDC24	19	27	20	17
CCDC25	256	257	213	262
CCDC28A	297	315	227	269
CCDC28B	198	183	157	179
CCDC3	43	27	34	24
CCDC32	109	105	70	97
CCDC34	600	538	395	453
CCDC38	22	15	23	19
CCDC39	87	77	62	80
CCDC40	115	104	76	77
CCDC43	835	789	575	680
CCDC47	2787	2781	1844	2188
CCDC50	423	402	261	362
CCDC51	647	655	500	557
CCDC57	472	459	240	334
CCDC58	461	520	365	492
CCDC59	825	766	724	851
CCDC6	622	540	294	406
CCDC61	36	45	43	39
CCDC62	39	34	23	25
CCDC65	58	45	31	41
CCDC66	1810	1611	1186	1518
CCDC69	43	52	31	41
CCDC7	55	47	48	54
CCDC71	562	522	396	438
CCDC71L	37	38	16	28
CCDC73	12	31	31	31
CCDC74A	65	68	56	66
CCDC74B	32	27	27	44
CCDC77	523	509	337	430
CCDC78	63	76	58	78
CCDC8	380	398	261	326
CCDC80	49	33	39	36
CCDC82	424	426	242	310
CCDC84	235	228	144	192
CCDC85B	245	273	117	158
CCDC85C	223	242	123	137
CCDC86	1079	1025	632	842
CCDC88A	3305	3035	1788	2544
CCDC88C	371	347	176	276
CCDC89	25	35	25	26
CCDC9	115	125	59	97
CCDC90B	392	393	355	454
CCDC91	499	469	337	405
CCDC92	145	109	57	71
CCDC93	940	894	574	760
CCDC97	185	150	81	104
CCDC9B	17	16	11	15
CCHCR1	592	597	430	559
CCM2	291	239	201	242
CCN1	58	47	54	55
CCNA2	3351	3193	2596	3170
CCNB1	6335	6080	5230	6104
CCNB1IP1	754	556	677	770
CCNB2	1382	1206	1131	1497
CCNB3	66	39	39	48
CCNC	1433	1355	1178	1408
CCND1	155	189	107	171
CCND2	96	118	82	97
CCND3	204	197	194	216
CCNDBP1	492	465	367	447
CCNE1	495	423	386	449
CCNE2	710	607	551	701
CCNF	1261	1163	849	1086
CCNG1	3651	3321	2689	3328
CCNG2	333	325	194	241
CCNH	1212	1131	779	1085
CCNI	2932	2538	1541	1896
CCNJ	434	358	301	429
CCNK	490	384	214	268
CCNL1	1292	1107	1117	1337
CCNL2	1628	1548	1056	1432
CCNQ	301	259	277	342
CCNT1	999	901	909	1128
CCNT2	957	828	720	972
CCNY	380	389	332	425
CCNYL1	134	145	71	73
CCP110	1608	1487	887	1214
CCPG1	668	591	529	604
CCS	203	198	171	221
CCSAP	368	344	234	285
CCSER1	305	280	242	299
CCSER2	857	785	518	750
CCT2	12991	12273	10394	12759
CCT3	19628	18064	16374	20261
CCT4	15584	14519	12058	14896
CCT5	11742	10911	10226	12447
CCT6A	9599	8872	7415	9320
CCT6B	23	21	15	18
CCT7	14533	14406	11443	13988
CCT8	10383	10025	7568	9462
CCZ1	72	57	90	108
CCZ1B	59	44	59	65
CD101	111	105	65	69
CD109	543	445	250	342
CD151	589	422	536	631
CD164	842	756	669	861
CD19	33	33	22	23
CD276	276	242	167	208
CD2AP	1395	1361	961	1301
CD2BP2	1528	1648	1170	1410
CD320	907	788	633	718
CD3EAP	852	822	576	761
CD40	26	17	16	22
CD46	1408	1289	965	1254
CD47	873	798	659	853
CD55	702	621	459	590
CD58	117	71	83	136
CD63	1438	1465	1183	1369
CD68	19	18	17	27
CD81	1205	1065	804	1012
CD83	50	47	43	44
CD9	214	226	235	246
CD99	642	630	428	557
CD99L2	327	286	228	313
CDADC1	189	195	154	187
CDAN1	337	292	224	278
CDC123	2984	2537	2620	3167
CDC14A	119	73	60	120
CDC14B	402	343	230	344
CDC16	1090	1044	649	826
CDC20	3115	2803	2235	2785
CDC23	1708	1608	1267	1504
CDC25A	2076	1973	1678	2071
CDC25B	464	387	212	272
CDC25C	549	438	365	461
CDC27	2002	1736	1763	2177
CDC34	561	523	439	624
CDC37	3179	3251	2570	3370
CDC37L1	162	162	125	123
CDC40	1173	1071	763	988
CDC42	1482	1454	1184	1293
CDC42BPA	4422	4200	2777	3597
CDC42BPB	2060	1846	1013	1356
CDC42BPG	35	26	16	17
CDC42EP1	352	279	220	296
CDC42EP2	93	74	58	88
CDC42EP3	73	46	55	64
CDC42EP4	114	108	94	107
CDC42SE1	349	289	266	314
CDC42SE2	90	78	56	83
CDC45	2145	2002	1610	2061
CDC5L	4350	4188	3443	4320
CDC6	2353	2110	1933	2337
CDC7	2470	2241	1869	2351
CDC73	1343	1328	788	1104
CDCA2	1638	1634	1177	1521
CDCA3	680	585	440	633
CDCA4	508	505	368	497
CDCA5	537	554	382	504
CDCA7	1557	1586	1047	1392
CDCA7L	1038	1049	696	889
CDCA8	600	539	502	587
CDH1	29	27	35	37
CDH2	831	722	652	767
CDH23	67	63	54	55
CDH24	60	49	43	66
CDH26	35	32	21	31
CDHR1	60	46	21	56
CDHR3	28	32	23	24
CDHR5	118	88	35	42
CDIP1	117	112	69	111
CDIPT	356	291	353	421
CDK1	2677	2263	2266	2727
CDK10	369	327	259	338
CDK11A	155	140	93	174
CDK11B	375	333	264	378
CDK12	3178	2631	2030	2415
CDK13	2207	1953	1432	1786
CDK14	277	260	172	224
CDK16	2849	2271	2182	2843
CDK17	462	446	368	426
CDK18	62	44	33	41
CDK19	132	120	87	115
CDK2	949	949	885	1119
CDK20	99	88	70	83
CDK2AP1	355	349	209	288
CDK2AP2	85	84	60	69
CDK3	47	43	41	55
CDK4	3004	2786	2489	3008
CDK5	428	430	340	410
CDK5R1	36	26	36	44
CDK5RAP1	1007	919	693	884
CDK5RAP2	3021	2777	1815	2392
CDK5RAP3	1013	1026	694	954
CDK6	239	249	170	271
CDK7	375	352	294	357
CDK8	422	371	309	392
CDK9	402	351	259	317
CDKAL1	1125	1098	779	963
CDKL1	111	92	74	86
CDKL2	60	59	40	48
CDKL3	46	46	30	52
CDKL5	123	122	84	124
CDKN1A	67	78	52	76
CDKN1B	207	205	142	229
CDKN2A	422	453	235	260
CDKN2AIP	416	322	345	483
CDKN2AIPNL	177	147	86	146
CDKN2C	414	404	303	365
CDKN2D	20	14	22	14
CDKN3	528	461	427	568
CDON	729	599	436	609
CDPF1	38	40	16	33
CDR1	341	227	85	105
CDR2L	151	170	84	105
CDRT4	54	56	48	65
CDS1	268	218	170	227
CDS2	612	507	512	611
CDT1	920	788	584	723
CDV3	1299	1295	1022	1338
CDX2	160	125	120	130
CDYL	910	848	792	957
CEACAM1	42	26	10	14
CEBPA	43	44	18	28
CEBPB	54	46	34	41
CEBPG	412	364	310	352
CEBPZ	4743	4437	3477	4215
CEBPZOS	195	225	145	207
CECR2	502	490	289	410
CELF1	1666	1480	1037	1506
CELF2	128	122	77	108
CELSR1	759	613	352	439
CELSR2	676	496	258	357
CELSR3	894	702	468	603
CEMIP	95	72	48	65
CEMIP2	641	539	514	615
CEMP1	51	53	19	26
CENPA	112	134	105	144
CENPB	1135	1181	838	1000
CENPBD1	33	25	28	24
CENPC	1134	948	840	971
CENPE	6115	6034	2976	5607
CENPF	19793	19238	12579	18049
CENPH	826	844	599	713
CENPI	1427	1316	979	1213
CENPJ	1318	1246	934	1206
CENPK	586	559	418	523
CENPL	344	303	307	352
CENPM	429	408	294	331
CENPN	909	879	625	830
CENPO	485	430	306	384
CENPP	294	281	201	250
CENPQ	351	365	263	324
CENPS	112	110	90	106
CENPT	673	615	591	722
CENPU	1659	1696	1382	1694
CENPV	930	895	728	905
CENPW	770	787	493	667
CENPX	228	225	130	209
CEP104	860	849	564	715
CEP112	531	500	249	365
CEP120	733	680	549	606
CEP126	93	85	53	54
CEP128	1047	1054	686	906
CEP131	594	536	322	422
CEP135	1453	1409	931	1179
CEP152	1664	1571	996	1356
CEP162	711	660	404	539
CEP164	970	919	606	790
CEP170	1485	1403	915	1334
CEP170B	693	602	426	501
CEP19	38	50	26	38
CEP192	2678	2390	1762	2220
CEP250	1988	1858	1089	1446
CEP290	2717	2780	1445	2490
CEP295	3411	3008	2590	3354
CEP350	5854	5264	3870	4852
CEP41	203	157	142	160
CEP44	449	460	282	392
CEP55	1217	1087	911	1153
CEP57	1285	1165	934	1180
CEP57L1	297	236	206	264
CEP63	302	258	204	294
CEP68	448	356	255	376
CEP70	533	496	363	501
CEP72	507	431	275	321
CEP76	388	379	255	324
CEP78	1823	1688	1228	1574
CEP83	1134	1059	614	838
CEP85	1266	1116	902	1102
CEP85L	635	579	443	581
CEP89	204	177	138	175
CEP95	1469	1312	830	1095
CEP97	1096	991	793	957
CEPT1	706	564	644	760
CERCAM	440	423	275	346
CERK	786	693	688	830
CERKL	19	17	13	14
CERS2	1480	1198	1231	1562
CERS4	84	81	73	67
CERS5	402	302	216	270
CERS6	594	537	403	485
CES2	455	415	315	423
CES3	161	159	120	153
