	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
ATP8A1	250	249	107	57
ATP8A2	27	31	14	7
ATP8B1	26	33	5	3
ATP8B2	153	163	68	27
ATP9A	487	540	197	147
ATP9B	218	225	108	62
ATPAF1	1570	1843	681	410
ATPAF2	129	182	73	43
ATPSCKMT	219	277	137	83
ATR	1139	1250	674	476
ATRAID	538	693	372	193
ATRIP	275	345	135	103
ATRN	747	895	425	236
ATRNL1	101	105	46	26
ATRX	1162	1416	626	445
ATXN1	97	113	86	42
ATXN10	3720	4501	1932	1142
ATXN1L	69	100	38	16
ATXN2	2205	2530	1127	768
ATXN2L	2172	2877	1133	769
ATXN3	516	527	238	169
ATXN7	10	3	1	2
ATXN7L1	83	96	76	43
ATXN7L2	68	110	54	42
ATXN7L3	102	107	72	25
ATXN7L3B	489	691	298	192
AUH	196	240	102	76
AUNIP	486	520	214	135
AUP1	671	782	324	181
AURKA	1784	2097	1108	725
AURKAIP1	2754	3807	1693	1027
AURKB	1534	2051	1025	564
AUTS2	360	416	181	85
AVEN	134	164	53	23
AVIL	4	1	2	1
AVL9	290	351	144	85
AVPI1	163	166	99	44
AXIN1	302	444	127	72
AXIN2	106	149	63	34
AZI2	137	128	92	69
AZIN1	763	845	618	389
AZIN2	13	16	13	7
B2M	4640	5276	2318	1491
B3GALNT2	179	216	114	53
B3GALT1	8	9	9	2
B3GALT2	1	1	0	0
B3GALT4	137	154	137	304
B3GALT6	266	375	133	69
B3GAT2	64	74	46	25
B3GAT3	235	326	140	75
B3GLCT	294	263	138	76
B3GNT10	93	110	62	48
B3GNT2	124	130	69	42
B3GNT4	17	10	9	0
B3GNT5	159	144	70	44
B3GNTL1	50	49	20	18
B4GALNT1	20	27	11	7
B4GALNT3	216	265	94	45
B4GALNT4	33	49	11	6
B4GALT1	340	435	178	95
B4GALT2	110	127	52	27
B4GALT3	169	199	141	58
B4GALT4	174	170	83	45
B4GALT5	470	616	243	147
B4GALT6	70	103	34	23
B4GALT7	123	159	43	37
B4GAT1	1045	1504	607	311
B9D1	267	309	175	90
B9D2	32	47	26	22
BABAM1	544	652	307	178
BABAM2	415	481	194	149
BACE1	112	152	56	27
BACE2	318	352	158	107
BACH1	488	549	263	171
BACH2	108	124	41	46
BAD	339	483	265	172
BAG1	218	317	158	72
BAG2	945	1404	579	348
BAG3	1146	1532	704	424
BAG4	470	519	269	149
BAG5	670	788	304	213
BAG6	5809	8147	3581	2101
BAHCC1	192	212	129	74
BAHD1	679	924	374	245
BAIAP2	225	308	160	85
BAIAP2L1	854	943	381	263
BAIAP3	11	18	10	7
BAK1	155	212	110	67
BAMBI	321	362	212	119
BANF1	630	893	257	176
BANP	176	242	90	58
BAP1	383	496	201	101
BARD1	690	800	416	253
BARX1	0	2	0	0
BATF3	38	66	29	11
BAX	612	843	342	217
BAZ1A	2261	2495	1248	824
BAZ1B	2695	3423	1495	966
BAZ2A	1901	2170	977	550
BAZ2B	244	244	146	109
BBC3	45	64	40	15
BBIP1	84	153	90	80
BBOF1	6	13	5	1
BBOX1	0	0	0	0
BBS10	548	559	323	251
BBS12	67	88	44	27
BBS2	615	749	323	218
BBS4	330	362	177	112
BBS5	24	29	20	10
BBS7	805	890	408	243
BBS9	120	115	49	32
BBX	899	1062	445	305
BCAM	149	175	65	36
BCAP29	607	773	293	177
BCAP31	3965	4885	2644	1249
BCAR1	390	558	249	125
BCAR3	68	84	40	30
BCAS2	1238	1517	693	454
BCAS3	556	631	328	221
BCAS4	149	170	102	67
BCAT1	1795	1817	834	546
BCAT2	782	1013	451	268
BCCIP	2668	3185	1267	848
BCDIN3D	175	228	84	80
BCHE	233	224	121	79
BCKDHB	465	518	196	115
BCKDK	899	985	338	201
BCL10	497	657	302	218
BCL11A	274	390	128	98
BCL2L1	64	96	42	28
BCL2L11	70	89	83	48
BCL2L12	337	434	185	119
BCL2L13	428	552	225	121
BCL2L2	10	10	2	3
BCL6	69	120	79	35
BCL6B	11	3	8	2
BCL7A	379	546	189	113
BCL7B	178	196	81	55
BCL7C	257	330	125	78
BCL9	237	247	143	94
BCL9L	47	73	40	21
BCLAF1	1250	1524	826	603
BCLAF3	66	92	34	38
BCO2	4	6	3	4
BCOR	3455	3986	1935	1156
BCORL1	663	920	432	254
BCR	460	618	223	108
BCS1L	847	1045	532	316
BDH1	0	1	0	0
BDH2	284	292	153	102
BDP1	596	715	395	315
BECN1	378	431	151	79
BEND3	187	266	145	85
BEND4	165	199	98	67
BEND7	107	119	53	18
BET1	382	436	279	160
BET1L	124	135	50	50
BEX1	688	1023	517	303
BEX2	426	635	311	189
BEX3	1409	2431	1021	548
BEX4	490	679	259	142
BEX5	12	11	7	2
BFAR	466	585	242	150
BFSP1	69	66	49	18
BHLHE40	324	374	203	150
BICC1	293	284	137	97
BICD1	203	228	76	56
BICD2	554	744	261	172
BICDL1	19	23	10	7
BICRA	110	167	65	44
BICRAL	70	63	26	14
BID	861	1084	542	320
BIN1	35	53	14	18
BIN3	190	249	122	88
BIRC2	291	337	121	91
BIRC5	1254	1487	687	536
BIRC6	3222	3640	2101	1408
BIVM	5	3	1	0
BLCAP	228	271	103	64
BLM	694	827	391	267
BLMH	1615	2159	767	536
BLOC1S1	179	178	80	42
BLOC1S2	375	422	221	120
BLOC1S4	272	317	156	83
BLOC1S5	110	129	44	20
BLOC1S6	173	200	98	59
BLVRA	1413	1576	648	399
BLVRB	1078	1244	560	357
BLZF1	538	651	326	250
BMP1	145	150	71	36
BMP2	162	220	109	53
BMP2K	289	328	129	80
BMP4	74	72	48	21
BMP6	80	98	25	17
BMP7	422	509	187	116
BMP8B	17	29	16	8
BMPER	6	7	5	2
BMPR1A	104	115	38	25
BMPR1B	109	96	36	28
BMPR2	530	560	246	170
BMS1	1742	2215	1062	701
BMT2	242	241	96	67
BNC1	4	3	3	1
BNC2	76	107	57	31
BNIP1	335	359	161	103
BNIP2	843	1054	464	326
BNIP3	181	234	108	60
BNIP3L	685	814	295	211
BOC	32	46	23	12
BOD1	240	315	96	56
BOD1L1	1266	1509	785	525
BOLA1	64	70	20	17
BOLA3	322	577	240	164
BOP1	1709	2458	991	569
BORA	323	329	148	105
BORCS5	164	172	78	48
BORCS6	86	91	33	22
BORCS8	127	213	103	49
BPGM	164	199	106	76
BPHL	286	357	171	81
BPNT1	909	1021	472	358
BPTF	1950	2151	1100	781
BRAF	332	443	153	94
BRAP	653	855	395	248
BRAT1	748	1019	454	290
BRCA1	1184	1262	642	410
BRCA2	1226	1232	615	489
BRCC3	481	552	242	149
BRD1	596	881	381	253
BRD2	5832	6964	3316	2114
BRD3	797	1052	359	231
BRD3OS	18	15	9	10
BRD4	1677	2068	924	485
BRD7	157	166	61	48
BRD8	1108	1497	725	472
BRD9	384	399	252	152
BRF1	370	517	192	149
BRF2	337	488	285	170
BRI3	215	300	108	78
BRI3BP	559	810	255	168
BRICD5	2	1	4	0
BRINP3	1	0	5	0
BRIP1	1113	1257	610	404
BRIX1	2719	3166	1451	999
BRK1	919	991	428	239
BRMS1	289	488	177	94
BRMS1L	365	476	207	142
BROX	760	775	323	213
BRPF1	388	520	182	115
BRPF3	284	407	133	95
BRSK1	26	40	8	6
BRSK2	148	215	74	28
BRWD1	595	677	320	194
BRWD3	545	585	240	162
BSCL2	267	306	201	106
BSDC1	471	528	301	193
BSG	6688	9395	3518	1965
BSN	62	87	52	10
BTAF1	1506	1750	787	553
BTBD1	898	926	344	222
BTBD10	180	177	77	45
BTBD11	79	120	49	29
BTBD18	0	1	0	0
BTBD2	504	570	192	93
BTBD3	569	790	321	181
BTBD6	161	160	71	43
BTBD7	239	289	166	99
BTBD8	149	153	81	47
BTBD9	319	365	153	123
BTD	158	178	81	53
BTF3	3497	4438	1809	1172
BTF3L4	56	48	31	22
BTG1	520	629	274	213
BTG2	174	221	72	40
BTG3	924	1060	419	314
BTN2A1	185	234	132	67
BTN2A2	119	119	77	40
BTN3A1	19	28	17	9
BTN3A2	36	44	15	11
BTN3A3	30	31	16	10
BTNL9	21	25	16	13
BTRC	509	539	276	159
BUB1	2759	3111	1610	1097
BUB1B	2569	2859	1543	1027
BUB3	4218	5151	2352	1470
BUD13	254	303	133	91
BUD23	1640	1965	872	547
BUD31	817	1020	457	309
BVES	194	235	103	45
BX255925.3	3	1	2	1
BYSL	1567	1829	852	510
BZW1	1660	1834	1118	738
BZW2	1328	1553	578	336
C10orf88	274	323	131	84
C11orf1	108	118	52	25
C11orf24	114	182	49	28
C11orf49	427	443	226	139
C11orf54	83	112	65	50
C11orf58	1585	1527	839	442
C11orf65	20	21	11	6
C11orf68	121	157	104	38
C11orf71	23	52	18	14
C11orf74	178	210	96	65
C11orf80	47	47	35	25
C11orf95	48	78	31	22
C11orf98	99	101	46	34
C12orf10	845	1007	418	260
C12orf29	883	966	470	308
C12orf4	875	976	381	292
C12orf43	246	382	203	119
C12orf45	543	557	266	152
C12orf49	85	102	65	26
C12orf57	810	1131	443	264
C12orf60	42	59	20	12
C12orf65	172	194	79	62
C12orf66	109	175	108	76
C12orf73	153	189	111	83
C12orf75	200	222	99	71
C14orf119	411	541	274	169
C14orf28	4	3	1	1
C14orf93	24	44	22	13
C15orf39	675	934	486	274
C15orf40	166	173	120	69
C15orf41	234	299	122	65
C15orf61	253	320	162	94
C16orf58	234	290	144	113
C16orf70	266	298	132	86
C16orf71	4	3	3	0
C16orf72	422	488	192	107
C16orf87	415	412	195	137
C16orf91	75	137	64	40
C16orf95	12	18	6	8
C17orf113	11	8	1	2
C17orf51	266	376	142	107
C17orf53	277	287	142	89
C17orf58	82	99	56	38
C17orf75	309	334	136	102
C17orf80	552	576	221	129
C18orf21	385	440	218	139
C18orf25	393	449	218	167
C18orf32	165	169	92	49
C18orf54	59	53	44	24
C19orf12	197	312	149	99
C19orf24	224	337	206	118
C19orf25	81	162	59	43
C19orf44	163	156	73	49
C19orf47	488	607	310	189
C19orf48	35	25	79	45
C19orf53	1295	1530	743	447
C19orf54	516	665	291	182
C19orf57	63	77	36	28
C19orf71	0	0	0	0
C19orf81	41	36	50	16
C1D	80	90	36	31
C1GALT1	116	116	63	38
C1GALT1C1	731	852	349	227
C1QBP	14534	18309	7789	4796
C1R	77	103	59	30
C1S	3	7	4	1
C1orf109	314	393	216	122
C1orf112	924	1135	456	335
C1orf122	256	448	208	106
C1orf131	542	698	333	203
C1orf159	92	123	54	45
C1orf167	3	6	2	1
C1orf174	390	475	253	141
C1orf194	0	0	0	0
C1orf198	388	544	202	148
C1orf21	41	53	28	15
C1orf216	40	70	37	21
C1orf226	56	73	34	22
C1orf35	296	449	273	142
C1orf43	950	1077	471	258
C1orf50	109	114	58	26
C1orf52	443	638	290	190
C1orf53	20	40	9	6
C1orf54	29	34	10	10
C1orf56	81	119	45	22
C1orf74	53	44	25	10
C20orf194	124	123	66	37
C20orf27	807	1093	440	275
C20orf96	151	192	62	72
C21orf58	16	13	18	10
C21orf91	205	239	123	98
C22orf23	12	15	7	5
C22orf39	174	235	110	58
C22orf46	27	31	22	17
C2CD2L	102	142	51	33
C2CD3	302	321	152	85
C2CD5	637	663	272	183
C2orf15	14	16	8	4
C2orf16	0	1	7	0
C2orf42	40	57	41	22
C2orf49	349	396	169	108
C2orf68	67	79	43	26
C2orf69	229	276	105	81
C2orf74	21	20	18	6
C2orf76	135	172	63	36
C2orf88	17	15	6	3
C3orf14	181	185	87	80
C3orf33	116	127	53	32
C3orf38	338	423	207	136
C3orf49	0	0	0	0
C3orf52	87	92	71	42
C3orf62	3	0	2	1
C3orf67	20	18	4	3
C4orf3	392	598	440	137
C4orf33	82	70	34	30
C4orf46	62	102	48	31
C4orf48	324	409	206	82
C5	4	4	14	3
C5orf15	1459	1757	770	434
C5orf22	1025	1030	480	267
C5orf24	679	885	407	235
C5orf30	287	343	197	95
C5orf34	546	631	264	199
C5orf51	718	802	362	229
C5orf63	19	17	14	7
C6orf106	436	570	234	144
C6orf120	397	435	192	114
C6orf136	229	309	118	77
C6orf163	1	3	1	1
C6orf203	275	304	130	98
C6orf47	115	174	66	43
C6orf48	18	11	13	6
C6orf52	25	29	14	15
C6orf62	101	121	54	39
C6orf89	417	504	206	140
C7orf25	238	240	86	74
C7orf26	134	207	74	50
C7orf31	22	24	25	20
C7orf43	133	177	103	52
C7orf50	531	840	383	258
C8orf33	521	741	376	183
C8orf34	81	89	32	26
C8orf37	27	32	9	8
C8orf44	7	8	3	3
C8orf59	939	1176	559	339
C8orf76	79	87	42	11
C8orf82	151	207	83	69
C8orf88	242	247	145	99
C9orf116	122	149	70	57
C9orf131	0	0	0	0
C9orf16	135	170	49	38
C9orf3	74	102	46	26
C9orf40	346	479	224	138
C9orf64	505	642	272	188
C9orf72	156	160	83	58
C9orf78	759	890	377	237
C9orf85	75	119	55	46
CA11	27	31	10	4
CA12	88	127	49	38
CA13	58	71	21	16
CA14	2	1	1	1
CA2	949	1144	449	322
CA5B	53	93	39	25
CA8	276	313	156	85
CAAP1	378	442	236	139
CAB39	1110	1239	546	378
CAB39L	21	24	7	9
CABIN1	809	1064	480	269
CABLES1	170	157	84	39
CABLES2	116	139	43	23
CABYR	134	188	70	56
CACFD1	36	43	21	14
CACHD1	537	687	327	183
CACNA1B	23	39	19	14
CACNA1C	17	25	12	6
CACNA1D	7	20	3	7
CACNA1H	30	22	8	8
CACNA2D1	456	484	202	125
CACNA2D2	106	124	60	50
CACNA2D3	36	36	10	12
CACNB1	17	7	10	3
CACNB2	60	74	30	17
CACNB3	64	59	44	15
CACNB4	23	15	11	3
CACTIN	180	283	118	71
CACUL1	378	428	197	137
CACYBP	972	1320	516	359
CAD	3283	4471	1807	1068
CADM1	1751	2113	867	485
CADM4	289	353	148	97
CADPS2	571	579	322	184
CALCB	18	12	11	6
CALCOCO1	385	516	288	148
CALCOCO2	1240	1461	658	412
CALD1	1461	1601	619	420
CALHM2	1	0	0	1
CALM1	2906	3925	1643	1020
CALM2	1494	2112	984	501
CALM3	1967	2968	1125	629
CALML4	8	3	2	1
CALR	14275	19098	7355	4100
CALU	2355	3357	1351	736
CAMK1	909	1015	447	271
CAMK1D	188	201	82	58
CAMK2B	93	110	61	34
CAMK2D	467	503	248	160
CAMK2G	396	414	199	110
CAMK4	272	306	110	69
CAMKK1	240	255	155	68
CAMKK2	267	352	158	74
CAMKMT	118	140	62	34
CAMKV	44	66	19	13
CAMLG	511	607	211	124
CAMSAP1	467	632	194	166
CAMSAP2	384	440	208	111
CAMSAP3	388	521	228	137
CAMTA1	667	757	362	293
CAMTA2	224	265	96	58
CAND1	8973	9927	4721	3287
CAND2	436	534	241	138
CANT1	212	265	118	68
CANX	10524	13438	4792	2787
CAP1	3191	3890	1621	1127
CAP2	389	475	216	147
CAPG	29	21	16	8
CAPN1	1410	1715	638	383
CAPN10	79	95	41	22
CAPN15	321	342	262	345
CAPN2	1275	1690	579	400
CAPN3	0	2	0	0
CAPN5	49	53	20	19
CAPN7	1419	1545	647	432
CAPNS1	6041	7398	2981	1876
CAPRIN1	7427	8777	3797	2574
CAPRIN2	206	259	129	65
CAPS	5	4	2	2
CAPS2	38	31	9	4
CAPZA1	1887	2112	924	681
CAPZA2	1982	2414	1043	731
CAPZB	3538	4492	1790	1107
CARD10	282	261	136	89
CARD14	5	2	2	0
CARD19	123	127	66	31
CARD8	77	95	50	21
CARD9	2	1	2	0
CARF	6	4	1	2
CARHSP1	449	452	236	125
CARM1	1733	2001	763	470
CARMIL1	456	546	248	150
CARMIL2	197	283	101	77
CARMIL3	5	9	5	1
CARNMT1	432	515	217	158
CARNS1	11	13	8	5
CARS	1049	1038	529	321
CARS2	963	1165	465	333
CASC3	761	929	433	283
CASC4	313	374	157	90
CASD1	96	100	43	30
CASK	1523	1698	657	464
CASKIN1	47	48	23	7
CASKIN2	253	327	104	59
CASP10	151	137	95	44
CASP2	768	1044	434	304
CASP3	689	813	382	265
CASP6	443	469	217	135
CASP7	572	639	299	169
CASP8	742	927	509	311
CASP8AP2	901	936	444	324
CASP9	175	199	96	61
CAST	2093	2269	852	571
CASTOR2	124	166	73	38
CASTOR3	32	37	7	9
CASZ1	128	209	73	41
CAT	714	811	356	211
CATSPER2	0	3	0	0
CATSPER3	3	0	1	0
CATSPERE	2	3	1	2
CAV1	606	611	291	173
CAV2	290	310	131	84
CAVIN1	430	635	253	165
CAVIN4	1	1	1	1
CBFA2T2	196	245	117	59
CBFB	712	912	374	218
CBL	451	581	207	130
CBLB	99	153	63	53
CBLL1	468	615	335	234
CBR1	1613	2162	764	481
CBR3	259	399	128	84
CBR4	603	690	382	220
CBS	0	0	1	1
CBSL	23	17	11	3
CBWD1	48	48	28	18
CBWD2	39	64	31	15
CBWD5	0	0	0	1
CBWD6	4	3	6	1
CBX1	493	679	273	185
CBX2	280	333	153	82
CBX3	1031	1468	658	431
CBX4	296	412	197	126
CBX5	1611	2015	869	589
CBX6	1222	1777	726	438
CBX7	34	30	12	5
CBX8	129	156	92	57
CBY1	229	309	156	106
CC2D1A	816	1108	475	307
CC2D1B	346	528	209	138
CC2D2A	166	222	131	90
CC2D2B	0	1	0	0
CCAR1	2439	2988	1545	1017
CCAR2	1696	2553	1092	665
CCDC102A	77	99	45	27
CCDC103	60	58	25	30
CCDC106	109	138	49	36
CCDC107	52	64	34	17
CCDC110	37	36	14	8
CCDC112	435	466	194	147
CCDC113	88	91	37	30
CCDC115	169	206	98	60
CCDC117	523	655	275	198
CCDC12	266	415	190	137
CCDC120	92	113	57	43
CCDC121	16	21	14	9
CCDC122	114	111	50	53
CCDC124	1373	1949	813	479
CCDC125	178	232	129	81
CCDC126	61	74	25	17
CCDC127	298	338	129	72
CCDC130	189	229	89	62
CCDC134	220	321	118	74
CCDC136	171	213	80	54
CCDC137	430	489	236	128
CCDC138	751	800	398	267
CCDC14	551	577	312	186
CCDC142	47	71	34	19
CCDC146	1	4	1	1
CCDC15	172	181	96	58
CCDC150	30	37	33	22
CCDC151	35	39	15	27
CCDC157	23	28	18	3
CCDC167	440	462	248	168
CCDC168	4	3	3	1
CCDC17	0	2	1	0
CCDC171	44	50	23	14
CCDC173	9	12	9	8
CCDC174	164	263	137	57
CCDC18	310	374	182	152
CCDC180	15	20	14	8
CCDC181	134	128	43	35
CCDC183	6	13	7	5
CCDC186	432	436	148	112
CCDC189	117	145	61	37
CCDC191	17	23	14	9
CCDC196	0	0	0	0
CCDC22	510	676	304	178
CCDC24	30	49	27	9
CCDC25	498	584	267	184
CCDC28A	368	393	204	124
CCDC28B	266	277	140	92
CCDC3	151	188	102	46
CCDC32	243	281	135	94
CCDC34	366	420	213	135
CCDC38	0	4	0	0
CCDC39	22	10	9	4
CCDC40	26	32	10	10
CCDC43	475	649	339	170
CCDC47	2543	3389	1460	830
CCDC50	749	926	377	224
CCDC51	476	638	314	198
CCDC57	48	40	25	20
CCDC58	275	359	193	116
CCDC59	768	783	410	311
CCDC6	901	1098	329	209
CCDC61	46	66	21	12
CCDC62	3	4	3	3
CCDC65	18	20	19	13
CCDC66	173	182	109	88
CCDC69	29	22	15	9
CCDC7	18	18	12	8
CCDC71	300	344	203	121
CCDC71L	70	116	34	32
CCDC73	2	1	1	2
CCDC74A	20	18	17	4
CCDC74B	20	19	8	2
CCDC77	371	412	212	132
CCDC78	1	1	2	0
CCDC8	283	362	136	93
CCDC80	56	36	18	12
CCDC82	396	494	243	154
CCDC84	35	32	29	15
CCDC85B	176	292	116	89
CCDC85C	409	581	233	121
CCDC86	1039	1212	712	377
CCDC88A	815	791	310	265
CCDC88C	362	417	172	105
CCDC89	27	34	11	5
CCDC9	122	156	72	41
CCDC90B	158	182	102	65
CCDC91	480	514	225	159
CCDC92	110	101	41	26
CCDC93	345	453	186	141
CCDC97	409	617	253	174
CCDC9B	32	40	22	12
CCHCR1	423	468	271	171
CCM2	151	145	84	64
CCN1	467	535	197	104
CCNA2	3440	3738	1871	1252
CCNB1	5975	7184	3455	2237
CCNB1IP1	65	61	66	39
CCNB2	2668	2602	1342	922
CCNB3	28	27	12	6
CCNC	1225	1288	698	450
CCND1	1179	1410	524	326
CCND2	400	509	180	109
CCND3	606	804	303	178
CCNDBP1	698	867	381	213
CCNE1	712	938	266	221
CCNE2	509	539	245	173
CCNF	752	1007	413	251
CCNG1	2811	3185	878	661
CCNG2	152	154	40	26
CCNH	1313	1326	581	450
CCNI	1143	1123	330	218
CCNJ	182	209	75	31
CCNK	908	1157	434	265
CCNL1	219	263	160	110
CCNL2	303	394	171	90
CCNQ	119	155	61	33
CCNT1	1176	1479	750	449
CCNT2	303	293	200	171
CCNY	220	232	101	53
CCNYL1	171	196	109	73
CCP110	446	495	232	161
CCPG1	936	1085	547	308
CCS	224	291	102	61
CCSAP	366	485	207	151
CCSER1	34	47	26	15
CCSER2	257	298	117	70
CCT2	16416	20573	8232	5453
CCT3	18465	21799	9452	6198
CCT4	14853	17465	7746	5080
CCT5	12657	15639	6524	4115
CCT6A	6509	7365	3033	2008
CCT6B	44	36	25	13
CCT7	14345	18789	7310	4668
CCT8	11586	13223	5977	3796
CCZ1	37	37	15	4
CCZ1B	23	19	13	3
CD101	2	3	3	1
CD109	568	550	240	158
CD151	2767	3429	1269	693
CD164	2205	2533	1319	758
CD19	0	0	1	0
CD276	544	730	270	139
CD2AP	1621	1890	735	458
CD2BP2	723	1121	557	314
CD320	1454	2062	848	436
CD3EAP	383	476	212	132
CD40	0	0	0	0
CD46	694	922	406	232
CD47	768	893	375	218
CD55	465	500	196	128
CD58	188	245	91	62
CD63	3297	4587	1901	1076
CD68	176	154	79	28
CD81	3286	4286	1632	978
CD83	59	60	34	10
CD9	1915	2557	1026	593
CD99	701	894	344	218
CD99L2	342	442	193	102
CDADC1	58	79	46	29
CDAN1	209	294	130	78
CDC123	3714	3878	1559	1168
CDC14A	222	238	112	99
CDC14B	82	100	39	24
CDC16	1424	1548	636	417
CDC20	3406	4713	1895	1215
CDC23	2056	2566	1349	840
CDC25A	1321	1668	629	435
CDC25B	1811	2377	843	498
CDC25C	639	758	395	239
CDC27	1521	1781	856	591
CDC34	515	654	219	137
CDC37	3930	5537	2473	1296
CDC37L1	144	152	66	41
CDC40	975	1136	509	342
CDC42	715	1017	369	191
CDC42BPA	614	587	301	262
CDC42BPB	807	868	306	207
CDC42BPG	29	28	18	3
CDC42EP1	391	536	151	115
CDC42EP2	31	60	28	10
CDC42EP3	89	102	47	22
CDC42EP4	271	381	167	104
CDC42SE1	221	347	162	121
CDC42SE2	147	211	88	45
CDC45	1333	1624	765	433
CDC5L	3209	3819	2080	1375
CDC6	1503	1881	860	595
CDC7	1896	2125	1006	642
CDC73	895	1028	505	332
CDCA2	1256	1633	813	551
CDCA3	1316	1581	812	511
CDCA4	721	875	430	228
CDCA5	575	793	333	224
CDCA7	987	1322	465	335
CDCA7L	878	861	404	266
CDCA8	903	1214	621	375
CDH1	98	76	34	16
CDH2	1861	2419	913	505
CDH23	33	47	13	6
CDH24	33	41	21	9
CDH26	2	1	0	1
CDHR1	105	83	50	29
CDHR3	5	4	1	1
CDHR5	9	0	10	3
CDIP1	448	616	240	148
CDIPT	560	732	318	174
CDK1	5797	6541	2963	2231
CDK10	56	73	52	30
CDK11A	65	68	32	28
CDK11B	293	353	154	101
CDK12	1351	1760	851	564
CDK13	558	711	271	164
CDK14	163	178	65	49
CDK16	266	279	193	80
CDK17	619	665	271	206
CDK18	89	60	39	22
CDK19	102	164	62	64
CDK2	1489	1774	824	625
CDK20	114	172	82	45
CDK2AP1	652	882	345	249
CDK2AP2	221	316	164	89
CDK3	6	2	0	3
CDK4	2423	2920	1125	613
CDK5	500	677	310	171
CDK5R1	42	43	15	16
CDK5RAP1	785	866	474	299
CDK5RAP2	1009	1216	560	377
CDK5RAP3	429	604	279	151
CDK6	736	875	355	243
CDK7	353	371	140	114
CDK8	374	427	182	142
CDK9	601	776	368	203
CDKAL1	641	729	312	202
CDKL1	73	73	30	20
CDKL2	106	133	55	42
CDKL3	60	76	63	42
CDKL5	54	53	34	18
CDKN1A	518	763	403	218
CDKN1B	408	602	253	165
CDKN2A	1409	2287	911	525
CDKN2AIP	346	460	243	155
CDKN2AIPNL	556	945	372	232
CDKN2C	265	362	243	148
CDKN2D	93	135	54	23
CDKN3	652	681	331	193
CDON	210	215	97	54
CDPF1	47	58	47	21
CDR1	12	10	18	13
CDR2L	88	112	38	16
CDRT4	2	1	1	3
CDS1	267	299	110	61
CDS2	600	692	278	178
CDT1	2021	2651	1009	626
CDV3	1090	1367	498	391
CDX2	323	493	225	163
CDYL	448	525	187	125
CEACAM1	0	2	2	0
CEBPA	647	691	378	164
CEBPB	201	236	86	62
CEBPG	1201	1124	590	422
CEBPZ	1699	1890	960	612
CEBPZOS	338	446	260	193
CECR2	342	357	137	96
CELF1	2031	2332	1066	665
CELF2	715	867	346	225
CELSR1	315	355	183	88
CELSR2	487	553	278	155
CELSR3	36	18	19	10
CEMIP	12	24	11	2
CEMIP2	214	259	122	70
CEMP1	1	0	0	0
CENPA	162	174	91	76
CENPB	444	542	289	203
CENPBD1	47	38	25	11
CENPC	293	283	182	113
CENPE	2412	3064	1459	1096
CENPF	5081	6007	3120	2248
CENPH	1022	1177	545	351
CENPI	436	519	253	184
CENPJ	765	836	437	334
CENPK	520	534	263	183
CENPL	147	160	94	49
CENPM	819	1060	552	296
CENPN	356	377	240	137
CENPO	258	298	171	110
CENPP	137	168	64	55
CENPQ	476	466	256	182
CENPS	27	56	18	18
CENPT	425	618	322	159
CENPU	1560	1525	665	485
CENPV	697	852	370	243
CENPW	1325	1606	732	520
CENPX	532	748	416	280
CEP104	476	589	275	166
CEP112	205	188	69	74
CEP120	383	463	186	141
CEP126	21	20	13	15
CEP128	161	149	61	47
CEP131	246	288	168	85
CEP135	566	613	235	179
CEP152	360	380	190	134
CEP162	184	255	112	92
CEP164	187	229	97	60
CEP170	337	389	190	126
CEP170B	558	698	280	130
CEP19	28	38	7	13
CEP192	1061	1198	597	401
CEP250	364	447	223	143
CEP290	813	732	389	295
CEP295	545	540	336	260
CEP350	649	759	383	257
CEP41	422	448	245	183
CEP44	257	256	154	106
CEP55	1413	1353	598	463
CEP57	537	611	263	189
CEP57L1	213	208	80	70
CEP63	147	144	80	52
CEP68	230	309	131	96
CEP70	179	142	71	43
CEP72	244	319	156	95
CEP76	492	593	268	195
CEP78	672	795	370	237
CEP83	295	299	88	88
CEP85	562	805	370	242
CEP85L	260	257	111	90
CEP89	686	814	447	291
CEP95	225	283	126	82
CEP97	556	644	250	194
CEPT1	939	1104	451	284
CERCAM	331	357	141	94
CERK	351	479	151	106
CERKL	19	25	9	3
CERS2	2046	2870	919	589
CERS4	237	325	124	67
CERS5	558	689	346	194
CERS6	642	810	310	215
CES2	39	74	36	25
CES3	70	106	44	27
CETN2	729	1032	454	305
CETN3	721	900	408	260
CFAP126	0	1	1	1
CFAP157	2	0	1	0
CFAP20	918	943	506	349
CFAP221	6	3	0	0
CFAP298	384	500	207	125
CFAP36	483	527	227	161
CFAP410	64	102	50	30
CFAP43	17	31	15	6
CFAP44	11	8	4	5
CFAP54	44	37	19	8
CFAP69	52	62	22	20
CFAP70	41	27	20	16
CFAP97	710	700	321	244
CFD	49	68	44	25
CFDP1	590	773	290	200
CFL1	5586	8179	3664	2061
CFL2	1414	1594	804	459
CFLAR	124	167	84	49
CGGBP1	547	632	251	124
CGN	162	181	109	62
CGNL1	140	132	88	55
CGRRF1	116	135	55	46
CHAC2	431	544	209	159
CHAF1A	1223	1603	657	469
CHAF1B	1332	1509	621	452
CHAMP1	1027	1241	610	382
CHCHD1	1053	1358	728	385
CHCHD10	1094	1257	570	285
CHCHD2	1709	2290	841	497
CHCHD3	765	937	398	244
CHCHD4	255	332	142	105
CHCHD5	216	250	119	54
