	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
LRR1	643	637	683	458
LRRC1	321	344	313	224
LRRC14	239	168	193	177
LRRC17	31	25	28	25
LRRC20	52	56	48	50
LRRC23	39	38	49	38
LRRC24	221	224	225	165
LRRC27	50	35	33	26
LRRC28	217	225	179	133
LRRC3	30	34	20	21
LRRC34	251	227	167	131
LRRC37A	54	53	50	36
LRRC37A2	112	128	99	97
LRRC37A3	60	48	46	48
LRRC37B	140	124	88	103
LRRC39	97	82	99	77
LRRC4	98	103	74	111
LRRC40	1905	1792	1616	1216
LRRC41	1599	1293	1432	1264
LRRC42	549	384	475	389
LRRC45	525	552	528	398
LRRC46	23	27	12	18
LRRC47	989	986	824	706
LRRC49	394	355	401	255
LRRC4B	35	23	29	21
LRRC58	1000	968	748	650
LRRC59	2264	2483	2156	1643
LRRC61	73	54	41	51
LRRC66	22	11	11	21
LRRC69	48	31	41	35
LRRC70	93	67	80	68
LRRC75A	100	76	108	102
LRRC75B	34	40	35	20
LRRC8A	395	371	446	356
LRRC8B	571	488	520	445
LRRC8C	398	391	358	309
LRRC8D	537	481	523	415
LRRC8E	154	116	125	102
LRRC9	54	42	32	27
LRRCC1	262	268	250	189
LRRFIP1	1114	952	950	869
LRRFIP2	1023	935	960	669
LRRIQ1	118	113	98	85
LRRIQ3	63	52	77	37
LRRK1	52	39	36	34
LRRK2	134	115	119	75
LRRN2	18	14	24	30
LRRN3	58	56	63	56
LRRTM2	45	46	31	36
LRRTM4	78	74	78	46
LRSAM1	205	189	154	148
LRWD1	803	801	781	630
LSG1	1150	1103	1054	758
LSM1	387	378	438	292
LSM10	117	91	108	119
LSM11	164	158	145	126
LSM12	17	23	25	17
LSM14A	1228	1244	1293	1001
LSM14B	456	393	397	349
LSM2	338	272	271	168
LSM3	1012	980	1111	608
LSM4	1135	1219	975	644
LSM5	600	554	472	302
LSM6	393	356	359	228
LSM7	686	659	746	488
LSM8	728	722	579	402
LSR	371	323	302	290
LSS	890	788	843	700
LTA4H	4104	3781	3915	2734
LTB4R	108	97	103	84
LTB4R2	90	65	46	82
LTBP1	836	719	741	646
LTBP3	157	105	88	104
LTBP4	344	274	213	204
LTK	31	28	31	29
LTN1	2466	2186	2348	1802
LTO1	171	153	124	104
LTV1	2659	2441	2516	1740
LUC7L	1237	1250	1064	877
LUC7L2	25	26	29	16
LUC7L3	2925	2964	3210	1984
LUZP1	1063	922	940	944
LUZP6	218	137	313	213
LXN	37	38	37	33
LY6E	281	297	240	177
LYAR	2298	2333	2432	1413
LYG1	44	40	25	36
LYN	430	370	334	300
LYPD1	30	34	38	24
LYPLA1	509	439	563	345
LYPLA2	244	216	191	174
LYPLAL1	553	506	513	347
LYRM1	63	49	74	53
LYRM2	171	161	169	119
LYRM4	134	132	154	94
LYRM7	92	82	98	63
LYSMD1	158	178	98	113
LYSMD2	26	27	16	12
LYSMD3	383	365	423	325
LYSMD4	122	100	158	95
LYST	1249	1011	1035	912
LZIC	443	416	389	297
LZTFL1	456	372	403	338
LZTR1	1007	831	892	742
LZTS2	147	164	152	119
LZTS3	99	96	84	73
M6PR	1066	970	1070	728
MAB21L1	32	39	31	17
MAB21L2	32	43	42	34
MACF1	7311	6727	5878	5459
MACO1	616	488	559	447
MACROD1	270	261	274	190
MACROD2	33	32	16	14
MAD1L1	860	742	634	585
MAD2L1	1923	1835	1854	1270
MAD2L1BP	372	322	353	272
MAD2L2	666	651	656	436
MADD	973	815	831	772
MAEA	682	691	670	470
MAF	125	136	100	98
MAF1	843	754	1026	647
MAFG	60	84	57	49
MAFK	43	58	41	29
MAGEA3	47	37	64	24
MAGEA6	62	54	62	36
MAGED1	3317	3165	3368	2787
MAGED2	2360	2208	2267	1602
MAGEE1	141	134	110	110
MAGEF1	534	492	431	285
MAGI1	580	538	587	496
MAGI2	23	31	24	23
MAGI3	1564	1337	1385	1243
MAGOH	784	732	696	478
MAGOHB	455	447	520	291
MAGT1	2229	2105	2012	1366
MAIP1	446	390	416	311
MAK	161	129	100	123
MAK16	594	595	529	365
MALSU1	810	780	615	450
MALT1	492	432	450	300
MAMDC4	151	127	152	131
MAML1	842	652	696	801
MAML3	78	56	59	75
MAMLD1	28	17	17	22
MAN1A1	843	733	713	538
MAN1A2	1863	1709	1944	1271
MAN1B1	680	562	636	524
MAN1C1	30	23	21	21
MAN2A1	1243	1111	1145	856
MAN2A2	577	499	583	523
MAN2B1	587	533	518	416
MAN2B2	268	216	227	226
MAN2C1	1208	1013	1001	931
MANBA	369	304	308	252
MANBAL	116	91	119	90
MANEA	422	398	400	318
MANEAL	367	329	397	332
MANF	1118	1069	970	728
MANSC1	97	63	98	85
MAOA	65	43	43	36
MAP1A	424	333	312	362
MAP1B	2065	1836	1620	1783
MAP1LC3B	56	57	59	82
MAP1S	332	269	312	289
MAP2K1	659	627	691	464
MAP2K2	1190	1161	1218	915
MAP2K3	374	337	260	271
MAP2K4	503	412	479	349
MAP2K5	218	181	153	164
MAP2K6	281	243	227	183
MAP2K7	324	268	288	257
MAP3K1	874	772	795	571
MAP3K10	159	141	153	128
MAP3K11	350	309	316	209
MAP3K12	189	136	148	194
MAP3K13	54	48	41	59
MAP3K14	70	79	72	61
MAP3K15	309	266	258	245
MAP3K2	974	830	893	700
MAP3K20	764	691	745	537
MAP3K21	1405	1303	1070	907
MAP3K3	623	545	646	502
MAP3K4	2130	1895	1932	1536
MAP3K5	685	561	568	471
MAP3K6	179	152	150	129
MAP3K7	1427	1379	1259	1032
MAP3K8	31	32	28	24
MAP3K9	231	212	166	188
MAP4	3097	2356	2324	2602
MAP4K1	32	22	18	23
MAP4K2	107	85	118	64
MAP4K3	773	739	747	537
MAP4K4	2643	2486	2454	2040
MAP4K5	1147	1018	1136	955
MAP7	407	428	390	288
MAP7D1	785	757	634	552
MAP7D2	437	445	431	356
MAP7D3	1822	1580	1866	1297
MAP9	763	661	632	507
MAPK1	1239	1022	1189	841
MAPK10	15	19	12	13
MAPK11	20	25	17	15
MAPK12	484	398	431	342
MAPK13	71	78	56	50
MAPK14	915	848	796	595
MAPK15	54	46	38	33
MAPK1IP1L	359	258	419	392
MAPK3	341	281	425	291
MAPK6	820	751	833	652
MAPK7	312	266	250	272
MAPK8	567	587	629	486
MAPK8IP1	222	193	192	149
MAPK8IP2	265	280	234	192
MAPK8IP3	510	507	493	426
MAPK9	912	874	887	726
MAPKAP1	1848	1706	1794	1413
MAPKAPK2	689	602	744	583
MAPKAPK3	848	780	883	643
MAPKAPK5	1104	998	956	747
MAPKBP1	310	272	317	329
MAPRE1	1987	1940	1573	1442
MAPRE2	391	347	290	287
MAPRE3	58	55	58	42
MAPT	32	38	30	28
MARC1	181	197	176	131
MARC2	229	191	156	144
MARCH1	68	53	67	60
MARCH2	80	76	81	45
MARCH3	70	53	71	41
MARCH5	445	441	439	309
MARCH6	2747	2375	2180	2045
MARCH7	2352	1983	2315	1740
MARCH8	259	216	238	187
MARCH9	105	84	75	81
MARCKS	348	410	264	182
MARCKSL1	1426	1448	1336	1223
MARF1	779	608	576	587
MARK1	679	521	545	516
MARK2	908	751	656	744
MARK3	2028	1873	1946	1539
MARK4	232	215	167	179
MARS	5623	5076	5276	4157
MARS2	580	489	562	421
MARVELD1	24	21	19	16
MARVELD2	267	231	199	226
MASP2	77	69	119	99
MAST1	63	55	57	36
MAST2	764	652	725	613
MAST3	154	122	80	112
MAST4	175	201	162	172
MASTL	1044	969	1061	740
MAT2A	4216	4214	3512	3278
MAT2B	966	812	1064	618
MATK	259	226	276	205
MATN2	32	21	25	17
MAU2	522	443	454	436
MAVS	339	249	389	298
MAX	341	300	426	264
MAZ	3792	3613	3693	2711
MB21D2	107	107	102	80
MBD1	610	613	581	476
MBD2	387	368	431	294
MBD3	1040	1059	1049	820
MBD4	890	843	874	612
MBD5	248	197	199	220
MBD6	174	97	96	149
MBIP	458	472	396	307
MBLAC2	94	89	85	71
MBNL1	702	542	817	605
MBNL2	115	102	124	86
MBNL3	199	199	222	184
MBOAT1	123	103	102	87
MBOAT2	733	628	730	477
MBOAT7	225	159	193	157
MBTD1	706	665	609	546
MBTPS1	2486	2266	2340	1913
MBTPS2	380	337	346	318
MCAT	468	415	454	322
MCC	216	200	235	191
MCCC1	425	425	424	299
MCCC2	1641	1574	1293	1256
MCEE	110	99	101	77
MCF2L	119	114	101	114
MCFD2	367	324	399	254
MCIDAS	43	33	18	25
MCL1	1500	1529	1442	1083
MCM10	2771	2530	2591	2068
MCM2	7246	6768	6937	5254
MCM3	8367	7920	8028	6018
MCM3AP	5584	4940	4705	4375
MCM4	9275	8343	9111	6889
MCM5	3838	3571	4188	2987
MCM6	5669	5427	4888	4331
MCM7	12939	11176	13716	9688
MCM8	125	137	114	94
MCM9	1583	1399	1300	1167
MCMBP	3521	3114	3462	2500
MCOLN1	136	121	151	113
MCOLN2	357	316	292	281
MCOLN3	368	342	238	257
MCPH1	727	644	625	509
MCRIP1	223	245	192	150
MCRIP2	151	120	108	80
MCRS1	1568	1459	1605	1211
MCTP1	62	73	61	61
MCTS1	767	659	843	594
MCTS2P	340	269	330	256
MCU	271	255	250	219
MCUB	529	432	496	351
MCUR1	692	591	631	436
MDC1	2052	1650	1389	1831
MDFIC	176	149	159	104
MDGA1	51	38	31	25
MDGA2	103	101	100	89
MDH1	4099	3836	3859	2653
MDH1B	35	36	25	26
MDH2	4402	4486	4202	3294
MDK	272	264	243	152
MDM1	401	362	405	293
MDM2	2432	2173	2022	1949
MDM4	1075	916	901	765
MDN1	15336	13513	13592	11233
MDP1	91	67	77	45
ME1	721	639	608	535
ME2	1308	1222	1224	814
MEA1	891	873	935	637
MEAF6	414	422	380	303
MEAK7	179	156	187	146
MECOM	795	670	743	537
MECP2	769	671	674	583
MECR	612	578	455	472
MED1	1579	1321	1509	1410
MED10	120	152	127	83
MED11	147	118	146	82
MED12	1633	1258	1102	1398
MED12L	1047	822	864	810
MED13	5257	4497	4624	3923
MED13L	2177	1742	1867	1750
MED14	2048	1659	1652	1706
MED15	402	326	360	359
MED16	538	538	520	479
MED17	23	27	44	18
MED18	147	174	192	145
MED19	204	199	189	150
MED20	230	214	196	170
MED21	222	173	240	154
MED22	202	182	165	145
MED23	2256	1941	2273	1585
MED24	1603	1443	1517	1245
MED25	272	254	191	223
MED26	78	63	80	83
MED27	236	215	190	158
MED28	502	413	585	404
MED29	153	139	181	149
MED30	184	187	174	123
MED31	224	157	189	141
MED4	570	577	655	455
MED6	760	623	768	525
MED7	198	194	137	107
MED8	562	491	536	388
MED9	128	110	123	96
MEF2A	482	458	495	419
MEF2C	183	149	207	153
MEF2D	107	51	62	90
MEGF11	84	84	100	63
MEGF6	36	30	20	34
MEGF8	1457	1211	1093	1107
MEGF9	133	106	116	87
MEIOC	139	127	147	94
MEIS1	207	176	195	143
MEIS2	454	337	379	292
MEIS3	36	33	22	26
MELK	1616	1403	1581	1203
MELTF	70	74	49	43
MEMO1	217	183	191	158
MEN1	686	564	556	611
MEPCE	1066	938	1146	839
MERTK	275	224	264	223
MESD	872	816	847	585
MESP1	46	33	27	15
MET	903	805	788	585
METAP1	1033	965	946	753
METAP1D	176	148	156	146
METAP2	3643	3765	3455	2215
METRN	120	82	88	67
METRNL	37	35	50	27
METTL1	209	172	214	155
METTL14	594	581	626	438
METTL15	200	193	179	135
METTL16	888	852	801	644
METTL17	1315	1212	1447	940
METTL18	235	222	198	122
METTL21A	229	188	196	130
METTL22	240	218	218	161
METTL23	300	305	263	179
METTL25	383	381	343	269
METTL26	551	537	530	330
METTL2A	381	384	359	273
METTL2B	562	487	450	359
METTL3	2064	1922	1944	1467
METTL4	224	195	201	167
METTL5	982	885	810	602
METTL6	625	588	564	400
METTL7A	101	66	73	45
METTL7B	23	19	20	19
METTL8	556	536	450	355
METTL9	1191	1013	989	741
MEX3A	98	80	58	66
MEX3B	56	46	54	39
MEX3C	242	214	249	177
MEX3D	188	177	217	139
MFAP1	713	805	860	530
MFAP2	34	36	49	23
MFAP3	540	467	590	422
MFAP3L	77	72	78	56
MFF	1200	1144	1102	735
MFGE8	282	310	225	228
MFHAS1	330	321	302	223
MFN1	1291	1222	1203	787
MFN2	2034	1813	1883	1592
MFSD1	749	671	737	462
MFSD10	323	234	289	252
MFSD11	363	278	337	268
MFSD12	308	287	351	255
MFSD13A	153	148	152	156
MFSD14A	53	72	63	28
MFSD14B	697	686	796	611
MFSD14C	22	17	24	24
MFSD2A	78	45	82	74
MFSD3	295	264	301	171
MFSD4B	494	441	397	414
MFSD5	313	245	333	209
MFSD6	84	70	84	60
MFSD8	447	442	383	310
MFSD9	168	155	178	120
MGA	5099	4601	4336	3539
MGARP	141	138	121	97
MGAT1	604	530	517	382
MGAT2	1251	1166	1048	814
MGAT3	29	30	25	17
MGAT4A	198	181	186	162
MGAT4B	1209	1049	1053	978
MGAT5	873	759	751	671
MGAT5B	53	35	24	26
MGME1	1009	850	869	732
MGRN1	568	446	364	462
MGST1	277	291	316	194
MGST2	184	182	191	137
MGST3	638	624	637	386
MIA2	573	570	445	370
MIA3	3846	3522	3330	2692
MIB1	2892	2701	2521	1937
MIB2	308	269	288	244
MICA	185	155	135	119
MICAL1	138	125	106	107
MICAL2	167	139	123	105
MICAL3	1694	1335	1120	1313
MICALL1	815	770	708	591
MICALL2	48	45	49	38
MICB	51	37	40	29
MICOS10	344	363	307	180
MICOS13	315	284	317	188
MICU1	1013	881	923	691
MICU2	781	715	716	541
MICU3	150	148	106	114
MID1	367	321	374	291
MID1IP1	358	326	343	239
MID2	603	498	526	484
MIDN	140	105	99	120
MIEF1	1122	945	1020	852
MIEF2	154	146	145	138
MIEN1	157	140	112	69
MIER1	1614	1523	1411	1106
MIER2	141	124	108	114
MIER3	744	783	707	517
MIF	2536	1886	2937	1483
MIF4GD	109	104	97	93
MIGA1	653	567	555	418
MIGA2	317	303	323	246
MIIP	305	269	288	239
MINAR1	159	114	157	149
MINDY1	195	143	162	136
MINDY2	212	174	198	153
MINDY3	1344	1271	1157	828
MINDY4	194	189	192	156
MINK1	789	584	592	616
MINPP1	579	501	524	372
MIOS	1156	1121	1032	684
MIPEP	680	647	603	462
MIPOL1	459	384	392	324
MIS12	428	343	423	293
MIS18A	626	631	539	395
MIS18BP1	1634	1457	1532	1130
MITD1	354	315	347	268
MITF	117	108	109	85
MKI67	13376	10642	10021	11509
MKKS	513	426	490	370
MKLN1	1505	1374	1226	1111
MKNK1	288	284	252	200
MKNK2	510	455	486	415
MKRN1	919	893	895	669
MKRN2	1128	1034	1041	778
MKRN2OS	31	29	29	24
MKRN3	23	25	19	21
MKS1	440	448	476	336
MKX	69	46	47	49
MLEC	1117	998	1047	776
MLF1	573	544	521	358
MLF2	1165	995	1016	941
MLH3	166	152	138	117
MLLT1	328	291	309	291
MLLT10	798	625	632	589
MLLT11	43	32	49	23
MLLT3	990	903	956	701
MLLT6	375	285	351	277
MLST8	488	441	673	409
MLX	368	304	399	302
MLXIP	464	338	235	434
MLXIPL	76	45	54	58
MLYCD	89	71	66	77
MMAA	39	51	55	33
MMAB	562	503	590	381
MMACHC	165	167	211	112
MMADHC	2767	2565	2575	1754
MMD	73	83	76	53
MME	55	50	32	36
MMGT1	223	213	210	185
MMP11	25	31	20	18
MMP15	40	30	37	30
MMP16	108	98	118	84
MMP17	15	17	17	19
MMP24	20	22	20	17
MMP25	40	27	21	23
MMS19	1665	1470	1629	1282
MMS22L	2082	1867	1793	1497
MMUT	764	668	610	497
MN1	32	20	13	23
MNAT1	1118	1075	881	681
MND1	414	388	333	281
MNS1	97	78	95	69
MNT	68	44	46	47
MNX1	57	65	37	42
MOAP1	347	336	272	221
MOB1A	1274	1247	1268	894
MOB1B	85	72	101	72
MOB2	135	119	183	129
MOB3A	34	22	25	29
MOB3B	64	52	40	47
MOCOS	228	197	220	174
MOCS1	270	216	278	177
MOCS2	550	485	453	344
MOCS3	285	234	211	200
MOGS	1076	973	1037	851
MOK	196	198	164	134
MON1A	368	349	331	269
MON1B	203	187	205	163
MON2	2413	2149	2247	1744
MORC2	880	791	659	728
MORC3	1245	1102	1201	941
MORC4	1350	1240	1186	904
MORF4L1	2363	2340	1867	1616
MORF4L2	7735	7906	6850	4870
MORN1	121	148	134	100
MORN2	136	147	151	110
MORN4	56	45	71	53
MOSMO	30	28	46	26
MOSPD1	318	256	280	196
MOSPD2	283	256	219	195
MOSPD3	26	17	26	24
MOV10	967	785	786	692
MOXD1	401	335	357	283
MPC1	513	399	475	287
MPC2	667	605	525	408
MPDU1	548	418	532	356
MPDZ	1261	1042	1071	824
MPG	484	454	435	306
MPHOSPH10	1491	1487	1504	1060
MPHOSPH6	561	600	539	365
MPHOSPH8	884	917	756	627
MPHOSPH9	3308	2862	3127	2493
MPI	1565	1373	1554	1169
MPLKIP	280	247	251	174
MPND	148	136	149	124
MPP1	560	517	596	490
MPP2	241	220	202	182
MPP3	261	222	172	170
MPP5	830	711	717	601
MPP6	1302	1159	970	884
MPP7	200	166	163	140
MPPE1	147	164	129	107
MPRIP	2604	2547	2427	1954
MPST	588	511	473	392
MPV17	281	279	246	215
MPV17L2	126	90	125	102
MPZL1	608	514	516	362
MPZL3	36	31	25	22
MR1	60	51	61	39
MRAS	55	41	62	40
MRE11	1850	1782	1758	1304
MREG	227	170	154	119
MRFAP1	1193	1422	1126	860
MRFAP1L1	392	474	384	287
MRGBP	357	358	326	243
MRI1	789	690	759	563
MRM1	113	94	90	86
MRM2	331	286	371	262
MRM3	800	778	784	536
MRNIP	320	271	282	267
MROH1	263	248	213	219
MROH6	24	24	27	20
MROH8	143	153	100	113
MRPL1	996	1001	894	667
MRPL10	245	242	352	215
MRPL11	1227	1234	1152	778
MRPL12	129	93	103	98
MRPL13	1268	1095	1144	690
MRPL14	756	670	716	528
MRPL15	1468	1420	1605	1077
MRPL16	1340	1317	1139	792
MRPL17	838	757	824	507
MRPL18	1202	1209	1149	820
MRPL19	1819	1635	1436	1080
MRPL2	523	478	503	364
MRPL20	1782	1799	1585	1070
MRPL21	1205	1116	1107	794
MRPL22	619	566	665	486
MRPL23	1103	985	948	617
MRPL24	1062	1071	1083	778
MRPL27	638	558	717	450
MRPL28	1112	1063	1187	795
MRPL3	3635	3319	3070	2231
MRPL32	693	685	785	520
MRPL33	327	285	284	171
MRPL34	163	160	120	101
MRPL35	524	493	499	314
MRPL36	204	184	205	95
MRPL37	3574	3289	3948	2756
MRPL38	944	826	870	652
MRPL39	1327	1162	1353	880
MRPL4	637	530	559	514
MRPL40	816	649	790	551
MRPL41	740	703	567	425
MRPL42	1042	999	1201	787
MRPL43	251	241	284	193
MRPL44	861	843	745	529
MRPL45	351	335	266	230
MRPL46	710	628	640	518
MRPL47	910	846	824	553
MRPL48	640	632	650	402
MRPL49	382	331	423	295
MRPL50	565	463	580	349
MRPL51	2316	2369	2247	1455
MRPL52	679	660	662	410
MRPL53	402	374	360	278
MRPL54	523	547	448	321
MRPL55	968	836	802	586
MRPL57	189	178	197	147
MRPL58	486	408	517	319
MRPL9	1338	1289	1083	827
MRPS10	540	477	457	328
MRPS11	591	495	632	423
MRPS12	314	241	361	293
MRPS14	532	490	448	286
MRPS15	1671	1341	1793	1186
MRPS16	1043	860	911	701
MRPS18A	425	372	437	284
MRPS18B	738	563	859	623
MRPS18C	647	591	594	377
MRPS2	831	782	865	618
MRPS21	1212	1167	1195	748
MRPS22	1539	1403	1460	996
MRPS23	1249	1179	1202	839
MRPS24	1139	1077	998	650
MRPS25	828	870	876	616
MRPS26	1071	1141	744	537
MRPS27	1751	1441	1501	1209
MRPS28	390	365	352	226
MRPS30	1147	990	1016	752
MRPS31	892	787	929	556
MRPS33	546	506	463	307
MRPS34	1403	1294	1310	898
MRPS35	1319	1321	1154	846
MRPS36	213	133	298	161
MRPS5	1452	1454	1284	944
MRPS6	167	189	210	124
MRPS7	1581	1540	1484	1026
MRPS9	1469	1317	1330	863
MRRF	590	514	557	452
MRS2	1390	1313	1230	954
MRTFA	351	290	244	316
MRTFB	346	283	287	342
MRTO4	1166	1040	1191	890
MSANTD2	273	269	281	246
MSANTD3	294	305	264	193
MSANTD4	465	469	391	305
MSH2	4491	4167	4075	3050
MSH3	1816	1543	1523	1228
MSH4	66	68	66	55
MSH6	10018	9392	9055	6529
MSI1	120	93	64	77
MSI2	443	395	415	333
MSL1	505	503	394	321
MSL2	625	556	615	581
MSL3	456	463	447	319
MSMO1	660	634	646	448
MSMP	101	104	122	111
MSN	1156	1124	1038	912
MSRA	49	37	44	31
MSRB1	36	35	66	33
MSRB2	132	124	128	71
MSRB3	88	86	79	57
MSS51	77	63	74	62
MST1	127	93	100	107
MSTO1	115	105	161	99
MSX1	79	59	68	45
MSX2	105	99	107	93
MT1X	35	20	29	20
MT2A	22	19	30	13
MTA1	1617	1500	1322	1309
MTA2	4851	4069	5292	3762
MTA3	532	535	504	352
MTAP	737	645	681	503
MTBP	949	937	922	682
MTCH1	1718	1550	1453	1104
MTCH2	2479	2191	2272	1554
MTCL1	473	434	387	384
MTCP1	35	21	55	28
MTDH	3263	3033	2919	2335
MTERF1	398	302	305	277
MTERF2	408	411	347	255
MTERF3	690	630	734	505
MTERF4	406	431	465	309
MTF1	204	171	172	162
MTF2	1993	1908	2014	1393
MTFMT	464	333	364	270
MTFP1	33	29	35	19
MTFR1	683	695	604	426
MTFR1L	460	384	445	315
MTFR2	310	272	253	205
MTG2	357	328	311	257
MTHFD1	6732	6021	5757	5110
MTHFD1L	2861	2748	2391	2138
MTHFD2	2770	2638	2776	1892
MTHFD2L	136	124	123	81
MTHFR	191	181	182	169
MTHFSD	180	165	163	122
MTIF2	2227	2097	2085	1412
MTIF3	837	701	792	534
MTLN	51	33	23	21
MTM1	305	336	293	219
MTMR1	1458	1376	1378	1081
MTMR10	375	335	359	257
MTMR11	24	23	30	25
MTMR12	673	591	505	459
MTMR14	679	597	660	500
MTMR2	1499	1386	1339	1135
MTMR3	981	858	788	767
MTMR4	1955	1707	1800	1409
MTMR6	551	532	518	371
MTMR7	101	98	90	79
MTMR8	159	136	120	94
MTMR9	270	254	309	194
MTO1	1014	983	939	715
MTOR	5118	4476	4904	3902
MTPAP	835	796	834	618
MTPN	643	576	618	421
MTR	5933	5526	5140	4260
MTREX	4745	4635	4293	3017
MTRF1	251	217	213	177
MTRF1L	221	186	234	147
MTRNR2L1	46	68	72	98
MTRR	853	670	804	653
MTSS1	80	60	81	66
MTSS1L	345	314	330	301
MTURN	124	110	92	72
MTUS1	571	523	428	433
MTX1	352	288	328	203
MTX2	732	695	801	532
MTX3	358	311	341	279
MUL1	365	300	323	240
MUS81	397	327	381	293
MUTYH	226	233	236	167
MVB12A	296	293	272	227
MVB12B	111	70	84	73
MVD	316	274	364	259
MVK	282	241	270	185
MVP	14	15	13	12
MXD1	61	60	61	58
MXD3	120	91	90	82
MXD4	345	320	380	222
MXI1	270	198	268	228
MXRA7	76	92	72	51
MXRA8	19	28	26	17
MYADM	30	31	39	26
MYB	83	63	36	37
MYBBP1A	4006	3502	3468	3104
MYBL1	502	475	456	349
MYBL2	2790	2612	2444	2306
MYC	1377	1113	1519	1148
MYCBP	289	304	240	149
MYCBP2	7270	6344	6242	5296
MYCL	29	37	33	25
MYD88	26	27	12	17
MYDGF	561	566	615	359
MYEF2	386	440	371	255
MYH10	8434	8205	6929	6299
MYH11	76	77	48	82
MYH14	438	393	367	325
MYH15	93	86	77	88
MYH3	163	153	108	119
MYH7B	28	12	32	36
MYH9	7624	6890	6429	6333
MYL12A	491	390	552	386
MYL12B	541	488	625	478
MYL5	69	52	54	43
MYL6	3639	3428	4008	2752
MYL6B	624	677	610	462
MYLIP	271	258	234	201
MYLK	168	133	148	126
MYLK2	21	26	21	22
MYNN	783	712	722	549
MYO10	773	674	654	578
MYO15A	39	33	23	27
MYO15B	45	45	34	37
MYO18A	424	402	363	362
MYO19	1258	1087	1146	1037
MYO1B	1531	1375	1525	1052
MYO1C	841	738	717	700
MYO1D	752	620	613	525
MYO1E	509	466	570	448
MYO1F	23	18	19	14
MYO3A	433	335	291	268
MYO5A	936	893	870	718
MYO5B	217	180	200	150
MYO5C	732	677	595	579
MYO6	1180	1142	854	825
MYO7A	22	21	27	16
MYO9A	2891	2626	2573	2208
MYO9B	953	837	707	845
MYOF	23	16	15	16
MYOM2	118	95	90	65
MYORG	32	26	25	35
MYOT	49	51	29	40
MYPOP	48	46	31	26
MYRF	69	47	42	41
MYRIP	28	17	23	30
MYSM1	2112	2029	1594	1571
MYT1	40	28	36	19
MZF1	229	164	154	171
MZT1	266	275	270	155
MZT2A	350	364	324	238
MZT2B	657	639	543	425
N4BP2	1145	1066	992	844
N4BP2L2	910	794	808	636
N4BP3	26	20	18	15
N6AMT1	119	119	128	89
NAA10	2588	2543	2538	1957
NAA15	5650	5204	4691	4035
NAA16	972	961	714	680
NAA20	780	850	679	474
NAA25	2974	2741	2475	2090
NAA30	311	287	286	184
NAA35	1436	1350	1262	1026
NAA38	808	726	835	561
NAA40	396	401	270	255
NAA50	2024	1972	1843	1302
NAA60	82	56	82	86
NAA80	47	29	42	42
NAAA	230	199	158	126
NAALAD2	79	85	58	49
NAB1	399	365	354	294
NAB2	90	103	65	45
NABP1	109	138	125	97
NABP2	584	502	525	339
NACA	9315	8202	10052	6373
NACC1	705	572	454	505
NACC2	160	118	125	106
NADK	895	780	711	607
NADK2	692	693	570	422
NADSYN1	511	459	515	411
NAE1	3636	3416	3260	2279
NAF1	577	597	382	476
NAGA	350	285	405	275
NAGK	206	210	218	152
NAGLU	350	296	322	254
NAGPA	204	184	173	139
NAGS	32	18	23	16
NAIF1	57	72	51	43
NAMPT	663	615	669	447
NANP	202	198	199	138
NANS	1560	1489	1546	991
NAP1L1	8948	9545	7756	5985
NAP1L2	114	132	120	82
NAP1L3	466	429	371	255
NAP1L4	2654	2540	2489	1925
NAPA	644	625	573	547
NAPB	159	129	135	99
NAPEPLD	181	169	101	101
NAPG	369	391	345	262
NAPRT	195	141	151	125
NARF	745	747	709	521
NARS	3395	3400	3412	2305
NARS2	1008	989	909	719
NASP	6255	6194	6406	4339
NAT1	100	88	96	74
NAT10	2591	2373	2510	2223
NAT14	113	87	105	67
NAT8L	50	57	50	40
NAT9	248	224	213	154
NAV1	336	231	187	294
NAV2	111	72	61	114
NAXD	204	176	179	145
NAXE	1606	1356	1605	1104
NBAS	2293	2091	2211	1672
NBDY	140	121	121	75
NBEA	2063	1941	1751	1513
NBEAL1	993	841	901	728
NBEAL2	1340	992	1007	1087
NBL1	73	61	63	47
NBN	2496	2313	2391	1664
NBPF1	381	338	371	264
NBPF10	105	86	85	78
NBPF11	61	56	56	46
NBPF12	253	224	210	173
NBPF14	99	73	45	53
NBPF15	182	153	150	132
NBPF20	13	11	17	21
NBPF26	27	13	16	29
NBPF3	289	297	284	218
NBPF9	129	141	89	77
NBR1	1484	1374	1448	1130
NCAM1	256	241	230	228
NCAPD2	5440	4954	4817	4110
NCAPD3	4910	4137	4583	3889
NCAPG	4594	4384	4507	3284
NCAPG2	3798	3283	2992	2612
NCAPH	2116	1917	2032	1598
NCAPH2	1673	1521	1574	1242
NCBP1	2711	2570	2582	2072
NCBP2	355	329	339	258
NCBP3	1273	1261	1159	987
NCDN	673	589	641	614
NCEH1	90	83	119	63
NCK1	475	442	434	310
NCK2	252	240	222	204
NCKAP1	5459	5147	4866	3855
NCKAP5L	400	342	361	351
NCKIPSD	810	684	800	657
NCL	25852	28779	27995	19214
NCLN	927	867	893	722
NCOA1	845	641	771	715
NCOA2	1564	1346	1439	1201
NCOA3	999	781	894	771
NCOA4	2883	2447	2844	2013
NCOA5	889	833	822	830
NCOA6	1049	822	696	1005
NCOA7	434	356	318	302
NCOR1	4287	3732	3813	3527
