	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
MKS1	478	516	201	271
MKX	0	0	0	1
MLEC	764	1138	423	539
MLF1	478	425	167	250
MLF2	2550	2859	1087	1498
MLH3	389	407	156	192
MLLT1	767	999	382	550
MLLT10	332	297	131	165
MLLT3	488	494	214	292
MLLT6	101	108	43	65
MLST8	531	646	228	347
MLX	826	975	335	503
MLXIP	411	503	208	282
MLXIPL	58	66	20	34
MLYCD	111	163	51	74
MMAA	53	81	34	41
MMAB	482	614	235	334
MMACHC	267	371	131	175
MMADHC	1690	2174	858	1161
MMD	15	40	25	18
MMGT1	427	520	216	282
MMP16	1	2	0	0
MMS19	1287	1560	572	805
MMS22L	1047	1207	467	594
MMUT	1040	1099	485	613
MNAT1	837	858	393	459
MND1	395	454	159	198
MNS1	285	337	155	180
MNX1	187	257	81	135
MOAP1	629	690	273	372
MOB1A	1393	1639	710	813
MOB1B	275	303	118	183
MOB2	151	187	86	103
MOB3B	92	94	34	54
MOCOS	64	79	34	35
MOCS1	172	204	76	115
MOCS2	510	609	256	329
MOCS3	372	456	175	224
MOGS	710	934	316	453
MOK	72	87	35	47
MON1A	103	149	67	76
MON1B	194	267	97	121
MON2	1832	2047	948	1119
MORC2	1205	1666	655	846
MORC3	715	777	379	426
MORC4	1098	1187	501	608
MORF4L1	883	1217	509	611
MORF4L2	3688	4519	1837	2274
MORN1	121	139	62	68
MORN2	178	224	110	131
MORN4	49	36	17	32
MOSMO	18	24	6	17
MOSPD1	171	150	75	81
MOSPD2	474	545	202	266
MOV10	1124	1434	537	714
MOXD1	398	366	142	231
MPC1	532	651	236	334
MPC2	631	774	278	353
MPDU1	573	639	256	347
MPDZ	632	686	289	410
MPG	594	752	294	394
MPHOSPH10	832	1047	401	519
MPHOSPH6	496	551	262	285
MPHOSPH8	226	276	131	173
MPHOSPH9	491	552	275	293
MPI	956	1140	454	599
MPLKIP	494	655	245	298
MPND	80	104	52	61
MPP1	960	1054	378	539
MPP2	350	431	144	197
MPP3	39	45	20	32
MPP5	400	404	170	216
MPP6	542	609	249	333
MPP7	436	518	181	251
MPPE1	39	50	21	24
MPRIP	301	396	132	188
MPST	682	886	337	473
MPV17	331	407	154	208
MPV17L2	352	471	192	249
MPZL1	656	713	302	378
MR1	78	82	33	50
MRAP	1	0	0	0
MRAS	21	31	13	33
MRE11	1189	1359	566	686
MREG	87	97	32	54
MRFAP1	1225	2159	708	1003
MRFAP1L1	226	351	132	200
MRGBP	131	160	75	71
MRI1	660	830	287	406
MRM1	59	71	28	47
MRM2	255	383	122	179
MRM3	698	800	328	473
MRNIP	99	105	44	63
MROH1	65	64	28	33
MROH8	211	328	121	181
MRPL1	576	701	273	365
MRPL10	712	839	315	422
MRPL11	583	780	324	385
MRPL12	52	86	30	27
MRPL13	1721	1913	835	1071
MRPL14	1601	2002	704	1037
MRPL15	1203	1451	640	772
MRPL16	1409	1694	705	855
MRPL17	1162	1290	508	697
MRPL18	971	1193	424	602
MRPL19	1309	1718	676	889
MRPL2	1311	1349	567	770
MRPL20	2714	3023	1148	1599
MRPL21	1080	1181	450	609
MRPL22	1802	1900	864	1053
MRPL23	1337	1500	555	856
MRPL24	1179	1531	557	847
MRPL27	1090	1487	566	716
MRPL28	3230	3950	1479	2050
MRPL3	2944	3841	1529	1964
MRPL32	1066	1381	563	716
MRPL33	561	659	306	375
MRPL34	376	541	175	267
MRPL35	342	463	188	242
MRPL36	266	377	140	155
MRPL37	2962	3399	1329	1870
MRPL38	1031	1331	488	663
MRPL39	2218	2893	1170	1426
MRPL4	2648	3293	1266	1638
MRPL40	1180	1182	547	613
MRPL41	1102	1569	554	825
MRPL42	1451	1504	665	866
MRPL43	1198	1472	578	838
MRPL44	1488	1868	825	1011
MRPL45	401	534	196	337
MRPL46	538	637	260	358
MRPL47	1163	1271	535	646
MRPL48	481	512	200	300
MRPL49	556	793	288	411
MRPL50	421	424	165	233
MRPL51	1563	2312	741	1145
MRPL52	829	1060	467	526
MRPL53	594	832	291	397
MRPL54	362	505	179	295
MRPL55	685	933	335	521
MRPL57	577	649	214	358
MRPL58	680	842	343	492
MRPL9	1146	1539	597	820
MRPS10	852	1051	500	626
MRPS11	520	660	227	338
MRPS12	1152	1446	496	780
MRPS14	535	722	266	336
MRPS15	1571	1757	637	919
MRPS16	1359	1555	678	884
MRPS18A	957	1096	487	622
MRPS18B	2051	2264	908	1265
MRPS18C	562	645	263	312
MRPS2	2179	2486	996	1402
MRPS21	781	1171	472	657
MRPS22	1465	1620	724	911
MRPS23	1933	2283	938	1201
MRPS24	970	1130	432	611
MRPS25	519	694	276	336
MRPS26	1010	1551	476	748
MRPS27	1263	1394	578	790
MRPS28	719	822	327	406
MRPS30	1753	2035	874	1053
MRPS31	1491	1707	726	980
MRPS33	593	720	289	367
MRPS34	1382	2092	658	930
MRPS35	2317	2608	1121	1385
MRPS36	211	266	115	169
MRPS5	820	1058	397	503
MRPS6	408	554	245	275
MRPS7	1753	2136	813	1108
MRPS9	1082	1166	543	652
MRRF	225	239	110	143
MRS2	416	596	207	284
MRTFA	374	534	169	282
MRTFB	357	427	153	208
MRTO4	1284	1868	698	990
MSANTD2	44	93	22	29
MSANTD3	102	116	50	72
MSANTD4	288	350	133	183
MSH2	3901	4069	1811	2191
MSH3	1270	1339	589	753
MSH4	1	1	0	0
MSH6	5041	6122	2599	3258
MSI1	335	360	158	220
MSI2	802	901	354	473
MSL1	195	266	95	103
MSL2	353	398	155	207
MSL3	206	302	106	109
MSMO1	1018	1114	444	579
MSMP	6	1	1	0
MSN	1424	1904	760	1018
MSRA	79	141	59	55
MSRB1	160	197	68	93
MSRB2	266	347	116	184
MSRB3	158	227	70	90
MSS51	2	1	1	5
MST1	1	2	1	0
MSTO1	23	59	10	27
MSX1	129	173	51	89
MSX2	603	781	349	510
MTA1	1521	2026	772	1106
MTA2	2499	2882	1179	1667
MTA3	973	988	436	560
MTAP	336	457	187	214
MTBP	355	388	163	207
MTCH1	1336	1740	596	896
MTCH2	1866	1945	846	1068
MTCL1	108	142	45	84
MTDH	1883	2124	878	1120
MTERF1	264	318	135	152
MTERF2	271	277	99	133
MTERF3	753	720	357	387
MTERF4	550	607	271	339
MTF1	154	190	67	99
MTF2	807	860	400	440
MTFMT	293	340	138	190
MTFR1	326	328	125	151
MTFR1L	358	456	175	209
MTFR2	304	314	136	203
MTG2	356	387	135	211
MTHFD1	5695	6707	2802	3589
MTHFD1L	1461	1593	674	903
MTHFD2	1308	1407	571	793
MTHFD2L	127	138	45	87
MTHFR	157	213	74	111
MTHFSD	161	177	68	81
MTIF2	583	632	228	328
MTIF3	270	264	119	158
MTM1	262	326	121	199
MTMR1	773	958	365	452
MTMR10	139	174	66	80
MTMR12	341	378	178	195
MTMR14	488	600	231	320
MTMR2	849	973	397	502
MTMR3	447	516	172	289
MTMR4	683	816	329	424
MTMR6	1155	1341	614	716
MTMR7	131	122	44	54
MTMR8	79	93	44	49
MTMR9	282	339	151	170
MTO1	809	849	357	462
MTOR	2104	2625	1014	1404
MTPAP	1281	1428	669	780
MTPN	1620	2164	823	1090
MTR	1577	2117	846	1079
MTREX	3100	3696	1583	1872
MTRF1	206	181	77	98
MTRF1L	74	104	48	51
MTRNR2L1	1	3	3	5
MTRR	592	709	308	389
MTSS1	70	86	38	54
MTSS1L	401	508	180	283
MTURN	130	118	39	74
MTUS1	431	416	146	209
MTX1	520	586	234	338
MTX2	866	962	390	532
MTX3	229	261	109	139
MUL1	528	641	231	331
MUS81	188	234	102	99
MUTYH	138	151	53	92
MVB12A	650	754	297	386
MVB12B	143	157	64	91
MVD	195	284	120	142
MVK	248	324	98	166
MXD1	135	186	79	98
MXD3	45	65	32	43
MXD4	304	544	201	305
MXI1	418	437	179	233
MXRA7	55	93	39	68
MYB	107	112	30	45
MYBBP1A	5646	7504	2714	3825
MYBL1	83	85	19	41
MYBL2	1507	1964	707	935
MYC	2591	2545	1020	1446
MYCBP2	873	834	399	538
MYDGF	759	1074	469	607
MYEF2	942	1191	487	610
MYH10	4776	5586	2439	3066
MYH11	22	8	1	6
MYH14	641	878	314	455
MYH15	3	1	1	0
MYH3	11	10	4	3
MYH9	8173	11101	4293	5727
MYL12A	851	925	364	538
MYL12B	1318	1562	637	875
MYL5	26	23	14	21
MYL6	5631	7633	2839	3776
MYL6B	151	176	70	94
MYLIP	178	212	81	112
MYLK	35	54	29	20
MYNN	223	223	100	120
MYO10	1030	1340	564	690
MYO18A	281	368	124	191
MYO19	312	328	142	174
MYO1B	1590	1949	838	1086
MYO1C	1338	1489	596	764
MYO1D	901	860	424	480
MYO1E	538	557	217	295
MYO3A	187	156	88	94
MYO5A	826	919	322	463
MYO5B	228	292	121	156
MYO5C	437	548	218	284
MYO6	2600	3078	1298	1643
MYO9A	497	494	251	276
MYO9B	499	682	274	385
MYOM2	120	107	43	68
MYOT	3	5	3	1
MYRF	12	11	5	7
MYSM1	218	263	88	92
MZF1	47	64	18	21
MZT1	593	604	282	342
MZT2A	220	282	101	171
MZT2B	503	816	282	417
N4BP2	385	445	182	237
N4BP2L2	1165	1273	570	675
N6AMT1	143	141	66	86
NAA10	2644	3557	1329	1940
NAA15	4653	5133	2379	2889
NAA16	615	708	305	383
NAA20	768	1026	398	499
NAA25	1942	2098	979	1135
NAA30	194	296	89	169
NAA35	1065	1250	577	691
NAA38	796	1098	390	579
NAA40	267	347	122	168
NAA50	1854	1789	773	1095
NAA60	207	204	115	121
NAA80	31	29	16	17
NAAA	175	207	81	100
NAALAD2	60	36	17	27
NAB1	144	180	64	91
NAB2	161	244	91	113
NABP1	113	151	53	51
NABP2	733	905	347	510
NACA	7064	7594	3223	4027
NACC1	978	1265	490	655
NACC2	307	381	138	240
NADK	417	461	208	245
NADK2	488	548	248	245
NADSYN1	287	370	138	216
NAE1	3457	3268	1463	1746
NAF1	740	902	358	448
NAGA	328	401	173	196
NAGK	304	460	139	244
NAGLU	278	327	124	155
NAGPA	79	131	53	49
NAIF1	98	124	55	79
NAMPT	635	653	298	381
NANP	152	135	64	69
NANS	1215	1486	570	809
NAP1L1	4474	6030	2381	2980
NAP1L2	84	101	45	51
NAP1L3	125	120	46	75
NAP1L4	2279	2924	1175	1433
NAPA	1098	1202	558	681
NAPB	81	92	21	38
NAPEPLD	86	96	43	56
NAPG	664	660	290	376
NAPRT	153	149	47	88
NARF	249	319	107	182
NARS	3114	3854	1517	1791
NARS2	322	411	166	207
NASP	4544	6088	2412	3078
NAT1	76	100	58	69
NAT10	1578	2014	831	1019
NAT14	100	105	46	69
NAT8L	321	389	197	252
NAT9	293	400	162	212
NAV1	226	305	113	165
NAV2	158	145	62	95
NAXD	146	172	71	89
NAXE	1950	2306	854	1170
NBAS	757	959	408	482
NBDY	383	445	173	240
NBEA	529	552	284	305
NBEAL1	347	373	158	178
NBEAL2	223	238	96	145
NBL1	247	365	137	205
NBN	822	899	380	480
NBPF1	24	35	13	19
NBPF10	1	0	0	0
NBPF11	3	1	1	1
NBPF12	2	3	6	0
NBPF14	1	1	0	1
NBPF15	7	5	1	2
NBPF20	4	2	0	2
NBPF3	30	47	14	22
NBPF9	3	1	2	0
NBR1	1192	1349	519	725
NCAM1	543	748	320	404
NCAPD2	5513	6959	2658	3585
NCAPD3	2756	3062	1377	1641
NCAPG	3059	3422	1513	1733
NCAPG2	2655	2883	1193	1515
NCAPH	1687	1932	875	1086
NCAPH2	866	1209	398	550
NCBP1	2261	2719	1126	1430
NCBP2	726	930	340	520
NCBP3	1035	1295	506	620
NCDN	995	1374	537	739
NCEH1	134	162	53	98
NCK1	279	332	120	168
NCK2	153	203	75	97
NCKAP1	3515	3512	1622	1948
NCKAP5L	456	634	214	307
NCKIPSD	330	386	137	197
NCL	26331	33979	13767	17661
NCLN	1139	1474	539	801
NCOA1	418	426	192	227
NCOA2	488	485	256	291
NCOA3	623	678	291	393
NCOA4	1851	2397	1087	1370
NCOA5	632	1180	417	544
NCOA6	400	488	206	234
NCOA7	442	457	205	244
NCOR1	1070	1159	485	612
NCOR2	987	1091	425	586
NCR3LG1	401	478	179	273
NCS1	229	355	114	144
NCSTN	1447	1605	627	907
NDC1	1699	1898	771	1031
NDC80	1184	1309	641	725
NDE1	229	314	128	179
NDEL1	213	206	83	85
NDFIP1	1689	1992	790	982
NDFIP2	869	1072	446	576
NDNF	233	249	97	124
NDOR1	262	402	154	197
NDRG1	2086	2237	921	1311
NDRG2	279	350	130	204
NDRG3	810	887	363	534
NDRG4	126	123	58	64
NDST1	187	244	93	114
NDST2	10	8	2	7
NDUFA1	1675	2134	843	1137
NDUFA10	2866	3483	1398	1800
NDUFA11	683	884	282	452
NDUFA12	1661	1878	777	1020
NDUFA13	726	1007	367	521
NDUFA2	1250	1620	574	867
NDUFA3	667	893	313	414
NDUFA4	954	1229	544	563
NDUFA5	479	539	261	306
NDUFA6	1464	1654	672	893
NDUFA8	1490	1713	678	883
NDUFA9	368	592	182	284
NDUFAB1	2740	2965	1293	1532
NDUFAF1	429	558	209	288
NDUFAF2	182	240	98	120
NDUFAF3	1347	1574	548	779
NDUFAF4	934	1100	433	571
NDUFAF5	257	252	113	128
NDUFAF6	187	159	75	93
NDUFAF7	317	396	144	196
NDUFAF8	272	362	131	179
NDUFB1	1048	1033	408	550
NDUFB10	1792	2192	849	1184
NDUFB11	2978	3760	1334	1846
NDUFB2	1748	2300	918	1181
NDUFB3	528	576	235	317
NDUFB4	1224	1387	586	794
NDUFB5	987	1141	542	600
NDUFB6	1007	1194	494	635
NDUFB7	1267	2117	643	996
NDUFB8	434	450	180	232
NDUFB9	1418	2183	824	1040
NDUFC1	498	561	214	279
NDUFC2	551	607	287	330
NDUFS1	5160	5553	2373	2865
NDUFS2	3307	3950	1507	2149
NDUFS3	1833	2234	889	1180
NDUFS4	774	810	335	453
NDUFS5	2685	4190	1494	2023
NDUFS6	1504	2363	781	1119
NDUFS7	1160	1534	570	782
NDUFS8	2128	2463	963	1296
NDUFV1	2010	2606	925	1373
NDUFV2	1347	1264	552	741
NDUFV3	1125	1318	520	713
NEB	10	5	2	1
NEBL	192	219	96	100
NECAB3	139	159	49	88
NECAP1	508	550	234	302
NECAP2	522	738	246	377
NECTIN1	86	131	53	67
NECTIN2	554	727	232	315
NECTIN3	133	140	61	93
NEDD1	1056	1121	479	566
NEDD4	439	440	200	259
NEDD4L	479	561	249	294
NEDD8	0	0	0	0
NEFL	1306	1558	579	814
NEFM	231	189	62	91
NEIL1	28	33	15	21
NEIL2	76	106	39	45
NEIL3	633	750	328	400
NEK1	352	377	173	195
NEK10	39	60	24	19
NEK11	31	53	11	18
NEK2	507	594	245	345
NEK3	359	363	174	231
NEK4	402	461	169	224
NEK6	499	569	204	299
NEK7	377	448	190	213
NEK9	793	1026	437	508
NELFA	446	615	220	342
NELFB	947	1173	438	581
NELFCD	1822	2166	790	1110
NELFE	1714	2058	873	1110
NELL2	481	611	232	286
NEMF	872	988	437	499
NEMP1	1024	1379	499	632
NEMP2	59	91	37	51
NENF	413	571	198	269
NEO1	1216	1502	658	774
NEPRO	431	493	202	238
NES	10	27	8	8
NET1	1267	1453	539	737
NETO2	291	320	124	159
NEU1	527	758	285	348
NEU3	240	289	81	129
NEURL4	381	543	167	274
NEXMIF	0	2	0	1
NEXN	138	146	56	90
NF1	1397	1345	608	833
NF2	451	519	237	278
NFAT5	861	849	356	447
NFATC1	249	271	93	115
NFATC2IP	383	539	180	260
NFATC3	427	490	199	240
NFATC4	96	116	49	64
NFE2L1	1589	1902	787	1027
NFE2L2	1029	1203	473	621
NFE2L3	190	203	90	112
NFIA	468	590	279	322
NFIB	490	574	211	317
NFIL3	142	134	69	75
NFIX	245	309	117	184
NFKB1	390	506	203	244
NFKB2	285	328	136	189
NFKBIA	301	406	180	282
NFKBIB	447	606	221	276
NFKBIL1	164	211	74	118
NFKBIZ	17	36	19	20
NFRKB	788	910	370	529
NFS1	437	451	199	233
NFU1	742	768	308	425
NFX1	686	853	349	434
NFXL1	770	943	411	457
NFYA	453	565	223	273
NFYB	431	419	206	253
NFYC	977	1269	507	653
NGDN	720	937	364	490
NGEF	191	217	86	110
NGLY1	536	607	233	276
NGRN	269	365	156	171
NHEJ1	335	369	159	198
NHLRC2	1245	1399	687	748
NHLRC3	214	273	100	130
NHP2	1483	1854	672	925
NHSL1	546	610	257	310
NID1	1381	1684	596	872
NID2	507	583	223	271
NIF3L1	606	696	299	363
NIFK	1052	1151	485	685
NIN	578	709	340	402
NINJ1	98	89	33	76
NINL	89	93	28	49
NIP7	502	701	285	366
NIPA1	155	215	66	99
NIPA2	468	482	204	237
NIPAL1	99	124	66	73
NIPAL2	21	38	14	13
NIPAL3	207	279	90	131
NIPBL	1515	1811	859	985
NIPSNAP1	1127	1247	453	638
NIPSNAP2	1109	1119	505	616
NIPSNAP3A	584	556	233	298
NISCH	821	941	401	507
NIT1	509	544	194	277
NIT2	572	726	292	367
NKAP	898	957	410	493
NKAPD1	259	273	93	157
NKD2	67	107	44	57
NKIRAS1	275	293	127	152
NKIRAS2	370	460	159	256
NKRF	1675	1825	856	1041
NKTR	437	561	196	240
NKX2-5	230	298	112	150
NKX6-1	88	125	32	41
NLE1	709	890	299	477
NLGN1	72	58	25	40
NLGN2	62	90	16	41
NLK	60	80	22	28
NLN	874	937	370	476
NLRC4	0	1	0	0
NLRP14	4	2	0	2
NLRX1	143	172	68	102
NMB	40	60	19	29
NMD3	903	1071	464	577
NME1	1936	2518	940	1235
NME1-NME2	1844	2460	911	1293
NME3	491	690	232	334
NME4	1063	1323	426	668
NME6	177	210	90	118
NME7	407	497	205	257
NMNAT1	87	131	58	70
NMRAL1	4	1	0	3
NMRK1	39	38	18	23
NMT1	1986	2567	950	1347
NMT2	473	454	211	250
NMU	476	479	193	243
NNT	615	710	311	413
NOA1	518	560	251	348
NOB1	631	732	268	385
NOC2L	3318	4206	1627	2367
NOC3L	1800	1976	850	1039
NOC4L	996	1364	455	650
NOCT	516	596	212	321
NOD1	24	19	6	5
NOL10	1008	1166	511	621
NOL11	3011	3473	1588	1771
NOL6	954	1265	467	692
NOL7	2340	2832	1202	1545
NOL8	521	675	283	375
NOL9	1990	2470	928	1241
NOLC1	6906	8259	3233	4249
NOM1	542	720	269	350
NOMO1	196	230	93	101
NOMO2	75	90	36	36
NOMO3	44	59	22	22
NONO	7640	10408	4068	5656
NOP10	1022	1252	451	646
NOP14	1815	2348	973	1222
NOP16	833	1016	374	530
NOP2	2475	3435	1304	1669
NOP53	438	660	271	365
NOP56	2598	3533	1440	1981
NOP58	2488	3003	1314	1655
NOP9	325	545	181	277
NOS1AP	103	164	51	76
NOSIP	1045	1440	545	784
NOSTRIN	0	0	0	0
NOTCH1	391	612	234	289
NOTCH2	1712	2319	881	1225
NOTCH3	471	447	168	246
NOVA1	84	90	44	61
NOXA1	7	4	0	6
NOXO1	1	0	0	0
NPAS1	141	120	37	84
NPAS2	50	61	23	34
NPAT	674	698	287	396
NPC1	954	1041	436	544
NPC2	747	819	350	468
NPDC1	267	354	110	171
NPEPL1	3	7	6	3
NPEPPS	2251	2774	1150	1439
NPHP1	103	112	45	49
NPHP3	105	140	60	65
NPHP4	195	257	83	132
NPL	29	19	16	12
NPLOC4	1223	1463	625	844
NPM1	1805	2744	1054	1369
NPM3	674	869	316	412
NPNT	154	189	74	110
NPRL2	286	331	127	171
NPRL3	818	964	411	543
NPTN	960	1222	476	696
NPTX1	387	498	148	266
NPTX2	159	191	76	100
NQO1	135	143	57	73
NQO2	421	463	176	250
NR1D2	797	834	381	488
NR1H2	136	166	53	70
NR1H3	63	71	34	44
NR1I3	17	9	7	8
NR2C1	762	931	344	468
NR2C2	315	350	115	175
NR2C2AP	154	194	67	84
NR2F1	254	374	114	184
NR2F2	509	670	248	339
NR2F6	520	665	232	346
NR3C1	784	973	407	470
NR3C2	289	301	120	173
NR6A1	34	44	20	23
NRARP	142	155	47	108
NRAS	836	899	404	501
NRBF2	119	145	70	71
NRBP1	1165	1298	529	682
NRBP2	29	42	15	22
NRCAM	524	631	248	347
NRDC	3770	4340	1806	2227
NRDE2	606	750	359	412
NREP	51	40	15	30
NRF1	409	517	218	273
NRIP1	320	405	180	204
NRIP2	4	1	0	0
NRIP3	88	106	45	60
NRN1	220	265	102	129
NRP1	647	990	390	516
NRP2	219	260	98	143
NRSN2	449	516	188	258
NRXN3	108	148	70	75
NSA2	333	383	159	237
NSD1	1692	1973	827	1067
NSD2	1153	1390	490	705
NSD3	752	856	371	537
NSDHL	877	1206	525	657
NSF	676	854	382	462
NSFL1C	1108	1447	597	778
NSL1	569	580	267	317
NSMAF	161	191	80	93
NSMCE1	513	539	201	267
NSMCE2	292	333	135	188
NSMCE3	397	545	220	291
NSMCE4A	965	1141	438	530
NSMF	106	149	52	70
NSRP1	377	474	244	236
NSUN2	3423	4003	1668	2148
NSUN3	283	307	124	184
NSUN4	288	407	130	182
NSUN5	266	349	102	168
NSUN6	279	300	138	179
NT5C	286	392	140	174
NT5C2	735	914	381	467
NT5C3A	255	210	123	156
NT5C3B	484	696	270	326
NT5DC1	885	1001	412	530
NT5DC2	945	1221	448	641
NT5DC3	314	354	143	189
NT5M	2	10	5	4
NTAN1	83	96	40	44
NTHL1	439	627	236	293
NTMT1	1128	1306	482	696
NTN1	360	506	188	270
NTPCR	600	746	293	330
NUAK1	119	152	55	73
NUB1	2207	2464	1075	1306
NUBP1	264	301	133	198
NUBP2	578	789	289	382
NUBPL	288	332	120	139
NUCB1	1116	1444	511	749
NUCB2	927	954	471	556
NUCKS1	3974	5228	2240	2717
NUDC	3330	4510	1724	2420
NUDCD1	919	1005	387	518
NUDCD2	605	730	281	389
NUDCD3	724	975	366	464
NUDT1	425	586	220	282
NUDT11	25	47	10	16
NUDT12	734	860	313	393
NUDT13	26	29	9	8
NUDT14	105	140	49	73
NUDT15	421	583	219	349
NUDT16	207	275	82	155
NUDT16L1	305	419	160	215
NUDT17	29	44	15	27
NUDT19	2645	3341	1315	1853
NUDT2	161	149	69	90
NUDT21	1703	2049	861	1113
NUDT22	106	102	43	82
NUDT5	2024	2563	1015	1297
NUDT6	86	79	34	38
NUDT7	89	86	37	46
NUDT8	70	91	26	48
NUDT9	351	395	135	201
NUF2	1303	1549	656	787
NUFIP1	265	408	173	182
NUFIP2	1176	1559	608	740
NUMA1	2628	3550	1312	1888
NUMB	395	537	186	245
NUMBL	265	332	128	187
NUP107	4213	4785	2039	2514
NUP133	3709	4465	1770	2237
NUP153	4108	4554	1950	2351
NUP155	8139	8208	3588	4614
NUP160	2641	3161	1303	1653
NUP188	4794	5689	2335	3135
NUP205	6349	7437	3069	3775
NUP210	3084	3849	1328	1872
NUP210L	1	0	0	0
NUP214	2432	3304	1263	1642
NUP35	499	604	261	337
NUP37	1581	2026	819	974
NUP43	2268	2487	1068	1278
NUP50	182	226	86	128
NUP54	1191	1376	650	786
NUP58	1978	2080	920	1127
NUP62	1362	1636	610	885
NUP62CL	300	293	139	168
NUP85	1738	1986	766	1067
NUP88	2429	2598	1162	1488
NUP93	2187	2607	1141	1446
NUP98	3130	3754	1520	1896
NUPL2	639	834	353	381
NUS1	49	39	13	26
NUSAP1	2877	3010	1349	1686
NUTF2	1263	1117	506	750
NVL	854	1035	455	581
NXF1	979	1321	546	749
NXN	632	774	286	369
NXPE3	149	173	66	80
NXT1	150	213	97	106
NXT2	76	107	38	47
NYNRIN	319	330	136	156
OAF	89	175	43	109
OARD1	187	178	77	108
OAT	5077	6101	2397	3096
OAZ1	930	1303	498	712
OAZ2	422	573	198	316
OBSCN	23	32	15	21
OBSL1	1483	2152	749	1074
OCA2	57	82	31	35
OCIAD1	2272	2265	1046	1307
OCLN	675	962	367	488
OCRL	1363	1512	651	797
ODC1	3312	4249	1546	2075
ODF2	583	735	299	393
ODF2L	353	333	160	192
ODR4	276	313	125	158
OFD1	238	301	154	172
OGA	2926	3628	1616	1967
OGDH	1454	1738	640	954
OGDHL	80	95	43	33
OGFOD1	1096	1373	559	692
OGFOD2	150	231	71	93
OGFOD3	117	155	41	80
OGFR	527	705	259	347
OGFRL1	276	251	112	149
OGG1	172	207	71	114
OGN	0	0	0	0
OGT	2451	2984	1111	1458
OIP5	451	585	210	278
OLA1	1349	1818	681	976
OMA1	284	372	135	205
OMD	0	0	0	0
OMG	0	0	0	0
ONECUT2	37	54	20	22
OPA1	2035	2001	831	1114
OPA3	129	153	53	80
OPHN1	77	85	39	63
OPTN	605	625	258	315
ORAI1	293	372	115	197
ORAI2	84	109	41	32
ORC1	850	1043	374	518
ORC2	1166	1166	512	549
ORC3	1295	1402	613	813
ORC4	1037	1162	543	630
ORC5	1459	1580	667	862
ORC6	1093	1176	523	670
ORMDL1	471	433	199	264
ORMDL2	433	578	185	311
ORMDL3	220	304	112	170
OS9	1819	2479	897	1343
OSBP	1236	1445	586	775
OSBP2	117	131	45	75
OSBPL10	153	206	83	89
OSBPL11	454	470	207	296
OSBPL1A	401	389	180	227
OSBPL2	573	713	269	387
OSBPL3	388	440	176	206
OSBPL5	85	91	40	47
OSBPL6	332	352	136	180
OSBPL8	1434	1439	699	780
OSBPL9	1494	1641	680	877
OSCP1	105	128	62	81
OSER1	578	614	259	354
OSGEP	335	387	176	212
OSGEPL1	238	209	103	144
OSGIN2	280	275	150	138
OSR2	62	79	30	41
OST4	504	545	212	284
OSTC	264	373	144	183
OSTF1	302	334	125	170
OSTM1	478	554	233	323
OTUB1	1751	2040	845	1126
OTUB2	103	88	31	42
OTUD1	160	203	82	109
OTUD3	173	223	88	104
OTUD4	255	308	119	160
OTUD5	1121	1356	512	730
OTUD6B	363	466	206	225
OTUD7A	31	54	16	22
OTUD7B	336	485	170	237
OTULIN	440	436	201	263
OTULINL	580	676	255	383
OVCA2	393	563	202	317
OVGP1	3	2	1	0
OXA1L	1145	1430	534	671
OXCT1	1666	2001	850	1012
OXLD1	138	128	47	65
OXNAD1	243	218	117	112
OXR1	603	560	247	348
OXSM	224	221	106	130
OXSR1	532	611	301	359
P2RX4	104	113	54	79
P2RY1	60	80	30	33
P3H1	675	1070	390	565
P3H3	256	254	84	136
P3H4	346	416	126	180
P4HA1	657	828	370	458
P4HA2	536	638	222	285
P4HB	3723	4639	1701	2485
PA2G4	1417	1881	664	993
PAAF1	290	291	120	129
PABPC1	3056	4235	1961	2435
PABPC1L	32	31	11	10
PABPC4	3407	4219	1686	2367
PABPC4L	89	106	22	46
PABPN1	199	400	125	173
PACRGL	163	198	78	113
PACS1	423	455	182	243
PACS2	135	134	61	77
PACSIN2	1101	1368	516	792
PACSIN3	337	386	138	184
PAF1	3155	4362	1672	2336
PAFAH1B1	1757	1993	813	1120
PAFAH1B2	1129	1467	596	776
PAFAH1B3	632	762	292	429
PAFAH2	90	141	45	58
PAG1	125	129	56	80
PAGR1	331	517	145	258
PAICS	5377	6036	2656	3317
PAIP1	336	371	193	210
PAIP2	1784	1774	796	966
PAIP2B	94	106	53	67
PAK1	600	685	284	364
PAK1IP1	1091	1349	566	741
PAK2	928	1200	536	645
PAK4	1020	1617	452	699
PALB2	258	235	118	138
PALD1	330	379	129	184
PALLD	1138	1156	493	630
PALM	139	153	59	92
PAM	1011	1123	455	578
PAM16	110	103	45	69
PAN2	394	428	170	258
PAN3	342	408	183	208
PANK1	139	244	56	106
PANK2	524	715	266	360
PANK3	413	515	232	271
PANK4	781	925	336	457
PANX1	176	210	92	106
PAPOLA	2897	3213	1445	1806
PAPOLG	331	456	176	200
PAPSS1	1176	1384	640	781
PAPSS2	664	801	340	402
PAQR3	254	262	104	118
PAQR4	123	114	57	97
PAQR5	53	62	24	27
PAQR6	6	2	2	2
PAQR8	87	85	43	50
PARD3	1213	1344	543	788
PARD3B	120	146	45	67
