	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
NOS1AP	64	47	47	70
NOS2	44	27	50	74
NOSIP	932	829	1498	2215
NOSTRIN	114	98	97	202
NOTCH1	364	243	282	556
NOTCH2	4747	4078	4976	8454
NOTCH3	267	170	191	346
NOTCH4	18	13	25	51
NOVA1	90	85	67	138
NOX1	30	15	37	71
NOXA1	33	42	70	73
NOXO1	101	65	82	160
NPAS1	93	74	91	129
NPAS2	61	49	45	94
NPAT	1812	1454	2627	3858
NPC1	726	627	910	1436
NPC2	696	636	1024	1486
NPDC1	209	203	240	300
NPEPL1	87	82	118	167
NPEPPS	2629	2335	2534	4041
NPHP1	244	222	319	475
NPHP3	392	352	458	684
NPHP4	452	351	459	660
NPIPB4	40	34	22	49
NPL	108	133	139	234
NPLOC4	1687	1482	2357	3595
NPM1	13397	13466	21303	29870
NPM3	1182	1218	1821	2432
NPNT	118	89	138	206
NPRL2	530	450	811	1237
NPRL3	220	169	161	345
NPTN	758	668	1109	1581
NPTX1	182	163	194	325
NPTX2	102	80	173	237
NPY1R	35	27	58	79
NQO1	138	129	194	334
NQO2	408	384	569	870
NR1D2	1297	1155	1690	2623
NR1H2	184	167	337	416
NR1H3	114	108	209	276
NR1I3	129	89	217	273
NR2C1	854	716	1078	1689
NR2C2	863	678	840	1369
NR2C2AP	216	225	364	553
NR2F1	292	251	407	682
NR2F2	413	350	397	654
NR2F6	262	241	312	451
NR3C1	781	687	1015	1514
NR3C2	385	350	558	774
NR4A1	36	35	56	74
NR5A2	27	29	28	45
NR6A1	295	232	318	517
NRARP	42	45	60	95
NRAS	891	717	1450	1989
NRBF2	175	126	243	353
NRBP1	1077	923	1803	2421
NRBP2	59	49	63	106
NRCAM	224	204	289	453
NRDC	4438	4095	5363	8332
NRDE2	1350	1223	1724	2478
NREP	55	42	67	98
NRF1	507	441	717	1110
NRIP1	895	771	1457	2097
NRIP2	49	44	40	61
NRIP3	132	96	152	268
NRK	20	23	25	41
NRM	29	25	42	60
NRN1	119	115	225	308
NRP1	557	580	816	1180
NRP2	141	114	160	254
NRSN2	75	78	75	132
NRXN2	22	22	30	46
NRXN3	236	230	235	441
NSA2	1105	1071	1968	2477
NSD1	9318	8653	10292	16099
NSD2	4625	4129	4926	7696
NSD3	1864	1581	2066	3130
NSDHL	811	690	1388	1995
NSF	681	678	922	1386
NSFL1C	765	685	1076	1410
NSG1	31	34	40	66
NSL1	919	845	1459	2007
NSMAF	842	698	1190	1773
NSMCE1	546	520	781	1066
NSMCE2	517	470	851	1146
NSMCE3	286	259	424	693
NSMCE4A	1360	1305	2035	2944
NSMF	834	671	1098	1619
NSRP1	267	279	344	381
NSUN2	3344	3420	4400	6625
NSUN3	396	348	534	777
NSUN4	359	339	527	788
NSUN5	373	400	584	742
NSUN6	550	519	675	1066
NT5C	323	293	496	699
NT5C2	613	534	920	1332
NT5C3A	348	291	602	819
NT5C3B	1732	1512	2968	4144
NT5DC1	875	777	1362	2007
NT5DC2	2330	2045	3349	4788
NT5DC3	419	411	434	746
NT5M	44	41	60	83
NTAN1	263	209	379	597
NTHL1	689	694	899	1272
NTMT1	662	668	1144	1504
NTN1	91	92	147	204
NTN3	33	32	25	26
NTPCR	768	678	1137	1526
NUAK1	187	175	290	376
NUAK2	15	15	21	35
NUB1	1214	1088	1970	2687
NUBP1	357	350	565	802
NUBP2	605	647	827	1183
NUBPL	309	292	350	513
NUCB1	671	614	880	1429
NUCB2	835	861	1289	1744
NUCKS1	10444	10743	15707	20298
NUDC	1829	1994	2825	3418
NUDCD1	1052	1009	1565	2246
NUDCD2	354	383	555	745
NUDCD3	582	564	852	1275
NUDT1	317	334	528	689
NUDT10	24	26	41	32
NUDT11	90	73	108	183
NUDT12	618	565	864	1215
NUDT13	192	174	230	326
NUDT14	83	84	155	187
NUDT15	374	369	474	638
NUDT16	260	204	291	405
NUDT16L1	143	148	205	291
NUDT17	65	60	80	121
NUDT18	36	34	42	64
NUDT19	367	348	412	715
NUDT2	182	196	339	480
NUDT21	1370	1266	2279	3113
NUDT22	184	196	311	402
NUDT3	22	24	48	61
NUDT4	39	37	35	59
NUDT5	1571	1391	2094	3103
NUDT6	150	108	225	316
NUDT7	50	51	94	118
NUDT8	91	91	113	172
NUDT9	273	293	359	464
NUF2	1187	1128	1925	2736
NUFIP1	461	420	518	861
NUFIP2	2059	1882	2716	4128
NUMA1	3458	3076	4155	6363
NUMB	443	390	653	969
NUMBL	160	155	151	225
NUP107	4361	4174	6349	8742
NUP133	9291	8442	13008	19156
NUP153	7570	6037	10338	15784
NUP155	7709	6455	10870	16504
NUP160	5314	4585	6210	9644
NUP188	5513	4858	6711	10541
NUP205	10683	9374	16002	23267
NUP210	3596	2951	3791	6794
NUP210L	63	54	80	125
NUP214	2078	1665	1910	3474
NUP35	711	533	1077	1503
NUP37	1061	963	1860	2523
NUP43	1880	1569	2747	4008
NUP50	747	721	1007	1402
NUP54	1881	1657	3130	4646
NUP58	1544	1271	2467	3604
NUP62	738	598	1125	1670
NUP62CL	293	228	415	626
NUP85	1844	1652	2789	4079
NUP88	2526	2240	4000	5799
NUP93	3539	3290	5329	7649
NUP98	5340	4478	8138	11848
NUPL2	987	832	1556	2245
NUS1	233	216	263	409
NUSAP1	2080	1798	3552	5064
NUTF2	738	486	1447	2168
NVL	3022	2643	4206	6048
NXF1	996	998	1379	2214
NXN	185	172	298	424
NXPE3	585	489	743	1045
NXPH4	15	12	19	27
NXT1	248	240	421	555
NXT2	175	140	257	344
NYNRIN	97	82	97	147
OAF	152	135	203	284
OARD1	110	85	149	185
OAT	3731	3410	6511	9199
OAZ1	7228	5932	13671	18689
OAZ2	256	242	257	435
OAZ3	22	13	42	56
OBSCN	439	356	347	593
OBSL1	1244	1242	1559	2294
OCA2	58	68	62	84
OCEL1	31	27	55	71
OCIAD1	1017	930	1631	2258
OCLN	250	234	370	509
OCRL	1623	1452	2040	3147
ODC1	8825	8359	13267	19480
ODF2	1715	1594	2318	3283
ODF2L	891	889	1174	1699
ODF3B	32	26	22	40
ODR4	934	839	1303	2038
OFD1	1052	1006	1595	2174
OGA	4105	3595	4778	7090
OGDH	1139	1016	1437	2212
OGDHL	411	410	557	790
OGFOD1	1779	1722	2288	3266
OGFOD2	143	127	223	323
OGFOD3	243	225	318	479
OGFR	713	669	1000	1394
OGFRL1	465	460	737	958
OGG1	231	186	325	468
OGN	122	121	82	144
OGT	5322	4630	6914	10608
OIP5	289	244	464	638
OLA1	2072	2105	3010	4331
OMA1	1146	1022	1752	2628
OMD	124	104	53	137
OMG	74	87	46	119
ONECUT2	58	58	69	102
OPA1	3017	2838	4229	5942
OPA3	52	40	71	106
OPHN1	253	199	283	419
OPN1SW	46	45	51	70
OPN3	19	18	24	38
OPTN	166	143	235	327
ORAI1	73	39	92	145
ORAI2	77	48	77	107
ORAI3	43	28	52	55
ORC1	1664	1490	2563	3718
ORC2	1287	1220	1900	2811
ORC3	1311	1129	2100	2889
ORC4	1075	1043	1872	2589
ORC5	986	868	1372	1921
ORC6	871	877	1305	1805
ORMDL1	363	323	700	990
ORMDL2	256	233	350	536
ORMDL3	102	100	138	236
OS9	1929	1850	3036	4066
OSBP	1288	1179	1416	2125
OSBP2	136	93	137	230
OSBPL10	100	89	168	245
OSBPL11	999	843	1268	1908
OSBPL1A	521	505	637	1038
OSBPL2	456	407	639	885
OSBPL3	749	671	985	1445
OSBPL5	111	108	168	236
OSBPL6	661	529	811	1203
OSBPL8	1914	1783	2890	4139
OSBPL9	1938	1747	3086	4475
OSCP1	109	95	170	255
OSER1	428	339	852	1176
OSGEP	945	851	1388	1954
OSGEPL1	286	251	407	588
OSGIN2	426	403	660	960
OSMR	18	14	21	32
OSR2	52	53	82	153
OST4	299	281	413	577
OSTC	628	619	989	1264
OSTF1	268	200	420	660
OSTM1	282	247	427	570
OTUB1	758	654	1430	2070
OTUB2	71	59	92	147
OTUD1	70	69	92	137
OTUD3	387	338	416	629
OTUD4	1260	1189	1368	2125
OTUD5	741	714	1004	1445
OTUD6B	600	606	862	1137
OTUD7A	56	33	49	73
OTUD7B	795	739	1003	1362
OTULIN	343	316	390	597
OTULINL	185	177	254	388
OVCA2	334	284	669	830
OVGP1	112	124	120	265
OXA1L	1472	1158	1991	3036
OXCT1	821	675	1156	1635
OXLD1	183	195	272	360
OXNAD1	657	614	845	1307
OXR1	772	670	1008	1610
OXSM	442	402	640	931
OXSR1	891	877	1208	1769
P2RX2	16	22	23	36
P2RX4	149	122	213	322
P2RY1	165	123	245	355
P2RY13	23	18	19	36
P2RY14	63	50	29	70
P3H1	1066	921	1352	2152
P3H2	19	18	34	35
P3H3	351	294	322	523
P3H4	355	354	453	631
P4HA1	874	791	1142	1803
P4HA2	245	216	360	483
P4HB	4330	3890	6691	9597
PA2G4	3591	3407	5162	7372
PAAF1	221	192	323	457
PABPC1	9933	8507	8799	16824
PABPC1L	212	196	221	324
PABPC4	3769	3254	3994	6768
PABPC4L	323	329	376	532
PABPN1	207	252	242	267
PACRGL	210	182	381	521
PACS1	279	269	205	430
PACS2	520	429	690	1031
PACSIN2	769	822	1019	1452
PACSIN3	275	291	395	493
PADI2	20	13	27	24
PAF1	1339	1277	2214	2924
PAFAH1B1	1461	1339	2063	2865
PAFAH1B2	1357	1261	1862	2533
PAFAH1B3	360	337	502	710
PAFAH2	100	79	104	152
PAG1	177	132	245	369
PAGR1	981	1031	1103	1599
PAICS	6339	6334	8774	12746
PAIP1	492	384	715	985
PAIP2	616	546	939	1206
PAIP2B	82	85	105	141
PAK1	542	558	661	1013
PAK1IP1	1516	1257	2272	3235
PAK2	779	669	667	1130
PAK3	23	16	17	36
PAK4	315	329	352	551
PALB2	906	803	1308	1774
PALD1	501	462	622	940
PALLD	611	550	704	1129
PALM	50	53	58	81
PAM	1135	952	1546	2300
PAM16	47	34	51	73
PAN2	777	711	1179	1716
PAN3	941	777	1075	1611
PANK1	231	210	296	416
PANK2	931	856	1143	1704
PANK3	1689	1598	2305	3350
PANK4	573	469	806	1118
PANX1	211	164	366	476
PAOX	34	30	58	57
PAPOLA	4069	3678	5062	7659
PAPOLB	37	33	39	46
PAPOLG	510	457	633	958
PAPSS1	905	861	1332	1913
PAPSS2	235	216	292	398
PAQR3	381	326	710	974
PAQR4	91	67	171	221
PAQR5	67	49	95	155
PAQR6	48	38	73	91
PAQR7	31	23	49	76
PAQR8	50	32	62	85
PARD3	1274	1149	1878	2663
PARD3B	274	248	324	526
PARD6A	19	18	31	54
PARD6B	264	223	343	486
PARD6G	47	49	64	95
PARG	902	811	1200	1750
PARK7	2783	2839	4278	5784
PARL	138	137	139	264
PARM1	29	16	51	78
PARN	1134	1038	1720	2463
PARP1	24659	23234	35861	49040
PARP11	150	125	176	275
PARP16	96	84	128	196
PARP2	958	913	1370	1856
PARP3	105	103	177	270
PARP4	1026	875	1431	2056
PARP6	747	600	903	1331
PARP8	321	311	491	709
PARP9	72	86	125	135
PARPBP	996	930	1261	1950
PARS2	175	142	276	345
PARVA	217	204	247	394
PARVB	458	409	613	960
PASK	798	703	1037	1569
PATJ	1627	1427	2005	3065
PATL1	727	624	678	1222
PATZ1	837	737	985	1503
PAWR	888	880	1132	1589
PAX3	215	188	266	399
PAX6	361	316	507	757
PAX9	31	33	28	49
PAXBP1	3135	3000	4346	6153
PAXIP1	1048	907	1242	1825
PAXX	434	384	697	868
PBDC1	480	483	606	744
PBK	554	548	885	1267
PBLD	94	71	115	159
PBRM1	4995	4641	6543	9625
PBX1	329	258	470	691
PBX2	232	185	285	435
PBX3	259	236	382	542
PBX4	41	30	32	39
PBXIP1	235	230	294	363
PC	345	326	456	629
PCBD1	241	191	451	552
PCBD2	56	67	57	96
PCBP1	851	683	985	1531
PCBP2	4598	3525	4454	8509
PCBP3	28	16	24	42
PCBP4	61	62	108	154
PCCA	405	412	486	861
PCCB	1476	1321	2204	3186
PCDH10	878	779	1120	1647
PCDH12	28	27	28	81
PCDH17	141	109	173	291
PCDH18	85	82	93	155
PCDH7	1225	1099	1481	2443
PCDH9	800	771	1318	1951
PCDHGA11	33	36	43	52
PCDHGC3	33	34	23	42
PCED1A	339	283	559	747
PCF11	3359	2926	4837	7111
PCGF1	207	209	303	438
PCGF2	115	91	86	168
PCGF3	455	368	663	967
PCGF5	331	249	370	525
PCGF6	475	544	652	983
PCID2	659	585	971	1407
PCIF1	318	229	281	451
PCK2	278	249	364	550
PCLO	919	734	865	1433
PCM1	5123	4859	6670	9640
PCMT1	1940	1725	2929	3957
PCMTD1	202	192	305	395
PCMTD2	486	447	621	889
PCNA	6346	6208	10789	15525
PCNP	826	825	1230	1703
PCNT	5200	4886	5066	8132
PCNX1	3187	2844	4078	6195
PCNX2	1609	1430	1893	3066
PCNX3	1173	894	1015	1828
PCNX4	1884	1630	2423	3561
PCOLCE	24	17	28	61
PCOLCE2	498	444	742	965
PCSK1N	71	57	56	93
PCSK4	16	14	11	34
PCSK5	311	313	388	653
PCSK6	1328	1124	1569	2388
PCSK7	452	432	515	796
PCTP	150	161	260	363
PCYOX1	560	568	776	1135
PCYOX1L	105	90	179	217
PCYT1A	410	345	492	743
PCYT1B	27	23	35	38
PCYT2	278	244	457	698
PDAP1	612	662	1012	1266
PDCD10	660	612	1071	1571
PDCD11	6115	5731	7923	11623
PDCD2	1581	1517	2405	3363
PDCD2L	382	331	554	846
PDCD4	1564	1694	2104	2683
PDCD5	1726	1634	2655	3626
PDCD6	452	421	783	1115
PDCD6IP	3418	3110	4975	7279
PDCD7	225	207	245	380
PDCL	436	423	610	892
PDCL3	291	308	396	517
PDE10A	131	122	197	282
PDE12	1313	1173	1943	2749
PDE3B	1058	917	1342	2052
PDE4D	181	138	244	366
PDE4DIP	509	489	574	941
PDE5A	322	296	432	618
PDE6D	207	195	300	401
PDE7A	368	355	506	878
PDE8A	821	674	1102	1623
PDE9A	192	145	262	423
PDF	102	126	139	222
PDGFA	16	18	25	22
PDGFC	192	146	252	327
PDGFRL	56	53	59	79
PDHA1	2762	2736	3912	5205
PDHB	2814	2744	4438	6295
PDHX	956	868	1475	2072
PDIA2	39	34	58	80
PDIA3	2555	2568	3950	5549
PDIA4	3864	3899	5654	7903
PDIA5	412	404	510	727
PDIA6	5296	5180	7913	11234
PDIK1L	344	291	395	545
PDK1	301	276	350	623
PDK2	187	149	262	429
PDK3	499	432	616	1038
PDLIM1	549	445	732	1020
PDLIM3	142	115	208	300
PDLIM4	21	18	44	72
PDLIM5	573	544	885	1347
PDLIM7	221	213	339	589
PDP1	358	268	532	761
PDP2	300	271	350	537
PDPK1	144	122	203	316
PDPN	121	119	206	307
PDPR	317	295	363	540
PDRG1	240	273	261	405
PDS5A	3957	3677	5416	7797
PDS5B	2541	2259	2883	4512
PDSS1	676	641	806	1226
PDSS2	222	215	307	398
PDXDC1	1442	1403	2214	3056
PDXK	794	803	1189	1737
PDXP	25	56	45	65
PDZD11	237	215	400	500
PDZD2	74	57	64	105
PDZD4	70	73	92	122
PDZD7	22	21	27	30
PDZD8	2352	2186	3302	4808
PDZRN3	150	152	226	349
PEA15	195	181	316	490
PEAK1	782	693	785	1356
PEBP1	1603	1427	2602	3653
PECR	218	198	272	445
PEF1	783	630	1405	1944
PELI1	213	187	406	539
PELI2	185	152	253	355
PELI3	106	92	129	196
PELO	643	566	1050	1411
PELP1	1556	1345	1384	2362
PEMT	375	328	559	851
PEPD	867	830	1209	1750
PER2	184	169	222	386
PER3	52	49	60	116
PERP	321	233	631	921
PES1	4110	4261	6705	9240
PET100	228	287	391	487
PET117	159	161	187	236
PEX1	1168	1023	1669	2515
PEX10	186	171	297	376
PEX11A	143	168	210	314
PEX11B	175	140	212	331
PEX12	60	63	89	148
PEX13	423	413	602	871
PEX14	207	194	290	377
PEX16	267	251	362	526
PEX19	486	424	655	891
PEX2	427	462	636	885
PEX26	335	280	421	621
PEX3	946	845	1375	2137
PEX5	721	615	903	1239
PEX6	178	127	210	313
PEX7	245	238	301	425
PFAS	2768	2340	3376	4977
PFDN1	375	299	551	745
PFDN2	570	592	933	1209
PFDN4	825	901	1345	1839
PFDN5	2115	1985	3444	5078
PFDN6	585	531	932	1350
PFKFB2	320	268	465	674
PFKFB3	383	337	442	743
PFKFB4	96	86	127	173
PFKL	1836	1588	2894	3994
PFKM	2321	2106	3302	4653
PFKP	1151	1056	1604	2286
PFN1	2606	2389	3699	5306
PFN2	1222	1031	1981	2668
PGAM1	26	25	32	31
PGAM2	58	56	73	109
PGAM5	1068	1023	1676	2380
PGAP1	690	548	840	1288
PGAP2	146	112	231	302
PGAP3	63	60	102	138
PGBD1	614	569	795	1225
PGBD2	133	127	211	294
PGBD4	75	63	97	143
PGBD5	151	95	194	293
PGD	2175	2122	3095	4519
PGGHG	178	136	228	306
PGGT1B	444	387	677	809
PGK1	7329	6801	11877	16836
PGM1	1577	1374	2213	2895
PGM2	1292	1257	1867	2638
PGM2L1	203	199	246	328
PGM3	1273	1088	1897	2728
PGP	557	510	875	1205
PGPEP1	45	25	51	64
PGRMC1	1838	1719	2959	3889
PGRMC2	278	276	288	501
PGS1	421	391	593	868
PHACTR1	40	30	38	75
PHACTR2	498	477	747	1153
PHACTR4	650	586	563	1112
PHAX	1156	968	1576	2128
PHB	3359	3025	5643	7469
PHB2	4382	3689	6884	9958
PHC1	57	37	45	81
PHC2	745	634	1022	1581
PHC3	678	557	744	1232
PHETA1	25	29	37	36
PHEX	24	13	16	25
PHF1	183	144	218	284
PHF10	1559	1402	1617	2792
PHF11	31	24	48	73
PHF12	381	371	343	636
PHF13	194	148	161	229
PHF14	2282	2202	3116	4079
PHF19	357	347	482	791
PHF2	687	573	846	1258
PHF20	959	961	1210	1776
PHF20L1	1527	1440	2311	3306
PHF21A	164	119	142	235
PHF21B	46	35	42	70
PHF23	635	678	804	1072
PHF3	5746	5103	7951	11177
PHF5A	517	455	701	1044
PHF6	2198	2064	3372	4807
PHF7	73	63	80	131
PHF8	1593	1468	1597	2605
PHGDH	4752	4633	6555	8769
PHIP	4682	4348	5778	8447
PHKA1	1264	1156	1810	2598
PHKA2	904	749	1088	1735
PHKB	1352	1104	1752	2646
PHKG1	48	41	48	81
PHKG2	847	755	1280	1841
PHLDA3	31	34	49	57
PHLDB1	203	200	261	402
PHLDB2	239	205	318	477
PHLDB3	74	81	93	143
PHLPP1	589	485	587	982
PHLPP2	865	754	1068	1548
PHOSPHO2	176	141	184	281
PHPT1	461	402	723	1020
PHRF1	1664	1508	2117	3166
PHTF1	750	756	1060	1550
PHTF2	713	687	972	1453
PHYH	150	160	264	374
PHYHD1	295	204	359	486
PHYKPL	530	463	587	1008
PI4K2A	25	27	38	71
PI4K2B	43	57	54	81
PI4KA	2666	2279	2930	4977
PI4KB	1861	1779	2789	4261
PIAS1	672	598	904	1296
PIAS2	539	476	847	1217
PIAS3	345	266	361	641
PIAS4	347	332	461	648
PIBF1	953	908	1181	1833
PICALM	1667	1458	2479	3612
PICK1	571	511	866	1322
PIDD1	259	250	302	420
PIEZO1	1750	1465	1775	3118
PIF1	190	168	225	316
PIGA	569	512	894	1208
PIGB	183	160	306	390
PIGBOS1	27	33	38	51
PIGC	423	388	643	903
PIGF	259	250	447	719
PIGG	926	787	1198	1674
PIGH	145	95	249	375
PIGK	1433	1346	2415	3521
PIGL	218	184	262	401
PIGM	314	279	476	640
PIGN	704	657	1155	1755
PIGO	529	432	733	1098
PIGP	190	190	353	440
PIGQ	494	441	678	1017
PIGS	858	718	1133	1719
PIGT	705	544	1028	1487
PIGU	240	240	558	736
PIGV	82	71	135	197
PIGW	745	603	1167	1789
PIGX	291	251	376	559
PIGY	368	324	632	835
PIH1D1	926	784	1280	1820
PIH1D2	90	91	175	280
PIK3AP1	71	54	109	123
PIK3C2A	3692	3206	4857	7363
PIK3C2B	228	135	149	309
PIK3C3	699	708	1038	1502
PIK3CA	491	405	704	972
PIK3CB	786	652	663	1265
PIK3CD	42	51	58	89
PIK3R1	420	369	507	755
PIK3R3	47	58	50	71
PIK3R4	1998	1775	2867	4122
PIKFYVE	1920	1691	2474	3761
PILRB	432	357	519	812
PIM1	102	86	134	223
PIM2	254	207	402	546
PIM3	479	428	617	886
PIMREG	259	242	401	544
PIN1	586	603	863	1203
PIN4	577	576	976	1400
PINK1	615	513	1040	1482
PINX1	304	324	491	680
PIP4K2A	438	432	625	858
PIP4K2B	358	329	466	723
PIP4K2C	299	291	394	578
PIP4P1	270	237	433	610
PIP4P2	38	38	61	91
PIP5K1A	1583	1386	2203	3114
PIP5K1B	44	36	58	106
PIP5K1C	183	166	191	325
PIP5KL1	15	17	16	32
PIR	294	277	472	614
PISD	476	453	639	955
PITHD1	448	441	727	1107
PITPNA	581	546	750	1140
PITPNB	1192	1235	1237	2158
PITPNC1	127	116	191	269
PITPNM1	194	184	318	427
PITPNM2	83	54	103	162
PITPNM3	34	34	54	57
PITRM1	2608	2213	4202	6145
PITX1	239	178	370	472
PITX2	92	95	145	178
PJA1	775	766	1267	1671
PJA2	1518	1387	2177	2943
PJVK	26	29	40	58
PKD1	825	666	909	1448
PKD1L1	49	32	39	65
PKD1L3	24	25	36	34
PKD2	811	823	914	1480
PKD2L2	48	35	76	125
PKDCC	123	97	134	201
PKDREJ	41	36	43	73
PKIA	36	33	70	88
PKIB	21	21	27	45
PKIG	55	60	75	120
PKM	16767	16116	24437	33479
PKMYT1	535	456	821	1098
PKN1	1573	1430	2240	3071
PKN2	3024	2828	3808	5554
PKN3	471	402	661	976
PKNOX1	461	395	626	1038
PKNOX2	69	48	93	134
PKP2	323	277	443	610
PKP4	2022	1667	3023	4367
PLA2G12A	18	21	36	52
PLA2G15	107	106	142	213
PLA2G16	52	51	76	84
PLA2G4A	577	484	854	1163
PLA2G6	151	130	214	293
PLA2G7	16	17	37	51
PLAA	1311	1217	1922	2810
PLAC1	31	39	93	100
PLAG1	133	122	191	286
PLAGL1	380	337	407	668
PLAGL2	365	288	302	534
PLAT	357	378	688	899
PLAUR	53	46	58	82
PLBD2	270	206	185	438
PLCB1	436	438	599	859
PLCB3	781	661	1018	1478
PLCB4	300	256	345	561
PLCD1	93	73	101	185
PLCD3	211	171	296	435
PLCD4	148	102	116	261
PLCE1	472	392	494	861
PLCG1	2224	1919	2701	4373
PLCG2	240	236	327	520
PLCH1	473	474	641	968
PLCL1	44	41	85	69
PLCL2	790	652	1020	1574
PLCXD1	274	231	327	458
PLCXD2	66	59	103	138
PLD1	104	111	163	242
PLD2	243	206	332	539
PLD3	782	643	1082	1628
PLD6	260	199	350	517
PLEC	1704	1331	1075	2375
PLEKHA1	648	521	914	1221
PLEKHA2	45	38	48	100
PLEKHA3	210	181	294	475
PLEKHA5	632	579	916	1285
PLEKHA7	219	173	207	301
PLEKHA8	361	340	443	695
PLEKHB2	545	540	700	1057
PLEKHF1	22	21	20	35
PLEKHF2	135	120	198	235
PLEKHG1	80	57	109	143
PLEKHG2	252	173	228	386
PLEKHG3	447	415	552	834
PLEKHG4	575	531	849	1317
PLEKHG5	104	88	144	201
PLEKHH1	355	324	361	606
PLEKHH2	233	233	274	440
PLEKHH3	162	144	170	241
PLEKHJ1	358	350	539	757
PLEKHM1	173	126	155	332
PLEKHM2	810	702	1182	1636
PLEKHM3	398	334	491	815
PLEKHO1	320	307	492	698
PLEKHO2	35	34	40	64
PLGRKT	118	128	201	303
PLIN2	470	495	700	1025
PLIN3	263	236	427	528
PLIN4	36	30	32	70
PLK1	1831	1550	2112	3055
PLK2	112	81	204	263
PLK3	29	29	33	59
PLK4	1520	1322	2486	3455
PLOD1	854	821	1278	1828
PLOD2	1711	1751	2611	3599
PLOD3	547	498	565	891
PLPBP	299	253	501	628
PLPP1	155	121	226	365
PLPP3	36	31	56	87
PLPP5	129	106	193	269
PLPP6	42	31	53	74
PLPPR2	115	87	129	221
PLPPR3	14	24	26	51
PLRG1	2156	1798	3447	4935
PLS1	720	681	1074	1542
PLS3	15100	14417	22516	31662
PLSCR1	513	476	703	961
PLSCR3	27	31	42	60
PLSCR4	26	23	16	39
PLTP	243	175	309	461
PLXDC2	186	140	242	394
PLXNA1	1769	1513	2007	3426
PLXNA2	166	109	125	261
PLXNA3	324	298	319	591
PLXNB1	175	174	204	277
PLXNB2	960	827	956	1665
PLXNC1	150	115	144	260
PLXND1	189	177	240	442
PM20D1	64	42	36	65
PM20D2	813	776	1013	1347
PMAIP1	187	196	418	480
PMCH	223	188	368	501
PMEL	26	16	30	41
PMEPA1	25	23	34	71
PMF1	88	91	190	255
PMFBP1	96	97	131	218
PML	177	126	155	279
PMM1	149	142	157	216
PMM2	480	478	608	930
PMP22	38	37	95	161
PMPCA	1830	1706	2742	3794
PMPCB	2188	1990	3280	4727
PMS1	1152	1117	1555	2320
PMS2	403	388	582	790
PMVK	157	158	225	286
PNCK	18	11	20	40
PNISR	2823	2656	4419	5707
PNKD	289	255	434	532
PNKP	399	427	505	712
PNMA1	710	593	720	1167
PNMA2	138	121	181	251
PNMA8A	456	499	638	754
PNN	5049	5223	8215	8433
PNO1	789	679	1173	1630
PNP	1312	1202	2190	3136
PNPLA2	424	353	413	771
PNPLA3	251	194	265	437
PNPLA4	49	42	101	127
PNPLA6	409	324	396	761
PNPLA7	33	23	20	56
PNPLA8	500	516	961	1339
PNPO	452	380	497	721
PNPT1	2412	2086	3368	5083
PNRC1	384	389	572	892
PNRC2	220	217	408	494
POC1A	495	416	685	1004
POC1B	240	185	292	473
POC5	453	397	617	955
PODXL	113	95	172	217
PODXL2	989	841	1535	2158
POFUT1	554	543	852	1245
POFUT2	250	265	319	425
POGK	1687	1648	2208	3255
POGLUT1	411	329	508	801
POGZ	1830	1529	1486	2704
POLA1	5203	5053	6514	9506
POLA2	96	65	162	214
POLB	641	547	945	1354
POLD1	1859	1555	2629	3824
POLD2	1802	1671	3048	4290
POLD3	975	865	1503	2237
POLDIP2	1123	954	1512	2179
POLDIP3	825	771	1401	1839
POLE	4821	4172	5680	8989
POLE2	694	546	1054	1556
POLE3	950	1017	1554	2106
POLE4	374	409	470	690
POLG	2906	2616	3732	5756
POLG2	507	561	621	793
POLH	612	516	789	1156
POLI	210	178	282	366
POLK	796	687	902	1407
POLL	329	298	432	658
POLM	205	155	214	324
POLN	313	272	355	540
POLQ	4293	3965	5227	7905
POLR1A	3056	2488	3176	5323
POLR1B	3308	2836	4208	6279
POLR1C	1200	1122	2061	2810
POLR1D	954	874	1468	2150
POLR1E	1422	1248	2000	2966
POLR2A	2487	2024	1782	3939
POLR2B	7660	7671	12036	16946
POLR2C	1312	1202	2211	3019
POLR2D	217	185	416	561
POLR2E	805	684	1495	1854
POLR2F	1493	1577	2096	3000
POLR2G	1169	1136	1920	2865
POLR2H	816	712	1169	1659
POLR2I	558	547	808	1162
POLR2J	85	59	206	283
POLR2K	350	332	619	911
POLR2L	505	515	868	1240
POLR2M	51	54	48	60
POLR3A	2612	2366	2992	4784
POLR3B	1459	1334	1988	2746
POLR3C	1079	956	1691	2470
POLR3D	560	503	685	986
POLR3E	1730	1630	2512	3532
POLR3F	301	287	516	717
POLR3G	219	204	263	362
POLR3GL	221	180	314	327
POLR3H	566	470	851	1254
POLR3K	423	395	575	794
POLRMT	835	724	1075	1512
POM121	528	344	362	752
POM121C	222	153	154	328
POMGNT1	844	755	1265	1796
POMGNT2	507	419	882	1137
POMK	1168	996	1359	2140
POMP	1799	1796	3110	4322
POMT1	708	563	943	1380
POMT2	675	537	858	1226
PON2	569	497	857	1268
POP1	1349	1226	2112	2860
POP4	482	484	810	1218
POP5	390	335	580	865
POP7	681	629	1084	1458
POPDC3	91	85	189	212
POR	824	757	1308	1911
PORCN	97	78	149	171
POT1	548	519	949	1353
POU2F1	387	317	580	830
POU3F2	71	85	115	135
