	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b
ATP6AP2	2303	2452	1914	1925
ATP6V0A1	1062	1342	958	909
ATP6V0A2	812	935	656	690
ATP6V0B	1953	2757	1700	1653
ATP6V0C	1346	1820	934	1003
ATP6V0D1	1472	1919	1155	1178
ATP6V0E1	372	527	381	354
ATP6V0E2	480	629	375	336
ATP6V1A	2486	3254	2111	2322
ATP6V1B1	59	55	22	24
ATP6V1B2	1592	1897	1224	1240
ATP6V1C1	901	1007	703	733
ATP6V1C2	33	32	26	20
ATP6V1D	1079	1220	685	832
ATP6V1E1	1967	2258	1459	1710
ATP6V1E2	14	5	3	2
ATP6V1F	1555	1737	1141	1202
ATP6V1G1	1379	1541	1055	1101
ATP6V1H	1282	1439	1015	1001
ATP7A	482	491	437	462
ATP7B	438	641	436	426
ATP8A1	257	251	278	236
ATP8A2	27	31	31	20
ATP8B1	26	33	13	21
ATP8B2	153	163	134	108
ATP9A	487	540	419	433
ATP9B	219	226	177	183
ATPAF1	1633	1895	1233	1229
ATPAF2	129	182	95	114
ATPSCKMT	219	277	178	219
ATR	1139	1250	976	1010
ATRAID	538	693	566	573
ATRIP	275	345	234	206
ATRN	747	895	844	732
ATRNL1	106	119	105	108
ATRX	1182	1434	1104	1246
ATXN1	97	113	120	120
ATXN10	3720	4501	3377	3403
ATXN1L	69	100	59	50
ATXN2	2227	2571	1566	1756
ATXN2L	2193	2915	1873	1921
ATXN3	516	527	363	413
ATXN7	10	3	7	2
ATXN7L1	87	104	88	85
ATXN7L2	68	111	70	89
ATXN7L3	102	107	81	81
ATXN7L3B	489	691	411	434
AUH	196	240	170	149
AUNIP	491	522	330	373
AUP1	671	782	589	552
AURKA	1784	2097	1319	1573
AURKAIP1	2754	3807	2169	2161
AURKB	1541	2058	1320	1309
AUTS2	361	418	257	276
AVEN	134	164	76	98
AVIL	2	1	6	2
AVL9	294	360	255	221
AVPI1	163	166	88	122
AXIN1	306	446	241	243
AXIN2	106	149	85	89
AZI2	141	130	106	88
AZIN1	763	845	631	590
AZIN2	13	16	11	14
B2M	4640	5276	3725	3695
B3GALNT2	180	219	144	147
B3GALT1	8	9	13	7
B3GALT2	1	1	0	1
B3GALT4	137	154	98	100
B3GALT6	266	375	219	221
B3GAT2	64	74	41	42
B3GAT3	235	326	242	217
B3GLCT	294	263	294	298
B3GNT10	93	110	60	69
B3GNT2	124	130	100	115
B3GNT4	17	10	6	18
B3GNT5	159	144	114	128
B3GNTL1	50	49	33	43
B4GALNT1	20	29	26	11
B4GALNT3	216	265	196	181
B4GALNT4	33	49	55	33
B4GALT1	340	435	345	325
B4GALT2	110	127	87	62
B4GALT3	169	199	162	141
B4GALT4	174	170	128	152
B4GALT5	470	616	466	409
B4GALT6	70	103	48	62
B4GALT7	123	159	88	107
B4GAT1	1045	1504	970	962
B9D1	280	322	192	231
B9D2	32	47	34	46
BABAM1	708	891	536	581
BABAM2	438	502	356	371
BACE1	112	152	102	112
BACE2	318	352	296	275
BACH1	488	549	435	438
BACH2	108	124	104	88
BAD	342	489	261	258
BAG1	219	317	151	193
BAG2	945	1404	785	844
BAG3	1146	1532	759	875
BAG4	470	519	330	364
BAG5	670	788	560	551
BAG6	5860	8217	4823	5063
BAHCC1	192	212	203	184
BAHD1	679	924	476	534
BAIAP2	226	311	189	204
BAIAP2L1	853	943	745	765
BAIAP3	11	18	17	15
BAK1	155	212	90	143
BAMBI	321	362	375	336
BANF1	630	893	448	385
BANP	176	242	97	137
BAP1	385	497	336	283
BARD1	690	800	505	545
BARX1	0	2	2	1
BATF3	38	66	42	32
BAX	729	988	716	619
BAZ1A	2264	2496	1892	1895
BAZ1B	2695	3423	2263	2406
BAZ2A	1901	2170	1548	1575
BAZ2B	244	247	238	231
BBC3	45	64	48	47
BBIP1	159	237	135	177
BBOF1	6	13	8	15
BBOX1	0	0	0	0
BBS10	548	559	352	407
BBS12	67	88	44	48
BBS2	615	749	520	521
BBS4	341	379	290	340
BBS5	24	29	15	18
BBS7	805	890	728	689
BBS9	121	115	97	94
BBX	903	1066	715	797
BCAM	149	175	119	123
BCAP29	615	790	583	582
BCAP31	3965	4885	3409	3358
BCAR1	390	558	343	318
BCAR3	68	84	91	54
BCAS2	1238	1517	1084	1086
BCAS3	562	638	449	498
BCAS4	181	202	142	148
BCAT1	1795	1817	1304	1338
BCAT2	782	1013	666	668
BCCIP	2891	3473	2392	2443
BCDIN3D	175	228	114	116
BCHE	255	233	259	257
BCKDHA	58	78	56	59
BCKDHB	465	518	339	362
BCKDK	901	987	588	636
BCL10	502	661	349	459
BCL11A	280	400	180	182
BCL2L1	64	96	52	59
BCL2L11	71	96	62	90
BCL2L12	343	458	221	265
BCL2L13	464	582	321	396
BCL2L2	11	10	2	5
BCL6	69	120	75	78
BCL6B	11	3	12	7
BCL7A	379	546	325	309
BCL7B	209	252	177	165
BCL7C	292	377	248	223
BCL9	237	247	215	191
BCL9L	47	73	43	42
BCLAF1	1250	1524	1080	1237
BCLAF3	66	93	62	74
BCO2	4	6	4	7
BCOR	3464	3999	3160	3316
BCORL1	698	950	535	551
BCR	460	618	436	411
BCS1L	847	1045	642	629
BDH1	0	1	0	1
BDH2	220	218	155	169
BDP1	596	715	553	505
BECN1	379	432	302	269
BEND3	187	266	137	119
BEND4	165	199	155	150
BEND6	6	2	2	2
BEND7	107	121	63	74
BET1	399	443	294	329
BET1L	130	136	111	89
BEX1	688	1023	566	593
BEX2	426	635	379	377
BEX3	1409	2431	1442	1379
BEX4	490	679	390	389
BEX5	12	11	9	12
BFAR	466	585	342	383
BFSP1	69	66	44	40
BHLHE40	324	374	242	256
BICC1	294	284	246	218
BICD1	204	231	161	155
BICD2	556	745	449	432
BICDL1	19	23	23	26
BICRA	110	167	118	95
BICRAL	70	63	45	55
BID	861	1084	576	661
BIN1	35	53	24	27
BIN3	190	250	130	158
BIRC2	291	337	200	262
BIRC5	1297	1599	1044	971
BIRC6	3222	3642	3056	3004
BIVM	12	11	9	14
BLCAP	229	271	158	174
BLM	694	827	622	672
BLMH	1615	2159	1323	1385
BLOC1S1	180	179	116	131
BLOC1S2	376	426	318	338
BLOC1S4	272	317	167	193
BLOC1S5	110	129	91	81
BLOC1S6	213	226	161	182
BLVRA	1413	1576	1158	1118
BLVRB	1078	1246	877	856
BLZF1	538	652	387	517
BMP1	146	150	117	112
BMP2	162	220	142	140
BMP2K	291	328	225	221
BMP4	74	72	49	60
BMP6	80	98	64	72
BMP7	422	509	325	335
BMP8B	17	29	15	20
BMPER	6	7	8	7
BMPR1A	104	115	98	105
BMPR1B	110	98	79	81
BMPR2	530	560	428	473
BMS1	1742	2215	1502	1556
BMT2	242	241	171	193
BNC1	4	4	5	5
BNC2	78	107	62	72
BNIP1	335	359	270	273
BNIP2	845	1055	732	769
BNIP3	181	234	186	152
BNIP3L	685	814	508	513
BOC	35	51	26	44
BOD1	240	315	212	200
BOD1L1	1272	1514	1131	1191
BOLA1	64	70	41	24
BOLA3	330	595	369	419
BOP1	1709	2458	1483	1471
BORA	333	342	224	259
BORCS5	164	172	112	109
BORCS6	86	91	35	37
BORCS8	15	24	14	10
BPGM	164	199	156	140
BPHL	287	361	264	252
BPNT1	912	1026	608	673
BPTF	2019	2236	1693	1760
BRAF	332	444	239	267
BRAP	653	855	517	501
BRAT1	748	1019	621	607
BRCA1	1184	1262	850	901
BRCA2	1226	1232	986	1035
BRCC3	483	553	350	368
BRD1	596	881	540	473
BRD2	5993	7183	4627	4562
BRD3	797	1052	685	568
BRD3OS	18	16	11	10
BRD4	1677	2068	1306	1485
BRD7	157	166	121	147
BRD8	1176	1602	1066	1094
BRD9	384	401	361	320
BRF1	372	518	319	331
BRF2	338	488	281	314
BRI3	217	300	206	166
BRI3BP	559	810	479	428
BRICD5	2	1	3	1
BRINP3	1	0	0	2
BRIP1	1117	1260	842	881
BRIX1	2719	3166	2124	2272
BRK1	919	991	668	729
BRMS1	291	491	223	254
BRMS1L	365	476	334	343
BROX	760	775	562	606
BRPF1	388	520	344	289
BRPF3	284	407	280	262
BRSK1	27	40	38	18
BRSK2	157	230	171	171
BRWD1	611	693	472	515
BRWD3	545	585	445	457
BSCL2	267	306	233	219
BSDC1	478	530	387	358
BSG	6688	9395	5862	5942
BSN	62	87	115	66
BTAF1	1506	1750	1245	1213
BTBD1	898	926	711	680
BTBD10	190	185	147	161
BTBD11	79	120	71	80
BTBD18	0	1	0	0
BTBD2	504	572	515	435
BTBD3	569	790	434	480
BTBD6	161	160	112	114
BTBD7	254	312	213	183
BTBD8	217	218	171	189
BTBD9	319	365	240	232
BTD	164	182	155	172
BTF3	3497	4438	2768	3263
BTF3L4	57	50	39	74
BTG1	520	629	422	406
BTG2	174	221	113	146
BTG3	924	1060	736	805
BTN2A1	185	234	174	171
BTN2A2	119	119	104	99
BTN3A1	19	28	10	14
BTN3A2	36	44	26	22
BTN3A3	30	31	28	30
BTNL9	21	25	33	32
BTRC	509	539	438	442
BUB1	2759	3111	2286	2455
BUB1B	2502	2761	1965	2092
BUB3	4218	5152	3561	3571
BUD13	254	303	236	215
BUD23	1640	1966	1263	1255
BUD31	817	1020	643	671
BVES	194	235	161	186
BX255925.3	3	1	13	6
BYSL	1567	1829	1210	1252
BZW1	1660	1834	1258	1474
BZW2	1328	1553	1091	1083
C10orf88	274	323	229	221
C11orf1	108	118	72	74
C11orf24	124	187	84	106
C11orf49	429	444	344	275
C11orf54	83	112	73	72
C11orf58	1585	1527	1310	1432
C11orf65	20	21	14	22
C11orf68	121	157	92	94
C11orf71	28	57	33	24
C11orf74	178	210	144	164
C11orf80	47	47	33	22
C11orf95	48	78	40	46
C11orf98	164	184	107	156
C12orf10	845	1007	571	674
C12orf29	884	967	711	722
C12orf4	875	976	735	794
C12orf43	246	383	228	219
C12orf45	544	557	371	477
C12orf49	85	102	90	70
C12orf57	830	1136	698	667
C12orf60	42	59	28	38
C12orf65	172	194	98	118
C12orf66	109	175	120	115
C12orf73	178	215	116	180
C12orf75	202	231	186	201
C14orf119	411	541	318	317
C14orf28	4	3	0	0
C14orf93	25	44	28	38
C15orf39	677	937	641	576
C15orf40	176	188	143	154
C15orf41	235	299	182	207
C15orf61	253	321	198	203
C16orf58	234	290	210	205
C16orf70	266	298	184	203
C16orf71	5	4	3	5
C16orf72	422	488	330	317
C16orf87	416	414	258	347
C16orf91	75	137	74	79
C16orf95	13	18	13	8
C17orf113	11	8	4	8
C17orf51	266	376	176	216
C17orf53	277	287	210	209
C17orf58	238	288	175	195
C17orf75	309	334	224	226
C17orf80	552	576	357	342
C18orf21	385	440	301	296
C18orf25	393	449	281	314
C18orf32	165	169	103	162
C18orf54	59	53	44	49
C19orf12	197	312	177	179
C19orf24	249	380	200	219
C19orf25	92	179	84	84
C19orf44	163	156	100	90
C19orf47	490	609	413	397
C19orf48	35	25	17	19
C19orf53	1296	1530	989	995
C19orf54	516	668	428	427
C19orf57	64	79	55	59
C19orf71	0	0	1	0
C19orf81	41	36	40	27
C1D	93	108	70	70
C1GALT1	116	116	89	102
C1GALT1C1	731	852	604	710
C1QBP	14534	18309	12125	12012
C1R	77	103	86	101
C1S	3	7	5	3
C1orf109	314	393	231	246
C1orf112	957	1178	717	812
C1orf122	256	448	228	267
C1orf131	542	698	481	472
C1orf159	92	123	71	88
C1orf167	3	6	8	2
C1orf174	390	475	321	309
C1orf194	0	0	1	1
C1orf198	388	544	315	305
C1orf21	41	53	30	36
C1orf216	40	70	26	46
C1orf226	56	73	56	48
C1orf35	296	449	269	266
C1orf43	950	1078	818	749
C1orf50	109	113	90	87
C1orf52	443	638	353	376
C1orf53	20	40	15	18
C1orf54	30	34	29	34
C1orf56	81	119	61	76
C1orf74	53	44	28	29
C20orf194	124	123	114	106
C20orf27	807	1093	678	671
C20orf96	154	205	138	135
C21orf58	16	13	28	26
C21orf91	205	239	154	161
C22orf15	0	0	0	1
C22orf23	12	15	10	11
C22orf39	148	206	100	116
C22orf46	27	31	25	13
C2CD2L	102	142	92	80
C2CD3	305	327	270	246
C2CD5	658	689	491	493
C2orf15	14	16	11	10
C2orf16	0	2	2	1
C2orf42	40	57	43	50
C2orf49	349	396	236	290
C2orf68	67	83	50	56
C2orf69	229	276	179	182
C2orf74	34	28	36	31
C2orf76	136	172	92	130
C2orf88	17	15	11	3
C3orf14	181	185	140	151
C3orf33	116	128	94	104
C3orf38	338	423	257	268
C3orf49	0	0	1	0
C3orf52	119	132	110	98
C3orf62	5	0	7	3
C3orf67	34	34	26	29
C4orf3	392	598	379	361
C4orf33	82	70	55	59
C4orf46	62	102	56	54
C4orf48	324	409	270	248
C5	4	4	6	2
C5orf15	1459	1757	1239	1283
C5orf22	1025	1031	810	895
C5orf24	681	886	511	605
C5orf30	287	343	243	246
C5orf34	546	631	406	456
C5orf51	718	802	595	612
C5orf63	20	18	19	19
C6orf106	436	570	322	370
C6orf120	397	435	305	285
C6orf136	229	309	180	192
C6orf163	1	3	1	1
C6orf203	275	304	199	207
C6orf47	115	174	81	74
C6orf48	18	11	12	13
C6orf52	27	30	14	23
C6orf62	114	159	73	86
C6orf89	417	504	390	391
C7orf25	238	240	168	162
C7orf26	134	209	111	84
C7orf31	22	24	15	26
C7orf43	133	177	107	111
C7orf50	534	847	442	504
C8orf33	523	741	447	448
C8orf34	83	89	68	49
C8orf37	27	32	21	15
C8orf44	7	8	4	2
C8orf59	939	1176	782	946
C8orf76	79	87	53	69
C8orf82	176	227	140	166
C8orf88	242	247	212	210
C9orf116	122	149	97	117
C9orf131	0	0	1	1
C9orf16	135	170	94	105
C9orf3	79	103	44	43
C9orf40	346	479	269	273
C9orf64	505	642	407	433
C9orf72	156	160	118	116
C9orf78	759	890	576	592
C9orf85	75	119	62	75
CA11	27	31	16	16
CA12	88	127	90	89
CA13	58	71	44	36
CA14	2	1	2	0
CA2	949	1144	884	793
CA5B	53	93	55	57
CA8	276	313	195	200
CAAP1	381	444	348	324
CAB39	1110	1239	709	884
CAB39L	21	24	8	14
CABIN1	809	1064	807	727
CABLES1	170	157	120	117
CABLES2	116	139	71	87
CABYR	208	266	176	195
CACFD1	36	43	28	34
CACHD1	547	709	512	434
CACNA1B	23	39	36	44
CACNA1C	17	26	26	14
CACNA1D	7	20	19	8
CACNA1H	30	22	25	25
CACNA2D1	456	484	464	388
CACNA2D2	106	124	101	120
CACNA2D3	36	36	49	31
CACNB1	17	7	7	16
CACNB2	60	74	37	42
CACNB3	64	59	48	32
CACNB4	23	15	24	13
CACTIN	180	283	167	156
CACUL1	378	428	266	300
CACYBP	972	1320	867	891
CAD	3283	4471	2961	2971
CADM1	1752	2113	1647	1747
CADM4	289	353	257	261
CADPS2	571	579	498	505
CALCB	24	13	11	10
CALCOCO1	385	516	270	330
CALCOCO2	1244	1468	915	995
CALD1	1490	1620	1117	1082
CALHM2	1	0	1	0
CALM1	2906	3925	2494	2648
CALM2	2432	3130	2005	2216
CALM3	1967	2968	1785	1697
CALML4	8	3	7	4
CALR	14275	19098	13683	13551
CALU	2641	3812	2478	2478
CAMK1	915	1023	739	742
CAMK1D	188	202	187	163
CAMK2B	92	109	81	76
CAMK2D	489	526	417	370
CAMK2G	396	414	276	277
CAMK4	272	306	231	205
CAMKK1	243	255	225	243
CAMKK2	267	354	292	233
CAMKMT	118	143	86	94
CAMKV	45	66	53	37
CAMLG	511	607	401	463
CAMSAP1	467	632	408	381
CAMSAP2	384	440	309	306
CAMSAP3	388	521	306	277
CAMTA1	672	770	498	579
CAMTA2	224	273	197	176
CAND1	8973	9927	7591	7852
CAND2	436	534	393	376
CANT1	212	265	171	138
CANX	10618	13625	11146	10260
CAP1	3191	3890	2618	2689
CAP2	389	475	329	313
CAPG	29	21	13	19
CAPN1	1410	1715	1126	1114
CAPN10	79	95	75	62
CAPN15	339	363	447	397
CAPN2	1275	1690	1151	1091
CAPN3	0	2	3	1
CAPN5	49	53	37	33
CAPN7	1419	1545	1089	1170
CAPNS1	6048	7398	5052	5093
CAPRIN1	7427	8777	5506	6546
CAPRIN2	212	266	184	186
CAPS	5	4	1	1
CAPS2	59	52	25	48
CAPZA1	1887	2112	1328	1545
CAPZA2	1985	2414	1729	1892
CAPZB	3539	4492	2963	2891
CARD10	282	261	187	186
CARD14	5	2	2	3
CARD19	123	127	91	88
CARD8	77	96	62	57
CARD9	2	1	5	2
CARF	6	4	6	6
CARHSP1	452	457	328	334
CARM1	1733	2001	1320	1351
CARMIL1	456	547	355	424
CARMIL2	197	283	185	218
CARMIL3	5	9	11	6
CARNMT1	433	515	322	360
CARNS1	1	1	4	1
CARS	1050	1038	781	733
CARS2	963	1165	753	766
CASC3	761	929	608	676
CASC4	313	374	292	350
CASD1	96	100	77	80
CASK	1527	1702	1328	1353
CASKIN1	47	48	54	38
CASKIN2	253	327	216	191
CASP10	155	137	103	94
CASP2	768	1044	626	584
CASP3	689	813	574	607
CASP6	443	469	371	349
CASP7	572	642	460	446
CASP8	742	927	566	633
CASP8AP2	901	936	738	757
CASP9	175	199	161	157
CAST	2094	2270	1602	1739
CASTOR2	124	166	105	110
CASTOR3	32	37	25	31
CASZ1	128	209	115	137
CAT	714	811	546	547
CATSPER2	0	3	2	4
CATSPER3	3	0	5	4
CATSPERE	2	3	1	3
CAV1	607	612	409	373
CAV2	291	318	233	190
CAVIN1	430	635	284	327
CAVIN4	1	1	1	0
CBFA2T2	196	245	161	146
CBFB	718	916	582	582
CBL	451	581	346	371
CBLB	99	153	104	103
CBLL1	468	616	300	432
CBR1	1613	2162	1246	1231
CBR3	259	399	246	270
CBR4	603	690	559	512
CBS	0	0	0	0
CBSL	23	17	20	16
CBWD1	48	48	36	40
CBWD2	39	64	51	49
CBWD5	0	0	0	0
CBWD6	4	3	5	2
CBX1	493	679	386	386
CBX2	280	333	193	166
CBX3	1031	1468	979	922
CBX4	302	420	256	261
CBX5	1611	2015	1179	1321
CBX6	1222	1777	963	1040
CBX7	34	30	30	32
CBX8	129	156	91	126
CBY1	229	309	205	190
CC2D1A	816	1108	732	753
CC2D1B	346	532	307	341
CC2D2A	175	227	151	136
CC2D2B	9	11	4	6
CCAR1	2507	3086	2344	2454
CCAR2	1720	2586	1653	1586
CCDC102A	77	99	47	43
CCDC106	109	138	114	99
CCDC107	52	64	46	38
CCDC110	38	36	21	34
CCDC112	435	466	352	379
CCDC113	88	91	70	58
CCDC115	173	217	122	133
CCDC117	523	655	457	424
CCDC12	266	415	238	236
CCDC120	92	113	64	86
CCDC121	16	21	8	12
CCDC122	114	111	80	85
CCDC124	1373	1949	1055	1087
CCDC125	178	232	131	182
CCDC126	61	74	36	29
CCDC127	298	338	227	207
CCDC130	190	235	153	127
CCDC134	220	321	155	153
CCDC136	186	241	148	181
CCDC137	430	489	283	317
CCDC138	751	800	533	641
CCDC14	570	603	498	550
CCDC142	47	71	59	48
CCDC146	1	4	3	6
CCDC15	172	181	118	122
CCDC150	30	37	27	27
CCDC151	35	39	39	49
CCDC157	23	28	65	22
CCDC163	25	41	35	27
CCDC167	440	462	351	331
CCDC168	4	3	3	4
CCDC17	0	2	1	0
CCDC171	44	50	49	39
CCDC173	9	12	11	14
CCDC174	164	263	156	169
CCDC18	360	420	266	337
CCDC180	15	20	20	17
CCDC181	134	128	84	84
CCDC183	6	13	2	8
CCDC186	432	436	273	325
CCDC189	119	146	81	68
CCDC191	18	23	14	20
CCDC196	0	0	0	0
CCDC22	510	676	402	403
CCDC24	32	46	18	18
CCDC25	498	584	400	396
CCDC28A	368	393	259	285
CCDC28B	288	307	199	206
CCDC3	151	188	120	129
CCDC30	1	3	3	3
CCDC32	247	285	157	213
CCDC34	370	424	227	263
CCDC38	0	2	1	0
CCDC39	22	10	18	6
CCDC40	26	34	28	24
CCDC43	475	649	481	433
CCDC47	2543	3389	2413	2380
CCDC50	749	926	612	579
CCDC51	476	638	385	400
CCDC57	59	54	70	59
CCDC58	275	359	234	223
CCDC59	768	783	546	667
CCDC6	901	1098	707	726
CCDC61	46	66	38	39
CCDC62	3	4	5	7
CCDC65	18	20	18	22
CCDC66	177	182	129	145
CCDC69	29	23	23	28
CCDC7	18	18	7	25
CCDC71	300	344	268	256
CCDC71L	83	133	83	78
CCDC73	2	1	4	1
CCDC74A	20	18	23	22
CCDC74B	20	19	16	13
CCDC77	371	412	230	255
CCDC78	1	2	4	2
CCDC8	283	362	189	216
CCDC80	56	36	32	33
CCDC82	396	495	308	360
CCDC84	35	32	49	37
CCDC85B	176	292	173	175
CCDC85C	409	581	346	298
CCDC86	1039	1212	661	776
CCDC88A	823	796	630	674
CCDC88B	5	8	8	6
CCDC88C	366	420	349	307
CCDC89	27	34	16	30
CCDC9	125	159	82	90
CCDC90B	165	193	145	152
CCDC91	480	516	377	449
CCDC92	110	101	72	90
CCDC93	345	453	267	333
CCDC97	411	623	299	341
CCDC9B	32	40	25	22
CCHCR1	423	469	359	372
CCM2	151	145	129	124
CCN1	467	535	422	528
CCNA2	3440	3738	2669	2846
CCNB1	5979	7189	5041	5265
CCNB1IP1	65	61	54	49
CCNB2	2668	2602	2054	2204
CCNB3	28	27	20	21
CCNC	1233	1290	890	1031
CCND1	1179	1410	844	868
CCND2	401	509	323	360
CCND3	608	806	399	377
CCNDBP1	698	867	602	585
CCNE1	712	938	612	637
CCNE2	509	539	336	436
CCNF	752	1007	627	651
CCNG1	2840	3203	2380	2714
CCNG2	152	154	107	122
CCNH	1313	1326	940	1022
CCNI	1146	1131	943	915
CCNJ	182	209	111	120
CCNK	908	1157	718	806
CCNL1	220	264	175	180
CCNL2	306	400	288	235
CCNQ	119	159	73	99
CCNT1	1176	1479	830	902
CCNT2	303	293	285	312
CCNY	220	232	166	197
CCNYL1	171	196	148	146
CCP110	446	497	411	367
CCPG1	941	1097	955	1036
CCS	224	291	163	190
CCSAP	366	485	300	261
CCSER1	35	47	30	39
CCSER2	259	298	256	231
CCT2	16447	20613	14101	14838
CCT3	18465	21799	15256	15418
CCT4	14853	17465	12359	13088
CCT5	13122	16173	11077	10789
CCT6A	6509	7365	5540	5524
CCT6B	44	36	42	34
CCT7	14345	18789	12370	12347
CCT8	11586	13223	9280	9789
CCZ1	37	37	35	27
CCZ1B	23	19	17	18
CD101	2	3	4	5
CD109	568	550	536	516
CD151	2767	3429	2279	2041
CD160	0	0	0	0
CD164	2301	2623	1808	2104
CD19	0	0	0	0
CD276	648	830	541	533
CD2AP	1621	1890	1322	1362
CD2BP2	723	1121	641	642
CD320	1454	2062	1347	1299
CD3EAP	383	476	270	301
CD40	0	0	0	0
CD46	709	948	661	819
CD47	768	893	718	747
CD55	487	546	516	512
CD58	190	245	183	206
CD63	3297	4587	3257	2974
CD68	176	154	132	124
CD70	29	42	22	38
CD81	3287	4286	3035	2787
CD83	59	60	48	64
CD9	1915	2557	1617	1671
CD99	701	894	690	740
CD99L2	342	443	321	307
CDADC1	58	79	43	40
CDAN1	209	294	193	167
CDC123	3714	3878	2771	2998
CDC14A	225	243	167	155
CDC14B	84	100	59	67
CDC16	1424	1548	1217	1211
CDC20	3406	4713	2729	2918
CDC23	2117	2618	1837	1920
CDC25A	1321	1668	1019	1000
CDC25B	1811	2377	1585	1598
CDC25C	643	764	491	514
CDC27	1521	1781	1163	1281
CDC34	515	654	362	361
CDC37	3960	5559	3332	3347
CDC37L1	144	152	120	129
CDC40	975	1136	781	819
CDC42	727	1022	571	562
CDC42BPA	618	587	565	529
CDC42BPB	807	868	715	683
CDC42BPG	29	28	36	16
CDC42EP1	391	536	297	281
CDC42EP2	31	60	19	29
CDC42EP3	89	102	54	49
CDC42EP4	289	403	255	348
CDC42SE1	221	347	188	187
CDC42SE2	147	211	121	120
CDC45	1333	1624	1167	1169
CDC5L	3209	3819	2689	2957
CDC6	1503	1881	1218	1331
CDC7	1896	2125	1324	1588
CDC73	895	1028	685	759
CDCA2	1256	1633	1165	1204
CDCA3	1316	1581	949	1010
CDCA4	721	875	529	569
CDCA5	641	949	502	567
CDCA7	987	1322	741	806
CDCA7L	878	861	679	730
CDCA8	903	1214	740	809
CDH1	98	76	109	95
CDH2	1861	2419	1908	1913
CDH23	34	51	43	36
CDH24	33	41	48	25
CDH26	4	2	2	1
CDHR1	106	85	81	62
CDHR3	5	4	4	5
CDHR5	9	0	21	17
CDIP1	448	616	314	355
CDIPT	560	732	453	418
CDK1	5797	6541	4422	4848
CDK10	56	73	53	57
CDK11A	65	69	48	48
CDK11B	293	353	212	226
CDK12	1351	1760	1207	1179
CDK13	560	712	506	466
CDK14	163	178	137	139
CDK16	267	279	224	195
CDK17	626	674	492	494
CDK18	89	60	59	74
CDK19	102	164	95	109
CDK2	1489	1774	1210	1176
CDK20	114	172	127	105
CDK2AP1	652	882	412	521
CDK2AP2	224	322	152	180
CDK3	6	2	2	0
CDK4	2423	2920	1862	1925
CDK5	500	677	498	459
CDK5R1	42	43	35	43
CDK5RAP1	785	866	614	608
CDK5RAP2	1009	1216	1005	1001
CDK5RAP3	431	604	422	394
CDK6	736	875	549	590
CDK7	353	371	251	238
CDK8	374	427	267	305
CDK9	627	815	525	580
CDKAL1	641	729	530	559
CDKL1	73	73	63	52
CDKL2	106	133	116	87
CDKL3	60	76	52	61
CDKL5	57	56	54	46
CDKN1A	518	763	546	514
CDKN1B	415	604	363	346
CDKN2A	2062	3342	1764	1764
CDKN2AIP	346	460	283	313
CDKN2AIPNL	556	945	482	599
CDKN2C	265	362	293	275
CDKN2D	93	135	53	82
CDKN3	653	684	526	587
CDON	210	215	177	179
CDPF1	47	58	37	48
CDR1	12	10	26	21
CDR2L	88	112	65	55
CDRT4	2	1	2	4
CDS1	267	299	215	203
CDS2	600	692	543	578
CDT1	2021	2651	1484	1574
CDV3	1090	1367	797	917
CDX2	323	493	263	273
CDYL	449	530	393	332
CEACAM1	0	2	1	1
CEBPA	647	691	517	615
CEBPB	201	236	124	122
CEBPG	1201	1124	813	900
CEBPZ	1699	1890	1452	1399
CEBPZOS	338	446	299	356
CECR2	411	418	321	308
CELF1	2031	2332	1546	1519
CELF2	715	867	642	611
CELSR1	315	355	348	258
CELSR2	487	553	585	480
CELSR3	36	18	59	35
CEMIP	12	24	18	15
CEMIP2	214	259	198	217
CEMP1	1	0	0	0
CENPA	162	174	90	112
CENPB	444	542	378	400
CENPBD1	47	38	28	28
CENPC	293	283	223	263
CENPE	2412	3064	2220	2534
CENPF	5081	6007	4715	4797
CENPH	1022	1177	797	882
CENPI	436	519	368	384
CENPJ	765	836	623	703
CENPK	521	537	387	443
CENPL	147	160	99	141
CENPM	819	1060	658	696
CENPN	387	397	311	284
CENPO	258	298	170	199
CENPP	137	168	116	122
CENPQ	476	466	358	401
CENPT	408	609	353	339
CENPU	1560	1525	1120	1287
CENPV	695	852	565	565
CENPW	1325	1606	894	1103
CENPX	533	748	376	423
CEP104	476	589	423	400
CEP112	206	188	167	168
CEP120	383	463	290	322
CEP126	21	24	20	21
CEP128	161	149	123	125
CEP131	246	289	211	225
CEP135	566	613	493	528
CEP152	360	380	312	333
CEP162	184	255	173	169
CEP164	197	233	189	162
CEP170	341	392	240	307
CEP170B	565	702	590	484
CEP19	38	51	25	30
CEP192	1061	1198	1013	1037
CEP250	366	447	381	351
CEP290	814	735	674	711
CEP295	545	540	450	479
CEP350	650	760	600	626
CEP41	424	451	292	390
CEP44	271	267	185	222
CEP55	1413	1353	1066	1108
CEP57	537	614	396	449
CEP57L1	213	208	148	168
CEP63	148	145	126	148
CEP68	230	310	207	185
CEP70	180	142	125	109
CEP72	244	319	228	210
CEP76	492	593	420	403
CEP78	672	795	571	571
CEP83	295	299	239	247
CEP85	562	805	496	540
CEP85L	264	261	202	252
CEP89	726	861	644	699
CEP95	226	284	178	231
CEP97	556	644	422	372
CEPT1	939	1104	638	742
