	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
ATP6V1D	1079	1220	566	309
ATP6V1E1	1967	2258	1139	611
ATP6V1E2	14	5	1	2
ATP6V1F	1555	1737	736	437
ATP6V1G1	1379	1541	655	424
ATP6V1H	1282	1439	660	435
ATP7A	482	491	526	239
ATP7B	438	641	264	181
ATP8A1	257	251	107	59
ATP8A2	27	31	14	7
ATP8B1	26	33	5	3
ATP8B2	153	163	68	27
ATP9A	487	540	197	147
ATP9B	219	226	109	62
ATPAF1	1633	1895	696	426
ATPAF2	129	182	73	43
ATPSCKMT	219	277	137	83
ATR	1139	1250	674	476
ATRAID	538	693	372	193
ATRIP	275	345	135	103
ATRN	747	895	425	236
ATRNL1	106	119	54	29
ATRX	1182	1434	638	448
ATXN1	97	113	86	42
ATXN10	3720	4501	1932	1142
ATXN1L	69	100	38	16
ATXN2	2227	2571	1145	777
ATXN2L	2193	2915	1140	771
ATXN3	516	527	238	169
ATXN7	10	3	1	2
ATXN7L1	87	104	81	44
ATXN7L2	68	111	54	42
ATXN7L3	102	107	72	25
ATXN7L3B	489	691	298	192
AUH	196	240	102	76
AUNIP	491	522	214	135
AUP1	671	782	324	181
AURKA	1784	2097	1108	725
AURKAIP1	2754	3807	1693	1027
AURKB	1541	2058	1028	566
AUTS2	361	418	183	87
AVEN	134	164	53	23
AVIL	2	1	2	1
AVL9	294	360	146	87
AVPI1	163	166	99	44
AXIN1	306	446	128	74
AXIN2	106	149	63	34
AZI2	141	130	94	70
AZIN1	763	845	618	389
AZIN2	13	16	13	7
B2M	4640	5276	2318	1491
B3GALNT2	180	219	116	54
B3GALT1	8	9	9	2
B3GALT2	1	1	0	0
B3GALT4	137	154	137	304
B3GALT6	266	375	133	69
B3GAT2	64	74	46	25
B3GAT3	235	326	140	76
B3GLCT	294	263	138	76
B3GNT10	93	110	62	48
B3GNT2	124	130	69	42
B3GNT4	17	10	9	0
B3GNT5	159	144	70	44
B3GNTL1	50	49	20	18
B4GALNT1	20	29	11	7
B4GALNT3	216	265	94	45
B4GALNT4	33	49	11	6
B4GALT1	340	435	178	95
B4GALT2	110	127	52	27
B4GALT3	169	199	141	58
B4GALT4	174	170	83	45
B4GALT5	470	616	243	147
B4GALT6	70	103	34	23
B4GALT7	123	159	43	37
B4GAT1	1045	1504	607	311
B9D1	280	322	194	96
B9D2	32	47	26	22
BABAM1	708	891	454	248
BABAM2	438	502	202	152
BACE1	112	152	56	27
BACE2	318	352	158	107
BACH1	488	549	263	171
BACH2	108	124	41	46
BAD	342	489	270	172
BAG1	219	317	159	73
BAG2	945	1404	579	348
BAG3	1146	1532	704	424
BAG4	470	519	269	149
BAG5	670	788	304	213
BAG6	5860	8217	3619	2115
BAHCC1	192	212	129	74
BAHD1	679	924	374	245
BAIAP2	226	311	161	86
BAIAP2L1	853	943	381	262
BAIAP3	11	18	10	7
BAK1	155	212	110	67
BAMBI	321	362	212	119
BANF1	630	893	257	176
BANP	176	242	90	58
BAP1	385	497	202	102
BARD1	690	800	416	253
BARX1	0	2	0	0
BATF3	38	66	29	11
BAX	729	988	388	240
BAZ1A	2264	2496	1249	824
BAZ1B	2695	3423	1495	966
BAZ2A	1901	2170	977	549
BAZ2B	244	247	147	109
BBC3	45	64	40	15
BBIP1	159	237	135	112
BBOF1	6	13	5	1
BBOX1	0	0	0	0
BBS10	548	559	323	251
BBS12	67	88	44	27
BBS2	615	749	323	218
BBS4	341	379	186	120
BBS5	24	29	20	10
BBS7	805	890	408	243
BBS9	121	115	49	32
BBX	903	1066	445	305
BCAM	149	175	65	36
BCAP29	615	790	300	179
BCAP31	3965	4885	2644	1249
BCAR1	390	558	249	125
BCAR3	68	84	40	30
BCAS2	1238	1517	693	454
BCAS3	562	638	330	225
BCAS4	181	202	112	75
BCAT1	1795	1817	834	546
BCAT2	782	1013	452	268
BCCIP	2891	3473	1351	907
BCDIN3D	175	228	84	80
BCHE	255	233	136	87
BCKDHA	58	78	45	24
BCKDHB	465	518	196	115
BCKDK	901	987	339	202
BCL10	502	661	302	218
BCL11A	280	400	132	102
BCL2L1	64	96	42	28
BCL2L11	71	96	84	49
BCL2L12	343	458	188	122
BCL2L13	464	582	246	138
BCL2L2	11	10	2	4
BCL6	69	120	79	35
BCL6B	11	3	8	2
BCL7A	379	546	189	113
BCL7B	209	252	117	71
BCL7C	292	377	143	84
BCL9	237	247	143	94
BCL9L	47	73	40	21
BCLAF1	1250	1524	826	603
BCLAF3	66	93	34	39
BCO2	4	6	3	4
BCOR	3464	3999	1938	1158
BCORL1	698	950	448	267
BCR	460	618	223	108
BCS1L	847	1045	532	316
BDH1	0	1	0	0
BDH2	220	218	131	84
BDP1	596	715	395	315
BECN1	379	432	151	79
BEND3	187	266	145	85
BEND4	165	199	98	67
BEND6	6	2	0	0
BEND7	107	121	53	20
BET1	399	443	283	163
BET1L	130	136	51	50
BEX1	688	1023	517	303
BEX2	426	635	311	189
BEX3	1409	2431	1021	548
BEX4	490	679	259	142
BEX5	12	11	7	2
BFAR	466	585	242	150
BFSP1	69	66	49	18
BHLHE40	324	374	203	150
BICC1	294	284	137	97
BICD1	204	231	81	58
BICD2	556	745	261	172
BICDL1	19	23	10	7
BICRA	110	167	65	44
BICRAL	70	63	26	14
BID	861	1084	542	320
BIN1	35	53	14	18
BIN3	190	250	122	88
BIRC2	291	337	121	91
BIRC5	1297	1599	720	555
BIRC6	3222	3642	2101	1408
BIVM	12	11	12	9
BLCAP	229	271	104	64
BLM	694	827	391	267
BLMH	1615	2159	767	536
BLOC1S1	180	179	80	42
BLOC1S2	376	426	221	120
BLOC1S4	272	317	156	83
BLOC1S5	110	129	44	20
BLOC1S6	213	226	120	72
BLVRA	1413	1576	648	399
BLVRB	1078	1246	560	357
BLZF1	538	652	326	250
BMP1	146	150	72	36
BMP2	162	220	109	53
BMP2K	291	328	131	80
BMP4	74	72	48	21
BMP6	80	98	25	17
BMP7	422	509	187	117
BMP8B	17	29	15	6
BMPER	6	7	5	2
BMPR1A	104	115	38	25
BMPR1B	110	98	36	28
BMPR2	530	560	246	170
BMS1	1742	2215	1062	701
BMT2	242	241	96	67
BNC1	4	4	3	2
BNC2	78	107	57	31
BNIP1	335	359	161	103
BNIP2	845	1055	464	326
BNIP3	181	234	108	60
BNIP3L	685	814	295	211
BOC	35	51	24	13
BOD1	240	315	96	56
BOD1L1	1272	1514	789	526
BOLA1	64	70	20	17
BOLA3	330	595	245	165
BOP1	1709	2458	991	569
BORA	333	342	157	111
BORCS5	164	172	78	48
BORCS6	86	91	33	22
BORCS8	15	24	14	8
BPGM	164	199	106	76
BPHL	287	361	171	82
BPNT1	912	1026	474	360
BPTF	2019	2236	1137	813
BRAF	332	444	154	94
BRAP	653	855	395	248
BRAT1	748	1019	454	290
BRCA1	1184	1262	642	410
BRCA2	1226	1232	615	489
BRCC3	483	553	242	149
BRD1	596	881	381	253
BRD2	5993	7183	3495	2204
BRD3	797	1052	359	231
BRD3OS	18	16	10	10
BRD4	1677	2068	924	485
BRD7	157	166	61	48
BRD8	1176	1602	777	517
BRD9	384	401	252	153
BRF1	372	518	193	149
BRF2	338	488	285	170
BRI3	217	300	108	79
BRI3BP	559	810	255	168
BRICD5	2	1	4	0
BRINP3	1	0	5	0
BRIP1	1117	1260	613	405
BRIX1	2719	3166	1451	999
BRK1	919	991	428	239
BRMS1	291	491	178	94
BRMS1L	365	476	207	142
BROX	760	775	323	213
BRPF1	388	520	182	115
BRPF3	284	407	133	95
BRSK1	27	40	9	6
BRSK2	157	230	88	32
BRWD1	611	693	327	198
BRWD3	545	585	240	162
BSCL2	267	306	201	107
BSDC1	478	530	304	198
BSG	6688	9395	3518	1965
BSN	62	87	52	10
BTAF1	1506	1750	787	553
BTBD1	898	926	344	222
BTBD10	190	185	83	48
BTBD11	79	120	49	29
BTBD18	0	1	0	0
BTBD2	504	572	192	93
BTBD3	569	790	321	181
BTBD6	161	160	71	43
BTBD7	254	312	175	101
BTBD8	217	218	113	68
BTBD9	319	365	153	123
BTD	164	182	81	54
BTF3	3497	4438	1809	1172
BTF3L4	57	50	33	27
BTG1	520	629	274	213
BTG2	174	221	72	40
BTG3	924	1060	419	314
BTN2A1	185	234	132	67
BTN2A2	119	119	78	40
BTN3A1	19	28	17	10
BTN3A2	36	44	15	11
BTN3A3	30	31	16	10
BTNL9	21	25	16	13
BTRC	509	539	276	159
BUB1	2759	3111	1610	1097
BUB1B	2502	2761	1501	1003
BUB3	4218	5152	2352	1470
BUD13	254	303	133	91
BUD23	1640	1966	872	547
BUD31	817	1020	457	309
BVES	194	235	103	45
BX255925.3	3	1	2	1
BYSL	1567	1829	852	510
BZW1	1660	1834	1118	738
BZW2	1328	1553	578	336
C10orf88	274	323	131	84
C11orf1	108	118	52	26
C11orf24	124	187	53	29
C11orf49	429	444	227	140
C11orf54	83	112	65	50
C11orf58	1585	1527	839	442
C11orf65	20	21	11	6
C11orf68	121	157	104	38
C11orf71	28	57	18	14
C11orf74	178	210	96	65
C11orf80	47	47	35	25
C11orf95	48	78	31	22
C11orf98	164	184	102	79
C12orf10	845	1007	418	260
C12orf29	884	967	470	308
C12orf4	875	976	381	292
C12orf43	246	383	203	119
C12orf45	544	557	266	152
C12orf49	85	102	65	26
C12orf57	830	1136	445	264
C12orf60	42	59	20	12
C12orf65	172	194	79	62
C12orf66	109	175	108	76
C12orf73	178	215	117	91
C12orf75	202	231	101	74
C14orf119	411	541	274	169
C14orf28	4	3	1	1
C14orf93	25	44	22	14
C15orf39	677	937	491	275
C15orf40	176	188	121	72
C15orf41	235	299	122	65
C15orf61	253	321	163	94
C16orf58	234	290	144	113
C16orf70	266	298	132	86
C16orf71	5	4	4	0
C16orf72	422	488	192	107
C16orf87	416	414	197	137
C16orf91	75	137	64	40
C16orf95	13	18	8	8
C17orf113	11	8	1	2
C17orf51	266	376	142	107
C17orf53	277	287	142	89
C17orf58	238	288	187	95
C17orf75	309	334	136	102
C17orf80	552	576	221	129
C18orf21	385	440	218	139
C18orf25	393	449	218	167
C18orf32	165	169	92	49
C18orf54	59	53	44	24
C19orf12	197	312	152	99
C19orf24	249	380	223	131
C19orf25	92	179	62	45
C19orf44	163	156	73	49
C19orf47	490	609	310	191
C19orf48	35	25	79	45
C19orf53	1296	1530	743	447
C19orf54	516	668	292	183
C19orf57	64	79	36	30
C19orf71	0	0	0	0
C19orf81	41	36	50	16
C1D	93	108	53	46
C1GALT1	116	116	63	38
C1GALT1C1	731	852	349	227
C1QBP	14534	18309	7789	4796
C1R	77	103	59	30
C1S	3	7	4	2
C1orf109	314	393	216	122
C1orf112	957	1178	486	347
C1orf122	256	448	208	106
C1orf131	542	698	333	203
C1orf159	92	123	54	45
C1orf167	3	6	2	1
C1orf174	390	475	253	141
C1orf194	0	0	0	0
C1orf198	388	544	202	148
C1orf21	41	53	28	15
C1orf216	40	70	37	21
C1orf226	56	73	34	22
C1orf35	296	449	273	142
C1orf43	950	1078	471	258
C1orf50	109	113	57	26
C1orf52	443	638	290	190
C1orf53	20	40	9	6
C1orf54	30	34	11	10
C1orf56	81	119	45	22
C1orf74	53	44	25	10
C20orf194	124	123	66	37
C20orf27	807	1093	440	275
C20orf96	154	205	71	76
C21orf58	16	13	18	10
C21orf91	205	239	123	98
C22orf15	0	0	0	0
C22orf23	12	15	7	5
C22orf39	148	206	84	52
C22orf46	27	31	22	17
C2CD2L	102	142	51	33
C2CD3	305	327	154	88
C2CD5	658	689	279	189
C2orf15	14	16	8	4
C2orf16	0	2	7	0
C2orf42	40	57	41	22
C2orf49	349	396	169	108
C2orf68	67	83	43	27
C2orf69	229	276	105	81
C2orf74	34	28	27	9
C2orf76	136	172	64	36
C2orf88	17	15	6	3
C3orf14	181	185	87	80
C3orf33	116	128	53	32
C3orf38	338	423	207	136
C3orf49	0	0	0	0
C3orf52	119	132	87	51
C3orf62	5	0	2	1
C3orf67	34	34	13	6
C4orf3	392	598	440	137
C4orf33	82	70	34	30
C4orf46	62	102	48	31
C4orf48	324	409	206	82
C5	4	4	14	3
C5orf15	1459	1757	770	434
C5orf22	1025	1031	482	267
C5orf24	681	886	410	235
C5orf30	287	343	197	95
C5orf34	546	631	264	199
C5orf51	718	802	362	229
C5orf63	20	18	14	7
C6orf106	436	570	234	144
C6orf120	397	435	192	114
C6orf136	229	309	118	77
C6orf163	1	3	1	1
C6orf203	275	304	130	98
C6orf47	115	174	66	43
C6orf48	18	11	13	6
C6orf52	27	30	14	15
C6orf62	114	159	75	42
C6orf89	417	504	206	140
C7orf25	238	240	86	74
C7orf26	134	209	74	50
C7orf31	22	24	25	20
C7orf43	133	177	103	52
C7orf50	534	847	389	260
C8orf33	523	741	377	183
C8orf34	83	89	32	26
C8orf37	27	32	9	8
C8orf44	7	8	3	3
C8orf59	939	1176	559	339
C8orf76	79	87	42	11
C8orf82	176	227	118	80
C8orf88	242	247	145	99
C9orf116	122	149	70	57
C9orf131	0	0	0	0
C9orf16	135	170	49	38
C9orf3	79	103	48	27
C9orf40	346	479	224	138
C9orf64	505	642	272	188
C9orf72	156	160	83	58
C9orf78	759	890	377	237
C9orf85	75	119	55	46
CA11	27	31	10	4
CA12	88	127	49	38
CA13	58	71	21	16
CA14	2	1	1	1
CA2	949	1144	449	322
CA5B	53	93	39	25
CA8	276	313	156	85
CAAP1	381	444	240	139
CAB39	1110	1239	546	378
CAB39L	21	24	7	9
CABIN1	809	1064	480	269
CABLES1	170	157	84	39
CABLES2	116	139	43	23
CABYR	208	266	110	82
CACFD1	36	43	21	14
CACHD1	547	709	332	188
CACNA1B	23	39	20	14
CACNA1C	17	26	12	6
CACNA1D	7	20	3	7
CACNA1H	30	22	8	8
CACNA2D1	456	484	202	125
CACNA2D2	106	124	60	50
CACNA2D3	36	36	10	12
CACNB1	17	7	10	3
CACNB2	60	74	30	17
CACNB3	64	59	44	15
CACNB4	23	15	12	3
CACTIN	180	283	118	71
CACUL1	378	428	197	137
CACYBP	972	1320	516	359
CAD	3283	4471	1807	1068
CADM1	1752	2113	867	485
CADM4	289	353	148	97
CADPS2	571	579	322	184
CALCB	24	13	13	6
CALCOCO1	385	516	288	148
CALCOCO2	1244	1468	661	412
CALD1	1490	1620	638	430
CALHM2	1	0	0	1
CALM1	2906	3925	1643	1020
CALM2	2432	3130	1936	988
CALM3	1967	2968	1125	629
CALML4	8	3	2	1
CALR	14275	19098	7357	4100
CALU	2641	3812	1472	819
CAMK1	915	1023	450	280
CAMK1D	188	202	82	58
CAMK2B	92	109	61	33
CAMK2D	489	526	261	168
CAMK2G	396	414	199	110
CAMK4	272	306	110	69
CAMKK1	243	255	156	69
CAMKK2	267	354	159	74
CAMKMT	118	143	62	34
CAMKV	45	66	19	13
CAMLG	511	607	211	124
CAMSAP1	467	632	194	166
CAMSAP2	384	440	208	111
CAMSAP3	388	521	228	137
CAMTA1	672	770	365	293
CAMTA2	224	273	98	59
CAND1	8973	9927	4721	3287
CAND2	436	534	241	138
CANT1	212	265	119	68
CANX	10618	13625	4917	2870
CAP1	3191	3890	1621	1127
CAP2	389	475	216	147
CAPG	29	21	16	8
CAPN1	1410	1715	638	383
CAPN10	79	95	41	22
CAPN15	339	363	275	352
CAPN2	1275	1690	579	400
CAPN3	0	2	0	0
CAPN5	49	53	20	19
CAPN7	1419	1545	647	433
CAPNS1	6048	7398	2982	1877
CAPRIN1	7427	8777	3799	2574
CAPRIN2	212	266	132	68
CAPS	5	4	2	2
CAPS2	59	52	20	10
CAPZA1	1887	2112	924	681
CAPZA2	1985	2414	1044	732
CAPZB	3539	4492	1790	1107
CARD10	282	261	136	89
CARD14	5	2	2	0
CARD19	123	127	66	31
CARD8	77	96	51	21
CARD9	2	1	2	0
CARF	6	4	1	2
CARHSP1	452	457	238	126
CARM1	1733	2001	763	470
CARMIL1	456	547	248	150
CARMIL2	197	283	101	77
CARMIL3	5	9	5	1
CARNMT1	433	515	217	158
CARNS1	1	1	3	1
CARS	1050	1038	529	322
CARS2	963	1165	465	333
CASC3	761	929	433	283
CASC4	313	374	157	90
CASD1	96	100	43	30
CASK	1527	1702	657	464
CASKIN1	47	48	23	7
CASKIN2	253	327	104	59
CASP10	155	137	95	45
CASP2	768	1044	434	304
CASP3	689	813	382	265
CASP6	443	469	217	135
CASP7	572	642	299	169
CASP8	742	927	509	311
CASP8AP2	901	936	444	324
CASP9	175	199	96	61
CAST	2094	2270	853	574
CASTOR2	124	166	73	38
CASTOR3	32	37	7	9
CASZ1	128	209	73	41
CAT	714	811	356	211
CATSPER2	0	3	0	0
CATSPER3	3	0	1	0
CATSPERE	2	3	1	2
CAV1	607	612	291	173
CAV2	291	318	133	84
CAVIN1	430	635	253	165
CAVIN4	1	1	1	1
CBFA2T2	196	245	117	59
CBFB	718	916	377	218
CBL	451	581	207	130
CBLB	99	153	63	53
CBLL1	468	616	335	234
CBR1	1613	2162	764	484
CBR3	259	399	128	84
CBR4	603	690	382	220
CBS	0	0	1	1
CBSL	23	17	11	3
CBWD1	48	48	28	18
CBWD2	39	64	31	15
CBWD5	0	0	0	1
CBWD6	4	3	6	1
CBX1	493	679	273	185
CBX2	280	333	153	82
CBX3	1031	1468	658	431
CBX4	302	420	197	130
CBX5	1611	2015	869	589
CBX6	1222	1777	726	438
CBX7	34	30	12	5
CBX8	129	156	92	57
CBY1	229	309	156	106
CC2D1A	816	1108	475	307
CC2D1B	346	532	210	138
CC2D2A	175	227	133	90
CC2D2B	9	11	3	2
CCAR1	2507	3086	1638	1064
CCAR2	1720	2586	1139	677
CCDC102A	77	99	45	27
CCDC106	109	138	49	36
CCDC107	52	64	34	17
CCDC110	38	36	16	8
CCDC112	435	466	194	147
CCDC113	88	91	37	30
CCDC115	173	217	105	61
CCDC117	523	655	275	198
CCDC12	266	415	190	137
CCDC120	92	113	57	43
CCDC121	16	21	14	9
CCDC122	114	111	50	53
CCDC124	1373	1949	813	479
CCDC125	178	232	129	81
CCDC126	61	74	25	17
CCDC127	298	338	129	72
CCDC130	190	235	92	62
CCDC134	220	321	118	74
CCDC136	186	241	97	57
CCDC137	430	489	236	128
CCDC138	751	800	398	267
CCDC14	570	603	321	200
CCDC142	47	71	34	19
CCDC146	1	4	1	1
CCDC15	172	181	96	58
CCDC150	30	37	33	22
CCDC151	35	39	15	27
CCDC157	23	28	18	3
CCDC163	25	41	23	14
CCDC167	440	462	248	168
CCDC168	4	3	3	1
CCDC17	0	2	1	0
CCDC171	44	50	23	14
CCDC173	9	12	9	8
CCDC174	164	263	137	57
CCDC18	360	420	213	173
CCDC180	15	20	14	8
CCDC181	134	128	43	35
CCDC183	6	13	7	5
CCDC186	432	436	148	112
CCDC189	119	146	62	39
CCDC191	18	23	14	8
CCDC196	0	0	0	0
CCDC22	510	676	304	178
CCDC24	32	46	26	11
CCDC25	498	584	267	184
CCDC28A	368	393	204	124
CCDC28B	288	307	153	99
CCDC3	151	188	102	46
CCDC30	1	3	1	2
CCDC32	247	285	135	95
CCDC34	370	424	214	137
CCDC38	0	2	0	0
CCDC39	22	10	9	4
CCDC40	26	34	10	10
CCDC43	475	649	339	170
CCDC47	2543	3389	1461	830
CCDC50	749	926	377	224
CCDC51	476	638	314	198
CCDC57	59	54	27	22
CCDC58	275	359	193	116
CCDC59	768	783	410	311
CCDC6	901	1098	329	209
CCDC61	46	66	21	12
CCDC62	3	4	3	3
CCDC65	18	20	20	13
CCDC66	177	182	112	89
CCDC69	29	23	15	9
CCDC7	18	18	12	8
CCDC71	300	344	203	121
CCDC71L	83	133	46	37
CCDC73	2	1	1	2
CCDC74A	20	18	17	4
CCDC74B	20	19	8	2
CCDC77	371	412	212	132
CCDC78	1	2	2	0
CCDC8	283	362	136	93
CCDC80	56	36	18	12
CCDC82	396	495	243	155
CCDC84	35	32	29	15
CCDC85B	176	292	116	89
CCDC85C	409	581	233	121
CCDC86	1039	1212	712	377
CCDC88A	823	796	316	268
CCDC88B	5	8	9	2
CCDC88C	366	420	173	106
CCDC89	27	34	11	5
CCDC9	125	159	73	43
CCDC90B	165	193	115	68
CCDC91	480	516	225	159
CCDC92	110	101	41	26
CCDC93	345	453	186	141
CCDC97	411	623	256	175
CCDC9B	32	40	22	12
CCHCR1	423	469	271	171
CCM2	151	145	84	64
CCN1	467	535	197	104
CCNA2	3440	3738	1871	1252
CCNB1	5979	7189	3456	2242
CCNB1IP1	65	61	66	39
CCNB2	2668	2602	1342	922
CCNB3	28	27	12	6
CCNC	1233	1290	700	453
CCND1	1179	1410	524	326
CCND2	401	509	180	110
CCND3	608	806	306	180
CCNDBP1	698	867	381	213
CCNE1	712	938	266	221
CCNE2	509	539	245	173
CCNF	752	1007	413	251
CCNG1	2840	3203	887	668
CCNG2	152	154	40	26
CCNH	1313	1326	581	450
CCNI	1146	1131	332	218
CCNJ	182	209	75	31
CCNK	908	1157	434	265
CCNL1	220	264	160	110
CCNL2	306	400	175	91
CCNQ	119	159	62	33
CCNT1	1176	1479	750	449
CCNT2	303	293	201	171
CCNY	220	232	101	53
CCNYL1	171	196	109	73
CCP110	446	497	233	162
CCPG1	941	1097	557	313
CCS	224	291	102	61
CCSAP	366	485	207	151
CCSER1	35	47	26	15
CCSER2	259	298	118	70
CCT2	16447	20613	8257	5471
CCT3	18465	21799	9452	6198
CCT4	14853	17465	7746	5080
CCT5	13122	16173	7087	4364
CCT6A	6509	7365	3033	2008
CCT6B	44	36	25	13
CCT7	14345	18789	7310	4668
CCT8	11586	13223	5977	3796
CCZ1	37	37	15	4
CCZ1B	23	19	13	3
CD101	2	3	3	1
CD109	568	550	240	158
CD151	2767	3429	1269	693
CD160	0	0	0	0
CD164	2301	2623	1343	776
CD19	0	0	1	0
CD276	648	830	325	180
CD2AP	1621	1890	735	458
CD2BP2	723	1121	557	314
CD320	1454	2062	848	436
CD3EAP	383	476	212	132
CD40	0	0	0	0
CD46	709	948	420	238
CD47	768	893	375	218
CD55	487	546	215	133
CD58	190	245	91	62
CD63	3297	4587	1901	1076
CD68	176	154	79	28
CD70	29	42	25	16
CD81	3287	4286	1634	978
CD83	59	60	34	10
CD9	1915	2557	1026	593
CD99	701	894	344	218
CD99L2	342	443	193	102
CDADC1	58	79	46	29
CDAN1	209	294	130	78
CDC123	3714	3878	1559	1168
CDC14A	225	243	116	102
CDC14B	84	100	41	25
CDC16	1424	1548	636	417
CDC20	3406	4713	1895	1215
CDC23	2117	2618	1384	861
CDC25A	1321	1668	629	435
CDC25B	1811	2377	843	498
CDC25C	643	764	404	242
CDC27	1521	1781	856	591
CDC34	515	654	219	137
CDC37	3960	5559	2480	1308
CDC37L1	144	152	66	41
CDC40	975	1136	509	342
CDC42	727	1022	371	194
CDC42BPA	618	587	303	263
CDC42BPB	807	868	306	207
CDC42BPG	29	28	18	3
CDC42EP1	391	536	151	115
CDC42EP2	31	60	28	10
CDC42EP3	89	102	47	22
CDC42EP4	289	403	181	118
CDC42SE1	221	347	162	121
CDC42SE2	147	211	88	45
CDC45	1333	1624	765	433
CDC5L	3209	3819	2080	1375
CDC6	1503	1881	860	595
CDC7	1896	2125	1006	642
CDC73	895	1028	505	332
CDCA2	1256	1633	813	551
CDCA3	1316	1581	812	511
CDCA4	721	875	430	228
CDCA5	641	949	385	272
CDCA7	987	1322	465	335
CDCA7L	878	861	404	266
CDCA8	903	1214	621	375
CDH1	98	76	34	16
CDH2	1861	2419	913	505
CDH23	34	51	15	7
CDH24	33	41	21	9
CDH26	4	2	0	1
CDHR1	106	85	52	29
CDHR3	5	4	1	1
CDHR5	9	0	10	3
CDIP1	448	616	240	148
CDIPT	560	732	318	174
CDK1	5797	6541	2963	2231
CDK10	56	73	53	30
CDK11A	65	69	32	28
CDK11B	293	353	154	101
CDK12	1351	1760	851	564
CDK13	560	712	271	164
CDK14	163	178	65	49
CDK16	267	279	196	82
CDK17	626	674	272	210
CDK18	89	60	39	22
CDK19	102	164	62	64
CDK2	1489	1774	824	625
CDK20	114	172	82	45
CDK2AP1	652	882	345	249
CDK2AP2	224	322	171	90
CDK3	6	2	0	3
CDK4	2423	2920	1125	613
CDK5	500	677	310	171
CDK5R1	42	43	15	16
CDK5RAP1	785	866	474	299
CDK5RAP2	1009	1216	560	377
CDK5RAP3	431	604	282	154
CDK6	736	875	355	243
CDK7	353	371	140	114
CDK8	374	427	182	142
CDK9	627	815	406	221
CDKAL1	641	729	312	202
CDKL1	73	73	30	20
CDKL2	106	133	55	42
CDKL3	60	76	63	42
CDKL5	57	56	35	19
CDKN1A	518	763	403	218
CDKN1B	415	604	253	165
CDKN2A	2062	3342	1507	853
CDKN2AIP	346	460	243	155
CDKN2AIPNL	556	945	372	232
CDKN2C	265	362	243	148
CDKN2D	93	135	54	23
CDKN3	653	684	332	193
CDON	210	215	97	54
CDPF1	47	58	47	21
CDR1	12	10	18	13
CDR2L	88	112	38	16
CDRT4	2	1	1	3
CDS1	267	299	110	61
CDS2	600	692	278	178
CDT1	2021	2651	1009	626
CDV3	1090	1367	498	391
CDX2	323	493	225	163
CDYL	449	530	194	127
CEACAM1	0	2	2	0
CEBPA	647	691	378	164
CEBPB	201	236	86	62
CEBPG	1201	1124	590	422
CEBPZ	1699	1890	960	612
CEBPZOS	338	446	260	193
CECR2	411	418	177	113
CELF1	2031	2332	1066	665
CELF2	715	867	346	225
CELSR1	315	355	183	88
CELSR2	487	553	278	155
CELSR3	36	18	19	10
CEMIP	12	24	11	2
CEMIP2	214	259	122	70
CEMP1	1	0	0	0
CENPA	162	174	91	76
CENPB	444	542	289	203
CENPBD1	47	38	25	11
CENPC	293	283	182	113
CENPE	2412	3064	1459	1096
CENPF	5081	6007	3120	2248
CENPH	1022	1177	545	351
CENPI	436	519	253	184
CENPJ	765	836	438	335
CENPK	521	537	263	184
CENPL	147	160	94	49
CENPM	819	1060	553	296
CENPN	387	397	257	146
CENPO	258	298	171	110
CENPP	137	168	64	55
CENPQ	476	466	256	182
CENPT	408	609	315	151
CENPU	1560	1525	665	485
CENPV	695	852	369	241
CENPW	1325	1606	732	520
CENPX	533	748	416	280
CEP104	476	589	275	166
CEP112	206	188	69	74
CEP120	383	463	189	142
CEP126	21	24	14	15
CEP128	161	149	61	47
CEP131	246	289	169	85
CEP135	566	613	235	179
CEP152	360	380	190	134
CEP162	184	255	112	92
CEP164	197	233	100	62
CEP170	341	392	193	129
CEP170B	565	702	282	130
CEP19	38	51	17	16
CEP192	1061	1198	597	401
CEP250	366	447	223	143
CEP290	814	735	389	296
CEP295	545	540	336	260
CEP350	650	760	385	257
CEP41	424	451	245	184
CEP44	271	267	155	110
CEP55	1413	1353	598	463
CEP57	537	614	263	189
CEP57L1	213	208	80	70
CEP63	148	145	80	53
CEP68	230	310	131	96
CEP70	180	142	71	43
CEP72	244	319	156	95
CEP76	492	593	268	195
CEP78	672	795	370	237
CEP83	295	299	88	88
CEP85	562	805	370	242
CEP85L	264	261	115	91
CEP89	726	861	478	304
CEP95	226	284	127	82
CEP97	556	644	250	194
CEPT1	939	1104	451	284
CERCAM	331	358	142	94
CERK	351	479	151	106
CERKL	19	25	9	3
CERS1	304	423	137	80
CERS2	2066	2887	925	592
CERS4	237	325	124	67
CERS5	558	689	346	194
CERS6	642	810	310	215
CES2	39	74	36	25
CES3	70	106	44	27
CETN2	729	1032	454	305
CETN3	725	902	408	260
CFAP126	0	1	1	1
CFAP157	2	0	1	0
CFAP20	918	943	506	349
CFAP221	6	3	0	0
CFAP298	173	235	80	62
CFAP36	484	530	228	161
CFAP410	64	102	50	30
CFAP43	17	31	15	6
CFAP44	11	8	4	5
CFAP54	44	37	19	8
CFAP69	52	62	22	20
CFAP70	41	27	20	16
CFAP97	710	700	321	244
CFD	49	68	44	25
CFDP1	590	773	290	200
CFL1	5586	8181	3665	2061
CFL2	1414	1594	804	459
