	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
MYDGF	537	537	595	342
MYEF2	381	438	370	254
MYH10	8372	8147	6856	6246
MYH11	79	78	49	82
MYH14	438	394	368	326
MYH15	92	84	76	88
MYH3	161	154	109	118
MYH9	7573	6828	6396	6300
MYL12A	493	397	555	387
MYL12B	541	488	625	478
MYL5	70	58	60	45
MYL6	3845	3659	4156	2874
MYL6B	623	677	610	462
MYLIP	271	258	234	201
MYLK	170	134	150	127
MYNN	780	713	723	550
MYO10	771	673	653	573
MYO18A	432	407	368	361
MYO19	1239	1087	1139	1033
MYO1B	1533	1376	1525	1052
MYO1C	842	740	724	706
MYO1D	751	620	612	524
MYO1E	505	463	570	451
MYO3A	435	339	295	273
MYO5A	932	891	869	716
MYO5B	216	181	203	151
MYO5C	727	670	589	574
MYO6	1183	1150	858	830
MYO9A	2950	2674	2604	2249
MYO9B	977	854	719	862
MYOM2	118	95	90	65
MYOT	49	51	29	40
MYRF	69	47	42	41
MYSM1	2098	2027	1583	1567
MZF1	225	167	155	174
MZT1	276	285	276	156
MZT2A	334	339	314	224
MZT2B	971	885	848	670
N4BP1	704	683	664	533
N4BP2	1145	1067	997	844
N4BP2L2	2202	1919	2009	1551
N6AMT1	118	119	127	89
NAA10	2545	2495	2490	1935
NAA15	5664	5222	4707	4056
NAA16	971	961	712	679
NAA20	780	850	679	474
NAA25	2970	2723	2466	2077
NAA30	311	287	286	184
NAA35	1436	1350	1262	1026
NAA38	672	624	627	468
NAA40	417	416	288	269
NAA50	1758	1651	1669	1148
NAA60	98	76	102	104
NAA80	48	29	42	42
NAAA	234	203	159	129
NAALAD2	79	85	58	49
NAB1	398	365	354	293
NAB2	90	103	65	45
NABP1	114	141	132	97
NABP2	584	502	525	339
NACA	9239	8116	9916	6325
NACC1	705	572	454	505
NACC2	159	117	124	106
NADK	897	771	714	599
NADK2	673	651	572	412
NADSYN1	524	465	526	416
NAE1	3668	3444	3284	2307
NAF1	603	594	403	499
NAGA	335	281	392	266
NAGK	207	210	217	152
NAGLU	356	300	325	255
NAGPA	208	189	176	143
NAIF1	56	73	49	43
NAMPT	655	600	658	444
NANP	206	199	195	135
NANS	1561	1489	1544	991
NAP1L1	9146	9759	7884	6108
NAP1L2	114	132	120	82
NAP1L3	466	429	371	255
NAP1L4	2716	2590	2562	1978
NAPA	616	594	539	526
NAPB	157	129	134	97
NAPEPLD	177	164	92	98
NAPG	373	397	355	267
NAPRT	205	151	170	142
NARF	766	754	720	534
NARS	3316	3308	3344	2232
NARS2	967	948	882	700
NASP	6263	6194	6417	4346
NAT1	100	88	96	74
NAT10	2591	2373	2509	2223
NAT14	193	173	174	124
NAT8L	50	57	50	40
NAT9	269	234	223	165
NAV1	343	236	189	300
NAV2	111	73	61	113
NAXD	207	178	182	146
NAXE	1615	1366	1611	1111
NBAS	2292	2092	2210	1675
NBDY	140	121	121	75
NBEA	2069	1948	1752	1514
NBEAL1	994	841	902	727
NBEAL2	1340	992	1007	1087
NBL1	73	61	63	47
NBN	2522	2327	2407	1685
NBPF1	364	320	362	256
NBPF10	105	85	85	77
NBPF11	61	57	56	46
NBPF12	251	225	208	170
NBPF14	100	73	46	53
NBPF15	177	151	145	128
NBPF20	74	74	65	65
NBPF3	295	302	288	220
NBPF9	125	134	86	70
NBR1	1485	1375	1447	1130
NCAM1	261	245	238	234
NCAPD2	5440	4953	4817	4110
NCAPD3	4898	4128	4566	3886
NCAPG	4596	4385	4509	3284
NCAPG2	3829	3311	3013	2629
NCAPH	2116	1917	2032	1599
NCAPH2	1675	1522	1577	1246
NCBP1	2722	2577	2588	2076
NCBP2	341	315	327	255
NCBP3	1332	1305	1230	1041
NCDN	677	591	641	620
NCEH1	88	82	119	62
NCK1	475	442	434	310
NCK2	252	240	222	204
NCKAP1	5451	5138	4861	3852
NCKAP5L	398	341	354	351
NCKIPSD	817	686	808	666
NCL	25364	28250	27530	18958
NCLN	930	868	893	722
NCOA1	845	641	771	715
NCOA2	1557	1333	1429	1194
NCOA3	998	780	896	773
NCOA4	2870	2436	2834	2008
NCOA5	860	810	805	814
NCOA6	1055	832	700	1017
NCOA7	435	358	318	307
NCOR1	4323	3771	3856	3559
NCOR2	797	567	357	571
NCR3LG1	578	513	524	446
NCS1	280	242	251	156
NCSTN	1008	807	808	853
NDC1	2106	1736	2196	1473
NDC80	1298	1194	1149	813
NDE1	456	394	400	339
NDEL1	494	466	475	417
NDFIP1	665	608	532	445
NDFIP2	547	486	562	337
NDNF	54	40	45	39
NDOR1	260	251	261	196
NDRG1	304	322	354	264
NDRG2	140	110	138	90
NDRG3	484	419	511	389
NDRG4	121	101	117	91
NDST1	701	570	570	507
NDST2	72	62	59	60
NDUFA1	2234	2235	1816	1109
NDUFA10	1851	1745	1756	1226
NDUFA11	444	428	488	342
NDUFA12	1130	1006	1092	636
NDUFA13	487	493	406	331
NDUFA2	542	492	552	356
NDUFA3	405	329	439	233
NDUFA4	555	400	671	316
NDUFA5	481	443	381	272
NDUFA6	879	875	818	528
NDUFA8	728	744	796	476
NDUFA9	328	292	372	272
NDUFAB1	1118	908	1092	640
NDUFAF1	402	406	357	255
NDUFAF2	230	199	297	182
NDUFAF3	919	816	811	599
NDUFAF4	851	837	809	498
NDUFAF5	510	472	460	335
NDUFAF6	390	320	339	261
NDUFAF7	482	482	431	320
NDUFAF8	333	309	246	152
NDUFB1	794	694	678	337
NDUFB10	2276	2068	2434	1582
NDUFB11	1340	1317	1151	850
NDUFB2	810	738	693	480
NDUFB3	603	546	591	337
NDUFB4	986	781	1130	665
NDUFB5	551	550	487	283
NDUFB6	1250	1137	980	691
NDUFB7	763	775	708	471
NDUFB8	522	408	551	376
NDUFB9	1977	2013	1495	1114
NDUFC1	467	370	426	245
NDUFC2	1154	1220	952	657
NDUFS1	3622	3265	3391	2374
NDUFS2	2505	2318	2234	1601
NDUFS3	1518	1373	1386	1075
NDUFS4	605	587	550	401
NDUFS5	2164	2250	1988	1285
NDUFS6	601	651	592	341
NDUFS7	595	559	618	408
NDUFS8	1143	1011	1178	817
NDUFV1	3212	2920	2896	2137
NDUFV2	727	657	717	483
NDUFV3	1107	1051	1045	794
NEB	318	332	251	229
NEBL	188	180	175	150
NECAB3	212	181	154	153
NECAP1	419	415	374	304
NECAP2	389	371	404	271
NECTIN1	87	70	62	66
NECTIN2	377	325	296	280
NECTIN3	990	861	999	717
NEDD1	866	795	809	629
NEDD4	323	304	333	242
NEDD4L	246	211	286	170
NEDD8	66	76	83	55
NEFL	409	412	360	294
NEFM	675	660	563	543
NEIL1	175	154	139	150
NEIL2	80	70	57	45
NEIL3	866	789	749	572
NEK1	1375	1267	1168	1026
NEK10	201	172	135	114
NEK11	100	106	83	77
NEK2	1048	1055	977	738
NEK3	421	380	379	288
NEK4	2020	1842	1947	1535
NEK6	283	258	272	227
NEK7	507	455	574	381
NEK8	66	53	59	50
NEK9	1852	1578	1593	1356
NELFA	463	447	419	399
NELFB	1008	933	974	773
NELFCD	1679	1652	1807	1320
NELFE	1208	1075	1159	791
NELL2	546	514	519	377
NEMF	1840	1738	1709	1323
NEMP1	812	757	634	559
NEMP2	133	104	101	77
NENF	842	775	717	476
NEO1	1223	1057	976	959
NEPRO	1384	1273	1235	947
NES	60	48	44	35
NET1	1576	1580	1710	1192
NETO2	1421	1286	1336	943
NEU1	442	436	466	340
NEU3	354	284	321	267
NEURL4	1019	905	821	740
NEXMIF	41	27	36	34
NEXN	140	130	130	105
NF1	3633	3004	2773	2809
NF2	2009	1809	1571	1431
NFAT5	1293	1111	1089	1185
NFATC1	70	62	49	47
NFATC2IP	586	529	474	463
NFATC3	1347	1086	1323	1134
NFATC4	71	53	51	47
NFE2L1	1099	1049	1173	972
NFE2L2	832	707	663	626
NFE2L3	481	428	583	470
NFIA	532	475	400	417
NFIB	220	161	170	179
NFIL3	240	195	198	212
NFIX	110	81	49	84
NFKB1	913	934	812	648
NFKB2	162	148	115	119
NFKBIA	279	267	364	247
NFKBIB	303	239	240	160
NFKBIL1	195	178	172	124
NFKBIZ	76	79	95	87
NFRKB	1978	1600	1795	1568
NFS1	372	295	316	258
NFU1	647	612	677	404
NFX1	1734	1467	1446	1428
NFXL1	1061	1012	851	746
NFYA	457	363	348	372
NFYB	343	339	350	256
NFYC	610	511	595	483
NGDN	1268	1317	1148	860
NGEF	78	65	74	68
NGLY1	1500	1343	1343	1001
NGRN	1425	1406	1467	1057
NHEJ1	290	226	243	209
NHLRC2	1175	984	1037	879
NHLRC3	242	229	192	148
NHP2	1823	1824	1924	1155
NHSL1	291	247	241	268
NIBAN1	44	39	53	26
NIBAN2	830	745	852	588
NID1	1420	1175	953	1252
NID2	339	273	276	263
NIF3L1	865	807	854	608
NIFK	1514	1288	1564	1025
NIN	3736	3509	3092	2549
NINJ1	42	37	44	35
NINL	442	418	343	308
NIP7	912	801	785	542
NIPA1	59	48	48	47
NIPA2	834	752	890	574
NIPAL1	70	60	47	36
NIPAL2	52	40	50	43
NIPAL3	349	288	341	246
NIPBL	4033	3534	3339	3298
NIPSNAP1	684	609	747	462
NIPSNAP2	834	818	871	568
NIPSNAP3A	464	500	405	317
NISCH	1858	1621	1710	1506
NIT1	317	261	301	209
NIT2	692	627	744	457
NKAP	1051	989	995	820
NKAPD1	809	728	749	559
NKD2	88	76	67	60
NKIRAS1	173	180	146	135
NKIRAS2	284	286	264	203
NKRF	2185	1988	2072	1734
NKTR	4784	4072	4569	3731
NKX2-5	191	187	201	157
NKX6-1	45	45	42	33
NLE1	654	519	662	510
NLGN1	190	165	201	131
NLGN2	154	104	64	111
NLK	182	133	201	130
NLN	1519	1451	1392	1162
NLRC4	55	36	37	50
NLRP14	47	60	60	40
NLRX1	368	302	312	254
NMB	72	56	90	36
NMD3	1737	1727	1569	1101
NME1	1398	1229	1456	926
NME1-NME2	254	224	262	85
NME3	304	305	231	174
NME4	798	699	699	494
NME6	287	241	240	229
NME7	442	417	364	313
NMNAT1	151	166	157	102
NMRAL1	341	316	327	256
NMRK1	66	53	64	43
NMT1	1616	1515	1753	1270
NMT2	596	570	532	453
NMU	125	100	114	80
NNT	2091	1736	1908	1448
NOA1	888	855	822	684
NOB1	820	777	806	615
NOC2L	3334	3293	3467	2536
NOC3L	2587	2396	2479	1796
NOC4L	428	361	430	336
NOCT	472	342	472	383
NOD1	134	111	106	99
NOL10	2407	2275	2225	1597
NOL11	3808	3497	3846	2848
NOL6	1284	1057	1247	1048
NOL7	2079	2167	1935	1407
NOL8	2776	2555	2216	1953
NOL9	1656	1386	1490	1268
NOLC1	5076	4896	5285	3992
NOM1	898	917	938	737
NOMO1	671	547	662	578
NOMO2	155	116	178	165
NOMO3	188	123	171	161
NONO	7606	7397	7692	5875
NOP10	457	455	442	271
NOP14	4369	4388	4041	3332
NOP16	1263	1272	1196	790
NOP2	2902	2700	2818	2275
NOP53	1399	1448	1401	997
NOP56	9145	8503	8852	6579
NOP58	6125	5914	5618	4064
NOP9	787	717	725	630
NOS1AP	63	46	32	48
NOSIP	932	829	922	674
NOSTRIN	114	98	101	126
NOTCH1	364	243	273	307
NOTCH2	4754	4075	3614	3587
NOTCH3	267	170	142	200
NOVA1	90	85	60	64
NOXA1	33	42	47	38
NOXO1	101	65	69	73
NPAS1	93	74	70	67
NPAS2	61	49	41	52
NPAT	1812	1456	1799	1377
NPC1	726	627	638	622
NPC2	696	636	639	432
NPDC1	209	203	175	154
NPEPL1	87	82	69	81
NPEPPS	2628	2333	1674	1770
NPHP1	243	221	244	138
NPHP3	392	352	305	253
NPHP4	452	351	319	373
NPL	108	133	101	94
NPLOC4	1687	1482	1671	1387
NPM1	13384	13461	12824	9383
NPM3	1182	1217	1044	757
NPNT	119	89	97	72
NPRL2	527	448	566	395
NPRL3	220	169	144	211
NPTN	758	668	731	523
NPTX1	182	163	149	140
NPTX2	102	80	97	91
NQO1	138	130	116	127
NQO2	409	384	373	259
NR1D2	1297	1155	1221	951
NR1H2	184	167	227	142
NR1H3	114	108	143	96
NR1I3	129	89	129	109
NR2C1	854	715	733	598
NR2C2	862	678	622	641
NR2C2AP	216	225	259	181
NR2F1	292	251	296	310
NR2F2	413	350	317	310
NR2F6	262	241	154	124
NR3C1	781	687	642	533
NR3C2	385	350	376	288
NR6A1	295	232	229	256
NRARP	42	45	38	36
NRAS	891	717	901	679
NRBF2	175	126	163	100
NRBP1	1077	923	1136	953
NRBP2	59	49	64	48
NRCAM	224	204	199	160
NRDC	4437	4094	3760	3208
NRDE2	1350	1223	1156	999
NREP	55	42	48	46
NRF1	507	441	501	419
NRIP1	895	771	897	690
NRIP2	49	44	30	48
NRIP3	132	96	115	81
NRN1	119	115	123	88
NRP1	557	580	535	441
NRP2	141	114	125	114
NRSN2	75	78	61	80
NRXN3	236	230	216	221
NSA2	1099	1067	1192	727
NSD1	9317	8653	7166	6680
NSD2	4623	4128	3495	3334
NSD3	1864	1581	1537	1417
NSDHL	811	690	902	705
NSF	682	679	630	511
NSFL1C	765	685	728	571
NSL1	919	845	898	653
NSMAF	842	698	760	617
NSMCE1	546	520	483	367
NSMCE2	517	470	522	353
NSMCE3	286	259	267	198
NSMCE4A	1360	1305	1155	818
NSMF	834	671	712	619
NSRP1	267	280	289	219
NSUN2	3340	3419	3129	2509
NSUN3	397	349	345	276
NSUN4	359	339	337	320
NSUN5	371	400	382	294
NSUN6	549	519	441	373
NT5C	323	293	306	217
NT5C2	613	534	602	478
NT5C3A	348	291	375	226
NT5C3B	1732	1512	1758	1190
NT5DC1	875	778	835	714
NT5DC2	2331	2045	2358	1873
NT5DC3	419	411	342	337
NT5M	44	41	45	32
NTAN1	263	209	274	173
NTHL1	689	694	642	444
NTMT1	662	668	751	525
NTN1	91	92	88	87
NTPCR	769	678	769	499
NUAK1	187	175	178	156
NUB1	1214	1088	1252	913
NUBP1	357	349	387	251
NUBP2	605	647	528	427
NUBPL	309	292	240	178
NUCB1	670	614	642	535
NUCB2	835	861	850	557
NUCKS1	10442	10743	10204	7772
NUDC	1828	1991	2013	1375
NUDCD1	1051	1009	897	634
NUDCD2	354	383	321	193
NUDCD3	582	564	601	450
NUDT1	317	334	303	222
NUDT11	90	73	59	53
NUDT12	618	566	536	388
NUDT13	192	174	161	165
NUDT14	83	84	92	59
NUDT15	374	369	274	268
NUDT16	260	204	187	124
NUDT16L1	143	148	120	94
NUDT17	65	60	48	48
NUDT19	367	348	320	269
NUDT2	182	196	172	143
NUDT21	1370	1266	1420	865
NUDT22	184	196	192	111
NUDT5	1579	1394	1360	1009
NUDT6	151	108	127	85
NUDT7	50	51	63	40
NUDT8	91	91	85	49
NUDT9	273	293	262	211
NUF2	1187	1128	1230	850
NUFIP1	460	420	373	328
NUFIP2	2058	1882	2036	1688
NUMA1	3458	3076	3024	2885
NUMB	443	390	410	389
NUMBL	160	155	94	119
NUP107	4360	4174	3992	2813
NUP133	9291	8442	8236	6068
NUP153	7566	6027	7360	6152
NUP155	7709	6455	7270	5491
NUP160	5314	4585	4204	3735
NUP188	5512	4858	4688	4668
NUP205	10682	9374	10152	7540
NUP210	3595	2951	3046	3143
NUP210L	63	54	65	38
NUP214	2078	1665	1523	1849
NUP35	710	533	702	517
NUP37	1061	963	1120	740
NUP42	987	832	972	664
NUP43	1880	1568	1798	1360
NUP50	746	718	681	542
NUP54	1881	1657	1975	1290
NUP58	1544	1271	1630	1181
NUP62	738	597	812	647
NUP62CL	293	228	263	202
NUP85	1844	1652	1849	1354
NUP88	2523	2239	2542	1880
NUP93	3539	3290	3328	2377
NUP98	5339	4478	5336	4076
NUS1	232	217	176	164
NUTF2	737	486	866	490
NVL	3023	2643	2643	2150
NXF1	996	998	1078	951
NXN	184	172	200	149
NXPE3	585	489	494	402
NXT1	248	240	213	171
NXT2	175	140	154	112
NYNRIN	97	82	64	95
OAF	152	135	129	120
OARD1	110	85	106	55
OAT	3733	3410	4085	2535
OAZ1	7228	5929	8095	5522
OAZ2	256	242	178	159
OBI1	1132	1107	1079	770
OBSCN	443	358	318	313
OBSL1	1244	1241	1062	950
OCA2	58	68	46	47
OCIAD1	1017	930	1041	737
OCLN	250	234	240	183
OCRL	1624	1452	1352	1198
ODC1	8824	8358	8019	5528
ODF2	1715	1594	1489	1311
ODF2L	891	889	740	613
ODR4	934	839	870	638
OFD1	1051	1005	1010	825
OGA	4101	3593	3353	2918
OGDH	1139	1016	999	938
OGDHL	411	410	384	308
OGFOD1	1779	1722	1441	1257
OGFOD2	143	127	146	100
OGFOD3	242	225	206	158
OGFR	713	669	652	490
OGFRL1	465	460	443	319
OGG1	231	186	219	188
OGN	122	121	63	117
OGT	5322	4630	4737	3767
OIP5	289	244	272	174
OLA1	2069	2104	1951	1359
OMA1	1147	1022	1161	756
OMD	124	105	67	121
OMG	74	87	54	54
ONECUT2	58	58	54	66
OPA1	3016	2837	2586	1999
OPA3	52	40	49	45
OPHN1	253	199	190	168
OPTN	166	143	164	90
ORAI1	73	39	82	49
ORAI2	77	48	45	47
ORC1	1664	1490	1679	1285
ORC2	1287	1219	1317	968
ORC3	1311	1130	1303	982
ORC4	1075	1042	1097	794
ORC5	986	869	883	647
ORC6	871	877	775	668
ORMDL1	363	323	435	241
ORMDL2	256	233	251	153
ORMDL3	102	100	118	70
OS9	1929	1850	1914	1397
OSBP	1288	1179	1009	966
OSBP2	136	93	105	112
OSBPL10	101	89	101	96
OSBPL11	999	843	928	800
OSBPL1A	521	505	456	375
OSBPL2	456	407	432	351
OSBPL3	749	671	628	558
OSBPL5	111	107	114	96
OSBPL6	661	529	522	451
OSBPL8	1911	1782	1818	1355
OSBPL9	1939	1748	1960	1384
OSCP1	109	95	92	73
OSER1	428	339	491	362
OSGEP	943	850	854	662
OSGEPL1	286	251	277	219
OSGIN2	426	403	408	303
OSR2	52	53	55	54
OST4	299	281	234	126
OSTC	630	617	593	322
OSTF1	267	200	279	187
OSTM1	282	247	257	184
OTUB1	758	654	974	681
OTUB2	71	59	75	57
OTUD1	70	69	49	46
OTUD3	387	338	317	225
OTUD4	1260	1189	1054	943
OTUD5	741	713	644	546
OTUD6B	600	606	572	416
OTUD7A	56	33	49	43
OTUD7B	795	739	739	549
OTULIN	343	316	279	212
OTULINL	185	177	149	126
OVCA2	334	284	360	298
OVGP1	112	124	110	92
OXA1L	1472	1158	1416	1090
OXCT1	820	675	723	493
OXLD1	183	195	152	112
OXNAD1	657	614	530	459
OXR1	772	670	674	460
OXSM	442	402	406	269
OXSR1	891	877	878	651
P2RX4	149	122	137	107
P2RY1	165	123	148	118
P3H1	1066	921	922	780
P3H3	351	294	246	223
P3H4	355	354	266	200
P4HA1	876	791	856	583
P4HA2	245	216	248	181
P4HB	4331	3890	4417	3462
PA2G4	3592	3405	3279	2598
PAAF1	221	192	205	170
PABPC1	9930	8506	6889	8224
PABPC1L	212	196	147	196
PABPC4	3769	3254	2815	2997
PABPC4L	323	329	274	234
PABPN1	207	252	155	104
PACC1	503	423	446	362
PACRGL	210	182	249	173
PACS1	279	269	162	260
PACS2	519	429	542	452
PACSIN2	769	822	674	598
PACSIN3	275	291	291	213
PAF1	1339	1277	1450	1059
PAFAH1B1	1462	1338	1348	1064
PAFAH1B2	1356	1260	1175	842
PAFAH1B3	361	337	295	271
PAFAH2	100	79	82	66
PAG1	177	132	178	154
PAGR1	981	1031	720	605
PAICS	6349	6342	5486	4650
PAIP1	492	384	430	287
PAIP2	616	546	605	408
PAIP2B	82	85	81	63
PAK1	542	558	424	423
PAK1IP1	1516	1258	1417	929
PAK2	779	669	513	602
PAK4	315	329	271	265
PALB2	906	803	805	714
PALD1	501	462	467	370
PALLD	611	550	436	493
PALM	50	53	39	38
PALM2-AKAP2	380	365	396	310
PAM	1135	952	1011	791
PAM16	47	34	31	30
PAN2	777	711	763	638
PAN3	942	778	782	664
PANK1	231	210	218	154
PANK2	931	856	743	547
PANK3	1689	1598	1498	1132
PANK4	573	469	524	408
PANX1	211	164	197	151
PAPOLA	4027	3641	3621	3255
PAPOLG	510	457	467	363
PAPSS1	905	861	853	607
PAPSS2	235	216	182	175
PAQR3	381	326	417	332
PAQR4	91	67	95	65
PAQR5	67	49	73	47
PAQR6	49	38	50	37
PAQR8	50	32	43	27
PARD3	1274	1149	1198	975
PARD3B	274	248	238	221
PARD6B	264	223	205	156
PARD6G	47	49	43	29
PARG	896	809	825	608
PARK7	2783	2839	2705	1852
PARL	138	137	103	81
PARN	1133	1038	1068	865
PARP1	24657	23231	23942	18743
PARP11	150	125	113	112
PARP16	96	84	83	86
PARP2	960	915	892	692
PARP3	105	103	143	92
PARP4	1022	871	956	787
PARP6	749	600	641	572
PARP8	321	311	261	214
PARP9	72	86	80	54
PARPBP	996	931	862	649
PARS2	175	142	184	145
PARVA	217	203	164	156
PARVB	458	409	401	362
PASK	798	703	693	587
PATJ	1627	1427	1412	1114
PATL1	725	621	515	681
PATZ1	837	736	694	619
PAWR	888	880	724	586
PAX3	215	188	184	164
PAX6	360	315	359	281
PAXBP1	3137	3003	2905	2207
PAXIP1	1048	908	913	687
PAXX	434	384	458	300
PBDC1	480	483	471	338
PBK	554	548	563	353
PBLD	94	71	72	58
PBRM1	4995	4640	4556	3690
PBX1	329	258	311	261
PBX2	232	185	208	187
PBX3	259	236	251	210
PBXIP1	235	230	218	147
PC	345	326	325	287
PCBD1	241	191	275	165
PCBD2	56	67	37	44
PCBP1	852	683	712	775
PCBP2	4597	3523	3176	4324
PCBP4	61	62	70	63
PCCA	404	412	375	343
PCCB	1476	1321	1425	996
PCDH10	878	779	711	660
PCDH17	141	109	127	103
PCDH18	85	82	77	45
PCDH7	1225	1099	1009	966
PCDH9	800	771	859	655
PCED1A	339	283	362	283
PCF11	3359	2926	3242	2568
PCGF1	207	209	221	140
PCGF2	113	89	74	84
PCGF3	455	368	453	345
PCGF5	331	249	271	187
PCGF6	475	544	443	311
PCID2	659	585	651	401
PCIF1	318	229	226	266
PCK2	277	249	262	217
PCLO	919	733	640	849
PCM1	5123	4858	4458	3482
PCMT1	1941	1728	1800	1255
PCMTD1	202	191	164	178
PCMTD2	486	447	385	311
PCNA	6347	6207	6307	4333
PCNP	825	825	829	578
PCNT	5200	4885	4075	4084
PCNX1	3187	2845	2764	2423
PCNX2	1609	1430	1402	1261
PCNX3	1173	894	915	973
PCNX4	1884	1630	1672	1279
PCOLCE2	498	444	452	272
PCSK1N	71	57	43	30
PCSK5	311	313	284	230
PCSK6	1329	1124	1083	931
PCSK7	452	432	385	347
PCTP	150	161	192	129
PCYOX1	560	567	509	423
PCYOX1L	105	90	118	73
PCYT1A	410	345	377	250
PCYT2	278	244	296	224
PDAP1	612	662	702	478
PDCD10	660	612	722	459
PDCD11	6114	5730	5569	4564
PDCD2	1580	1516	1421	983
PDCD2L	382	331	363	252
PDCD4	1565	1695	1461	1013
PDCD5	1724	1632	1603	956
PDCD6	452	421	440	311
PDCD6IP	3417	3109	3171	2387
PDCD7	225	207	156	155
PDCL	436	423	401	287
PDCL3	292	308	291	173
PDE10A	133	123	135	123
PDE12	1313	1173	1239	1026
PDE3B	1058	918	863	715
PDE4A	78	65	62	82
PDE4D	182	138	165	130
PDE4DIP	509	489	428	407
PDE5A	322	295	310	248
PDE6D	207	195	164	136
PDE7A	368	355	341	262
PDE8A	821	674	762	557
PDE9A	192	145	199	149
PDF	102	126	81	56
PDGFC	192	146	155	103
PDGFRL	56	53	48	33
PDHA1	2762	2736	2514	1747
PDHB	2815	2744	2834	1924
PDHX	956	868	966	663
PDIA3	2557	2568	2482	2018
PDIA4	3864	3899	3727	2715
PDIA5	412	404	348	308
PDIA6	5296	5180	4871	3432
PDIK1L	344	291	241	199
PDK1	301	276	264	226
PDK2	187	149	173	158
PDK3	499	432	410	319
PDLIM1	549	445	504	403
PDLIM3	142	115	130	87
PDLIM5	573	544	539	455
PDLIM7	221	213	252	262
PDP1	358	268	360	256
PDP2	300	271	286	246
PDPK1	144	122	141	135
PDPN	121	119	168	99
PDPR	311	294	261	252
PDRG1	240	273	197	141
PDS5A	3956	3682	3502	2814
PDS5B	2540	2258	1990	1872
PDSS1	677	641	534	417
PDSS2	221	214	204	171
PDXDC1	1442	1402	1473	1068
PDXK	794	803	771	628
PDZD11	239	215	230	191
PDZD2	74	57	46	47
PDZD4	70	73	59	52
PDZD8	2353	2186	2195	1839
PDZRN3	150	152	162	115
PEA15	195	181	218	153
PEAK1	782	693	624	649
PEBP1	1606	1427	1648	1088
PECR	218	198	192	148
PEF1	783	630	883	674
PELI1	213	187	289	174
PELI2	185	152	172	112
PELI3	106	92	101	88
PELO	643	566	657	443
PELP1	1554	1345	1136	1305
PEMT	375	328	356	336
PEPD	867	829	807	521
PER1	318	218	254	309
PER2	184	169	174	145
PER3	52	49	47	53
PERP	321	233	441	228
PES1	4108	4259	4227	2936
PET100	230	286	209	172
PET117	159	161	105	78
PEX1	1167	1022	1076	772
PEX10	186	171	150	131
PEX11A	142	168	149	108
PEX11B	175	140	167	124
PEX12	60	63	60	56
PEX13	423	413	400	291
PEX14	207	194	187	184
PEX16	267	251	240	174
PEX19	482	421	440	280
PEX2	427	462	405	291
PEX26	335	280	282	241
PEX3	946	845	910	591
PEX5	721	615	550	464
PEX6	178	127	150	137
PEX7	243	238	192	143
PFAS	2767	2340	2449	2083
PFDN1	374	299	372	223
PFDN2	570	592	652	372
PFDN4	825	901	783	550
PFDN5	2115	1985	2050	1348
PFDN6	585	531	582	387
PFKFB2	320	268	332	209
PFKFB3	383	337	346	320
PFKFB4	96	86	71	62
PFKL	1836	1588	1812	1455
PFKM	2319	2106	2011	1612
PFKP	1151	1056	990	791
PFN1	2605	2389	2301	1738
PFN2	1222	1031	1171	818
PGAM2	58	56	57	60
PGAM5	1068	1023	1098	739
PGAP1	690	548	568	494
PGAP2	146	112	154	115
PGAP3	63	60	73	49
PGBD1	614	569	514	470
PGBD2	133	127	155	115
PGBD4	75	63	62	56
PGBD5	151	95	124	132
PGD	2174	2122	2322	1691
PGGHG	178	136	168	138
PGGT1B	444	387	413	297
PGK1	7328	6800	7381	5193
PGLS	425	351	317	270
PGM1	1576	1374	1383	1008
PGM2	1293	1257	1178	840
PGM2L1	203	199	171	133
PGM3	1272	1086	1228	838
PGP	557	510	537	340
PGRMC1	1838	1719	1750	1154
PGRMC2	278	276	207	208
PGS1	421	391	396	335
PHACTR2	498	478	540	402
PHACTR4	664	593	485	586
PHAX	1156	968	1040	758
PHB	3360	3022	3303	2289
PHB2	4382	3689	4354	3080
PHC2	745	634	681	609
PHC3	678	557	596	622
PHF1	183	144	136	112
PHF10	1559	1402	1234	1242
PHF12	381	371	265	386
PHF13	194	148	106	88
PHF14	2282	2202	2169	1622
PHF19	357	347	320	240
PHF2	685	573	594	574
PHF20	960	961	883	835
PHF20L1	1527	1440	1582	1126
PHF21A	165	119	109	108
PHF21B	46	35	34	26
PHF23	635	677	592	415
PHF3	5745	5102	5430	4097
PHF5A	516	454	483	242
PHF6	2198	2065	2203	1545
PHF7	73	63	64	49
PHF8	1593	1469	1153	1222
PHGDH	4752	4633	4414	3832
PHIP	4682	4348	3923	3303
PHKA1	1266	1156	1252	902
PHKA2	905	748	809	677
PHKB	1353	1104	1130	959
PHKG1	48	41	38	48
PHKG2	847	755	775	717
PHLDB1	203	200	178	157
PHLDB2	239	205	208	171
PHLDB3	74	81	85	51
PHLPP1	589	485	415	445
PHLPP2	865	754	758	732
PHOSPHO2	176	141	118	107
PHPT1	460	402	472	307
PHRF1	1664	1508	1523	1424
PHTF1	750	756	698	535
PHTF2	714	687	657	532
PHYH	150	160	152	118
PHYHD1	295	204	264	187
PHYKPL	530	463	505	479
PI4K2B	551	570	522	346
PI4KA	2665	2278	2234	2197
PI4KB	1861	1779	1948	1542
PIAS1	672	598	700	595
