	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
MIOS	1156	1121	1604	2263
MIPEP	677	643	1056	1431
MIPOL1	462	386	513	820
MIS12	428	343	653	831
MIS18A	566	567	758	1006
MIS18BP1	1606	1438	2245	3259
MITD1	370	326	542	766
MITF	127	112	196	238
MKI67	13312	10594	12931	21986
MKKS	496	407	839	1245
MKLN1	1505	1374	1779	2802
MKNK1	320	314	458	640
MKNK2	552	499	824	1182
MKRN1	915	886	1410	1803
MKRN2	1128	1034	1694	2423
MKS1	463	464	691	1029
MKX	65	42	75	99
MLEC	1135	1014	1550	2240
MLF1	588	555	814	1214
MLF2	1098	930	1329	2035
MLH3	170	152	210	306
MLLT1	329	289	418	638
MLLT10	850	673	954	1582
MLLT3	989	900	1467	2204
MLLT6	376	288	453	633
MLST8	490	442	928	1288
MLX	368	304	605	828
MLXIP	475	341	317	724
MLXIPL	80	52	73	104
MLYCD	119	93	156	275
MMAA	39	51	77	103
MMAB	573	516	1005	1427
MMACHC	165	167	314	412
MMADHC	2735	2557	4399	6094
MMD	70	80	108	147
MMGT1	201	192	287	437
MMP16	107	98	142	221
MMS19	1683	1489	2352	3468
MMS22L	2036	1823	2469	3830
MMUT	763	667	1047	1430
MNAT1	1143	1106	1488	2083
MND1	425	394	609	777
MNS1	99	79	122	170
MNX1	71	76	84	128
MOAP1	347	336	402	598
MOB1A	1216	1203	1891	2706
MOB1B	84	72	124	227
MOB2	132	117	244	362
MOB3B	59	51	66	90
MOCOS	228	197	326	457
MOCS1	269	219	390	551
MOCS2	645	605	841	1200
MOCS3	285	234	405	549
MOGS	1050	957	1566	2258
MOK	192	192	285	421
MON1A	366	351	554	810
MON1B	203	187	253	394
MON2	2418	2155	3156	4927
MORC2	877	789	900	1484
MORC3	1254	1111	1743	2617
MORC4	1336	1232	1804	2536
MORF4L1	2370	2341	2558	4051
MORF4L2	7734	7905	10999	15085
MORN1	129	154	148	289
MORN2	276	274	487	633
MORN4	56	43	70	117
MOSMO	35	39	95	123
MOSPD1	291	231	449	649
MOSPD2	297	265	350	488
MOV10	967	785	1069	1650
MOXD1	400	332	531	810
MPC1	540	419	784	1171
MPC2	631	579	858	1223
MPDU1	560	430	907	1205
MPDZ	1258	1036	1582	2237
MPG	484	454	707	923
MPHOSPH10	1499	1499	2154	2748
MPHOSPH6	542	579	819	1192
MPHOSPH8	889	924	1035	1461
MPHOSPH9	3323	2891	4657	6955
MPI	1648	1459	2494	3711
MPLKIP	269	251	446	568
MPND	152	145	236	329
MPP1	556	514	918	1199
MPP2	238	218	294	443
MPP3	260	222	255	342
MPP5	830	711	964	1598
MPP6	1311	1168	1562	2403
MPP7	193	156	286	377
MPPE1	159	180	206	307
MPRIP	3589	3329	4324	6724
MPST	590	512	845	1177
MPV17	352	349	456	611
MPV17L2	126	90	210	285
MPZL1	608	514	740	1095
MR1	60	51	70	127
MRAP	92	65	105	181
MRAS	55	41	91	127
MRC2	125	107	150	246
MRE11	1767	1702	2459	3539
MREG	227	165	245	382
MRFAP1	1193	1422	1619	2037
MRFAP1L1	392	474	641	853
MRGBP	357	358	497	691
MRI1	839	733	1261	1725
MRM1	113	94	102	188
MRM2	338	290	586	785
MRM3	653	629	1012	1366
MRNIP	466	423	661	1023
MROH1	265	249	260	461
MROH8	155	167	185	249
MRPL1	996	1001	1600	2378
MRPL10	242	240	504	750
MRPL11	1193	1229	1831	2487
MRPL12	129	93	154	155
MRPL13	1271	1108	1928	2771
MRPL14	731	641	1176	1575
MRPL15	1468	1421	2445	3494
MRPL16	1260	1248	1722	2383
MRPL17	831	761	1296	1826
MRPL18	1202	1209	1791	2454
MRPL19	1842	1650	2361	3460
MRPL2	525	481	890	995
MRPL20	1661	1618	2361	3340
MRPL21	1183	1101	1877	2530
MRPL22	622	566	1014	1438
MRPL23	1111	991	1599	2231
MRPL24	1018	1029	1548	2208
MRPL27	613	554	1097	1549
MRPL28	1212	1159	2233	2921
MRPL3	3698	3385	4915	7274
MRPL32	693	685	1241	1747
MRPL33	744	682	1015	1462
MRPL34	199	187	245	381
MRPL35	531	506	814	1174
MRPL36	204	184	297	422
MRPL37	3815	3554	6415	9047
MRPL38	932	814	1270	1699
MRPL39	1349	1174	2309	3345
MRPL4	677	552	1046	1320
MRPL40	816	649	1275	1797
MRPL41	740	703	981	1505
MRPL42	1057	1012	1988	2879
MRPL43	413	424	695	1011
MRPL44	861	843	1154	1717
MRPL45	351	335	428	610
MRPL46	711	635	1186	1645
MRPL47	908	843	1376	1921
MRPL48	644	636	1039	1456
MRPL49	441	376	737	1081
MRPL50	578	481	887	1222
MRPL51	2032	2058	3162	4130
MRPL52	679	660	1059	1366
MRPL53	387	344	478	649
MRPL54	526	550	808	1048
MRPL55	858	756	1187	1685
MRPL57	189	178	305	417
MRPL58	489	410	888	1206
MRPL9	1330	1292	1699	2310
MRPS10	527	475	741	1071
MRPS11	591	495	1042	1486
MRPS12	314	241	651	756
MRPS14	510	475	740	1089
MRPS15	1652	1318	2879	4101
MRPS16	1030	867	1637	2238
MRPS18A	431	387	684	1006
MRPS18B	738	563	1555	2137
MRPS18C	647	591	1128	1581
MRPS2	831	782	1419	1939
MRPS21	1212	1167	1948	2725
MRPS22	1534	1375	2447	3451
MRPS23	1181	1107	1860	2605
MRPS24	981	928	1319	1903
MRPS25	698	732	1151	1573
MRPS26	1071	1141	1316	1867
MRPS27	1749	1438	2418	3596
MRPS28	491	452	669	897
MRPS30	1147	990	1693	2488
MRPS31	873	764	1342	2068
MRPS33	527	476	781	1066
MRPS34	1339	1234	2121	3076
MRPS35	1319	1319	1902	2688
MRPS36	213	132	487	693
MRPS5	1439	1439	2166	2700
MRPS6	167	189	281	408
MRPS7	1598	1562	2468	3396
MRPS9	1470	1319	2065	2930
MRRF	612	536	851	1416
MRS2	1406	1318	1908	2955
MRTFA	416	349	362	626
MRTFB	365	296	399	609
MRTO4	1198	1069	1959	2825
MSANTD2	274	273	343	524
MSANTD3	300	309	402	655
MSANTD4	464	470	572	805
MSH2	4496	4170	6705	9437
MSH3	1823	1551	2349	3458
MSH4	66	68	101	168
MSH6	10020	9395	13776	19456
MSI1	121	93	74	129
MSI2	473	409	575	940
MSL1	630	633	644	978
MSL2	606	531	786	1208
MSL3	484	496	705	1020
MSMO1	660	634	963	1483
MSMP	106	101	190	266
MSN	1155	1123	1549	2222
MSRA	49	39	61	88
MSRB1	47	42	90	106
MSRB2	133	124	170	250
MSRB3	91	92	81	143
MSS51	78	63	86	158
MST1	128	96	147	221
MSTO1	117	105	206	273
MSX1	79	59	106	170
MSX2	105	99	184	274
MTA1	1628	1508	1938	2904
MTA2	4792	4000	7870	11596
MTA3	532	535	681	1104
MTAP	805	700	1155	1729
MTBP	951	939	1336	2026
MTCH1	1721	1553	2378	3352
MTCH2	2449	2152	3837	5308
MTCL1	549	511	613	899
MTDH	3264	3029	4362	6533
MTERF1	379	286	583	846
MTERF2	408	411	569	820
MTERF3	681	623	1087	1662
MTERF4	465	476	783	991
MTF1	199	169	259	418
MTF2	1993	1910	3037	4481
MTFMT	463	333	612	835
MTFR1	689	699	885	1339
MTFR1L	487	415	737	1003
MTFR2	305	267	388	589
MTG1	764	681	992	1488
MTG2	357	328	468	703
MTHFD1	7002	6381	8810	13099
MTHFD1L	2887	2759	3457	4935
MTHFD2	2768	2638	4439	6426
MTHFD2L	138	123	195	289
MTHFR	206	198	285	445
MTHFSD	208	179	260	343
MTIF2	2159	2044	3143	4464
MTIF3	683	576	971	1387
MTM1	305	336	454	643
MTMR1	1482	1405	1950	2941
MTMR10	384	350	535	759
MTMR12	675	575	799	1204
MTMR14	688	603	1098	1456
MTMR2	1497	1382	1937	2880
MTMR3	982	860	1211	1844
MTMR4	1936	1688	2605	3881
MTMR6	541	517	823	1246
MTMR7	100	98	116	180
MTMR8	153	136	176	269
MTMR9	270	254	468	681
MTO1	1026	992	1513	2287
MTOR	5109	4460	6988	10562
MTPAP	831	796	1353	1788
MTPN	543	481	822	1056
MTR	5934	5525	7559	11198
MTRES1	174	206	229	398
MTREX	4749	4640	6581	9363
MTRF1	249	207	307	460
MTRF1L	237	192	376	546
MTRNR2L1	51	85	56	382
MTRR	853	670	1295	1846
MTSS1	84	60	111	166
MTSS2	344	310	488	697
MTURN	130	117	165	224
MTUS1	567	520	669	985
MTX1	353	290	575	735
MTX2	733	697	1236	1693
MTX3	385	342	545	827
MUL1	357	281	460	700
MUS81	411	331	503	837
MVB12A	297	296	426	623
MVB12B	111	70	139	230
MVD	324	273	541	664
MVK	287	247	404	606
MXD1	62	62	98	146
MXD3	200	163	248	384
MXD4	382	360	619	795
MXI1	281	204	396	623
MXRA7	119	128	178	216
MYB	83	65	87	104
MYBBP1A	4032	3511	4338	7019
MYBL1	485	455	641	907
MYBL2	2790	2613	3412	5235
MYC	1600	1309	2655	4014
MYCBP2	7287	6366	9147	13682
MYDGF	537	537	880	1172
MYEF2	381	438	570	681
MYH10	8372	8147	9720	14493
MYH11	79	78	68	136
MYH14	438	394	443	744
MYH15	92	84	99	177
MYH3	161	154	130	244
MYH9	7573	6828	8049	13137
MYL12A	493	397	901	1250
MYL12B	541	488	1097	1597
MYL5	70	58	97	146
MYL6	3845	3659	6898	9824
MYL6B	623	677	1007	1371
MYLIP	271	258	374	577
MYLK	170	134	176	313
MYNN	780	713	1122	1565
MYO10	771	673	847	1303
MYO18A	432	407	439	721
MYO19	1239	1087	1715	2688
MYO1B	1533	1376	2356	3442
MYO1C	842	740	984	1579
MYO1D	751	620	897	1367
MYO1E	505	463	815	1139
MYO3A	435	339	506	716
MYO5A	932	891	1228	1857
MYO5B	216	181	319	456
MYO5C	727	670	878	1309
MYO6	1183	1150	1215	1923
MYO9A	2950	2674	3994	5876
MYO9B	977	854	985	1757
MYOM2	118	95	128	203
MYOT	49	51	64	113
MYRF	69	47	50	91
MYSM1	2098	2027	2112	3320
MZF1	225	167	254	369
MZT1	276	285	433	503
MZT2A	334	339	492	680
MZT2B	971	885	1544	2135
N4BP1	704	683	1054	1489
N4BP2	1145	1067	1512	2127
N4BP2L2	2202	1919	2832	4270
N6AMT1	118	119	180	259
NAA10	2545	2495	3825	5165
NAA15	5664	5222	7131	9987
NAA16	971	961	1037	1583
NAA20	780	850	1019	1549
NAA25	2970	2723	3725	5549
NAA30	311	287	396	564
NAA35	1436	1350	1923	2758
NAA38	672	624	1066	1444
NAA40	417	416	441	629
NAA50	1758	1651	2617	3363
NAA60	98	76	124	190
NAA80	48	29	58	97
NAAA	234	203	307	399
NAALAD2	79	85	113	133
NAB1	398	365	487	793
NAB2	90	103	92	138
NABP1	114	141	223	273
NABP2	584	502	840	1212
NACA	9239	8116	16332	21827
NACC1	705	572	676	1086
NACC2	159	117	190	284
NADK	897	771	1180	1545
NADK2	673	651	863	1282
NADSYN1	524	465	840	1176
NAE1	3668	3444	5549	7649
NAF1	603	594	524	896
NAGA	335	281	584	807
NAGK	207	210	307	444
NAGLU	356	300	526	729
NAGPA	208	189	293	414
NAIF1	56	73	75	106
NAMPT	655	600	941	1362
NANP	206	199	286	395
NANS	1561	1489	2330	3390
NAP1L1	9146	9759	11674	16080
NAP1L2	114	132	197	249
NAP1L3	466	429	640	933
NAP1L4	2716	2590	3782	5114
NAPA	616	594	786	1265
NAPB	157	129	167	253
NAPEPLD	177	164	155	241
NAPG	373	397	517	762
NAPRT	205	151	246	329
NARF	766	754	1187	1588
NARS	3316	3308	5216	6893
NARS2	967	948	1388	2142
NASP	6263	6194	8874	11099
NAT1	100	88	179	251
NAT10	2591	2373	3589	5273
NAT14	193	173	288	362
NAT8L	50	57	62	77
NAT9	269	234	388	550
NAV1	343	236	182	473
NAV2	111	73	70	158
NAXD	207	178	283	401
NAXE	1615	1366	2509	3529
NBAS	2292	2092	3502	4810
NBDY	140	121	186	255
NBEA	2069	1948	2292	3648
NBEAL1	994	841	1179	1841
NBEAL2	1340	992	1175	2186
NBL1	73	61	91	157
NBN	2522	2327	3869	5584
NBPF1	364	320	508	755
NBPF10	105	85	88	172
NBPF11	61	57	73	128
NBPF12	251	225	261	389
NBPF14	100	73	74	105
NBPF15	177	151	205	302
NBPF20	74	74	81	111
NBPF3	295	302	431	601
NBPF9	125	134	159	167
NBR1	1485	1375	2230	3063
NCAM1	261	245	329	494
NCAPD2	5440	4953	6780	10388
NCAPD3	4898	4128	6891	10075
NCAPG	4596	4385	7053	9597
NCAPG2	3829	3311	4383	6604
NCAPH	2116	1917	2943	4188
NCAPH2	1675	1522	2497	3682
NCBP1	2722	2577	3943	5945
NCBP2	341	315	581	761
NCBP3	1332	1305	1685	2480
NCDN	677	591	808	1326
NCEH1	88	82	153	241
NCK1	475	442	648	853
NCK2	252	240	350	502
NCKAP1	5451	5138	7403	11135
NCKAP5L	398	341	516	806
NCKIPSD	817	686	1133	1747
NCL	25364	28250	35226	38622
NCLN	930	868	1382	1987
NCOA1	845	641	1073	1682
NCOA2	1557	1333	2105	3239
NCOA3	998	780	1268	1952
NCOA4	2870	2436	4692	6501
NCOA5	860	810	1172	1647
NCOA6	1055	832	896	1638
NCOA7	435	358	511	735
NCOR1	4323	3771	5362	8106
NCOR2	797	567	448	1090
NCR3LG1	578	513	736	1152
NCS1	280	242	341	526
NCSTN	1008	807	1154	1790
NDC1	2106	1736	3517	5111
NDC80	1298	1194	1666	2417
NDE1	456	394	527	804
NDEL1	494	466	712	1088
NDFIP1	665	608	745	1293
NDFIP2	547	486	829	1232
NDNF	54	40	73	104
NDOR1	260	251	373	564
NDRG1	304	322	517	701
NDRG2	140	110	176	276
NDRG3	484	419	798	1150
NDRG4	121	101	184	221
NDST1	701	570	647	1223
NDST2	72	62	96	156
NDUFA1	2234	2235	2951	4184
NDUFA10	1851	1745	2662	3848
NDUFA11	444	428	864	1211
NDUFA12	1130	1006	1651	2551
NDUFA13	487	493	721	936
NDUFA2	542	492	887	1265
NDUFA3	405	329	596	854
NDUFA4	555	400	1240	1591
NDUFA5	481	443	674	937
NDUFA6	879	875	1337	1902
NDUFA8	728	744	1264	1517
NDUFA9	328	292	588	924
NDUFAB1	1118	908	1822	2561
NDUFAF1	402	406	556	783
NDUFAF2	230	199	501	673
NDUFAF3	919	816	1376	1908
NDUFAF4	851	837	1378	1933
NDUFAF5	510	472	729	975
NDUFAF6	390	320	505	740
NDUFAF7	482	482	623	903
NDUFAF8	333	309	372	594
NDUFB1	794	694	1024	1510
NDUFB10	2276	2068	3785	5635
NDUFB11	1340	1317	1980	2613
NDUFB2	810	738	1145	1655
NDUFB3	603	546	983	1322
NDUFB4	986	781	1885	2589
NDUFB5	551	550	738	1055
NDUFB6	1250	1137	1713	2482
NDUFB7	763	775	1153	1638
NDUFB8	522	408	962	1268
NDUFB9	1977	2013	2567	3680
NDUFC1	467	370	716	1053
NDUFC2	1154	1220	1609	2390
NDUFS1	3622	3265	5096	7371
NDUFS2	2505	2318	3421	4559
NDUFS3	1518	1373	2309	3278
NDUFS4	605	587	934	1384
NDUFS5	2164	2250	3261	4860
NDUFS6	601	651	953	1134
NDUFS7	595	559	982	1408
NDUFS8	1143	1011	1948	2663
NDUFV1	3212	2920	4647	6450
NDUFV2	727	657	1234	1783
NDUFV3	1107	1051	1535	2323
NEB	318	332	352	523
NEBL	188	180	313	376
NECAB3	212	181	263	357
NECAP1	419	415	614	896
NECAP2	389	371	654	914
NECTIN1	87	70	93	152
NECTIN2	377	325	407	744
NECTIN3	990	861	1482	2290
NEDD1	866	795	1326	1849
NEDD4	323	304	459	720
NEDD4L	246	211	339	457
NEDD8	66	76	117	170
NEFL	409	412	576	747
NEFM	675	660	646	937
NEIL1	175	154	216	312
NEIL2	80	70	111	174
NEIL3	866	789	1186	1641
NEK1	1375	1267	1661	2344
NEK10	201	172	237	330
NEK11	100	106	116	181
NEK2	1048	1055	1539	2184
NEK3	421	380	614	865
NEK4	2020	1842	2845	4260
NEK6	283	258	381	588
NEK7	507	455	853	1293
NEK8	66	53	74	95
NEK9	1852	1578	2443	3471
NELFA	463	447	600	908
NELFB	1008	933	1522	2014
NELFCD	1679	1652	2720	3733
NELFE	1208	1075	1792	2431
NELL2	546	514	755	1118
NEMF	1840	1738	2318	3234
NEMP1	812	757	930	1382
NEMP2	133	104	167	227
NENF	842	775	1258	1776
NEO1	1223	1057	1360	2120
NEPRO	1384	1273	1938	2781
NES	60	48	76	109
NET1	1576	1580	2679	3564
NETO2	1421	1286	2005	2960
NEU1	442	436	805	1064
NEU3	354	284	476	724
NEURL4	1019	905	1094	1818
NEXMIF	41	27	58	87
NEXN	140	130	162	255
NF1	3633	3004	3798	6407
NF2	2009	1809	2178	3496
NFAT5	1293	1111	1400	2387
NFATC1	70	62	73	122
NFATC2IP	586	529	673	1062
NFATC3	1347	1086	1814	2839
NFATC4	71	53	75	133
NFE2L1	1099	1049	1538	2266
NFE2L2	832	707	1043	1607
NFE2L3	481	428	758	1304
NFIA	532	475	591	882
NFIB	220	161	241	373
NFIL3	240	195	345	508
NFIX	110	81	55	171
NFKB1	913	934	1177	1778
NFKB2	162	148	154	279
NFKBIA	279	267	515	751
NFKBIB	303	239	343	463
NFKBIL1	195	178	275	342
NFKBIZ	76	79	184	272
NFRKB	1978	1600	2488	3861
NFS1	372	295	531	795
NFU1	647	612	1082	1559
NFX1	1734	1467	2061	3229
NFXL1	1061	1012	1253	1753
NFYA	457	363	511	772
NFYB	343	339	594	854
NFYC	610	511	865	1298
NGDN	1268	1317	1966	2862
NGEF	78	65	75	160
NGLY1	1500	1343	2108	3112
NGRN	1425	1406	2293	3219
NHEJ1	290	226	398	567
NHLRC2	1175	984	1397	2098
NHLRC3	242	229	331	488
NHP2	1823	1824	2981	3931
NHSL1	291	247	290	520
NIBAN1	44	39	65	87
NIBAN2	830	745	1208	1756
NID1	1420	1175	1242	2392
NID2	339	273	410	604
NIF3L1	865	807	1340	1956
NIFK	1514	1288	2529	3512
NIN	3736	3509	4506	6595
NINJ1	42	37	73	92
NINL	442	418	474	707
NIP7	912	801	1229	1677
NIPA1	59	48	66	129
NIPA2	834	752	1377	2025
NIPAL1	70	60	77	113
NIPAL2	52	40	96	125
NIPAL3	349	288	483	664
NIPBL	4033	3534	4240	6731
NIPSNAP1	684	609	1097	1689
NIPSNAP2	834	818	1364	1998
NIPSNAP3A	464	500	734	1042
NISCH	1858	1621	2297	3403
NIT1	317	261	456	642
NIT2	692	627	1209	1660
NKAP	1051	989	1531	2023
NKAPD1	809	728	1171	1623
NKD2	88	76	95	161
NKIRAS1	173	180	201	323
NKIRAS2	284	286	345	518
NKRF	2185	1988	2684	4313
NKTR	4784	4072	6413	9119
NKX2-5	191	187	329	474
NKX6-1	45	45	46	70
NLE1	654	519	1053	1493
NLGN1	190	165	305	447
NLGN2	154	104	95	234
NLK	182	133	289	436
NLN	1519	1451	2145	3010
NLRC4	55	36	42	79
NLRP14	47	60	74	95
NLRX1	368	302	518	701
NMB	72	56	136	193
NMD3	1737	1727	2438	3379
NME1	1398	1229	2359	3165
NME1-NME2	254	224	430	613
NME3	304	305	484	684
NME4	798	699	971	1406
NME6	287	241	353	568
NME7	442	417	652	956
NMNAT1	151	166	238	332
NMRAL1	341	316	473	702
NMRK1	66	53	111	143
NMT1	1616	1515	2803	3753
NMT2	596	570	819	1283
NMU	125	100	183	322
NNT	2091	1736	2898	4275
NOA1	888	855	1357	1988
NOB1	820	777	1149	1656
NOC2L	3334	3293	5256	7093
NOC3L	2587	2396	3802	5529
NOC4L	428	361	648	881
NOCT	472	342	650	1046
NOD1	134	111	178	259
NOL10	2407	2275	3201	5009
NOL11	3808	3497	6147	8938
NOL6	1284	1057	1878	2697
NOL7	2079	2167	3105	4247
NOL8	2776	2555	3275	4716
NOL9	1656	1386	2332	3463
NOLC1	5076	4896	7286	10021
NOM1	898	917	1221	1642
NOMO1	671	547	1022	1543
NOMO2	155	116	273	365
NOMO3	188	123	270	416
NONO	7606	7397	11224	15567
NOP10	457	455	746	1027
NOP14	4369	4388	5955	8578
NOP16	1263	1272	1920	2502
NOP2	2902	2700	4076	6025
NOP53	1399	1448	2170	2719
NOP56	9145	8503	13379	19491
NOP58	6125	5914	8752	11270
NOP9	787	717	951	1575
NOS1AP	63	46	46	69
NOSIP	932	829	1497	2215
NOSTRIN	114	98	97	202
NOTCH1	364	243	282	559
NOTCH2	4754	4075	4980	8461
NOTCH3	267	170	191	346
NOVA1	90	85	67	138
NOXA1	33	42	70	73
NOXO1	101	65	82	160
NPAS1	93	74	90	129
NPAS2	61	49	45	92
NPAT	1812	1456	2628	3858
NPC1	726	627	910	1435
NPC2	696	636	1024	1486
NPDC1	209	203	240	300
NPEPL1	87	82	118	167
NPEPPS	2628	2333	2530	4037
NPHP1	243	221	319	475
NPHP3	392	352	458	684
NPHP4	452	351	459	660
NPL	108	133	139	234
NPLOC4	1687	1482	2357	3595
NPM1	13384	13461	21290	29849
NPM3	1182	1217	1819	2431
NPNT	119	89	138	206
NPRL2	527	448	809	1229
NPRL3	220	169	161	345
NPTN	758	668	1109	1581
NPTX1	182	163	194	325
NPTX2	102	80	173	237
NQO1	138	130	194	339
NQO2	409	384	570	872
NR1D2	1297	1155	1690	2623
NR1H2	184	167	337	416
NR1H3	114	108	209	276
NR1I3	129	89	217	273
NR2C1	854	715	1076	1690
NR2C2	862	678	840	1369
NR2C2AP	216	225	364	553
NR2F1	292	251	407	682
NR2F2	413	350	397	654
NR2F6	262	241	312	450
NR3C1	781	687	1015	1514
NR3C2	385	350	558	773
NR6A1	295	232	318	517
NRARP	42	45	60	95
NRAS	891	717	1450	1989
NRBF2	175	126	243	354
NRBP1	1077	923	1803	2422
NRBP2	59	49	63	106
NRCAM	224	204	289	453
NRDC	4437	4094	5362	8330
NRDE2	1350	1223	1724	2476
NREP	55	42	67	98
NRF1	507	441	717	1110
NRIP1	895	771	1457	2097
NRIP2	49	44	40	61
NRIP3	132	96	152	268
NRN1	119	115	225	308
NRP1	557	580	816	1180
NRP2	141	114	160	254
NRSN2	75	78	75	132
NRXN3	236	230	235	441
NSA2	1099	1067	1962	2468
NSD1	9317	8653	10289	16098
NSD2	4623	4128	4926	7696
NSD3	1864	1581	2067	3129
NSDHL	811	690	1388	1996
NSF	682	679	922	1386
NSFL1C	765	685	1076	1410
NSL1	919	845	1459	2006
NSMAF	842	698	1190	1773
NSMCE1	546	520	781	1066
NSMCE2	517	470	851	1146
NSMCE3	286	259	424	693
NSMCE4A	1360	1305	2036	2944
NSMF	834	671	1098	1619
NSRP1	267	280	346	381
NSUN2	3340	3419	4398	6619
NSUN3	397	349	534	777
NSUN4	359	339	527	788
NSUN5	371	400	582	742
NSUN6	549	519	675	1066
NT5C	323	293	496	699
NT5C2	613	534	920	1332
NT5C3A	348	291	602	817
NT5C3B	1732	1512	2968	4146
NT5DC1	875	778	1363	2008
NT5DC2	2331	2045	3349	4787
NT5DC3	419	411	435	747
NT5M	44	41	60	83
NTAN1	263	209	379	597
NTHL1	689	694	899	1272
NTMT1	662	668	1144	1504
NTN1	91	92	147	204
NTPCR	769	678	1142	1531
NUAK1	187	175	290	376
NUB1	1214	1088	1968	2689
NUBP1	357	349	565	802
NUBP2	605	647	827	1183
NUBPL	309	292	350	513
NUCB1	670	614	880	1429
NUCB2	835	861	1289	1744
NUCKS1	10442	10743	15701	20293
NUDC	1828	1991	2824	3421
NUDCD1	1051	1009	1565	2246
NUDCD2	354	383	555	745
NUDCD3	582	564	852	1275
NUDT1	317	334	528	689
NUDT11	90	73	108	183
NUDT12	618	566	863	1215
NUDT13	192	174	230	326
NUDT14	83	84	155	187
NUDT15	374	369	474	638
NUDT16	260	204	291	405
NUDT16L1	143	148	205	291
NUDT17	65	60	80	121
NUDT19	367	348	412	715
NUDT2	182	196	339	480
NUDT21	1370	1266	2279	3113
NUDT22	184	196	311	402
NUDT5	1579	1394	2096	3108
NUDT6	151	108	225	316
NUDT7	50	51	94	118
NUDT8	91	91	113	172
NUDT9	273	293	359	464
NUF2	1187	1128	1925	2737
NUFIP1	460	420	520	860
NUFIP2	2058	1882	2715	4130
NUMA1	3458	3076	4155	6364
NUMB	443	390	653	969
NUMBL	160	155	151	225
NUP107	4360	4174	6348	8742
NUP133	9291	8442	13007	19155
NUP153	7566	6027	10335	15765
NUP155	7709	6455	10870	16505
NUP160	5314	4585	6210	9644
NUP188	5512	4858	6711	10540
NUP205	10682	9374	16002	23266
NUP210	3595	2951	3791	6792
NUP210L	63	54	80	125
NUP214	2078	1665	1909	3474
NUP35	710	533	1077	1504
NUP37	1061	963	1860	2523
NUP42	987	832	1556	2246
NUP43	1880	1568	2747	4008
NUP50	746	718	1007	1400
NUP54	1881	1657	3130	4646
NUP58	1544	1271	2467	3604
NUP62	738	597	1125	1670
NUP62CL	293	228	415	626
NUP85	1844	1652	2787	4080
NUP88	2523	2239	4000	5795
NUP93	3539	3290	5329	7646
NUP98	5339	4478	8138	11848
NUS1	232	217	263	407
NUTF2	737	486	1447	2167
NVL	3023	2643	4206	6046
NXF1	996	998	1379	2214
NXN	184	172	298	424
NXPE3	585	489	743	1045
NXT1	248	240	421	555
NXT2	175	140	257	344
NYNRIN	97	82	97	147
OAF	152	135	203	284
OARD1	110	85	149	185
OAT	3733	3410	6511	9203
OAZ1	7228	5929	13669	18686
OAZ2	256	242	257	435
OBI1	1132	1107	1670	2318
OBSCN	443	358	346	593
OBSL1	1244	1241	1559	2294
OCA2	58	68	62	84
OCIAD1	1017	930	1631	2258
OCLN	250	234	370	509
OCRL	1624	1452	2040	3148
ODC1	8824	8358	13267	19480
ODF2	1715	1594	2318	3283
ODF2L	891	889	1173	1697
ODR4	934	839	1303	2037
OFD1	1051	1005	1595	2174
OGA	4101	3593	4776	7086
OGDH	1139	1016	1437	2212
OGDHL	411	410	557	789
OGFOD1	1779	1722	2288	3266
OGFOD2	143	127	223	323
OGFOD3	242	225	318	479
OGFR	713	669	1001	1394
OGFRL1	465	460	737	958
OGG1	231	186	325	468
OGN	122	121	82	144
OGT	5322	4630	6917	10612
OIP5	289	244	464	638
OLA1	2069	2104	3008	4326
OMA1	1147	1022	1752	2628
OMD	124	105	53	138
OMG	74	87	46	119
ONECUT2	58	58	69	102
OPA1	3016	2837	4228	5942
OPA3	52	40	71	106
OPHN1	253	199	283	419
OPTN	166	143	235	327
ORAI1	73	39	92	145
ORAI2	77	48	77	107
ORC1	1664	1490	2563	3717
ORC2	1287	1219	1899	2810
ORC3	1311	1130	2100	2888
ORC4	1075	1042	1872	2590
ORC5	986	869	1372	1922
ORC6	871	877	1305	1805
ORMDL1	363	323	699	990
ORMDL2	256	233	350	536
ORMDL3	102	100	138	236
OS9	1929	1850	3035	4065
OSBP	1288	1179	1416	2125
OSBP2	136	93	137	230
OSBPL10	101	89	169	245
OSBPL11	999	843	1268	1908
OSBPL1A	521	505	637	1038
OSBPL2	456	407	639	884
OSBPL3	749	671	984	1445
OSBPL5	111	107	168	236
OSBPL6	661	529	811	1204
OSBPL8	1911	1782	2890	4136
OSBPL9	1939	1748	3083	4475
OSCP1	109	95	170	255
OSER1	428	339	852	1176
OSGEP	943	850	1384	1952
OSGEPL1	286	251	407	588
OSGIN2	426	403	660	960
OSR2	52	53	82	153
OST4	299	281	413	577
OSTC	630	617	989	1263
OSTF1	267	200	420	660
OSTM1	282	247	427	570
OTUB1	758	654	1429	2070
OTUB2	71	59	92	147
OTUD1	70	69	92	137
OTUD3	387	338	416	628
OTUD4	1260	1189	1369	2125
OTUD5	741	713	1004	1445
OTUD6B	600	606	862	1136
OTUD7A	56	33	49	74
OTUD7B	795	739	1003	1362
OTULIN	343	316	390	596
OTULINL	185	177	254	388
OVCA2	334	284	669	830
OVGP1	112	124	120	265
OXA1L	1472	1158	1991	3036
