	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
FEM1C	489	473	277	176
FEN1	1727	2496	1156	691
FER	278	335	137	111
FERMT1	195	259	125	81
FERMT2	1446	1583	671	437
FEZ1	79	83	27	17
FEZ2	470	498	195	129
FGD1	208	250	97	54
FGD4	147	160	60	32
FGD6	113	140	53	17
FGF2	93	95	35	28
FGFR1	370	420	159	80
FGFR1OP	518	689	283	192
FGFR1OP2	320	385	148	102
FGFR2	208	251	86	32
FGFR3	176	181	75	32
FGFR4	71	81	27	22
FGFRL1	239	279	79	46
FGGY	21	25	9	9
FH	1831	2016	840	531
FHAD1	26	28	20	13
FHIT	48	51	21	9
FHL1	3194	4223	1679	1033
FHL2	458	576	198	138
FHOD1	508	630	302	190
FHOD3	121	158	68	48
FIBP	469	545	187	121
FICD	59	65	25	23
FIG4	813	809	337	212
FIGN	93	106	54	32
FIGNL1	639	791	449	276
FILIP1L	23	26	15	12
FIP1L1	637	654	268	205
FIS1	608	772	326	246
FITM2	209	261	104	53
FJX1	117	122	42	39
FKBP10	747	933	316	161
FKBP11	315	397	156	99
FKBP14	147	185	105	56
FKBP15	408	516	222	130
FKBP1A	61	133	63	17
FKBP3	3087	3336	1332	1000
FKBP4	6780	8284	3245	1941
FKBP5	950	1127	492	306
FKBP7	99	109	39	37
FKBP8	1819	2181	771	469
FKBP9	183	181	92	48
FKBPL	122	166	81	54
FKRP	60	132	54	23
FKTN	65	94	52	31
FLAD1	712	772	344	181
FLCN	149	198	81	51
FLII	1763	2278	896	535
FLNA	12461	17738	8032	4926
FLNB	1045	1907	865	540
FLNC	4	3	5	0
FLOT1	946	939	393	254
FLOT2	872	1158	480	283
FLRT3	50	67	35	25
FLT1	619	726	313	172
FLT4	384	500	243	150
FLVCR1	297	368	152	76
FLYWCH1	220	278	89	50
FLYWCH2	90	173	73	58
FMC1	182	214	74	50
FMN2	183	240	83	57
FMNL2	436	504	239	154
FMNL3	145	197	75	38
FMO4	39	41	38	19
FMR1	1447	1737	745	562
FN1	2141	2894	1110	565
FN3KRP	339	437	188	140
FNBP1	791	843	371	250
FNBP1L	448	548	217	159
FNBP4	539	679	299	215
FNDC3A	1223	1461	726	509
FNDC3B	658	732	367	247
FNIP1	452	557	266	166
FNIP2	238	280	101	60
FNTA	691	748	282	224
FOCAD	918	978	421	300
FOPNL	453	467	187	130
FOXA1	283	351	164	103
FOXC1	1690	2559	942	594
FOXD1	93	130	67	45
FOXF2	225	352	121	66
FOXG1	139	218	83	70
FOXJ2	103	137	54	21
FOXJ3	860	966	455	278
FOXK1	542	712	282	215
FOXK2	494	657	221	116
FOXM1	598	687	340	210
FOXN2	219	234	115	73
FOXN3	59	83	35	20
FOXO1	535	651	294	194
FOXO3	177	210	111	71
FOXO3B	21	36	18	5
FOXO4	70	85	48	25
FOXP2	198	157	82	71
FOXP4	363	517	167	115
FOXRED1	515	649	279	172
FOXRED2	968	1131	582	355
FP565260.1	0	0	0	0
FPGS	491	662	311	170
FPGT	196	240	91	82
FRA10AC1	567	635	268	192
FRAS1	618	898	458	208
FRAT2	95	153	60	38
FREM2	863	1089	524	295
FRG1	144	263	105	84
FRMD4A	208	210	92	54
FRMD4B	140	155	76	41
FRMD5	87	96	42	26
FRMD6	315	347	142	88
FRMD8	107	162	61	45
FRRS1	193	197	103	35
FRS2	206	249	105	52
FRY	69	65	27	23
FRYL	566	751	352	245
FSBP	31	31	36	15
FSCN1	1308	1496	661	315
FSD1	283	350	143	84
FSD1L	41	38	20	13
FSIP2	3	1	2	0
FSTL1	2177	3090	1062	586
FTH1	120	141	46	19
FTL	382	487	163	112
FTO	787	911	401	240
FTSJ1	399	519	182	124
FTSJ3	2276	3043	1389	953
FUBP1	3566	4763	2137	1480
FUBP3	1792	2406	1051	648
FUCA1	294	389	154	90
FUCA2	1500	1660	752	427
FUNDC1	369	417	175	132
FUNDC2	162	225	92	50
FUOM	41	51	20	15
FURIN	278	323	124	55
FUS	12371	16569	8224	5467
FUT10	76	99	85	42
FUT11	197	266	127	74
FUT8	157	163	71	38
FUZ	253	313	144	113
FXN	67	100	27	13
FXR1	2076	2250	899	599
FXR2	1066	1434	573	384
FXYD5	2235	2659	1027	689
FYCO1	373	417	203	119
FYN	530	658	247	166
FYTTD1	732	797	333	219
FZD1	172	176	98	51
FZD2	212	213	94	48
FZD3	342	444	221	125
FZD4	65	82	31	23
FZD5	214	270	86	50
FZD6	374	459	216	120
FZD7	253	278	155	67
FZD8	438	609	187	88
FZD9	37	61	15	13
FZR1	524	660	240	172
G2E3	552	634	292	187
G3BP1	5456	8322	3928	2584
G3BP2	1487	1829	759	488
G6PC3	1111	1514	669	385
G6PD	1858	2218	1010	595
GAA	329	403	148	79
GAB1	221	287	120	89
GAB2	84	87	38	11
GABARAP	1489	1603	785	450
GABARAPL1	221	298	146	98
GABARAPL2	1170	1371	615	388
GABBR1	47	36	17	6
GABBR2	11	16	4	4
GABPA	292	364	138	95
GABPB1	360	436	174	106
GABPB2	141	152	58	45
GABRB3	217	311	141	93
GAD1	99	100	39	31
GADD45A	241	314	173	143
GADD45B	46	83	52	35
GADD45GIP1	2225	3039	1261	704
GAK	795	972	386	233
GAL	8	3	2	0
GALC	74	119	53	40
GALE	546	659	280	169
GALK1	547	671	261	129
GALK2	307	338	152	105
GALM	347	436	184	141
GALNS	135	165	40	33
GALNT1	454	468	147	123
GALNT10	94	124	46	31
GALNT11	163	177	69	39
GALNT12	56	75	23	15
GALNT13	123	117	40	22
GALNT16	86	87	35	20
GALNT18	130	141	60	28
GALNT2	608	877	353	183
GALNT6	136	166	57	28
GALNT7	819	991	406	263
GALT	82	98	42	22
GAMT	298	451	141	78
GAN	219	281	131	86
GANAB	7295	9555	3539	2021
GANC	131	140	43	40
GAPDH	16723	20439	8385	4891
GAPDHS	27	18	47	18
GAPVD1	2313	2544	1305	846
GAR1	787	967	536	332
GAREM1	37	43	19	10
GAREM2	82	71	34	25
GARNL3	13	11	14	4
GARS	3271	3589	1504	1095
GART	6853	8142	3416	2193
GAS1	184	263	111	51
GAS2L3	355	360	198	130
GAS6	65	72	32	19
GAS8	88	119	56	30
GASK1A	19	41	27	17
GATA2	402	461	223	144
GATA4	245	354	134	78
GATA6	653	982	499	307
GATAD1	234	244	115	100
GATAD2A	809	1095	354	237
GATAD2B	1545	1816	782	498
GATB	387	419	208	128
GATD1	464	656	264	143
GBA	392	515	217	119
GBA2	170	251	86	52
GBE1	404	544	226	135
GBF1	2407	3178	1468	916
GCA	396	478	188	118
GCAT	222	323	127	74
GCC1	300	382	102	56
GCC2	1153	1056	515	348
GCDH	672	875	339	224
GCFC2	622	712	289	206
GCH1	270	331	119	78
GCHFR	181	227	113	56
GCLC	824	1025	514	331
GCLM	861	1063	507	359
GCN1	5657	7438	3313	1959
GCNA	1	4	6	2
GCNT1	57	57	38	22
GCNT7	0	0	1	0
GDAP1	408	430	174	121
GDAP2	539	551	198	133
GDE1	244	340	149	87
GDF11	165	189	72	38
GDI1	2157	2813	1036	644
GDI2	6208	7788	3114	2162
GDPD1	195	218	80	58
GDPGP1	16	15	12	4
GEMIN2	423	504	234	120
GEMIN4	2360	2861	1471	935
GEMIN5	2783	3139	1345	845
GEMIN6	428	534	242	140
GEMIN7	229	279	131	62
GEMIN8	307	317	120	86
GEN1	234	311	170	96
GET1	40	45	18	9
GET3	1303	1539	694	437
GET4	587	800	307	209
GFER	173	284	106	67
GFI1	169	196	83	40
GFM1	908	1165	620	454
GFM2	606	679	380	226
GFOD1	53	79	23	14
GFOD2	76	100	36	25
GFPT1	1867	2077	880	601
GFPT2	233	228	107	63
GGA1	504	676	276	180
GGA2	1081	1398	638	440
GGA3	388	486	232	127
GGCT	476	640	292	184
GGCX	686	936	349	210
GGH	1476	1529	725	385
GGNBP2	891	1160	607	381
GGPS1	129	135	76	73
GGT7	157	208	88	47
GHDC	104	104	49	33
GHITM	7064	8103	3417	2314
GHRL	0	1	0	0
GID4	112	164	48	27
GID8	651	873	315	214
GIGYF1	246	293	165	69
GIGYF2	1803	2504	1147	834
GIN1	284	286	130	91
GINM1	552	552	217	158
GINS1	751	907	472	311
GINS2	760	899	366	215
GINS3	356	442	232	158
GINS4	526	683	370	239
GIPC1	1093	1384	503	347
GIT1	465	592	165	125
GIT2	750	795	310	227
GJA1	862	1009	500	269
GJC1	360	424	198	108
GK	30	41	19	13
GK5	201	225	92	69
GKAP1	172	182	86	34
GLA	2845	3357	1475	864
GLB1	542	766	370	209
GLB1L	50	55	21	15
GLB1L2	415	470	229	133
GLCCI1	138	197	82	49
GLCE	235	240	108	74
GLDC	171	204	108	70
GLE1	850	965	466	306
GLG1	1747	2302	975	523
GLI2	87	106	66	33
GLI3	341	398	143	98
GLI4	58	69	28	19
GLIPR1	31	26	9	7
GLIPR2	82	65	25	17
GLMN	946	1042	477	340
GLMP	527	589	258	128
GLO1	8475	9279	3653	2348
GLOD4	1474	1987	937	560
GLRB	204	209	63	25
GLRX2	259	309	151	86
GLRX3	2810	3380	1480	1029
GLRX5	494	790	281	178
GLS	826	1193	525	389
GLS2	85	82	29	25
GLT8D1	240	248	102	61
GLT8D2	103	95	39	25
GLTP	204	216	79	51
GLUD1	1214	1591	611	381
GLUL	3660	4830	2294	1474
GLYCTK	77	84	38	25
GLYR1	1304	1633	741	475
GM2A	409	511	229	84
GMCL1	116	126	65	35
GMDS	529	641	247	154
GMEB1	273	339	165	101
GMEB2	290	357	140	87
GMFB	609	728	345	202
GMIP	87	92	55	24
GMNN	2638	2917	1249	960
GMPPA	559	731	298	198
GMPPB	334	489	181	128
GMPR2	556	633	317	180
GMPS	3324	3593	1512	943
GNA11	517	715	239	162
GNA12	125	158	70	37
GNA13	393	481	197	122
GNAI1	882	1010	425	291
GNAI2	882	1159	447	254
GNAI3	2721	3108	1358	878
GNAL	169	155	60	41
GNAQ	180	228	78	49
GNAS	17494	21494	7336	4410
GNAT2	8	9	9	2
GNAZ	71	84	20	11
GNB1	3836	4816	1618	968
GNB1L	283	338	131	74
GNB2	2882	3530	1286	776
GNB3	3	5	0	1
GNB4	1177	1342	515	341
GNB5	286	403	147	106
GNE	742	844	358	245
GNG12	594	669	316	239
GNG5	869	1064	512	346
GNL1	566	923	325	221
GNL2	2808	3240	1439	959
GNL3	3318	3938	1733	1243
GNL3L	2027	2499	1202	707
GNPAT	657	747	325	189
GNPDA1	1071	1311	531	319
GNPDA2	288	276	156	84
GNPNAT1	486	473	255	156
GNPTAB	302	299	106	73
GNPTG	97	122	47	28
GNS	1304	1458	706	399
GOLGA1	171	248	93	72
GOLGA2	443	506	238	155
GOLGA3	861	1030	514	300
GOLGA4	888	938	389	288
GOLGA5	654	674	287	185
GOLGA7	689	775	388	258
GOLGB1	1978	2379	1025	697
GOLIM4	695	772	316	202
GOLM1	1286	1692	659	375
GOLPH3	846	1012	475	263
GOLPH3L	418	544	240	181
GOLT1B	278	318	153	106
GON4L	441	477	277	178
GON7	168	209	111	57
GOPC	531	631	296	208
GORAB	94	139	64	36
GORASP1	243	330	140	92
GORASP2	1630	1832	752	543
GOSR1	410	470	273	173
GOSR2	78	93	94	36
GOT1	1502	1837	820	571
GOT2	3693	4510	1974	1225
GPAA1	796	1110	417	209
GPALPP1	675	727	377	255
GPAM	410	550	244	142
GPANK1	170	230	91	46
GPAT2	3	4	2	1
GPAT3	343	470	146	81
GPAT4	363	534	238	147
GPATCH1	485	619	293	190
GPATCH11	298	318	149	104
GPATCH2	336	358	163	132
GPATCH2L	355	424	222	135
GPATCH3	185	271	148	80
GPATCH4	843	1173	576	365
GPATCH8	1069	1334	644	475
GPBP1	400	398	220	145
GPBP1L1	185	230	139	81
GPC1	177	241	95	70
GPC3	346	384	165	84
GPC4	1178	1384	502	306
GPC6	142	179	56	39
GPCPD1	422	496	247	182
GPD1L	421	497	179	112
GPD2	887	1162	454	338
GPHN	465	700	319	194
GPI	25564	32789	12325	7909
GPKOW	619	803	368	229
GPLD1	22	24	10	13
GPM6A	229	251	109	73
GPM6B	401	491	197	99
GPN1	662	778	381	200
GPN2	601	737	422	205
GPN3	1370	1605	758	493
GPR107	812	897	453	258
GPR108	258	309	159	75
GPR137	71	121	36	19
GPR137B	77	102	29	21
GPR137C	38	62	28	9
GPR155	76	74	31	11
GPR160	18	5	4	4
GPR161	114	150	44	30
GPR176	18	32	18	10
GPR18	0	1	1	0
GPR180	253	272	149	73
GPR183	2	1	0	0
GPR22	0	0	0	0
GPR27	56	84	39	13
GPR39	3	11	2	2
GPR63	53	49	45	19
GPR75	0	0	0	0
GPRASP1	2	3	4	0
GPRASP2	301	381	194	119
GPRC5B	85	111	63	30
GPRIN1	285	318	143	78
GPRIN3	252	260	109	82
GPS1	2188	2863	1189	726
GPS2	533	638	297	177
GPSM1	601	709	311	170
GPSM2	363	441	185	116
GPT	0	1	1	0
GPT2	451	481	206	130
GPX1	401	552	183	107
GPX3	254	327	136	77
GPX4	1172	1265	682	375
GPX8	241	257	110	56
GRAMD1A	1889	2252	779	481
GRAMD1B	115	131	44	51
GRAMD1C	50	42	23	16
GRAMD4	148	176	73	34
GRB10	460	499	205	144
GRB14	88	76	38	22
GRB2	1378	1773	754	435
GREB1	24	30	12	9
GREB1L	338	396	142	77
GRHL1	97	116	44	33
GRHPR	829	986	458	266
GRID1	132	155	59	41
GRINA	1303	1682	597	390
GRIP1	240	263	117	62
GRIPAP1	512	662	287	171
GRK2	358	428	127	72
GRK3	92	97	35	24
GRK4	23	17	10	4
GRK5	35	46	11	14
GRK6	571	877	332	163
GRN	1952	2798	1178	549
GRPEL1	1143	1384	620	438
GRPEL2	605	778	376	270
GRSF1	3028	3354	1444	983
GRTP1	124	127	60	35
GRWD1	1198	1669	719	469
GSDME	105	116	50	27
GSE1	999	1334	647	339
GSK3A	766	967	389	247
GSK3B	511	565	263	209
GSKIP	299	327	172	115
GSN	407	476	198	120
GSPT1	2199	2420	987	662
GSR	3077	3621	1478	987
GSS	925	1090	442	285
GSTA4	620	667	275	169
GSTCD	327	350	220	126
GSTK1	567	650	236	145
GSTM2	69	101	34	22
GSTM3	840	997	408	261
GSTO1	3144	4122	1603	1000
GSTP1	1328	1702	715	429
GSTZ1	221	231	115	56
GTDC1	36	37	16	10
GTF2A1	941	1233	512	358
GTF2A2	916	1035	504	335
GTF2B	1151	1414	721	479
GTF2E1	200	279	133	75
GTF2E2	875	910	336	239
GTF2F1	1752	2381	966	615
GTF2F2	1076	1111	488	333
GTF2H1	351	328	121	69
GTF2H2	38	33	15	11
GTF2H2C	41	46	15	22
GTF2H3	961	1068	505	369
GTF2H4	388	411	231	124
GTF2H5	411	526	214	167
GTF2I	1232	1406	679	436
GTF2IRD1	228	269	106	79
GTF3A	413	529	276	170
GTF3C1	3740	4692	2094	1333
GTF3C2	896	1101	488	339
GTF3C3	1773	1927	825	599
GTF3C4	1431	1591	812	519
GTF3C5	1662	1909	921	548
GTF3C6	337	374	161	119
GTPBP1	889	1077	471	293
GTPBP10	604	712	318	249
GTPBP2	350	417	207	100
GTPBP3	899	1216	611	363
GTPBP4	3859	4350	1922	1381
GTPBP6	374	545	231	130
GTPBP8	365	416	201	138
GTSE1	1199	1671	830	537
GUCD1	292	392	188	111
GUCY1A1	130	164	66	65
GUCY1A2	82	96	47	15
GUCY1B1	564	588	269	158
GUF1	679	737	331	237
GUK1	527	643	281	189
GULP1	199	176	67	55
GUSB	448	567	199	115
GVQW3	14	26	7	5
GXYLT1	467	599	301	167
GXYLT2	34	67	34	12
GYG1	728	819	319	210
GYG2	1	0	0	0
GYPC	0	0	0	0
GYS1	1049	1348	592	372
GZF1	196	229	116	72
H1F0	511	523	218	159
H1FX	2364	3318	1539	909
H2AFJ	138	154	51	34
H2AFV	1039	1174	496	328
H2AFX	3354	3919	1807	991
H2AFY	5294	6615	2560	1680
H2AFY2	796	927	338	258
H2AFZ	2904	3472	1565	970
H3F3A	4	9	0	2
H3F3B	1415	2021	1088	614
H6PD	162	223	86	58
HABP4	193	218	79	39
HACD1	192	244	115	60
HACD2	543	670	219	149
HACD3	4503	4957	2081	1336
HACE1	224	218	76	59
HACL1	1223	1361	620	429
HADH	1009	1263	510	353
HADHA	1772	2156	899	603
HADHB	2052	2256	1075	663
HAGH	616	856	304	218
HAPLN3	83	112	52	33
HARBI1	42	73	18	15
HARS	2137	2820	1159	766
HARS2	549	679	305	217
HAS3	32	40	25	12
HASPIN	585	696	280	188
HAT1	3653	4056	1761	1352
HAUS1	689	798	277	228
HAUS2	453	395	201	128
HAUS3	586	568	266	217
HAUS4	162	187	54	51
HAUS5	1282	1701	680	445
HAUS6	385	388	202	144
HAUS7	738	974	434	248
HAUS8	320	446	209	119
HAX1	790	1087	437	253
HBP1	406	392	239	174
HBS1L	1737	1859	599	412
HCCS	238	267	118	73
HCFC1	3377	4547	1663	1049
HCFC1R1	195	240	102	44
HCFC2	172	207	78	41
HCLS1	60	154	49	18
HCN2	183	161	117	40
HCN3	25	25	22	5
HDAC1	4474	5390	2200	1433
HDAC10	47	80	33	23
HDAC11	82	107	53	27
HDAC2	6551	7660	3006	2082
HDAC3	993	1143	453	313
HDAC4	164	212	102	71
HDAC5	173	168	81	44
HDAC6	359	418	200	142
HDAC7	242	335	110	70
HDAC8	11	10	4	7
HDDC2	1848	1984	1044	651
HDDC3	114	119	56	43
HDGF	2692	3458	1227	816
HDGFL2	1556	2175	854	532
HDGFL3	232	252	66	59
HDHD2	423	432	206	131
HDHD3	71	113	51	26
HDHD5	750	926	389	263
HDLBP	7525	8756	3114	1964
HDX	0	0	0	0
HEATR1	3707	4194	1951	1370
HEATR3	617	758	322	204
HEATR5A	568	659	307	203
HEATR5B	851	1025	417	266
HEATR6	721	824	368	269
HEBP1	500	615	300	158
HEBP2	960	1002	351	217
HECA	265	302	85	54
HECTD1	2280	2759	1270	861
HECTD2	158	193	67	39
HECTD3	591	666	292	190
HECTD4	1188	1265	737	366
HECW2	82	99	38	14
HEG1	225	255	126	67
HELB	395	445	233	148
HELLS	4571	5276	2541	1940
HELQ	128	160	68	53
HELZ	1645	1780	1177	744
HELZ2	97	150	64	37
HEMK1	71	94	39	23
HERC1	1150	1318	744	488
HERC2	1016	1228	638	376
HERC4	723	722	348	219
HERC5	939	1094	550	312
HERC6	241	271	128	84
HERPUD1	439	517	263	165
HERPUD2	238	216	105	53
HES1	973	1428	833	534
HES4	382	507	187	103
HES6	118	156	57	35
HEXA	472	461	169	107
HEXB	1010	1110	435	307
HEXD	51	71	41	16
HEXIM1	483	919	396	276
HEXIM2	51	80	45	27
HEY1	300	409	290	146
HEY2	189	274	127	59
HFM1	31	27	13	12
HGH1	226	376	127	84
HGS	1004	1325	588	367
HGSNAT	199	272	109	71
HHAT	52	57	33	20
HHEX	128	210	76	45
HHIP	57	59	28	19
HHLA3	131	147	70	49
HIBADH	715	855	368	215
HIBCH	730	766	360	214
HIC2	163	251	102	53
HID1	227	280	118	87
HIF1A	4175	4610	2320	1586
HIF1AN	721	932	364	238
HIGD1A	27	24	14	14
HIGD2A	568	730	323	194
HIKESHI	225	257	105	79
HILPDA	112	103	65	16
HINFP	133	173	80	69
HINT1	3825	4552	1652	1021
HINT2	223	291	127	77
HINT3	332	387	153	119
HIP1	389	426	162	108
HIP1R	484	570	230	134
HIPK1	907	1105	384	265
HIPK2	267	357	113	75
HIPK3	409	445	202	121
HIRA	463	560	208	150
HIRIP3	412	621	256	183
HIST1H1C	25056	33709	13010	8312
HIST1H1D	4230	5380	2051	1375
HIST1H1E	24691	32323	12307	7742
HIST1H2AB	3451	4311	2239	1273
HIST1H2AC	4322	6214	3042	1667
HIST1H2AE	1744	2119	870	638
HIST1H2AG	6753	8463	4559	2319
HIST1H2AH	6049	8040	3875	1952
HIST1H2AI	1453	1990	644	487
HIST1H2AK	525	710	327	176
HIST1H2AL	68	52	31	16
HIST1H2AM	1733	2178	1128	640
HIST1H2BC	4966	6176	2926	1719
HIST1H2BD	3596	4088	2070	1202
HIST1H2BF	1098	1458	861	511
HIST1H2BJ	6943	8592	4877	2483
HIST1H2BK	1458	1822	1000	495
HIST1H2BL	994	1624	597	348
HIST1H2BN	493	696	373	198
HIST1H2BO	1425	1659	909	471
HIST1H3A	1945	2533	1345	748
HIST1H3B	18917	23215	11057	6457
HIST1H3E	102	101	59	34
HIST1H3F	1059	1232	696	366
HIST1H3H	4993	5854	2707	1705
HIST1H3J	37	28	21	6
HIST1H4A	2480	3231	1445	896
HIST1H4B	7271	9836	4516	2899
HIST1H4C	13184	16053	7917	4900
HIST1H4D	5884	7366	3289	1940
HIST1H4E	5631	7355	3922	1867
HIST1H4H	7788	11242	5285	3056
HIST1H4J	0	1	0	0
HIST2H2AB	1884	2730	1255	769
HIST2H2AC	2760	3426	1638	905
HIST2H2BE	2392	2251	1447	728
HIST2H2BF	235	496	226	108
HIST2H3D	917	1011	321	197
HIST3H2A	2019	2679	1296	701
HIST3H2BB	595	692	525	292
HIST4H4	1650	1999	988	588
HIVEP1	414	504	254	157
HIVEP2	260	268	115	87
HJURP	1220	1445	721	499
HK1	3351	4077	1605	1015
HK2	583	827	363	217
HLA-A	1780	2555	1069	535
HLA-B	891	1266	536	254
HLA-C	2665	3441	1504	774
HLA-DPA1	251	383	161	107
HLA-DQB1	203	219	114	79
HLA-E	430	592	259	169
HLA-F	174	203	90	60
HLCS	562	689	335	189
HLTF	3209	3348	1518	1051
HLX	87	133	64	39
HM13	2113	2716	957	554
HMBOX1	182	173	69	45
HMBS	579	654	319	161
HMCES	1629	1908	811	582
HMCN1	97	105	61	18
HMG20A	415	512	206	175
HMG20B	207	317	104	69
HMGA1	873	1221	438	238
HMGA2	616	713	287	189
HMGB1	1041	981	557	410
HMGB2	3460	5163	2197	1512
HMGB3	434	591	389	213
HMGCL	306	309	161	104
HMGCR	2000	2433	1029	620
HMGCS1	2380	3043	1406	947
HMGN1	948	1323	561	349
HMGN2	802	1355	967	486
HMGN3	872	1175	476	293
HMGN4	315	387	151	93
HMGN5	348	458	177	138
HMGXB3	706	887	512	287
HMGXB4	460	494	278	201
HMMR	1889	1974	1039	671
HMOX1	324	381	200	145
HMOX2	576	729	333	216
HNRNPA0	3582	4734	1988	1244
HNRNPA1	757	1216	486	277
HNRNPA2B1	30471	41068	17377	12190
HNRNPA3	15	29	8	14
HNRNPAB	6525	9129	3886	2459
HNRNPC	2354	2990	1375	911
HNRNPD	6783	9554	3712	2564
HNRNPDL	5809	7233	3107	2262
HNRNPF	6714	9452	3817	2471
HNRNPH1	9373	12588	5405	3508
HNRNPH2	1828	2282	1210	843
HNRNPH3	3059	4283	1732	1077
HNRNPK	5761	7942	3628	2123
HNRNPL	5687	8042	3667	2155
HNRNPLL	925	1105	394	264
HNRNPM	10969	16132	7026	4245
HNRNPR	7526	9056	4149	2922
HNRNPU	22050	29715	12772	9085
HNRNPUL1	4762	5582	2488	1675
HNRNPUL2	264	293	122	79
HOMER1	321	297	136	79
HOMER2	79	89	37	17
HOMER3	62	49	22	17
HOMEZ	205	257	145	90
HOOK1	956	971	397	314
HOOK2	158	198	111	64
HOOK3	1065	1125	513	349
HOXA1	124	187	92	58
HOXA10	727	953	484	302
HOXA11	627	708	420	272
HOXA13	655	894	336	223
HOXA2	14	13	17	1
HOXA3	52	67	41	21
HOXA5	422	562	284	181
HOXA6	49	87	85	49
HOXA9	539	741	372	197
HOXB13	89	123	59	36
HOXB2	160	237	187	117
HOXB3	53	85	58	28
HOXB4	51	58	46	23
HOXB5	126	215	128	76
HOXB6	370	453	261	165
HOXB7	139	221	116	85
HOXB8	63	95	52	31
HOXB9	597	787	393	259
HOXC10	131	184	77	45
HOXC4	104	119	66	44
HOXC6	100	146	89	55
HOXC9	394	536	283	168
HOXD10	83	74	50	37
HOXD11	407	453	292	172
HOXD13	416	501	220	136
HOXD4	3	5	3	3
HOXD8	51	66	27	21
HOXD9	21	15	9	2
HP1BP3	2036	2442	1150	851
HPCAL1	131	178	42	31
HPF1	401	442	195	141
HPGD	100	117	47	33
HPRT1	3785	4246	1779	1170
HPS1	150	190	79	35
HPS3	506	491	230	151
HPS4	194	192	109	54
HPS5	300	326	157	111
HPS6	482	682	308	193
HPSE	126	110	55	25
HRAS	263	381	145	103
HS1BP3	228	273	119	71
HS2ST1	149	162	71	62
HS3ST3A1	36	35	23	14
HS6ST1	16	30	14	11
HS6ST2	721	1049	541	280
HS6ST3	29	40	11	12
HSBP1	1077	1491	667	388
HSCB	337	443	202	130
HSD17B1	82	119	63	27
HSD17B10	2586	3132	1237	715
HSD17B11	312	385	132	98
HSD17B12	1956	2179	971	642
HSD17B4	3745	4341	1821	1213
HSD17B6	45	49	21	9
HSD17B7	76	101	64	40
HSD17B8	69	66	30	16
HSDL1	409	422	181	124
HSDL2	934	1079	417	270
HSF1	432	496	172	101
HSF2	1054	1119	481	321
HSF4	5	3	3	2
HSP90AA1	26704	34777	15651	10804
HSP90AB1	14260	21862	7826	5256
HSP90B1	10669	14514	5598	3215
HSPA12A	266	300	125	84
HSPA13	765	884	400	249
HSPA14	1257	1351	530	350
HSPA1B	894	1808	410	267
HSPA4	12619	14145	6145	4213
HSPA4L	2245	2487	1145	806
HSPA5	6055	7749	3714	2118
HSPA8	20419	30676	9203	6016
HSPA9	10969	13890	6015	3796
HSPB1	223	384	186	109
HSPB11	948	1262	535	344
HSPBAP1	89	127	51	31
HSPBP1	813	1224	515	258
HSPD1	5956	7589	3231	2028
HSPE1	13	17	7	5
HSPG2	511	623	288	134
HSPH1	5755	7390	3171	2123
HTATIP2	529	650	281	175
HTATSF1	1965	2507	867	539
HTD2	104	101	65	48
HTR2B	0	0	0	0
HTRA1	64	73	23	8
HTRA2	471	556	224	131
HTT	1436	1723	712	398
HUNK	127	156	77	44
HUS1	353	481	190	110
HUWE1	9401	10805	5274	3366
HYAL2	124	209	77	46
HYAL3	30	29	21	11
HYI	210	325	148	84
HYKK	100	130	54	30
HYLS1	54	56	25	22
HYOU1	1768	2556	940	498
HYPK	1485	2060	926	595
IAH1	452	499	214	108
IARS	7005	6873	2361	1652
IARS2	1313	1568	829	500
IBA57	184	300	131	85
IBTK	1370	1276	666	423
ICA1	62	51	21	18
ICA1L	54	74	27	21
ICAM3	77	87	47	26
ICAM5	40	63	30	9
ICE1	621	716	341	199
ICE2	505	530	261	184
ICK	68	95	43	37
ICMT	900	1056	411	235
ID1	208	284	148	96
ID2	1161	1496	834	450
ID3	1190	1513	856	513
ID4	909	1298	663	341
IDE	2078	2232	1062	724
IDH1	1395	1539	659	437
IDH2	513	666	253	149
IDH3A	1369	1725	615	452
IDH3B	3438	4019	1704	1049
IDH3G	1214	1538	602	407
IDI1	1362	1729	1007	685
IDI2	1	1	0	0
IDS	29	18	10	11
IER2	375	581	371	198
IER5	211	350	160	115
IFFO1	271	333	168	90
IFFO2	145	244	89	56
IFI27L1	41	87	19	11
IFI27L2	254	419	158	98
IFI30	797	948	389	218
IFIT1	203	190	102	68
IFIT5	1059	1176	500	375
IFNAR1	372	407	216	137
IFNAR2	25	49	34	17
IFNGR1	643	769	301	184
IFNGR2	220	243	93	54
IFNLR1	54	84	30	22
IFRD1	516	488	649	347
IFRD2	428	595	334	187
IFT122	332	383	168	104
IFT140	284	293	120	101
IFT172	511	543	247	141
IFT20	106	142	71	45
IFT22	262	410	164	115
IFT27	324	457	178	110
IFT43	198	229	117	73
IFT46	251	369	146	108
IFT52	409	446	200	136
IFT57	617	663	245	161
IFT74	451	401	228	166
IFT80	41	40	19	24
IFT81	649	635	251	191
IFT88	326	306	118	84
IGBP1	382	470	199	149
IGDCC3	5	10	4	2
IGDCC4	28	35	16	6
IGF1R	399	528	225	126
IGF2BP1	2700	3566	1384	950
IGF2BP2	498	625	209	138
