	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b
ATAD5	723	702	545	551
ATAT1	210	261	173	141
ATE1	522	602	451	450
ATF1	425	579	325	385
ATF2	296	322	190	203
ATF3	146	175	122	125
ATF4	312	313	202	238
ATF5	24	33	25	34
ATF6	1369	1502	1160	1156
ATF6B	967	1226	782	786
ATF7IP	2456	2878	1977	2211
ATF7IP2	24	26	13	10
ATG10	42	48	40	41
ATG101	307	375	247	249
ATG12	182	243	181	178
ATG13	401	459	331	299
ATG14	84	99	59	90
ATG16L1	475	587	371	375
ATG16L2	20	19	19	19
ATG2A	380	533	376	374
ATG2B	1149	1221	938	918
ATG3	694	753	538	577
ATG4A	188	201	134	152
ATG4B	1010	1296	941	927
ATG4C	373	359	244	317
ATG4D	207	264	186	129
ATG5	548	537	417	407
ATG7	597	642	497	450
ATG9A	1076	1158	856	853
ATIC	6842	7908	5551	5448
ATL1	161	180	107	124
ATL2	1059	1286	891	963
ATL3	113	131	104	90
ATM	1032	1003	957	890
ATMIN	81	87	57	53
ATN1	832	1038	676	687
ATOX1	888	991	700	723
ATP10D	80	87	80	46
ATP11A	270	325	266	252
ATP11B	588	640	484	505
ATP11C	1167	1284	1074	1082
ATP13A1	809	1351	868	876
ATP13A2	617	683	477	465
ATP13A3	1205	1413	1205	1172
ATP1A1	13384	17177	13122	12163
ATP1B1	911	965	856	897
ATP1B3	1847	2160	1485	1660
ATP23	170	157	118	145
ATP2A1	27	30	25	23
ATP2A2	7619	9723	7161	6688
ATP2B1	1801	2314	1815	1709
ATP2B4	156	197	184	151
ATP2C1	1081	1364	1098	1009
ATP5F1A	9416	12047	8461	8043
ATP5F1B	24655	29659	21277	20880
ATP5F1C	6027	6661	4642	5025
ATP5F1D	918	1341	806	764
ATP5F1E	2082	2352	1473	1505
ATP5IF1	2167	2768	1628	1707
ATP5MC1	1368	1662	1054	1094
ATP5MC2	3756	5071	2906	3021
ATP5MC3	5265	5909	3797	4142
ATP5MD	1605	1847	1137	1314
ATP5ME	2040	2271	1393	1474
ATP5MF	2375	2499	1703	1952
ATP5MG	382	519	466	328
ATP5MPL	2502	3173	2058	2231
ATP5PB	2987	3314	2333	2420
ATP5PD	1127	1564	1006	1018
ATP5PF	2379	2740	1753	1923
ATP5PO	1806	2083	1544	1478
ATP6AP1	2907	3457	2565	2537
ATP6AP2	2305	2454	1915	1930
ATP6V0A1	1061	1343	959	910
ATP6V0A2	811	936	656	690
ATP6V0B	1954	2763	1701	1658
ATP6V0C	1348	1819	936	1010
ATP6V0D1	1461	1869	1137	1134
ATP6V0E1	382	535	386	358
ATP6V0E2	482	628	385	347
ATP6V1A	2486	3255	2115	2326
ATP6V1B1	59	52	23	26
ATP6V1B2	1593	1899	1224	1242
ATP6V1C1	901	1006	704	735
ATP6V1D	1021	1172	641	761
ATP6V1E1	1496	1727	1105	1298
ATP6V1F	1553	1737	1143	1206
ATP6V1G1	1381	1542	1057	1100
ATP6V1H	1256	1408	1001	979
ATP7A	483	490	433	464
ATP7B	433	638	437	429
ATP8A1	254	251	278	237
ATP8B1	25	33	12	20
ATP8B2	153	163	133	109
ATP9A	472	526	410	424
ATP9B	219	226	177	184
ATPAF1	1622	1868	1227	1223
ATPAF2	127	176	97	113
ATPSCKMT	215	269	181	217
ATR	1119	1229	957	999
ATRAID	538	694	567	575
ATRIP	275	346	232	206
ATRN	747	896	843	733
ATRNL1	107	119	106	109
ATRX	1174	1425	1103	1243
ATXN1	97	113	120	117
ATXN10	3723	4510	3377	3406
ATXN1L	69	100	59	50
ATXN2	2234	2575	1565	1772
ATXN2L	2194	2918	1873	1923
ATXN3	489	503	339	397
ATXN7	10	3	7	2
ATXN7L1	90	103	88	85
ATXN7L2	69	112	70	89
ATXN7L3	104	108	84	82
ATXN7L3B	490	694	409	438
AUH	186	218	154	130
AUNIP	474	490	318	356
AUP1	669	777	594	560
AURKA	1684	1981	1258	1448
AURKAIP1	2560	3538	1962	1969
AURKB	1497	1946	1296	1269
AUTS2	363	420	258	278
AVEN	134	160	75	94
AVIL	2	1	6	3
AVL9	294	360	255	222
AVPI1	152	157	82	120
AXIN1	304	442	241	244
AXIN2	104	147	84	90
AZI2	131	126	102	92
AZIN1	758	816	631	599
AZIN2	13	16	12	14
B2M	4655	5303	3741	3721
B3GALNT2	180	202	141	137
B3GALT1	8	9	13	7
B3GALT2	1	1	0	1
B3GALT6	267	377	219	221
B3GAT2	66	74	45	42
B3GAT3	180	269	203	181
B3GLCT	294	263	294	296
B3GNT10	94	109	60	69
B3GNT2	123	130	100	117
B3GNT5	159	145	114	129
B4GALNT1	20	27	25	13
B4GALNT3	216	263	198	181
B4GALNT4	34	51	56	33
B4GALT1	335	418	344	315
B4GALT2	110	128	87	62
B4GALT3	175	202	166	146
B4GALT4	171	167	124	147
B4GALT5	464	602	455	389
B4GALT6	70	104	48	63
B4GALT7	123	159	88	108
B4GAT1	1018	1462	971	937
B9D1	243	278	165	201
BABAM1	708	890	537	585
BABAM2	438	501	356	370
BACE1	112	152	103	110
BACE2	318	352	297	275
BACH1	491	552	436	441
BACH2	106	122	104	88
BAD	275	394	211	205
BAG1	214	305	148	191
BAG2	945	1407	786	846
BAG3	1144	1532	763	878
BAG4	470	518	327	368
BAG5	699	812	587	559
BAG6	5727	7869	4709	4896
BAHCC1	190	210	203	190
BAHD1	680	926	481	538
BAIAP2	226	311	190	206
BAIAP2L1	838	916	740	753
BAIAP3	10	19	17	15
BAK1	132	160	76	115
BAMBI	321	362	375	338
BANF1	631	894	448	386
BANP	176	243	98	138
BAP1	381	476	334	280
BARD1	666	775	490	523
BAX	731	994	718	624
BAZ1A	2248	2455	1875	1875
BAZ1B	2695	3402	2262	2414
BAZ2A	1888	2156	1541	1555
BAZ2B	242	241	236	227
BBIP1	126	161	99	145
BBOF1	6	13	8	15
BBS10	539	543	337	390
BBS12	67	88	44	48
BBS2	590	720	503	514
BBS4	342	381	291	341
BBS7	766	863	698	659
BBS9	121	117	97	94
BBX	903	1067	715	801
BCAP29	616	790	583	582
BCAP31	4122	5112	3567	3570
BCAR1	386	556	342	317
BCAR3	68	82	89	50
BCAS2	1228	1484	1081	1080
BCAS3	562	639	450	497
BCAS4	182	204	142	150
BCAT1	1808	1851	1315	1364
BCAT2	758	962	651	643
BCCIP	2893	3477	2395	2442
BCDIN3D	180	213	112	113
BCHE	240	225	258	246
BCKDHA	58	83	57	61
BCKDHB	466	519	341	362
BCKDK	902	987	590	638
BCL10	468	614	337	443
BCL11A	276	396	177	179
BCL2L1	60	95	53	60
BCL2L11	72	96	62	90
BCL2L12	342	459	221	268
BCL2L13	466	581	321	397
BCL2L2	11	10	2	5
BCL6B	10	4	12	8
BCL7A	379	546	325	310
BCL7B	202	233	170	155
BCL7C	264	343	221	205
BCL9	236	247	215	192
BCLAF1	1243	1513	1071	1225
BCLAF3	63	88	60	71
BCOR	3406	3915	3111	3265
BCORL1	702	951	536	554
BCR	460	620	438	414
BCS1L	848	1045	641	630
BDH1	0	2	0	1
BDH2	186	171	143	136
BDP1	596	718	556	508
BECN1	372	425	300	260
BEND3	184	254	128	115
BEND4	166	188	152	140
BEND7	102	116	62	73
BET1	380	411	281	313
BET1L	126	122	106	87
BEX1	686	1023	566	592
BEX2	461	695	403	399
BEX3	1412	2432	1448	1382
BEX4	492	678	390	394
BFAR	466	585	343	385
BFSP1	65	67	44	41
BHLHE40	324	374	243	258
BICC1	293	285	246	219
BICD1	204	231	161	154
BICD2	560	737	451	424
BICRA	110	167	119	97
BICRAL	70	65	45	55
BID	867	1076	565	655
BIN1	36	51	25	29
BIN3	163	223	112	133
BIRC2	292	337	200	257
BIRC5	1302	1607	1050	973
BIRC6	3224	3653	3055	3006
BIVM	12	11	9	14
BLCAP	229	271	159	174
BLM	696	828	623	673
BLMH	1602	2149	1320	1378
BLOC1S1	179	177	117	132
BLOC1S2	382	417	322	330
BLOC1S4	272	318	167	196
BLOC1S5	110	136	84	69
BLOC1S6	212	227	161	181
BLVRA	1416	1573	1157	1113
BLVRB	937	1082	776	732
BLZF1	539	653	386	522
BMP1	146	150	117	112
BMP2K	291	329	225	221
BMP4	69	66	45	59
BMP6	81	98	64	72
BMP7	387	488	299	325
BMPR1A	104	114	98	104
BMPR1B	110	98	79	82
BMPR2	532	560	430	474
BMS1	1740	2213	1506	1562
BMT2	243	232	167	193
BNC1	3	2	4	4
BNC2	76	108	65	73
BNIP1	336	360	269	274
BNIP2	844	1057	730	773
BNIP3	178	233	183	152
BNIP3L	685	814	510	518
BOC	35	50	26	45
BOD1	247	317	218	204
BOD1L1	1264	1496	1135	1196
BOLA1	64	70	41	25
BOLA3	297	529	315	373
BOP1	1716	2462	1487	1483
BORA	334	342	224	259
BORCS5	164	171	112	110
BORCS6	86	91	35	37
BPGM	165	199	157	140
BPHL	287	361	264	255
BPNT1	889	980	575	652
BPTF	2021	2235	1696	1762
BRAF	331	431	237	264
BRAP	638	828	512	495
BRAT1	721	964	604	586
BRCA1	1160	1245	835	881
BRCA2	1224	1232	989	1041
BRCC3	484	554	350	367
BRD1	576	843	528	457
BRD2	5992	7182	4627	4580
BRD3	788	1042	681	564
BRD3OS	18	16	11	10
BRD4	1616	1967	1263	1438
BRD7	156	164	123	144
BRD8	1161	1570	1054	1077
BRD9	341	370	333	291
BRF1	378	520	318	336
BRF2	326	457	262	302
BRI3	217	298	206	169
BRI3BP	562	813	484	431
BRICD5	2	1	2	0
BRIP1	1112	1247	831	868
BRIX1	2722	3166	2127	2280
BRK1	919	992	668	731
BRMS1	261	420	203	210
BRMS1L	365	478	338	343
BROX	760	776	564	609
BRPF1	388	523	343	289
BRPF3	285	407	281	262
BRSK1	27	39	38	17
BRSK2	158	230	171	171
BRWD1	595	683	464	502
BRWD3	545	582	442	455
BSCL2	269	310	239	225
BSDC1	475	508	383	360
BSG	6690	9414	5875	5974
BSN	62	86	115	67
BTAF1	1508	1747	1245	1221
BTBD1	898	917	718	678
BTBD10	186	178	143	157
BTBD11	79	122	76	81
BTBD18	0	1	0	0
BTBD2	512	577	519	445
BTBD3	571	789	434	479
BTBD6	162	160	113	114
BTBD7	256	311	213	185
BTBD8	217	218	171	190
BTBD9	313	352	232	225
BTD	163	182	155	173
BTF3	3488	4437	2762	3265
BTF3L4	56	43	30	58
BTG1	557	650	448	446
BTG3	876	1018	720	769
BTN2A1	185	234	175	171
BTN2A2	119	119	104	100
BTN3A1	19	28	10	14
BTN3A2	36	43	26	22
BTNL9	21	25	33	33
BTRC	509	541	437	443
BUB1	2729	3063	2255	2409
BUB1B	2504	2768	1970	2096
BUB3	4245	5177	3579	3621
BUD13	248	299	236	213
BUD23	1640	1964	1266	1257
BUD31	817	1023	644	680
BVES	191	231	152	171
BX255925.3	3	1	13	6
BYSL	1569	1829	1210	1256
BZW1	1662	1833	1258	1475
BZW2	1330	1557	1091	1089
C10orf88	276	325	229	219
C11orf1	108	118	72	74
C11orf24	120	176	81	105
C11orf49	431	448	345	278
C11orf54	84	112	73	73
C11orf58	1582	1531	1315	1438
C11orf68	119	158	97	95
C11orf71	26	50	32	21
C11orf74	179	209	144	164
C11orf80	47	47	32	22
C11orf95	44	67	35	41
C11orf98	107	115	61	90
C12orf10	846	1006	572	677
C12orf29	885	970	714	725
C12orf4	847	931	716	759
C12orf43	230	359	209	208
C12orf45	542	559	371	478
C12orf49	83	97	89	75
C12orf57	830	1138	698	674
C12orf65	173	195	98	118
C12orf66	106	168	116	110
C12orf73	139	167	99	131
C12orf75	203	232	187	200
C14orf119	411	543	319	319
C14orf28	4	3	0	0
C14orf93	24	44	28	37
C15orf39	678	940	644	579
C15orf40	168	188	131	148
C15orf41	236	299	183	209
C15orf61	253	321	198	204
C16orf58	229	278	198	201
C16orf70	266	301	184	203
C16orf72	423	488	330	319
C16orf87	373	357	225	298
C16orf91	67	121	70	78
C17orf53	279	287	210	209
C17orf58	240	288	174	198
C17orf75	306	326	220	215
C17orf80	554	578	358	346
C18orf21	384	440	301	296
C18orf25	393	449	281	314
C18orf32	118	134	85	108
C18orf54	59	53	44	49
C19orf12	198	311	174	173
C19orf25	79	140	75	73
C19orf44	163	156	100	89
C19orf47	493	609	415	399
C19orf48	35	25	18	19
C19orf53	1300	1532	989	999
C19orf54	473	620	405	413
C19orf57	59	76	53	58
C19orf71	0	0	1	0
C1D	93	106	67	68
C1GALT1	115	117	89	102
C1GALT1C1	735	853	604	710
C1QBP	13763	17104	11380	11280
C1orf109	321	383	245	252
C1orf112	957	1178	721	809
C1orf122	256	449	228	268
C1orf131	541	644	466	467
C1orf159	88	106	64	79
C1orf167	3	6	8	2
C1orf174	379	451	308	287
C1orf198	378	526	292	285
C1orf21	41	52	30	36
C1orf216	40	70	26	46
C1orf35	268	421	230	240
C1orf43	935	1062	814	737
C1orf50	109	113	90	87
C1orf52	411	577	309	352
C1orf56	81	119	62	76
C1orf74	53	43	29	29
C20orf194	123	120	114	109
C20orf27	810	1074	675	673
C20orf96	150	190	134	125
C21orf58	8	13	19	20
C21orf91	192	213	139	154
C22orf23	9	11	7	9
C22orf39	165	225	117	139
C2CD2L	102	142	93	80
C2CD3	304	320	265	243
C2CD5	651	670	482	485
C2orf16	0	2	2	1
C2orf42	38	60	43	47
C2orf49	350	397	237	291
C2orf68	63	68	48	56
C2orf69	228	277	179	185
C2orf74	34	27	36	31
C2orf76	141	168	93	128
C3orf14	180	187	140	151
C3orf33	111	125	90	100
C3orf38	338	423	257	271
C3orf52	119	132	111	98
C3orf62	3	0	7	2
C3orf67	33	31	24	27
C4orf3	246	381	226	226
C4orf33	82	69	55	59
C4orf46	42	64	45	36
C4orf48	324	410	271	246
C5	4	4	6	2
C5orf15	1389	1643	1211	1231
C5orf22	1026	1030	813	901
C5orf24	682	885	512	605
C5orf30	287	344	243	248
C5orf34	541	629	401	447
C5orf51	720	803	595	614
C5orf63	20	14	14	11
C6orf120	398	437	307	286
C6orf136	228	310	180	194
C6orf163	1	3	1	1
C6orf47	115	174	82	75
C6orf62	92	117	65	75
C6orf89	418	503	393	395
C7orf25	253	248	174	175
C7orf26	134	209	111	85
C7orf31	22	24	15	26
C7orf50	496	753	398	453
C8orf33	527	750	449	447
C8orf34	83	89	69	49
C8orf37	25	30	18	12
C8orf76	77	99	65	77
C8orf82	177	226	137	167
C8orf88	217	206	180	166
C9orf131	0	0	1	1
C9orf16	136	171	95	105
C9orf40	364	441	256	280
C9orf64	461	593	368	398
C9orf72	142	151	114	108
C9orf78	727	844	558	566
C9orf85	76	118	62	75
CA11	28	38	17	17
CA2	951	1145	887	795
CA5B	53	93	54	57
CA8	259	288	187	195
CAAP1	360	414	326	310
CAB39	1110	1240	708	891
CAB39L	21	24	8	14
CABIN1	810	1069	810	731
CABLES1	171	156	120	118
CABLES2	116	137	69	86
CABYR	209	267	176	196
CACHD1	547	710	512	436
CACNA1B	23	39	37	44
CACNA1D	7	20	19	9
CACNA1H	30	21	25	27
CACNA2D1	456	479	458	387
CACNA2D2	103	121	97	115
CACNA2D3	36	35	49	32
CACNB2	60	74	37	42
CACNB3	64	59	48	35
CACNB4	21	13	22	10
CACTIN	167	273	158	146
CACUL1	383	435	277	306
CACYBP	975	1320	870	894
CAD	3286	4474	2964	2978
CADM1	1740	2092	1639	1734
CADM4	291	349	258	264
CADPS2	551	558	481	490
CALCOCO1	361	485	255	311
CALCOCO2	1244	1470	916	994
CALD1	1506	1634	1126	1096
CALM1	2924	3960	2504	2663
CALM2	1886	2591	1744	1694
CALM3	1976	2987	1792	1709
CALML4	14	12	5	9
CALR	14286	19119	13696	13620
CALU	2645	3830	2492	2495
CAMK1	890	970	721	720
CAMK2D	473	501	401	356
CAMK2G	384	401	272	274
CAMK4	273	306	231	206
CAMKK1	244	261	224	247
CAMKK2	255	323	282	219
CAMKMT	118	143	86	94
CAMKV	42	59	49	34
CAMLG	511	608	399	463
CAMSAP1	459	620	406	380
CAMSAP2	384	441	309	305
CAMSAP3	389	519	308	278
CAMTA1	674	771	499	579
CAMTA2	225	264	195	177
CAND1	8983	9928	7601	7868
CAND2	435	534	394	379
CANT1	193	252	157	127
CANX	10622	13626	11155	10291
CAP1	3196	3905	2626	2705
CAP2	390	475	329	313
CAPG	28	17	14	16
CAPN1	1412	1717	1127	1122
CAPN10	79	95	75	62
CAPN15	350	377	453	408
CAPN2	1278	1688	1155	1090
CAPN7	1421	1546	1090	1173
CAPNS1	6051	7408	5062	5123
CAPRIN1	7430	8769	5503	6554
CAPRIN2	213	266	185	187
CAPS2	42	40	20	35
CAPZA1	1895	2118	1328	1557
CAPZA2	1990	2425	1738	1894
CAPZB	3644	4580	3027	2971
CARD10	281	258	186	185
CARD19	123	127	90	90
CARD8	76	93	60	57
CARF	6	4	6	5
CARHSP1	429	435	330	318
CARM1	1736	2001	1322	1359
CARMIL1	458	545	356	426
CARMIL2	197	282	186	219
CARNMT1	425	506	318	352
CARS	1048	1036	783	727
CARS2	940	1129	739	747
CASC3	762	931	610	678
CASC4	316	377	293	353
CASD1	96	100	77	81
CASK	1479	1639	1302	1303
CASKIN1	47	46	49	36
CASKIN2	253	324	213	190
CASP2	770	1042	627	588
CASP3	653	766	556	571
CASP6	446	472	375	346
CASP7	572	644	460	451
CASP8	743	928	567	632
CASP8AP2	900	936	741	758
CASP9	180	193	161	150
CAST	2095	2271	1606	1743
CASTOR2	124	164	105	110
CASZ1	129	205	114	136
CAT	713	811	547	549
CATSPERE	2	3	1	3
CAV2	290	317	233	190
CAVIN1	407	617	284	313
CAVIN4	1	1	1	0
CBFA2T2	197	246	160	146
CBFB	720	915	582	585
CBL	451	580	347	373
CBLB	98	152	102	103
CBLL1	470	621	302	437
CBR1	1615	2166	1246	1233
CBR3	257	402	238	265
CBR4	626	674	568	527
CBS	0	1	1	1
CBSL	22	17	20	16
CBWD1	49	48	35	40
CBWD2	39	64	51	49
CBWD5	0	0	0	0
CBWD6	4	3	5	3
CBX1	415	558	372	340
CBX2	280	335	193	167
CBX3	1032	1468	979	921
CBX4	284	396	232	233
CBX5	1592	1819	1141	1283
CBX6	1165	1646	908	968
CBX8	131	159	92	129
CBY1	230	308	205	192
CC2D1A	815	1113	734	754
CC2D1B	335	513	301	327
CC2D2A	175	226	151	136
CC2D2B	9	10	4	6
CCAR1	2507	3089	2347	2460
CCAR2	1721	2588	1657	1594
CCDC102A	79	97	47	44
CCDC106	108	138	114	99
CCDC107	53	65	46	38
CCDC112	416	448	348	366
CCDC113	88	92	70	58
CCDC115	164	205	119	127
CCDC117	523	651	458	423
CCDC12	288	409	244	248
CCDC120	92	115	65	86
CCDC121	17	20	8	12
CCDC122	106	108	76	81
CCDC124	1374	1951	1058	1100
CCDC125	169	207	120	164
CCDC126	61	74	36	30
CCDC127	315	362	239	228
CCDC130	191	237	153	127
CCDC134	220	321	155	153
CCDC136	187	241	149	181
CCDC137	432	492	286	319
CCDC138	755	801	535	647
CCDC14	572	600	500	550
CCDC142	48	69	57	50
CCDC146	1	4	3	6
CCDC15	171	181	118	122
CCDC150	30	37	27	27
CCDC157	23	30	64	23
CCDC167	401	385	320	286
CCDC168	4	4	3	4
CCDC171	45	50	49	39
CCDC174	168	266	159	171
CCDC18	360	420	267	340
CCDC180	15	20	20	17
CCDC181	127	124	84	80
CCDC183	6	13	2	9
CCDC186	440	429	273	322
CCDC189	97	122	70	59
CCDC191	18	23	14	20
CCDC22	508	673	403	404
CCDC25	497	573	403	403
CCDC28A	367	393	259	284
CCDC28B	288	309	199	208
CCDC32	240	280	151	212
CCDC34	371	418	228	267
CCDC39	21	10	17	4
CCDC40	27	34	29	24
CCDC43	401	572	414	376
CCDC47	2406	3209	2297	2262
CCDC50	746	926	612	584
CCDC51	474	617	379	393
CCDC57	55	54	65	58
CCDC58	275	338	217	215
CCDC59	751	758	521	656
CCDC6	905	1074	705	723
CCDC61	46	66	38	38
CCDC65	18	20	18	22
CCDC66	177	183	129	145
CCDC69	24	22	19	30
CCDC7	18	18	8	26
CCDC71	301	345	267	260
CCDC71L	71	119	76	67
CCDC74A	20	18	23	22
CCDC77	371	413	230	257
CCDC78	1	2	4	2
CCDC8	283	363	189	217
CCDC80	55	34	31	33
CCDC82	374	479	296	336
CCDC84	35	32	49	36
CCDC85B	176	292	174	176
CCDC85C	378	544	314	288
CCDC86	1037	1213	661	778
CCDC88A	825	795	630	675
CCDC88C	346	400	327	289
CCDC9	125	159	82	93
CCDC90B	153	177	130	140
CCDC91	480	517	377	450
CCDC92	107	98	71	87
CCDC93	344	442	270	332
CCDC97	410	622	300	344
CCHCR1	427	478	362	376
CCM2	151	145	129	125
CCN1	466	535	423	529
CCNA2	3489	3744	2700	2876
CCNB1	5982	7197	5043	5275
CCNB1IP1	69	73	54	53
CCNB2	2674	2622	2057	2220
CCNB3	28	27	20	21
CCNC	1050	1134	769	884
CCND1	1178	1413	846	875
CCND2	398	507	321	359
CCND3	564	737	379	348
CCNDBP1	699	869	602	587
CCNE1	712	939	616	636
CCNE2	477	509	318	412
CCNF	752	1006	623	636
CCNG1	2841	3203	2383	2717
CCNG2	152	154	107	123
CCNH	1231	1259	917	969
CCNI	1104	1092	915	894
CCNJ	182	209	111	120
CCNK	909	1158	719	807
CCNL1	216	245	165	174
CCNL2	293	380	282	227
CCNQ	125	143	73	97
CCNT1	1168	1466	825	899
CCNT2	303	293	285	311
CCNY	220	232	168	197
CCNYL1	170	195	148	146
CCP110	446	497	411	368
CCPG1	911	1062	927	1005
CCS	225	291	165	190
CCSAP	348	454	283	245
CCSER1	35	46	30	39
CCSER2	261	296	258	239
CCT2	16479	20639	14121	14892
CCT3	18473	21456	15222	15374
CCT4	14289	16718	12061	12700
CCT5	13132	16168	11091	10826
CCT6A	6498	7357	5542	5514
CCT7	14360	18794	12390	12380
CCT8	11104	12568	8935	9380
CCZ1	37	37	35	28
CCZ1B	23	18	17	19
CD101	2	3	4	5
CD109	568	553	534	516
CD151	2767	3435	2280	2047
CD164	1930	2302	1542	1821
CD276	647	831	544	535
CD2AP	1618	1891	1324	1364
CD2BP2	585	890	528	517
CD320	1421	1934	1305	1230
CD3EAP	382	475	273	301
CD46	710	949	660	820
CD47	759	854	707	727
CD55	486	546	517	513
CD58	194	243	191	206
CD63	3237	4407	3170	2881
CD81	3291	4290	3041	2800
CD83	59	60	49	64
CD9	1916	2565	1617	1682
CD99	701	891	688	740
CD99L2	334	437	315	300
CDADC1	58	80	43	40
CDAN1	209	292	191	164
CDC123	3718	3879	2770	3008
CDC14A	225	243	169	155
CDC14B	77	88	55	69
CDC16	1430	1550	1221	1215
CDC20	3402	4713	2732	2923
CDC23	2015	2467	1791	1830
CDC25A	1305	1628	1012	997
CDC25B	1812	2380	1589	1602
CDC25C	652	782	498	529
CDC27	1535	1793	1158	1287
CDC34	515	656	362	363
CDC37	3892	5312	3231	3231
CDC37L1	145	152	120	129
CDC40	975	1135	780	820
CDC42	722	995	565	552
CDC42BPA	615	580	560	521
CDC42BPB	792	855	714	692
CDC42EP1	391	538	297	280
CDC42EP2	31	60	19	29
CDC42EP3	88	102	54	49
CDC42EP4	272	382	250	333
CDC42SE1	179	283	165	144
CDC42SE2	147	211	121	121
CDC45	1326	1619	1159	1162
CDC5L	3207	3823	2694	2971
CDC6	1504	1878	1217	1333
CDC7	1896	2121	1326	1588
CDC73	894	1030	684	761
CDCA2	1259	1632	1167	1207
CDCA3	1254	1472	893	947
CDCA4	723	872	528	571
CDCA5	572	838	434	512
CDCA7	988	1328	739	808
CDCA7L	840	827	657	701
CDCA8	903	1214	741	808
CDH1	99	76	109	95
CDH2	1840	2351	1885	1895
CDH23	33	53	43	36
CDH24	31	41	44	25
CDH26	4	2	2	1
CDHR5	9	1	21	17
CDIP1	406	541	306	325
CDIPT	534	680	429	383
CDK1	5803	6553	4429	4867
CDK10	56	73	53	57
CDK11A	65	68	48	45
CDK11B	291	353	212	220
CDK12	1350	1762	1206	1183
CDK13	563	713	503	467
CDK14	163	178	137	140
CDK16	266	280	223	196
CDK17	633	675	495	501
CDK18	89	60	60	74
CDK19	93	153	88	96
CDK2	1490	1779	1213	1179
CDK20	98	145	112	91
CDK2AP1	622	810	417	482
CDK2AP2	177	230	126	144
CDK3	6	2	2	0
CDK4	2410	2845	1835	1893
CDK5	501	655	485	460
CDK5R1	42	43	35	43
CDK5RAP1	773	829	601	601
CDK5RAP2	1008	1213	1003	1004
CDK5RAP3	428	605	422	395
CDK6	718	853	528	562
CDK7	354	371	251	242
CDK8	374	427	267	306
CDK9	628	816	526	584
CDKAL1	643	731	531	562
CDKL1	75	74	61	51
CDKL2	104	132	114	89
CDKL3	59	76	51	62
CDKL5	58	56	54	45
CDKN1A	518	765	548	518
CDKN1B	415	604	363	347
CDKN2A	1958	3015	1670	1645
CDKN2AIP	346	458	286	315
CDKN2AIPNL	577	898	484	611
CDKN2C	264	363	293	277
CDKN3	656	683	530	594
CDON	209	213	176	179
CDR1	12	11	26	21
CDR2	361	442	308	304
CDR2L	88	113	65	55
CDRT4	2	4	3	3
CDS1	267	299	215	204
CDS2	599	692	544	577
CDT1	2023	2653	1484	1589
CDV3	1089	1367	796	923
CDX2	278	434	240	244
CDYL	449	530	394	334
CEBPG	1201	1125	813	903
CEBPZ	1660	1861	1426	1358
CEBPZOS	323	424	286	343
CECR2	411	418	321	309
CELF1	2044	2338	1555	1541
CELF2	715	867	641	613
CELSR1	315	358	350	259
CELSR2	486	552	587	481
CELSR3	36	18	59	35
CEMIP	12	25	18	17
CEMIP2	210	252	196	206
CENPA	162	174	90	112
CENPB	443	541	380	399
CENPC	281	284	216	256
CENPE	2398	3031	2206	2512
CENPF	5082	6003	4715	4827
CENPH	1024	1180	795	885
CENPI	438	517	368	385
CENPJ	749	819	613	689
CENPK	523	521	385	433
CENPL	138	155	96	134
CENPM	790	988	611	645
CENPN	387	397	312	287
CENPO	258	298	171	199
CENPP	137	167	116	122
CENPQ	476	466	360	403
CENPT	391	551	330	315
CENPU	1549	1501	1116	1259
CENPV	621	749	506	518
CENPW	1329	1604	894	1113
CENPX	483	646	340	371
CEP104	460	541	400	373
CEP112	208	193	168	168
CEP120	373	459	288	310
CEP126	21	24	20	21
CEP128	155	143	114	115
CEP131	240	280	209	215
CEP135	567	615	495	530
CEP152	352	372	309	328
CEP162	178	251	167	161
CEP164	196	233	188	163
CEP170	330	386	233	301
CEP170B	565	703	593	485
CEP192	1061	1198	1016	1037
CEP250	367	445	381	355
CEP290	805	723	670	705
CEP295	545	541	450	479
CEP350	653	761	602	632
CEP41	416	427	282	380
CEP44	271	267	185	222
CEP55	1415	1361	1066	1113
CEP57	537	615	397	450
CEP57L1	213	206	146	169
CEP63	149	146	127	149
CEP68	231	311	206	187
CEP70	180	144	125	111
CEP72	244	319	228	210
CEP76	470	557	396	380
CEP78	674	796	575	571
CEP83	290	295	238	239
CEP85	564	806	499	543
CEP85L	260	259	204	251
CEP89	655	767	599	654
CEP95	227	286	178	232
CEP97	558	644	423	372
CEPT1	939	1103	640	745
CERCAM	332	357	302	274
CERK	344	468	349	301
CERS1	311	422	279	256
CERS2	1994	2715	1828	1700
CERS4	238	326	185	212
CERS5	549	649	477	452
CERS6	642	809	548	550
CERT1	393	534	346	361
CES2	39	74	38	40
CES3	70	106	65	71
CETN2	680	1006	674	670
CETN3	723	894	691	668
CFAP126	0	0	0	0
CFAP157	2	0	2	1
CFAP20	866	897	639	708
CFAP298	212	282	237	189
CFAP36	485	531	399	401
CFAP410	57	90	70	55
CFAP43	16	30	25	27
CFAP44	11	9	18	12
CFAP69	52	62	38	44
CFAP70	36	23	32	34
CFAP97	664	646	580	534
CFDP1	516	661	404	383
CFL1	5828	8675	4520	4927
CFL2	1268	1392	1063	1128
CFLAR	129	173	123	128
