	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
MAP3K20	543	671	266	440	848	773	1259	1764
MAP3K21	345	337	138	232	1409	1305	1619	2462
MAP3K3	160	190	78	118	630	549	923	1440
MAP3K4	410	474	188	323	2146	1907	2785	4184
MAP3K5	346	425	196	302	686	560	901	1316
MAP3K6	146	208	79	126	178	152	210	316
MAP3K7	860	924	330	705	1409	1355	2000	2818
MAP3K9	25	38	13	24	232	213	242	360
MAP4	3228	3750	1446	2674	3646	2886	3477	6334
MAP4K2	53	43	10	29	108	85	167	266
MAP4K3	356	460	169	317	760	722	1049	1512
MAP4K4	1010	1400	581	959	2682	2512	3550	5090
MAP4K5	505	610	233	437	1128	1003	1592	2300
MAP7	563	675	258	465	404	429	566	760
MAP7D1	1109	1417	462	900	785	758	905	1408
MAP7D2	378	404	171	277	434	442	553	772
MAP7D3	1018	1098	452	894	1818	1564	2580	3694
MAP9	419	519	187	396	748	652	962	1287
MAPK1	2206	2413	931	1713	1210	986	1871	2757
MAPK12	186	241	95	135	481	400	632	954
MAPK13	376	457	148	281	71	78	94	141
MAPK14	919	1167	453	754	947	869	1167	1757
MAPK15	0	1	0	0	57	48	52	89
MAPK1IP1L	1091	1580	391	878	359	258	615	854
MAPK3	873	818	346	610	341	281	637	883
MAPK6	189	164	87	137	818	750	1425	1984
MAPK7	119	174	49	77	313	266	342	495
MAPK8	263	312	114	246	581	607	912	1346
MAPK8IP1	45	50	23	40	222	193	317	462
MAPK8IP2	510	757	253	414	265	280	358	514
MAPK8IP3	86	50	74	64	510	507	676	1031
MAPK9	620	788	302	546	955	919	1444	1987
MAPKAP1	412	368	175	283	1811	1676	2664	3983
MAPKAPK2	277	338	115	212	689	603	1055	1507
MAPKAPK3	235	282	97	205	848	780	1409	1911
MAPKAPK5	205	232	112	207	1121	1003	1404	2211
MAPKBP1	115	147	62	106	310	272	416	689
MAPRE1	1753	2023	766	1415	1987	1940	2456	3562
MAPRE2	895	1151	353	801	391	347	483	750
MAPRE3	363	424	123	234	58	55	78	107
MAPT	116	136	40	102	32	38	47	68
MARC1	94	98	35	87	203	213	275	427
MARC2	169	189	72	130	249	215	243	320
MARCH1	0	0	0	0	68	64	112	198
MARCH2	3	8	4	6	80	76	111	147
MARCH3	56	62	25	51	66	49	79	121
MARCH5	947	1065	420	779	445	441	646	927
MARCH6	2406	3043	1180	2106	2751	2381	3032	4875
MARCH7	1659	1628	714	1505	2357	1992	3563	5415
MARCH8	49	77	22	45	241	205	292	470
MARCH9	99	119	37	59	112	92	165	211
MARCKS	1846	3007	764	1631	348	410	466	594
MARCKSL1	2971	4127	1231	2416	1391	1417	1871	2490
MARF1	383	364	172	315	768	601	763	1237
MARK1	222	278	108	184	679	521	843	1223
MARK2	443	582	224	378	919	754	796	1518
MARK3	938	1069	475	765	2043	1892	3054	4298
MARK4	236	315	143	197	233	217	192	391
MARS	4548	5485	2069	3784	5659	5098	8071	11785
MARS2	410	484	197	294	580	489	902	1214
MARVELD2	243	264	105	210	267	231	287	449
MASP2	1	2	3	1	88	77	176	339
MAST1	116	87	31	50	63	56	74	110
MAST2	327	406	195	249	766	653	891	1386
MAST3	189	191	81	154	154	123	140	256
MAST4	134	162	76	121	179	209	197	362
MASTL	930	948	380	750	1044	969	1505	2231
MAT2A	2819	3907	1536	2709	4216	4214	5237	7422
MAT2B	1501	1709	592	1216	967	816	1569	2188
MATK	48	60	24	20	272	241	431	663
MAU2	702	896	324	596	522	443	727	1054
MAVS	890	1058	371	563	339	249	469	775
MAX	473	503	169	328	364	318	634	938
MAZ	3048	4017	1238	2518	6182	5956	8902	12974
MB21D2	190	264	81	184	108	108	167	198
MBD1	594	837	278	509	631	617	824	1223
MBD2	207	261	81	162	379	357	578	846
MBD3	757	1076	431	683	1008	1002	1634	2134
MBD4	351	400	172	320	891	849	1408	1964
MBD5	18	25	17	30	259	206	330	543
MBD6	165	197	67	122	176	97	89	185
MBIP	594	572	244	450	456	477	612	918
MBLAC2	226	339	111	224	93	88	154	186
MBNL1	1196	1397	526	911	703	548	1189	1700
MBNL2	146	138	63	95	119	105	218	275
MBNL3	297	340	147	257	195	197	279	414
MBOAT1	92	110	47	72	121	100	163	209
MBOAT2	522	570	255	422	734	629	1148	1632
MBOAT7	375	541	198	317	220	152	265	361
MBTD1	290	311	136	281	689	649	765	1220
MBTPS1	424	488	203	334	2481	2258	3457	5048
MBTPS2	949	1110	507	934	380	338	452	758
MCAM	152	217	113	211	175	142	251	335
MCAT	624	820	243	482	483	433	678	1035
MCC	508	559	220	389	216	200	325	479
MCCC1	496	554	228	429	419	420	613	837
MCCC2	1669	1752	716	1378	1654	1593	1894	3063
MCEE	58	61	26	43	105	95	171	231
MCF2L	109	140	60	126	125	117	155	201
MCFD2	490	583	201	401	315	265	506	690
MCL1	1440	2281	743	1215	1473	1511	2350	3253
MCM10	1691	2036	685	1310	2772	2533	3954	5628
MCM2	6900	9368	3529	6138	7265	6778	10814	15545
MCM3	8577	9997	3935	6968	8372	7915	12196	17087
MCM3AP	1731	2083	858	1441	5540	4903	6748	9900
MCM4	12494	13921	5622	10429	9307	8371	13989	21074
MCM5	4995	6482	2334	4256	3858	3597	6241	9245
MCM6	5583	6127	2588	4937	5605	5368	7022	10813
MCM7	12709	17475	6316	11206	12619	10880	21150	29956
MCM8	20	21	12	19	124	137	144	215
MCM9	389	426	166	323	1565	1378	1925	3056
MCMBP	3605	3941	1842	3225	3480	3064	5274	7531
MCOLN1	211	328	132	194	143	128	257	340
MCOLN2	347	388	167	283	352	294	428	686
MCOLN3	379	402	166	276	367	341	361	651
MCPH1	429	500	184	343	726	644	955	1415
MCRIP1	184	302	90	160	215	240	295	393
MCRIP2	144	222	44	101	151	120	194	277
MCRS1	716	1040	380	651	1570	1462	2619	3655
MCTP1	102	96	38	69	65	77	118	151
MCTS1	1283	1382	549	1070	769	659	1478	2141
MCTS2P	168	174	72	162	340	269	447	752
MCU	452	529	210	401	292	276	441	646
MCUB	509	538	234	403	530	431	881	1319
MCUR1	475	533	187	353	681	589	1083	1591
MDC1	3563	4538	1798	3095	2048	1643	1692	3046
MDFIC	262	349	99	202	181	151	204	328
MDGA1	22	38	27	26	86	83	64	118
MDGA2	1	0	0	0	114	109	142	228
MDH1	4214	5108	2052	3511	4331	4056	6584	9382
MDH2	6660	8019	3081	5285	4408	4492	6656	9700
MDK	1720	2534	866	1602	596	577	766	1014
MDM1	238	281	92	167	407	364	517	799
MDM2	2341	3549	1485	2766	2491	2221	3095	4665
MDM4	84	106	53	101	1101	936	1102	1737
MDN1	3695	4422	2259	3558	15318	13493	18342	28620
MDP1	14	31	13	16	59	56	88	136
ME1	2481	2575	1037	1880	716	635	861	1323
ME2	2491	2637	1036	2104	1310	1222	1944	2747
MEA1	1206	1725	553	1039	844	825	1305	1852
MEAF6	530	698	234	486	508	515	695	993
MEAK7	229	286	119	180	178	148	248	344
MECOM	464	549	222	424	863	747	1304	1755
MECP2	329	398	145	215	758	677	968	1352
MECR	237	282	102	194	622	580	773	1093
MED1	1002	1111	470	835	1591	1337	2242	3435
MED10	883	1043	365	780	114	150	158	244
MED11	275	287	116	215	154	124	209	324
MED12	1456	1938	753	1427	1631	1258	1321	2605
MED12L	249	278	136	224	1064	835	1185	1970
MED13	1087	1284	554	871	5252	4494	6541	10153
MED13L	613	761	385	586	2183	1740	2537	4358
MED14	1948	2151	816	1585	2051	1666	2308	3744
MED15	858	972	317	632	419	340	427	821
MED16	712	891	299	572	557	556	709	1174
MED17	62	77	27	55	181	147	212	394
MED18	247	392	109	244	147	174	325	458
MED19	166	215	64	153	207	202	268	411
MED20	208	296	82	175	228	214	324	468
MED21	647	651	224	471	251	199	396	541
MED22	253	295	103	165	221	210	252	343
MED23	974	1206	474	856	2249	1928	3557	5164
MED24	1463	1828	682	1201	1705	1519	2129	3091
MED25	822	1022	341	642	313	296	335	565
MED26	56	83	28	63	90	71	125	201
MED27	339	431	143	255	233	213	296	446
MED28	391	395	152	282	515	420	977	1300
MED29	1302	1683	543	1144	179	164	340	544
MED30	176	175	65	147	184	187	289	414
MED31	360	466	147	298	213	151	314	478
MED4	943	1094	455	813	615	603	979	1418
MED6	617	730	299	623	764	624	1128	1686
MED7	291	285	97	191	198	194	254	335
MED8	716	828	319	527	569	496	811	1136
MED9	86	117	30	65	130	110	216	312
MEF2A	300	396	167	270	495	476	642	999
MEF2C	265	293	97	215	171	141	297	391
MEF2D	215	248	78	150	111	54	70	139
MEGF11	67	107	48	61	105	102	119	228
MEGF8	708	879	459	692	1487	1228	1434	2552
MEGF9	70	76	34	58	127	98	133	210
MEIOC	35	18	8	19	138	127	197	322
MEIS1	166	165	56	115	223	206	424	533
MEIS2	185	279	100	192	454	336	581	824
MELK	1208	1354	561	1010	1616	1402	2639	3657
MELTF	66	73	28	60	75	76	81	134
MEMO1	83	109	36	61	227	190	357	500
MEN1	692	904	324	591	681	556	746	1207
MEPCE	960	1412	422	835	1066	938	1637	2176
MERTK	122	159	74	118	291	239	404	588
MESD	394	563	225	377	828	778	1349	1765
MET	1375	1583	724	1330	906	810	1204	1716
METAP1	1108	1221	503	881	1051	979	1398	2026
METAP1D	81	86	45	69	176	148	263	388
METAP2	4663	5400	2091	4058	3651	3768	5381	6893
METRN	30	24	8	26	131	83	160	217
METRNL	40	43	12	23	37	35	67	97
METTL1	243	361	97	174	205	171	265	391
METTL14	366	445	159	343	603	591	933	1312
METTL15	79	102	25	59	223	222	262	427
METTL16	463	531	227	378	882	850	1104	1655
METTL17	740	789	320	618	1328	1223	2294	3186
METTL18	169	181	82	120	235	222	332	451
METTL21A	169	230	88	129	237	183	302	461
METTL22	37	38	19	31	259	229	337	460
METTL23	124	157	69	105	303	310	405	638
METTL25	171	265	92	183	390	385	501	784
METTL26	817	998	344	608	545	550	826	1190
METTL2A	208	231	93	197	382	384	546	856
METTL2B	224	199	95	147	586	515	749	1241
METTL3	1106	1396	485	881	2065	1908	3073	4270
METTL4	90	110	42	76	212	185	274	405
METTL5	799	801	348	608	1134	1035	1753	2361
METTL6	302	341	122	245	618	612	862	1265
METTL7A	519	626	306	458	101	66	109	161
METTL8	376	404	158	313	541	529	698	987
METTL9	334	363	140	253	1191	1013	1795	2717
MEX3A	110	183	47	92	101	80	105	141
MEX3B	58	73	32	50	58	47	74	104
MEX3C	204	198	99	145	247	216	342	511
MEX3D	35	50	15	30	202	185	344	494
MFAP1	1010	1276	429	749	684	761	1161	1381
MFAP3	486	677	254	457	540	467	825	1178
MFAP3L	23	37	14	17	76	73	100	161
MFF	864	948	418	734	1201	1142	1756	2593
MFGE8	1085	1290	630	1004	281	309	343	500
MFHAS1	143	171	58	124	328	322	391	619
MFN1	924	1024	414	839	1292	1222	1987	2652
MFN2	2197	2770	1059	1679	2034	1813	2858	4139
MFSD1	215	299	114	197	760	680	1118	1601
MFSD10	325	486	160	279	328	239	462	618
MFSD11	222	299	128	245	373	285	496	792
MFSD12	201	282	102	152	415	385	644	862
MFSD13A	66	79	28	54	155	152	221	318
MFSD14A	37	41	9	39	53	71	73	86
MFSD14B	301	334	138	242	698	686	1196	1643
MFSD2A	361	447	167	281	78	45	113	175
MFSD3	111	144	43	103	295	264	429	616
MFSD4B	169	196	67	135	496	443	555	864
MFSD5	363	516	207	310	313	245	478	692
MFSD6	126	132	65	89	85	70	118	168
MFSD8	312	398	143	271	459	449	602	919
MFSD9	96	113	39	87	168	160	243	362
MGA	1604	1864	766	1375	5144	4644	6394	9309
MGARP	65	59	27	46	140	133	197	276
MGAT1	258	312	110	200	604	530	771	1087
MGAT2	251	366	141	292	1252	1166	1817	2559
MGAT4A	103	107	34	96	196	181	289	392
MGAT4B	279	376	150	245	1299	1146	1576	2349
MGAT5	326	321	173	327	873	759	1135	1855
MGME1	484	635	220	418	1094	958	1428	1980
MGRN1	633	825	308	531	574	447	424	785
MGST1	1719	1896	682	1453	277	291	529	680
MGST2	656	740	261	581	184	182	343	443
MGST3	1070	1252	471	808	647	627	1019	1518
MIA2	118	173	82	157	576	576	622	996
MIA3	1180	1323	657	1230	3865	3540	4895	7071
MIB1	692	765	335	620	2891	2700	3700	5356
MIB2	180	285	99	219	311	271	445	623
MICA	189	258	102	210	184	155	265	377
MICAL1	103	132	56	93	138	125	164	266
MICAL2	117	168	48	107	175	145	204	322
MICAL3	503	695	295	432	1736	1354	1372	2621
MICALL1	568	774	268	455	815	771	918	1438
MICALL2	33	26	17	32	47	45	64	49
MICB	154	171	74	148	51	37	65	103
MICOS13	651	946	328	542	305	281	515	714
MICU1	1246	1529	570	992	1019	883	1515	2149
MICU2	1739	1745	781	1320	776	711	1200	1609
MICU3	91	76	26	69	150	148	188	263
MID1	510	564	245	455	363	313	520	816
MID1IP1	201	251	92	154	358	326	508	693
MID2	227	248	106	191	602	498	795	1284
MIDN	842	1191	421	757	148	115	139	245
MIEF1	422	464	181	323	1168	985	1474	2066
MIEF2	84	105	27	78	165	161	268	374
MIEN1	378	492	164	318	193	178	219	282
MIER1	560	672	273	486	1644	1556	2138	3042
MIER2	274	317	101	215	140	124	132	229
MIER3	341	438	156	273	739	781	1056	1471
MIF	7302	8773	3040	5659	2537	1887	5158	7107
MIF4GD	202	196	94	128	121	114	195	226
MIGA1	620	622	280	508	655	571	783	1186
MIGA2	104	144	60	91	322	308	547	767
MIIP	327	415	138	253	305	269	525	755
MINAR1	4	7	3	10	159	114	182	290
MINDY1	212	219	90	162	198	145	229	385
MINDY2	156	169	50	110	212	174	269	376
MINDY3	1086	1136	414	803	1331	1262	1831	2718
MINDY4	98	136	59	87	194	189	281	384
MINK1	501	575	256	365	799	586	799	1241
MINPP1	970	1097	403	763	579	501	841	1244
MIOS	343	427	148	322	1156	1121	1604	2263
MIPEP	557	697	259	544	677	643	1056	1431
MIPOL1	209	231	104	194	462	386	513	820
MIS12	322	364	168	373	428	343	653	831
MIS18A	590	764	277	493	566	567	758	1006
MIS18BP1	873	892	364	679	1606	1438	2245	3259
MITD1	227	236	97	218	370	326	542	766
MITF	61	63	32	39	127	112	196	238
MKI67	6514	7256	3625	6669	13312	10594	12931	21986
MKKS	52	49	21	24	496	407	839	1245
MKLN1	1688	1845	753	1394	1505	1374	1779	2802
MKNK1	382	506	162	341	320	314	458	640
MKNK2	336	420	157	271	552	499	824	1182
MKRN1	587	749	255	434	915	886	1410	1803
MKRN2	708	884	332	569	1128	1034	1694	2423
MKS1	477	517	195	353	463	464	691	1029
MKX	0	0	0	0	65	42	75	99
MLEC	766	1141	408	740	1135	1014	1550	2240
MLF1	478	423	186	349	588	555	814	1214
MLF2	2550	2862	1008	1775	1098	930	1329	2035
MLH3	390	408	145	273	170	152	210	306
MLLT1	767	1001	333	560	329	289	418	638
MLLT10	332	296	159	252	850	673	954	1582
MLLT3	488	495	204	341	989	900	1467	2204
MLLT6	101	107	54	91	376	288	453	633
MLST8	531	646	220	386	490	442	928	1288
MLX	826	975	309	624	368	304	605	828
MLXIP	410	498	201	381	475	341	317	724
MLXIPL	58	66	22	51	80	52	73	104
MLYCD	154	181	61	129	119	93	156	275
MMAA	53	81	32	41	39	51	77	103
MMAB	483	615	226	452	573	516	1005	1427
MMACHC	267	372	109	223	165	167	314	412
MMADHC	1696	2186	834	1564	2735	2557	4399	6094
MMD	15	40	24	40	70	80	108	147
MMGT1	427	522	194	403	201	192	287	437
MMP16	1	2	0	1	107	98	142	221
MMS19	1289	1566	636	1092	1683	1489	2352	3468
MMS22L	1046	1207	439	811	2036	1823	2469	3830
MMUT	1039	1100	457	861	763	667	1047	1430
MNAT1	838	860	358	637	1143	1106	1488	2083
MND1	396	456	175	327	425	394	609	777
MNS1	285	336	132	239	99	79	122	170
MNX1	187	259	74	137	71	76	84	128
MOAP1	630	689	300	516	347	336	402	598
MOB1A	1397	1635	624	1186	1216	1203	1891	2706
MOB1B	275	303	132	229	84	72	124	227
MOB2	151	188	58	132	132	117	244	362
MOB3B	92	94	33	70	59	51	66	90
MOCOS	65	79	32	67	228	197	326	457
MOCS1	171	205	103	116	269	219	390	551
MOCS2	511	613	234	476	645	605	841	1200
MOCS3	373	455	195	315	285	234	405	549
MOGS	710	935	345	626	1050	957	1566	2258
MOK	73	87	34	50	192	192	285	421
MON1A	103	149	40	85	366	351	554	810
MON1B	194	267	89	138	203	187	253	394
MON2	1834	2047	939	1769	2418	2155	3156	4927
MORC2	1205	1668	580	1017	877	789	900	1484
MORC3	714	779	338	626	1254	1111	1743	2617
MORC4	1099	1192	517	952	1336	1232	1804	2536
MORF4L1	884	1215	418	833	2370	2341	2558	4051
MORF4L2	3693	4525	1556	3161	7734	7905	10999	15085
MORN1	121	139	59	86	129	154	148	289
MORN2	179	223	80	179	276	274	487	633
MORN4	48	36	23	24	56	43	70	117
MOSMO	18	24	10	12	35	39	95	123
MOSPD1	170	150	64	115	291	231	449	649
MOSPD2	475	545	207	427	297	265	350	488
MOV10	1123	1436	549	992	967	785	1069	1650
MOXD1	398	367	189	287	400	332	531	810
MPC1	533	656	236	439	540	419	784	1171
MPC2	631	776	246	531	631	579	858	1223
MPDU1	571	638	230	405	560	430	907	1205
MPDZ	633	688	290	560	1258	1036	1582	2237
MPG	593	752	258	473	484	454	707	923
MPHOSPH10	832	1048	391	748	1499	1499	2154	2748
MPHOSPH6	498	553	212	409	542	579	819	1192
MPHOSPH8	225	274	83	226	889	924	1035	1461
MPHOSPH9	491	554	263	465	3323	2891	4657	6955
MPI	955	1141	469	875	1648	1459	2494	3711
MPLKIP	494	655	190	370	269	251	446	568
MPND	79	103	42	68	152	145	236	329
MPP1	961	1056	423	774	556	514	918	1199
MPP2	350	428	143	279	238	218	294	443
MPP3	39	45	32	46	260	222	255	342
MPP5	400	406	154	293	830	711	964	1598
MPP6	543	609	231	501	1311	1168	1562	2403
MPP7	436	520	202	344	193	156	286	377
MPPE1	41	50	19	32	159	180	206	307
MPRIP	303	398	172	222	3589	3329	4324	6724
MPST	683	885	310	565	590	512	845	1177
MPV17	331	407	138	259	352	349	456	611
MPV17L2	352	472	167	284	126	90	210	285
MPZL1	656	711	364	617	608	514	740	1095
MR1	78	82	46	53	60	51	70	127
MRAP	1	0	3	0	92	65	105	181
MRAS	21	31	11	26	55	41	91	127
MRC2	213	223	141	199	125	107	150	246
MRE11	1192	1355	556	1128	1767	1702	2459	3539
MREG	87	97	34	57	227	165	245	382
MRFAP1	1225	2155	499	1060	1193	1422	1619	2037
MRFAP1L1	226	351	161	236	392	474	641	853
MRGBP	130	160	52	83	357	358	497	691
MRI1	660	831	289	531	839	733	1261	1725
MRM1	58	71	24	32	113	94	102	188
MRM2	255	383	125	235	338	290	586	785
MRM3	697	804	319	564	653	629	1012	1366
MRNIP	99	107	32	65	466	423	661	1023
MROH1	65	64	43	48	265	249	260	461
MROH8	211	329	102	190	155	167	185	249
MRPL1	576	701	276	551	996	1001	1600	2378
MRPL10	709	838	291	546	242	240	504	750
MRPL11	584	780	282	494	1193	1229	1831	2487
MRPL12	52	86	33	47	129	93	154	155
MRPL13	1722	1916	679	1426	1271	1108	1928	2771
MRPL14	1601	2003	754	1284	731	641	1176	1575
MRPL15	1202	1452	492	1050	1468	1421	2445	3494
MRPL16	1410	1695	623	1095	1260	1248	1722	2383
MRPL17	1163	1291	512	951	831	761	1296	1826
MRPL18	970	1193	423	756	1202	1209	1791	2454
MRPL19	1312	1716	625	1153	1842	1650	2361	3460
MRPL2	1309	1349	477	882	525	481	890	995
MRPL20	2717	3034	1121	2043	1661	1618	2361	3340
MRPL21	1080	1180	432	879	1183	1101	1877	2530
MRPL22	1804	1900	736	1464	622	566	1014	1438
MRPL23	1336	1504	594	1049	1111	991	1599	2231
MRPL24	1178	1531	510	929	1018	1029	1548	2208
MRPL27	1094	1490	485	925	613	554	1097	1549
MRPL28	3231	3958	1358	2399	1212	1159	2233	2921
MRPL3	2945	3845	1357	2620	3698	3385	4915	7274
MRPL32	1062	1373	486	927	693	685	1241	1747
MRPL33	562	658	253	513	744	682	1015	1462
MRPL34	377	543	151	283	199	187	245	381
MRPL35	342	463	177	303	531	506	814	1174
MRPL36	265	378	126	213	204	184	297	422
MRPL37	2961	3405	1412	2323	3815	3554	6415	9047
MRPL38	1032	1334	477	826	932	814	1270	1699
MRPL39	2224	2900	1016	1967	1349	1174	2309	3345
MRPL4	2645	3296	1156	2048	677	552	1046	1320
MRPL40	1179	1184	524	909	816	649	1275	1797
MRPL41	1104	1571	556	863	740	703	981	1505
MRPL42	1454	1505	573	1094	1057	1012	1988	2879
MRPL43	1197	1473	512	1011	413	424	695	1011
MRPL44	1490	1870	730	1365	861	843	1154	1717
MRPL45	401	541	206	375	351	335	428	610
MRPL46	539	640	214	433	711	635	1186	1645
MRPL47	1165	1272	501	953	908	843	1376	1921
MRPL48	483	514	174	386	644	636	1039	1456
MRPL49	556	794	269	407	441	376	737	1081
MRPL50	419	424	179	328	578	481	887	1222
MRPL51	1561	2315	682	1286	2032	2058	3162	4130
MRPL52	834	1062	344	668	679	660	1059	1366
MRPL53	594	828	250	495	387	344	478	649
MRPL54	366	506	184	313	526	550	808	1048
MRPL55	686	937	327	607	858	756	1187	1685
MRPL57	576	649	224	430	189	178	305	417
MRPL58	681	840	313	562	489	410	888	1206
MRPL9	1145	1539	561	869	1330	1292	1699	2310
MRPS10	848	1050	423	781	527	475	741	1071
MRPS11	522	660	243	428	591	495	1042	1486
MRPS12	1152	1447	486	872	314	241	651	756
MRPS14	536	723	222	468	510	475	740	1089
MRPS15	1572	1759	677	1221	1652	1318	2879	4101
MRPS16	1383	1563	619	1149	1030	867	1637	2238
MRPS18A	958	1098	385	773	431	387	684	1006
MRPS18B	2052	2267	810	1586	738	563	1555	2137
MRPS18C	558	647	236	465	647	591	1128	1581
MRPS2	2182	2490	963	1735	831	782	1419	1939
MRPS21	774	1166	332	692	1212	1167	1948	2725
MRPS22	1469	1624	665	1251	1534	1375	2447	3451
MRPS23	1933	2287	897	1499	1181	1107	1860	2605
MRPS24	970	1132	447	737	981	928	1319	1903
MRPS25	520	693	202	399	698	732	1151	1573
MRPS26	1011	1553	463	834	1071	1141	1316	1867
MRPS27	1266	1394	555	1037	1749	1438	2418	3596
MRPS28	720	820	242	558	491	452	669	897
MRPS30	1757	2036	769	1449	1147	990	1693	2488
MRPS31	1490	1708	638	1245	873	764	1342	2068
MRPS33	594	720	248	486	527	476	781	1066
MRPS34	1384	2091	640	1140	1339	1234	2121	3076
MRPS35	2321	2608	980	1856	1319	1319	1902	2688
MRPS36	213	270	98	212	213	132	487	693
MRPS5	818	1057	349	607	1439	1439	2166	2700
MRPS6	408	553	160	333	167	189	281	408
MRPS7	1753	2139	803	1415	1598	1562	2468	3396
MRPS9	1088	1168	477	919	1470	1319	2065	2930
MRRF	225	240	91	195	612	536	851	1416
MRS2	417	595	220	379	1406	1318	1908	2955
MRTFA	374	536	177	332	416	349	362	626
MRTFB	357	428	164	287	365	296	399	609
MRTO4	1287	1868	590	1090	1198	1069	1959	2825
MSANTD2	45	93	15	50	274	273	343	524
MSANTD3	103	116	37	78	300	309	402	655
MSANTD4	287	348	134	255	464	470	572	805
MSH2	3905	4071	1587	3094	4496	4170	6705	9437
MSH3	1274	1342	601	1123	1823	1551	2349	3458
MSH4	1	1	1	0	66	68	101	168
MSH6	5041	6128	2491	4620	10020	9395	13776	19456
MSI1	335	360	141	250	121	93	74	129
MSI2	804	903	349	595	473	409	575	940
MSL1	194	266	77	152	630	633	644	978
MSL2	354	400	154	327	606	531	786	1208
MSL3	207	301	94	173	484	496	705	1020
MSMO1	1019	1115	436	784	660	634	963	1483
MSMP	6	1	1	2	106	101	190	266
MSN	1425	1909	695	1291	1155	1123	1549	2222
MSRA	79	142	35	81	49	39	61	88
MSRB1	160	197	63	108	47	42	90	106
MSRB2	265	350	170	226	133	124	170	250
MSRB3	157	228	75	146	91	92	81	143
MSS51	2	1	4	5	78	63	86	158
MST1	1	2	0	0	128	96	147	221
MSTO1	23	59	16	25	117	105	206	273
MSX1	129	173	44	98	79	59	106	170
MSX2	604	782	355	780	105	99	184	274
MTA1	1524	2028	744	1334	1628	1508	1938	2904
MTA2	2502	2892	1114	2006	4792	4000	7870	11596
MTA3	976	992	423	779	532	535	681	1104
MTAP	348	463	168	270	805	700	1155	1729
MTBP	355	387	143	307	951	939	1336	2026
MTCH1	1338	1744	658	1077	1721	1553	2378	3352
MTCH2	1865	1946	815	1470	2449	2152	3837	5308
MTCL1	107	143	77	109	549	511	613	899
MTDH	1887	2126	856	1520	3264	3029	4362	6533
MTERF1	265	318	125	209	379	286	583	846
MTERF2	271	277	114	191	408	411	569	820
MTERF3	754	721	255	513	681	623	1087	1662
MTERF4	550	609	242	393	465	476	783	991
MTF1	154	190	62	121	199	169	259	418
MTF2	808	860	368	580	1993	1910	3037	4481
MTFMT	293	340	130	246	463	333	612	835
MTFR1	326	328	117	222	689	699	885	1339
MTFR1L	359	458	176	284	487	415	737	1003
MTFR2	304	313	149	282	305	267	388	589
MTG1	430	510	229	322	764	681	992	1488
MTG2	356	388	127	237	357	328	468	703
MTHFD1	5699	6713	2697	4810	7002	6381	8810	13099
MTHFD1L	1463	1592	640	1211	2887	2759	3457	4935
MTHFD2	1306	1403	633	1080	2768	2638	4439	6426
MTHFD2L	127	138	31	71	138	123	195	289
MTHFR	157	213	87	142	206	198	285	445
MTHFSD	163	177	88	111	208	179	260	343
MTIF2	585	630	269	477	2159	2044	3143	4464
MTIF3	271	262	116	228	683	576	971	1387
MTM1	263	326	136	245	305	336	454	643
MTMR1	773	958	394	669	1482	1405	1950	2941
MTMR10	140	173	71	111	384	350	535	759
MTMR12	341	378	158	256	675	575	799	1204
MTMR14	487	601	254	405	688	603	1098	1456
MTMR2	851	974	339	713	1497	1382	1937	2880
MTMR3	446	516	175	371	982	860	1211	1844
MTMR4	682	812	348	561	1936	1688	2605	3881
MTMR6	1155	1339	483	1030	541	517	823	1246
MTMR7	131	122	44	79	100	98	116	180
MTMR8	80	94	46	74	153	136	176	269
MTMR9	283	339	173	259	270	254	468	681
MTO1	810	849	336	586	1026	992	1513	2287
MTOR	2106	2628	1129	1816	5109	4460	6988	10562
MTPAP	1280	1431	512	1027	831	796	1353	1788
MTPN	1620	2163	859	1385	543	481	822	1056
MTR	1576	2111	876	1481	5934	5525	7559	11198
MTRES1	275	303	96	206	174	206	229	398
MTREX	3101	3701	1427	2841	4749	4640	6581	9363
MTRF1	206	183	77	134	249	207	307	460
MTRF1L	75	103	34	64	237	192	376	546
MTRNR2L1	1	3	3	2	51	85	56	382
MTRR	591	710	246	455	853	670	1295	1846
MTSS1	70	86	35	69	84	60	111	166
MTSS2	401	508	171	350	344	310	488	697
MTURN	130	118	53	88	130	117	165	224
MTUS1	431	417	187	339	567	520	669	985
MTX1	521	586	222	415	353	290	575	735
MTX2	867	962	398	707	733	697	1236	1693
MTX3	231	261	107	191	385	342	545	827
MUL1	528	639	243	430	357	281	460	700
MUS81	188	235	93	132	411	331	503	837
MVB12A	652	757	270	490	297	296	426	623
MVB12B	146	156	61	108	111	70	139	230
MVD	195	290	103	172	324	273	541	664
MVK	249	325	97	209	287	247	404	606
MXD1	135	186	44	118	62	62	98	146
MXD3	45	64	22	59	200	163	248	384
MXD4	304	545	180	307	382	360	619	795
MXI1	418	436	175	337	281	204	396	623
MXRA7	55	94	41	71	119	128	178	216
MYB	107	112	26	49	83	65	87	104
MYBBP1A	5650	7516	2724	4787	4032	3511	4338	7019
MYBL1	83	85	30	50	485	455	641	907
MYBL2	1511	1963	828	1366	2790	2613	3412	5235
MYC	2595	2545	1046	1909	1600	1309	2655	4014
MYCBP2	875	837	464	861	7287	6366	9147	13682
